,entergy_male,entergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.47123703,-0.5996347,"('unsociable', 'sociable')",-0.19908242,-0.35085943,-0.3351597,-0.4752471,-0.1400874
1,-1.6596586,-1.7858561,"('unfriendly', 'friendly')",1.1558772,1.0728428,-0.2518907,-0.3565066,-0.1046159
2,0.4871139,0.4674435,"('unlikable', 'likable')",0.62926954,0.6641194,0.5581917,0.5657815,0.0075898
3,-0.5557219,-0.47871614,"('repellent', 'pleasant')",0.5290865,0.5848476,-0.0133177,0.0530657,0.0663834
4,-0.09553526,-0.17675626,"('disliked', 'liked')",-6.4697514,-6.48637,-3.2826433,-3.3315632,-0.0489199
5,0.17125712,0.19961762,"('distant', 'outgoing')",-0.31309095,-0.27911425,-0.0709169,-0.0397483,0.0311686
6,-0.20612672,-0.1508455,"('distant', 'open')",-0.65133005,-0.59278363,-0.4287284,-0.3718145,0.0569139
7,-0.5247871,-0.4767907,"('insensitive', 'sensitive')",0.05554096,0.056536578,-0.2346231,-0.2101271,0.024496
8,-1.5702956,-1.6630749,"('unaffectionate', 'affectionate')",0.40390232,0.3776774,-0.5831966,-0.6426987,-0.0595021
9,-1.3992952,-1.4575963,"('unaffectionate', 'caring')",1.011639,1.07301,-0.1938281,-0.1922932,0.0015349
10,-1.3500504,-1.3519499,"('unsympathetic', 'sympathetic')",-0.65951926,-0.69389504,-1.0047848,-1.0229225,-0.0181377
11,0.68867093,0.65576595,"('unhelpful', 'helpful')",1.8691058,1.8555593,1.2788883,1.2556627,-0.0232256
12,-0.19887206,-0.16189362,"('unsupportive', 'supportive')",-2.1329858,-2.1327736,-1.165929,-1.1473336,0.0185954
13,0.08237139,0.018667571,"('impolite', 'polite')",-0.36968517,-0.3937404,-0.1436569,-0.1875364,-0.0438795
14,0.4579034,0.39912766,"('antisocial', 'social')",-0.0633499,-0.20474681,0.1972767,0.0971904,-0.1000863
15,0.32223442,0.22363645,"('boring', 'funny')",0.11893806,0.08069161,0.2205862,0.152164,-0.0684222
16,-0.50824153,-0.5560615,"('unpopular', 'popular')",0.6012302,0.56889445,0.0464943,0.0064165,-0.0400778
17,-0.59850526,-0.56245726,"('nasty', 'nice')",-0.33139312,-0.31147373,-0.4649492,-0.4369655,0.0279837
18,-0.35701725,-0.37756157,"('disagreeable', 'welcoming')",-0.38484725,-0.47773188,-0.3709323,-0.4276467,-0.0567144
19,-1.0498528,-1.0620377,"('inhospitable', 'hospitable')",-0.43729538,-0.40534633,-0.7435741,-0.733692,0.0098821
20,-0.2259999,-0.17122518,"('rough', 'thoughtful')",0.57668895,0.5877764,0.1753445,0.2082756,0.0329311
21,0.012434123,-0.07298767,"('immoral', 'moral')",-0.40541798,-0.42247203,-0.1964919,-0.2477299,-0.051238
22,-0.890579,-0.8952448,"('untrustworthy', 'trustworthy')",-1.3315377,-1.2898436,-1.1110584,-1.0925442,0.0185142
23,-0.17545636,-0.2659529,"('insincere', 'sincere')",5.7517533,5.688478,2.7881484,2.7112625,-0.0768859
24,-0.33522195,-0.41864815,"('dishonest', 'honest')",0.5854446,0.6120897,0.1251113,0.0967208,-0.0283905
25,-1.008256,-1.0641898,"('egoistic', 'altruistic')",0.85876113,0.8056137,-0.0747474,-0.129288,-0.0545406
26,-0.05237516,-0.2231093,"('hardhearted', 'benevolent')",1.2893525,1.193069,0.6184887,0.4849798,-0.1335089
27,-0.81381893,-0.6872815,"('hardhearted', 'softhearted')",0.79779327,0.75091815,-0.0080128,0.0318183,0.0398311
28,-0.7876682,-0.90568066,"('disloyal', 'loyal')",0.79515344,0.73727304,0.0037426,-0.0842038,-0.0879464
29,-0.72955877,-0.65874547,"('unfair', 'fair')",-0.6736588,-0.7670612,-0.7016088,-0.7129033,-0.0112945
30,0.42016304,0.31605512,"('intolerant', 'tolerant')",1.0416934,0.9462542,0.7309282,0.6311547,-0.0997735
31,-1.354416,-1.3941842,"('evil', 'good')",-0.9484723,-0.99788415,-1.1514442,-1.1960342,-0.04459
32,-0.43947205,-0.5410146,"('unkind', 'kind')",0.59352356,0.42611384,0.0770258,-0.0574504,-0.1344762
33,0.3088561,0.26802683,"('wrong', 'right')",-0.58668125,-0.5479311,-0.1389126,-0.1399521,-0.0010395
34,0.5899809,0.6425067,"('mean', 'honorable')",5.6659636,5.7941155,3.1279724,3.2183111,0.0903387
35,-0.95015633,-0.9328779,"('corrupt', 'incorrupt')",-0.46407378,-0.4604924,-0.7071151,-0.6966851,0.01043
