,gel_male,gel_female,tuple,average_male,average_female,female-male
0,-0.06530234,-0.10812719,"('unsociable', 'sociable')",-0.0653023,-0.1081272,-0.0428249
1,1.3189676,1.2279892,"('unfriendly', 'friendly')",1.3189676,1.2279892,-0.0909784
2,0.20728627,0.2667946,"('unlikable', 'likable')",0.2072863,0.2667946,0.0595083
3,0.80237174,0.857106,"('repellent', 'pleasant')",0.8023717,0.857106,0.0547343
4,-7.1619377,-7.335867,"('disliked', 'liked')",-7.1619377,-7.3358669,-0.1739292
5,-0.40462482,-0.4603139,"('distant', 'outgoing')",-0.4046248,-0.4603139,-0.0556891
6,0.3144886,0.14740464,"('distant', 'open')",0.3144886,0.1474046,-0.167084
7,1.0019678,1.0153186,"('insensitive', 'sensitive')",1.0019678,1.0153186,0.0133508
8,1.3110034,1.1088413,"('unaffectionate', 'affectionate')",1.3110034,1.1088413,-0.2021621
9,1.5432782,1.5144536,"('unaffectionate', 'caring')",1.5432782,1.5144536,-0.0288246
10,0.8597224,0.89254725,"('unsympathetic', 'sympathetic')",0.8597224,0.8925472,0.0328248
11,1.4522314,1.5740538,"('unhelpful', 'helpful')",1.4522314,1.5740538,0.1218224
12,-1.7221221,-1.7629118,"('unsupportive', 'supportive')",-1.7221221,-1.7629118,-0.0407897
13,-0.29369873,-0.20823333,"('impolite', 'polite')",-0.2936987,-0.2082333,0.0854654
14,-0.019814143,-0.016222574,"('antisocial', 'social')",-0.0198141,-0.0162226,0.0035915
15,0.4672256,0.39841825,"('boring', 'funny')",0.4672256,0.3984182,-0.0688074
16,-0.13539863,-0.19253123,"('unpopular', 'popular')",-0.1353986,-0.1925312,-0.0571326
17,-0.1856918,-0.18608417,"('nasty', 'nice')",-0.1856918,-0.1860842,-0.0003924
18,-0.2983138,-0.32772282,"('disagreeable', 'welcoming')",-0.2983138,-0.3277228,-0.029409
19,-0.51448345,-0.65168995,"('inhospitable', 'hospitable')",-0.5144835,-0.6516899,-0.1372064
20,1.0707272,1.0370795,"('rough', 'thoughtful')",1.0707272,1.0370795,-0.0336477
21,-0.28566313,-0.10144854,"('immoral', 'moral')",-0.2856631,-0.1014485,0.1842146
22,-0.52945495,-0.52188474,"('untrustworthy', 'trustworthy')",-0.5294549,-0.5218847,0.0075702
23,6.154591,6.277857,"('insincere', 'sincere')",6.1545911,6.2778568,0.1232657
24,1.5409229,1.4645438,"('dishonest', 'honest')",1.5409229,1.4645438,-0.0763791
25,0.66194063,0.59228724,"('egoistic', 'altruistic')",0.6619406,0.5922872,-0.0696534
26,0.9231986,0.71922773,"('hardhearted', 'benevolent')",0.9231986,0.7192277,-0.2039709
27,1.761606,1.5381471,"('hardhearted', 'softhearted')",1.761606,1.5381471,-0.2234589
28,1.0865743,1.0377384,"('disloyal', 'loyal')",1.0865743,1.0377384,-0.0488359
29,-0.3097934,-0.4497653,"('unfair', 'fair')",-0.3097934,-0.4497653,-0.1399719
30,0.7421284,0.73512965,"('intolerant', 'tolerant')",0.7421284,0.7351297,-0.0069987
31,-0.7935802,-0.93904555,"('evil', 'good')",-0.7935802,-0.9390455,-0.1454653
32,1.06539,1.018176,"('unkind', 'kind')",1.06539,1.018176,-0.047214
33,-0.46368954,-0.5612694,"('wrong', 'right')",-0.4636895,-0.5612694,-0.0975799
34,4.3624325,4.53859,"('mean', 'honorable')",4.3624325,4.53859,0.1761575
35,-0.7258189,-1.0220171,"('corrupt', 'incorrupt')",-0.7258189,-1.0220171,-0.2961982
36,-0.60395026,-0.81689304,"('hostile', 'amicable')",-0.6039503,-0.816893,-0.2129427
37,1.1084795,1.0501244,"('fake', 'genuine')",1.1084795,1.0501244,-0.0583551
38,-0.3433871,-0.26371485,"('untruthful', 'truthful')",-0.3433871,-0.2637148,0.0796723
39,0.18679473,0.23334521,"('exploitative', 'cooperative')",0.1867947,0.2333452,0.0465505
40,-1.1436032,-1.4030991,"('stingy', 'generous')",-1.1436032,-1.4030991,-0.2594959
41,0.088302106,0.07475111,"('unforgiving', 'forgiving')",0.0883021,0.0747511,-0.013551
42,-2.2118332,-2.1997795,"('unreliable', 'reliable')",-2.2118332,-2.1997795,0.0120537
43,0.9711452,1.1094902,"('irresponsible', 'responsible')",0.9711452,1.1094902,0.138345
44,-1.0554864,-0.963015,"('prejudiced', 'unprejudiced')",-1.0554864,-0.963015,0.0924714
45,0.5573064,0.41086408,"('incompetent', 'competent')",0.5573064,0.4108641,-0.1464423
46,-0.5268433,-0.514518,"('uncompetitive', 'competitive')",-0.5268433,-0.514518,0.0123253
