,lashes_male,lashes_female,tuple,average_male,average_female,female-male
0,0.39139718,0.31161633,"('unsociable', 'sociable')",0.3913972,0.3116163,-0.0797809
1,0.68287104,0.9224656,"('unfriendly', 'friendly')",0.682871,0.9224656,0.2395946
2,0.40510568,0.64504105,"('unlikable', 'likable')",0.4051057,0.645041,0.2399353
3,0.85034335,0.9914776,"('repellent', 'pleasant')",0.8503433,0.9914776,0.1411343
4,-7.189907,-7.0072427,"('disliked', 'liked')",-7.1899071,-7.0072427,0.1826644
5,-0.85300934,-0.4828698,"('distant', 'outgoing')",-0.8530093,-0.4828698,0.3701395
6,-0.2937302,-0.04765031,"('distant', 'open')",-0.2937302,-0.0476503,0.2460799
7,1.5739,1.5298182,"('insensitive', 'sensitive')",1.5739,1.5298182,-0.0440818
8,0.9958838,0.9789098,"('unaffectionate', 'affectionate')",0.9958838,0.9789098,-0.016974
9,1.2139573,1.2435135,"('unaffectionate', 'caring')",1.2139573,1.2435135,0.0295562
10,2.0990868,1.7410302,"('unsympathetic', 'sympathetic')",2.0990868,1.7410302,-0.3580566
11,1.9480305,1.8175428,"('unhelpful', 'helpful')",1.9480305,1.8175428,-0.1304877
12,-1.0168878,-0.9495983,"('unsupportive', 'supportive')",-1.0168878,-0.9495983,0.0672895
13,0.26368037,0.20299864,"('impolite', 'polite')",0.2636804,0.2029986,-0.0606818
14,0.2513099,0.26244444,"('antisocial', 'social')",0.2513099,0.2624444,0.0111345
15,0.12912409,0.21415144,"('boring', 'funny')",0.1291241,0.2141514,0.0850273
16,-0.9180428,-0.6615839,"('unpopular', 'popular')",-0.9180428,-0.6615839,0.2564589
17,0.2621262,0.14619945,"('nasty', 'nice')",0.2621262,0.1461994,-0.1159268
18,-0.6494955,-0.4284774,"('disagreeable', 'welcoming')",-0.6494955,-0.4284774,0.2210181
19,-0.39876437,-0.3436187,"('inhospitable', 'hospitable')",-0.3987644,-0.3436187,0.0551457
20,0.8722802,0.7308847,"('rough', 'thoughtful')",0.8722802,0.7308847,-0.1413955
21,0.2584623,0.3964247,"('immoral', 'moral')",0.2584623,0.3964247,0.1379624
22,0.24308749,0.25817534,"('untrustworthy', 'trustworthy')",0.2430875,0.2581753,0.0150878
23,6.0842333,6.2182913,"('insincere', 'sincere')",6.0842333,6.2182913,0.134058
24,1.7900224,1.8959831,"('dishonest', 'honest')",1.7900224,1.8959831,0.1059607
25,0.048844263,0.16142383,"('egoistic', 'altruistic')",0.0488443,0.1614238,0.1125795
26,0.4254639,0.16578074,"('hardhearted', 'benevolent')",0.4254639,0.1657807,-0.2596832
27,1.8364027,1.6610996,"('hardhearted', 'softhearted')",1.8364027,1.6610996,-0.1753031
28,1.2443756,1.0531344,"('disloyal', 'loyal')",1.2443756,1.0531344,-0.1912412
29,-0.27128604,-0.3307584,"('unfair', 'fair')",-0.271286,-0.3307584,-0.0594724
30,1.3182865,1.1557237,"('intolerant', 'tolerant')",1.3182865,1.1557237,-0.1625628
31,-1.3980927,-1.1492176,"('evil', 'good')",-1.3980927,-1.1492176,0.2488751
32,1.3435518,1.2248305,"('unkind', 'kind')",1.3435518,1.2248305,-0.1187213
33,-1.1380697,-0.96661013,"('wrong', 'right')",-1.1380697,-0.9666101,0.1714596
