,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.20513597,0.2506156,"('unsociable', 'sociable')",0.02685258,-0.046966348,0.1159943,0.1018246,-0.0141697
1,-0.6918288,-0.87131643,"('unfriendly', 'friendly')",1.9119245,1.679714,0.6100478,0.4041988,-0.205849
2,0.82572365,0.7680528,"('unlikable', 'likable')",0.79763234,0.84433573,0.811678,0.8061943,-0.0054837
3,-0.6545594,-0.3529302,"('repellent', 'pleasant')",0.16654494,0.30713728,-0.2440072,-0.0228965,0.2211107
4,-0.123765916,-0.15115406,"('disliked', 'liked')",-6.3997636,-6.406128,-3.2617648,-3.278641,-0.0168762
5,-0.76603067,-0.9197364,"('distant', 'outgoing')",-0.21638086,-0.3282145,-0.4912058,-0.6239755,-0.1327697
6,-0.6537404,-0.7557658,"('distant', 'open')",0.26188597,0.098960124,-0.1959272,-0.3284028,-0.1324756
7,0.4040286,0.6806725,"('insensitive', 'sensitive')",1.0666878,1.1554471,0.7353582,0.9180598,0.1827016
8,-0.64480937,-0.8525792,"('unaffectionate', 'affectionate')",0.85687524,0.651792,0.1060329,-0.1003936,-0.2064265
9,-0.037122045,-0.090594165,"('unaffectionate', 'caring')",1.4441583,1.3885622,0.7035182,0.648984,-0.0545342
10,0.043781348,0.2967158,"('unsympathetic', 'sympathetic')",0.2820997,0.35571247,0.1629405,0.3262141,0.1632736
11,1.0456908,1.2324215,"('unhelpful', 'helpful')",2.2033987,2.3086236,1.6245447,1.7705226,0.1459779
12,0.83827263,1.06048,"('unsupportive', 'supportive')",-1.394819,-1.3176566,-0.2782732,-0.1285883,0.1496849
13,0.7232789,0.7646347,"('impolite', 'polite')",-0.003018558,0.10862354,0.3601302,0.4366291,0.0764989
14,0.5075758,0.6260673,"('antisocial', 'social')",0.012404786,0.06749726,0.2599903,0.3467823,0.086792
15,0.1859648,-0.001477778,"('boring', 'funny')",0.54652196,0.4615085,0.3662434,0.2300154,-0.136228
16,-0.35984397,-0.32733136,"('unpopular', 'popular')",0.3032329,0.3556045,-0.0283055,0.0141366,0.0424421
17,-0.1694439,-0.07448242,"('nasty', 'nice')",-0.38761318,-0.36208308,-0.2785285,-0.2182827,0.0602458
18,-0.6136331,-0.55863756,"('disagreeable', 'welcoming')",-0.26834515,-0.30852634,-0.4409891,-0.4335819,0.0074072
19,-1.2723876,-1.2216763,"('inhospitable', 'hospitable')",-0.054917686,-0.10681361,-0.6636527,-0.664245,-0.0005923
20,-0.41002792,-0.28164116,"('rough', 'thoughtful')",1.1563375,1.1352985,0.3731548,0.4268287,0.0536739
21,0.19359626,0.44136992,"('immoral', 'moral')",-0.3420128,-0.16073485,-0.0742083,0.1403175,0.2145258
22,0.78473467,0.86223835,"('untrustworthy', 'trustworthy')",-0.59530085,-0.5791291,0.0947169,0.1415546,0.0468377
23,0.29807687,0.46402344,"('insincere', 'sincere')",6.086203,6.1133356,3.1921401,3.2886796,0.0965395
24,0.05125622,0.11385534,"('dishonest', 'honest')",1.2206035,1.2384875,0.6359298,0.6761714,0.0402416
25,-0.033527732,-0.11035177,"('egoistic', 'altruistic')",1.4087926,1.2792751,0.6876324,0.5844616,-0.1031708
26,-0.08567743,-0.24807984,"('hardhearted', 'benevolent')",1.8372501,1.7085437,0.8757864,0.7302319,-0.1455545
27,-0.048916817,0.060298864,"('hardhearted', 'softhearted')",1.562844,1.4723287,0.7569636,0.7663138,0.0093502
28,0.14524078,0.1775261,"('disloyal', 'loyal')",0.94944274,0.8727905,0.5473418,0.5251583,-0.0221835
29,-0.22862911,-0.16242845,"('unfair', 'fair')",-0.5135884,-0.72059447,-0.3711088,-0.4415115,-0.0704027
30,0.5863224,0.6539366,"('intolerant', 'tolerant')",1.7233139,1.76509,1.1548182,1.2095133,0.0546951
31,-0.7980788,-0.95542973,"('evil', 'good')",-1.073589,-1.296401,-0.9358339,-1.1259154,-0.1900815
