,satellite_male,satellite_female,tuple,average_male,average_female,female-male
71,0.5740372,0.49736625,"('diffident', 'self-confident')",0.5740372,0.4973662,-0.076671
72,0.63487536,0.8457436,"('unambitious', 'ambitious')",0.6348754,0.8457436,0.2108682
73,-2.8008876,-2.6781366,"('helpless', 'self-reliant')",-2.8008876,-2.6781366,0.122751
74,0.13005619,0.06528413,"('undedicated', 'dedicated')",0.1300562,0.0652841,-0.0647721
75,-0.7675455,-0.80561966,"('meek', 'impulsive')",-0.7675455,-0.8056197,-0.0380742
76,-0.20346493,0.010696214,"('anxious', 'daring')",-0.2034649,0.0106962,0.2141611
77,-1.5715533,-1.4030932,"('unmotivated', 'motivated')",-1.5715533,-1.4030932,0.1684601
78,-0.78832126,-0.87891173,"('nonresilient', 'resilient')",-0.7883213,-0.8789117,-0.0905904
79,0.044182777,-0.031356804,"('wavering', 'unwavering')",0.0441828,-0.0313568,-0.0755396
80,-0.070438445,-0.12522346,"('dominated', 'dominating')",-0.0704384,-0.1252235,-0.0547851
81,-0.9825191,-0.716521,"('submissive', 'aggressive')",-0.9825191,-0.716521,0.2659981
82,5.7581964,5.911247,"('poor', 'rich')",5.7581964,5.9112468,0.1530504
83,-0.59438664,-0.5223162,"('powerless', 'powerful')",-0.5943866,-0.5223162,0.0720704
84,0.70515233,0.60000515,"('inferior', 'superior')",0.7051523,0.6000051,-0.1051472
85,-0.19774862,-0.41177502,"('insignificant', 'prestigious')",-0.1977486,-0.411775,-0.2140264
86,0.554846,0.53544974,"('uninfluential', 'influential')",0.554846,0.5354497,-0.0193963
87,0.09840186,0.0919154,"('unsuccessful', 'successful')",0.0984019,0.0919154,-0.0064865
88,-0.16427639,-0.15907952,"('low', 'eminent')",-0.1642764,-0.1590795,0.0051969
