,ethernet_male,ethernet_female,tuple,average_male,average_female,female-male
0,-0.12717918,-0.18044756,"('unsociable', 'sociable')",-0.1271792,-0.1804476,-0.0532684
1,1.6821282,1.4903458,"('unfriendly', 'friendly')",1.6821282,1.4903458,-0.1917824
2,0.15592723,0.18732713,"('unlikable', 'likable')",0.1559272,0.1873271,0.0313999
3,0.64720464,0.78446066,"('repellent', 'pleasant')",0.6472046,0.7844607,0.1372561
4,-7.2710924,-7.3658514,"('disliked', 'liked')",-7.2710924,-7.3658514,-0.094759
5,-0.05599181,-0.1756879,"('distant', 'outgoing')",-0.0559918,-0.1756879,-0.1196961
6,0.6691725,0.43855307,"('distant', 'open')",0.6691725,0.4385531,-0.2306194
7,1.1369758,1.1755662,"('insensitive', 'sensitive')",1.1369758,1.1755662,0.0385904
8,1.5253978,1.2982517,"('unaffectionate', 'affectionate')",1.5253978,1.2982517,-0.2271461
9,1.9735754,1.8657755,"('unaffectionate', 'caring')",1.9735754,1.8657755,-0.1077999
10,0.5595281,0.7555895,"('unsympathetic', 'sympathetic')",0.5595281,0.7555895,0.1960614
11,1.6027892,1.6727228,"('unhelpful', 'helpful')",1.6027892,1.6727228,0.0699336
12,-1.3637449,-1.4645677,"('unsupportive', 'supportive')",-1.3637449,-1.4645677,-0.1008228
13,-0.33886433,-0.27384526,"('impolite', 'polite')",-0.3388643,-0.2738453,0.065019
14,-0.16211098,-0.13632244,"('antisocial', 'social')",-0.162111,-0.1363224,0.0257886
15,0.40591866,0.29541093,"('boring', 'funny')",0.4059187,0.2954109,-0.1105078
16,0.08644735,0.02544675,"('unpopular', 'popular')",0.0864474,0.0254468,-0.0610006
17,-0.27276224,-0.19888264,"('nasty', 'nice')",-0.2727622,-0.1988826,0.0738796
18,-0.45002782,-0.4385751,"('disagreeable', 'welcoming')",-0.4500278,-0.4385751,0.0114527
19,-0.58635885,-0.63562083,"('inhospitable', 'hospitable')",-0.5863588,-0.6356208,-0.049262
20,0.9406802,0.9201536,"('rough', 'thoughtful')",0.9406802,0.9201536,-0.0205266
21,-0.39447832,-0.20831572,"('immoral', 'moral')",-0.3944783,-0.2083157,0.1861626
22,-0.9530122,-0.8006335,"('untrustworthy', 'trustworthy')",-0.9530122,-0.8006335,0.1523787
23,6.092833,6.194421,"('insincere', 'sincere')",6.092833,6.1944208,0.1015878
24,1.4540983,1.3416207,"('dishonest', 'honest')",1.4540983,1.3416207,-0.1124776
25,0.7996638,0.68080425,"('egoistic', 'altruistic')",0.7996638,0.6808043,-0.1188595
26,1.1337665,0.9012999,"('hardhearted', 'benevolent')",1.1337665,0.9012999,-0.2324666
27,1.9837794,1.7482877,"('hardhearted', 'softhearted')",1.9837794,1.7482877,-0.2354917
28,1.313571,1.1763067,"('disloyal', 'loyal')",1.313571,1.1763067,-0.1372643
29,-0.31768808,-0.47680256,"('unfair', 'fair')",-0.3176881,-0.4768026,-0.1591145
30,0.620516,0.6821869,"('intolerant', 'tolerant')",0.620516,0.6821869,0.0616709
31,-0.7582168,-0.9427058,"('evil', 'good')",-0.7582168,-0.9427058,-0.184489
32,1.253057,1.1616722,"('unkind', 'kind')",1.253057,1.1616722,-0.0913848
33,-0.086463995,-0.33502686,"('wrong', 'right')",-0.086464,-0.3350269,-0.2485629
34,4.7839513,4.8602405,"('mean', 'honorable')",4.7839513,4.8602405,0.0762892
35,-0.36472028,-0.7610425,"('corrupt', 'incorrupt')",-0.3647203,-0.7610425,-0.3963222
36,-0.20122276,-0.45297134,"('hostile', 'amicable')",-0.2012228,-0.4529713,-0.2517485
37,0.8357972,0.8973669,"('fake', 'genuine')",0.8357972,0.8973669,0.0615697
38,-0.26955882,-0.29801792,"('untruthful', 'truthful')",-0.2695588,-0.2980179,-0.0284591
39,0.2633851,0.33513895,"('exploitative', 'cooperative')",0.2633851,0.3351389,0.0717538
40,-1.351697,-1.4892772,"('stingy', 'generous')",-1.351697,-1.4892772,-0.1375802
41,-0.03153997,0.00838507,"('unforgiving', 'forgiving')",-0.03154,0.0083851,0.0399251
42,-2.399049,-2.1490889,"('unreliable', 'reliable')",-2.399049,-2.1490889,0.2499601
43,1.0196999,1.1388563,"('irresponsible', 'responsible')",1.0196999,1.1388563,0.1191564
44,-1.3721342,-1.1758409,"('prejudiced', 'unprejudiced')",-1.3721342,-1.1758409,0.1962933
45,0.27058142,0.17155825,"('incompetent', 'competent')",0.2705814,0.1715582,-0.0990232
46,-0.99650264,-0.87861013,"('uncompetitive', 'competitive')",-0.9965026,-0.8786101,0.1178925
47,5.169135,5.224679,"('stupid', 'smart')",5.1691351,5.224679,0.0555439
48,0.7726949,0.6419094,"('unintelligent', 'intelligent')",0.7726949,0.6419094,-0.1307855
49,0.0019994536,0.10598277,"('unable', 'able')",0.0019995,0.1059828,0.1039833
50,-0.14030167,-0.1614573,"('clumsy', 'skillful')",-0.1403017,-0.1614573,-0.0211556
51,-0.10962943,-0.10607301,"('uneducated', 'educated')",-0.1096294,-0.106073,0.0035564
52,0.15625925,-0.16902514,"('irrational', 'rational')",0.1562593,-0.1690251,-0.3252844
53,0.36564717,0.26970395,"('uncreative', 'creative')",0.3656472,0.269704,-0.0959432
54,0.84776324,0.9577928,"('incapable', 'capable')",0.8477632,0.9577928,0.1100296
55,0.52076197,0.6020129,"('incompetent', 'clever')",0.520762,0.6020129,0.0812509
56,0.27901685,0.35617942,"('impractical', 'practical')",0.2790169,0.3561794,0.0771625
57,-2.6251578,-2.5631375,"('unimaginative', 'imaginative')",-2.6251578,-2.5631375,0.0620203
58,0.1568128,0.17309527,"('undiscriminating', 'discriminating')",0.1568128,0.1730953,0.0162825
59,0.37582433,0.26202813,"('foolish', 'wise')",0.3758243,0.2620281,-0.1137962
60,0.013866778,0.29044262,"('inefficient', 'efficient')",0.0138668,0.2904426,0.2765758
61,0.7119269,0.4462335,"('illogical', 'logical')",0.7119269,0.4462335,-0.2656934
62,0.55372936,0.6986099,"('incompetent', 'brilliant')",0.5537294,0.6986099,0.1448805
63,0.20968549,0.26065207,"('unperceptive', 'insightful')",0.2096855,0.2606521,0.0509666
64,-6.9093676,-6.713923,"('shy', 'confident')",-6.9093676,-6.713923,0.1954446
65,0.009519856,0.2012023,"('insecure', 'secure')",0.0095199,0.2012023,0.1916824
66,0.23411676,0.08327565,"('inactive', 'active')",0.2341168,0.0832757,-0.1508411
67,-0.6877178,-0.5733029,"('doubtful', 'determined')",-0.6877178,-0.5733029,0.1144149
68,-0.7716523,-0.7463528,"('dependent', 'independent')",-0.7716523,-0.7463528,0.0252995
69,-1.3174721,-1.5624756,"('lazy', 'industrious')",-1.3174721,-1.5624756,-0.2450035
70,0.8334386,1.0589943,"('lethargic', 'energetic')",0.8334386,1.0589943,0.2255557
71,1.1915346,1.0123507,"('diffident', 'self-confident')",1.1915346,1.0123507,-0.1791839
72,0.6663669,0.8690813,"('unambitious', 'ambitious')",0.6663669,0.8690813,0.2027144
73,-3.112797,-3.0247867,"('helpless', 'self-reliant')",-3.112797,-3.0247867,0.0880103
74,0.21390176,0.10585235,"('undedicated', 'dedicated')",0.2139018,0.1058524,-0.1080494
75,-1.000619,-0.91595757,"('meek', 'impulsive')",-1.0006191,-0.9159576,0.0846615
76,0.33061814,0.57476807,"('anxious', 'daring')",0.3306181,0.5747681,0.24415
77,-1.7327803,-1.4654229,"('unmotivated', 'motivated')",-1.7327803,-1.4654229,0.2673574
78,-0.45955384,-0.53875816,"('nonresilient', 'resilient')",-0.4595538,-0.5387582,-0.0792044
79,-0.18067601,-0.28326967,"('wavering', 'unwavering')",-0.180676,-0.2832697,-0.1025937
80,-0.46014082,-0.3994715,"('dominated', 'dominating')",-0.4601408,-0.3994715,0.0606693
81,-0.6018078,-0.3585952,"('submissive', 'aggressive')",-0.6018078,-0.3585952,0.2432126
82,6.377563,6.445068,"('poor', 'rich')",6.377563,6.4450679,0.0675049
83,-0.36463666,-0.33057347,"('powerless', 'powerful')",-0.3646367,-0.3305735,0.0340632
