,buck_male,buck_female,tuple,average_male,average_female,female-male
0,-0.13745263,-0.22907855,"('unsociable', 'sociable')",-0.1374526,-0.2290785,-0.0916259
1,1.3097842,1.3012625,"('unfriendly', 'friendly')",1.3097842,1.3012625,-0.0085217
2,0.19241536,0.28759956,"('unlikable', 'likable')",0.1924154,0.2875996,0.0951842
3,0.41957873,0.49190065,"('repellent', 'pleasant')",0.4195787,0.4919007,0.072322
4,-6.983931,-7.037355,"('disliked', 'liked')",-6.9839311,-7.0373549,-0.0534238
5,-0.34479386,-0.25627628,"('distant', 'outgoing')",-0.3447939,-0.2562763,0.0885176
6,0.16423461,0.21165764,"('distant', 'open')",0.1642346,0.2116576,0.047423
7,0.8097843,0.81203306,"('insensitive', 'sensitive')",0.8097843,0.8120331,0.0022488
8,1.0172436,0.9932313,"('unaffectionate', 'affectionate')",1.0172436,0.9932313,-0.0240123
9,1.3506279,1.3371477,"('unaffectionate', 'caring')",1.3506279,1.3371477,-0.0134802
10,1.0881219,1.0308117,"('unsympathetic', 'sympathetic')",1.0881219,1.0308117,-0.0573102
11,1.2320067,1.2098454,"('unhelpful', 'helpful')",1.2320067,1.2098454,-0.0221613
12,-1.7264619,-1.755963,"('unsupportive', 'supportive')",-1.7264619,-1.755963,-0.0295011
13,-0.32823038,-0.36658812,"('impolite', 'polite')",-0.3282304,-0.3665881,-0.0383577
14,-0.01917972,-0.08393159,"('antisocial', 'social')",-0.0191797,-0.0839316,-0.0647519
15,0.2106558,0.13411199,"('boring', 'funny')",0.2106558,0.134112,-0.0765438
16,-0.3416178,-0.24120437,"('unpopular', 'popular')",-0.3416178,-0.2412044,0.1004134
17,-0.33049682,-0.26882493,"('nasty', 'nice')",-0.3304968,-0.2688249,0.0616719
18,-0.058566533,-0.10570642,"('disagreeable', 'welcoming')",-0.0585665,-0.1057064,-0.0471399
19,-0.29905504,-0.29951406,"('inhospitable', 'hospitable')",-0.299055,-0.2995141,-0.0004591
20,0.83476245,0.81949574,"('rough', 'thoughtful')",0.8347625,0.8194957,-0.0152668
21,-0.42689735,-0.3752758,"('immoral', 'moral')",-0.4268973,-0.3752758,0.0516215
22,-0.24596936,-0.31651795,"('untrustworthy', 'trustworthy')",-0.2459694,-0.3165179,-0.0705485
