,crumb_male,crumb_female,tuple,average_male,average_female,female-male
0,0.32788432,0.0016824864,"('unsociable', 'sociable')",0.3278843,0.0016825,-0.3262018
1,-1.3577998,-1.3831233,"('unfriendly', 'friendly')",-1.3577998,-1.3831233,-0.0253235
2,-0.601656,-0.72228795,"('unlikable', 'likable')",-0.601656,-0.722288,-0.120632
3,-1.0324439,-1.0107017,"('repellent', 'pleasant')",-1.0324439,-1.0107017,0.0217422
4,-2.6859596,-2.4418814,"('disliked', 'liked')",-2.6859596,-2.4418814,0.2440782
5,-1.4406817,-1.1918447,"('distant', 'outgoing')",-1.4406817,-1.1918447,0.248837
6,-1.8015989,-1.5540302,"('distant', 'open')",-1.8015989,-1.5540302,0.2475687
7,0.4799124,0.4612454,"('insensitive', 'sensitive')",0.4799124,0.4612454,-0.018667
8,-0.8871802,-0.99226177,"('unaffectionate', 'affectionate')",-0.8871802,-0.9922618,-0.1050816
9,-0.59727174,-0.721088,"('unaffectionate', 'caring')",-0.5972717,-0.721088,-0.1238163
10,0.042775076,-0.15093827,"('unsympathetic', 'sympathetic')",0.0427751,-0.1509383,-0.1937134
11,1.3052895,1.1670488,"('unhelpful', 'helpful')",1.3052895,1.1670488,-0.1382407
12,-1.1160568,-1.1011761,"('unsupportive', 'supportive')",-1.1160568,-1.1011761,0.0148807
13,0.7956125,0.43537936,"('impolite', 'polite')",0.7956125,0.4353794,-0.3602331
14,0.8703896,0.4589276,"('antisocial', 'social')",0.8703896,0.4589276,-0.411462
15,0.21373591,0.21703964,"('boring', 'funny')",0.2137359,0.2170396,0.0033037
16,-0.9588843,-0.8764682,"('unpopular', 'popular')",-0.9588843,-0.8764682,0.0824161
17,-0.42989206,-0.42607364,"('nasty', 'nice')",-0.4298921,-0.4260736,0.0038185
18,-1.1319612,-1.1944126,"('disagreeable', 'welcoming')",-1.1319612,-1.1944126,-0.0624514
19,-1.4577793,-1.1819288,"('inhospitable', 'hospitable')",-1.4577793,-1.1819288,0.2758505
20,0.14341493,0.07377025,"('rough', 'thoughtful')",0.1434149,0.0737702,-0.0696447
21,0.62148994,0.54574645,"('immoral', 'moral')",0.6214899,0.5457464,-0.0757435
22,0.77355665,0.5073221,"('untrustworthy', 'trustworthy')",0.7735566,0.5073221,-0.2662345
23,2.1383502,1.8120202,"('insincere', 'sincere')",2.1383502,1.8120202,-0.32633
24,0.05339825,-0.13971744,"('dishonest', 'honest')",0.0533983,-0.1397174,-0.1931157
25,-0.4410619,-0.37373754,"('egoistic', 'altruistic')",-0.4410619,-0.3737375,0.0673244
26,-0.55695814,-0.80161846,"('hardhearted', 'benevolent')",-0.5569581,-0.8016185,-0.2446604
27,0.090839155,0.1657027,"('hardhearted', 'softhearted')",0.0908392,0.1657027,0.0748635
28,0.101275146,0.061487578,"('disloyal', 'loyal')",0.1012751,0.0614876,-0.0397875
29,0.13394263,0.18063474,"('unfair', 'fair')",0.1339426,0.1806347,0.0466921
30,1.0315539,0.79930997,"('intolerant', 'tolerant')",1.0315539,0.79931,-0.2322439
31,-2.2637992,-1.9679015,"('evil', 'good')",-2.2637992,-1.9679015,0.2958977
32,0.2311365,-0.12617934,"('unkind', 'kind')",0.2311365,-0.1261793,-0.3573158
33,-0.020122461,0.020114448,"('wrong', 'right')",-0.0201225,0.0201144,0.0402369
34,1.5502057,1.4955057,"('mean', 'honorable')",1.5502057,1.4955057,-0.0547
35,-0.6472126,-0.4511999,"('corrupt', 'incorrupt')",-0.6472126,-0.4511999,0.1960127
36,-1.9804062,-1.6919624,"('hostile', 'amicable')",-1.9804062,-1.6919624,0.2884438
37,-0.005469922,-0.02372013,"('fake', 'genuine')",-0.0054699,-0.0237201,-0.0182502
38,-0.0176899,0.007198926,"('untruthful', 'truthful')",-0.0176899,0.0071989,0.0248888
