,visa_male,visa_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.8179759,0.7336828,"('unsociable', 'sociable')",-0.14135039,-0.24975857,0.3383127,0.2419621,-0.0963506
1,1.9360169,1.9143643,"('unfriendly', 'friendly')",2.0647001,1.9670552,2.0003586,1.9407098,-0.0596488
2,1.1397846,1.2808896,"('unlikable', 'likable')",0.6977136,0.74713486,0.9187491,1.0140122,0.0952631
3,-0.86538255,-0.7402486,"('repellent', 'pleasant')",0.06086436,0.10135533,-0.4022591,-0.3194467,0.0828124
4,0.059374675,0.002686087,"('disliked', 'liked')",-5.853995,-5.943367,-2.89731,-2.9703405,-0.0730305
5,1.2472359,1.2352962,"('distant', 'outgoing')",-0.25533944,-0.34410915,0.4959482,0.4455935,-0.0503547
6,1.0908624,1.1033589,"('distant', 'open')",0.32530937,0.22166428,0.7080859,0.6625116,-0.0455743
7,-0.23426177,-0.20262952,"('insensitive', 'sensitive')",0.44244775,0.47258943,0.104093,0.13498,0.030887
8,0.707291,0.7162896,"('unaffectionate', 'affectionate')",0.77200663,0.6707003,0.7396488,0.6934949,-0.0461539
9,1.4516236,1.4741794,"('unaffectionate', 'caring')",0.9033266,0.84982336,1.1774751,1.1620014,-0.0154737
10,-0.9147966,-0.88076836,"('unsympathetic', 'sympathetic')",-0.40203398,-0.40598136,-0.6584153,-0.6433749,0.0150404
11,-0.82100093,-0.8314069,"('unhelpful', 'helpful')",1.3635418,1.3880708,0.2712705,0.278332,0.0070615
12,0.63405603,0.7145769,"('unsupportive', 'supportive')",-1.8969501,-1.9276737,-0.6314471,-0.6065484,0.0248987
13,-0.22126606,-0.27320898,"('impolite', 'polite')",-0.6536906,-0.6856551,-0.4374783,-0.479432,-0.0419537
14,-0.15635604,-0.20090576,"('antisocial', 'social')",-0.35965833,-0.37397924,-0.2580072,-0.2874425,-0.0294353
15,-0.23940259,-0.31826824,"('boring', 'funny')",0.3260901,0.2823215,0.0433438,-0.0179734,-0.0613172
16,-0.27970484,-0.20493263,"('unpopular', 'popular')",0.4687418,0.4696978,0.0945185,0.1323826,0.0378641
17,0.44175214,0.5242206,"('nasty', 'nice')",-0.42628372,-0.39420062,0.0077342,0.06501,0.0572758
18,0.47790658,0.48315972,"('disagreeable', 'welcoming')",-0.12954018,-0.24312736,0.1741832,0.1200162,-0.054167
19,0.43606955,0.52367365,"('inhospitable', 'hospitable')",-0.007692497,0.018486686,0.2141885,0.2710802,0.0568917
20,0.09366089,0.14877596,"('rough', 'thoughtful')",1.4899141,1.4288955,0.7917875,0.7888357,-0.0029518
21,-0.0031766966,-0.0021990575,"('immoral', 'moral')",-0.46584672,-0.46572557,-0.2345117,-0.2339623,0.0005494
22,-0.32120392,-0.37551683,"('untrustworthy', 'trustworthy')",-0.61013824,-0.708617,-0.4656711,-0.5420669,-0.0763958
23,0.2135142,0.17152563,"('insincere', 'sincere')",5.213926,5.17509,2.7137201,2.6733077,-0.0404124
24,0.6909244,0.5924076,"('dishonest', 'honest')",0.63173,0.54998827,0.6613272,0.5711979,-0.0901293
25,0.9050266,0.878865,"('egoistic', 'altruistic')",1.9209952,1.9181056,1.413011,1.3984853,-0.0145257
26,2.7606323,2.7460718,"('hardhearted', 'benevolent')",2.1245582,2.1279998,2.4425952,2.4370358,-0.0055594
27,0.62919515,0.6440486,"('hardhearted', 'softhearted')",1.4773351,1.3251252,1.0532651,0.9845869,-0.0686782
28,0.32778996,0.2353913,"('disloyal', 'loyal')",0.7241803,0.66747797,0.5259851,0.4514346,-0.0745505
29,-0.17418304,-0.23803785,"('unfair', 'fair')",-0.4129746,-0.5649055,-0.2935788,-0.4014717,-0.1078929
30,1.0804676,1.0255584,"('intolerant', 'tolerant')",0.94428235,0.87462866,1.012375,0.9500935,-0.0622815
31,-0.10658016,-0.047926445,"('evil', 'good')",-0.8129921,-0.8749335,-0.4597861,-0.46143,-0.0016439
32,0.38930023,0.3894826,"('unkind', 'kind')",0.93479484,0.8748121,0.6620475,0.6321474,-0.0299001
33,1.6974119,1.627976,"('wrong', 'right')",-0.4574048,-0.537578,0.6200036,0.545199,-0.0748046
34,0.09767583,0.17173707,"('mean', 'honorable')",5.4803276,5.5512867,2.7890017,2.8615119,0.0725102
35,-0.08113118,-0.15335463,"('corrupt', 'incorrupt')",0.25840423,0.13807708,0.0886365,-0.0076388,-0.0962753
36,0.77688664,0.79315156,"('hostile', 'amicable')",0.3909908,0.26548994,0.5839387,0.5293207,-0.054618
37,-1.6343906,-1.6293113,"('fake', 'genuine')",-0.15480869,-0.15479103,-0.8945996,-0.8920512,0.0025484
38,0.24406232,0.25918677,"('untruthful', 'truthful')",-0.394237,-0.4037615,-0.0750873,-0.0722874,0.0027999
39,0.83091795,0.8481462,"('exploitative', 'cooperative')",0.25356796,0.24614982,0.5422429,0.547148,0.0049051
40,0.5321867,0.51274556,"('stingy', 'generous')",-1.4111677,-1.5320674,-0.4394905,-0.509661,-0.0701705
41,0.6554757,0.67206824,"('unforgiving', 'forgiving')",0.16521396,0.044373162,0.4103448,0.3582207,-0.0521241
42,0.20558682,0.2646395,"('unreliable', 'reliable')",-2.826033,-2.7880428,-1.3102231,-1.2617016,0.0485215
43,0.62374294,0.67539495,"('irresponsible', 'responsible')",0.44055742,0.4239309,0.5321501,0.5496629,0.0175128
44,-1.3660628,-1.3354015,"('prejudiced', 'unprejudiced')",-1.195766,-1.2083783,-1.2809143,-1.2718899,0.0090244
45,-0.72015727,-0.67247605,"('incompetent', 'competent')",-0.36615646,-0.37875518,-0.5431569,-0.5256156,0.0175413
46,-1.1620564,-1.1136848,"('uncompetitive', 'competitive')",-0.4365857,-0.47522828,-0.7993211,-0.7944565,0.0048646
47,1.1169178,1.1137503,"('stupid', 'smart')",5.315205,5.362107,3.2160616,3.2379286,0.021867
48,0.18772483,0.22363892,"('unintelligent', 'intelligent')",0.59204096,0.6038042,0.3898829,0.4137216,0.0238387
49,-0.954844,-0.8683609,"('unable', 'able')",-0.11924973,-0.08443921,-0.5370468,-0.4764,0.0606468
50,-0.6902651,-0.61216426,"('clumsy', 'skillful')",0.024632938,0.017806545,-0.3328161,-0.2971789,0.0356372
51,-0.6323686,-0.72036403,"('uneducated', 'educated')",0.5372407,0.48730686,-0.047564,-0.1165286,-0.0689646
52,0.57585573,0.45761243,"('irrational', 'rational')",-0.14039993,-0.2902002,0.2177279,0.0837061,-0.1340218
53,0.16604353,0.14465329,"('uncreative', 'creative')",0.8258784,0.7812452,0.495961,0.4629492,-0.0330118
54,0.20097384,0.21282814,"('incapable', 'capable')",1.1524973,1.1481965,0.6767356,0.6805123,0.0037767
55,-0.6751813,-0.65116537,"('incompetent', 'clever')",0.22852048,0.18733336,-0.2233304,-0.231916,-0.0085856
56,0.82228947,0.79914993,"('impractical', 'practical')",-0.5262443,-0.49582654,0.1480226,0.1516617,0.0036391
57,-1.3227752,-1.3536229,"('unimaginative', 'imaginative')",-2.6629777,-2.6765897,-1.9928765,-2.0151062,-0.0222297
58,0.74309087,0.76757354,"('undiscriminating', 'discriminating')",0.09368357,0.020430822,0.4183872,0.3940022,-0.024385
59,0.9004564,0.8815922,"('foolish', 'wise')",0.28693327,0.2572267,0.5936949,0.5694095,-0.0242854
60,-0.10780685,-0.05625945,"('inefficient', 'efficient')",-0.15680788,-0.08188965,-0.1323074,-0.0690745,0.0632329
61,1.4769107,1.3552068,"('illogical', 'logical')",0.52515703,0.40068012,1.0010339,0.8779435,-0.1230904
62,-0.14275174,-0.04225572,"('incompetent', 'brilliant')",0.15050682,0.23909356,0.0038775,0.0984189,0.0945414
63,0.16113888,0.2584233,"('unperceptive', 'insightful')",0.98204625,1.0350959,0.5715926,0.6467596,0.075167
64,-1.1484376,-1.1663169,"('shy', 'confident')",-6.40896,-6.418766,-3.7786987,-3.7925415,-0.0138428
65,-0.19859612,-0.24661441,"('insecure', 'secure')",-0.21043187,-0.2125004,-0.204514,-0.2295574,-0.0250434
66,0.10179385,0.1057045,"('inactive', 'active')",1.0920911,1.1302081,0.5969425,0.6179563,0.0210138
67,0.35188228,0.33149397,"('doubtful', 'determined')",-0.5996434,-0.554239,-0.1238806,-0.1113725,0.0125081
68,-0.8466249,-0.9094149,"('dependent', 'independent')",-0.41428664,-0.48240152,-0.6304558,-0.6959082,-0.0654524
69,1.1966677,1.1721756,"('lazy', 'industrious')",-0.10233255,-0.08918106,0.5471675,0.5414973,-0.0056702
70,-0.84072685,-0.7967508,"('lethargic', 'energetic')",0.26781082,0.30046785,-0.286458,-0.2481415,0.0383165
71,1.9151123,1.9398738,"('diffident', 'self-confident')",0.78342277,0.79921544,1.3492675,1.3695446,0.0202771
72,0.63127345,0.641426,"('unambitious', 'ambitious')",-1.1014305,-1.0714175,-0.2350785,-0.2149957,0.0200828
73,1.5965366,1.5969149,"('helpless', 'self-reliant')",-2.8216212,-2.857008,-0.6125423,-0.6300465,-0.0175042
74,1.1847732,1.1890254,"('undedicated', 'dedicated')",0.0472254,0.0073705465,0.6159993,0.598198,-0.0178013
75,-0.8257059,-0.7554158,"('meek', 'impulsive')",-0.47430602,-0.40996033,-0.6500059,-0.5826881,0.0673178
76,-0.4506133,-0.38143867,"('anxious', 'daring')",0.18387222,0.22028047,-0.1333705,-0.0805791,0.0527914
77,-0.7485412,-0.6590681,"('unmotivated', 'motivated')",-1.0624107,-0.93140256,-0.905476,-0.7952353,0.1102407
78,-0.40980947,-0.33942926,"('nonresilient', 'resilient')",0.32847115,0.39207524,-0.0406692,0.026323,0.0669922
79,0.09403524,0.09477156,"('wavering', 'unwavering')",-0.11021578,-0.09106898,-0.0080903,0.0018513,0.0099416
80,-0.68083143,-0.6975123,"('dominated', 'dominating')",-1.0519158,-0.97736126,-0.8663736,-0.8374368,0.0289368
81,-1.1280488,-1.1616625,"('submissive', 'aggressive')",-0.725123,-0.5985001,-0.9265859,-0.8800813,0.0465046
82,-1.1946571,-1.1324041,"('poor', 'rich')",5.42165,5.489803,2.1134963,2.1786995,0.0652032
83,0.44457608,0.44000292,"('powerless', 'powerful')",-0.6465641,-0.6913304,-0.100994,-0.1256637,-0.0246697
84,0.51276416,0.4622407,"('inferior', 'superior')",1.0000273,0.92274404,0.7563957,0.6924924,-0.0639033
85,2.2177734,2.3146884,"('insignificant', 'prestigious')",1.273375,1.2289175,1.7455742,1.7718029,0.0262287
86,0.13583541,0.008695848,"('uninfluential', 'influential')",-0.033566404,-0.15896778,0.0511345,-0.075136,-0.1262705
87,0.035772797,0.05462358,"('unsuccessful', 'successful')",0.94623166,1.014759,0.4910022,0.5346913,0.0436891
88,-0.36983246,-0.3808735,"('low', 'eminent')",0.41508004,0.42191136,0.0226238,0.0205189,-0.0021049
