,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.79793286,-0.88321716,"('unsociable', 'sociable')",-0.16687734,-0.24157865,-0.4824051,-0.5623979,-0.0799928
1,1.7037678,1.6517644,"('unfriendly', 'friendly')",1.0558357,0.7965391,1.3798018,1.2241517,-0.1556501
2,1.0377018,1.034057,"('unlikable', 'likable')",0.92703396,0.8435106,0.9823679,0.9387838,-0.0435841
3,-0.71030885,-0.5691753,"('repellent', 'pleasant')",0.7252654,0.83918786,0.0074783,0.1350063,0.127528
4,-1.0618865,-1.0756271,"('disliked', 'liked')",-5.7002883,-6.1397767,-3.3810873,-3.6077018,-0.2266145
5,1.2006505,1.2166635,"('distant', 'outgoing')",-0.68740255,-0.75138605,0.256624,0.2326387,-0.0239853
6,1.358175,1.4243197,"('distant', 'open')",-0.73668385,-0.80414176,0.3107456,0.310089,-0.0006566
7,0.21337384,0.30628797,"('insensitive', 'sensitive')",0.1773013,0.22587466,0.1953376,0.2660813,0.0707437
8,1.3521447,1.2467803,"('unaffectionate', 'affectionate')",0.00930563,-0.16781354,0.6807252,0.5394834,-0.1412418
9,1.753266,1.7171515,"('unaffectionate', 'caring')",0.60952777,0.49288186,1.1813968,1.1050167,-0.0763801
10,-0.15705895,-0.06422249,"('unsympathetic', 'sympathetic')",-0.24768415,-0.2353322,-0.2023716,-0.1497774,0.0525942
11,0.7473183,0.7386205,"('unhelpful', 'helpful')",2.2786934,2.2638707,1.5130059,1.5012456,-0.0117603
12,1.1050783,1.2631927,"('unsupportive', 'supportive')",-1.805077,-1.8448709,-0.3499993,-0.2908391,0.0591602
13,-0.22511974,-0.17606884,"('impolite', 'polite')",-0.5766987,-0.51544255,-0.4009092,-0.3457557,0.0551535
14,-0.70011485,-0.71179837,"('antisocial', 'social')",-0.10498049,-0.09364812,-0.4025477,-0.4027233,-0.0001756
15,0.04402984,-0.10980695,"('boring', 'funny')",-0.34040064,-0.37441233,-0.1481854,-0.2421096,-0.0939242
16,-0.26602408,-0.28428358,"('unpopular', 'popular')",0.3867256,0.2770923,0.0603508,-0.0035956,-0.0639464
17,-0.18382159,-0.17181507,"('nasty', 'nice')",-0.46187764,-0.3407098,-0.3228496,-0.2562624,0.0665872
18,0.3170439,0.3720324,"('disagreeable', 'welcoming')",-0.73443186,-0.84981036,-0.208694,-0.238889,-0.030195
19,-0.011165272,-0.0055558495,"('inhospitable', 'hospitable')",-0.51415837,-0.5171481,-0.2626618,-0.261352,0.0013098
20,0.63600814,0.6629025,"('rough', 'thoughtful')",0.77550775,0.8045107,0.705758,0.7337066,0.0279486
21,0.27984616,0.32590044,"('immoral', 'moral')",-0.45904195,-0.38185734,-0.0895979,-0.0279785,0.0616194
22,0.31484455,0.34856364,"('untrustworthy', 'trustworthy')",-0.8583017,-0.8851687,-0.2717286,-0.2683025,0.0034261
23,1.7764091,1.8036869,"('insincere', 'sincere')",5.228932,5.3736696,3.5026705,3.5886784,0.0860079
24,1.2657233,1.3064708,"('dishonest', 'honest')",0.864267,0.86505044,1.0649952,1.0857606,0.0207654
