,probation_male,probation_female,tuple,average_male,average_female,female-male
0,-0.13266435,-0.33428654,"('unsociable', 'sociable')",-0.1326644,-0.3342865,-0.2016221
1,2.0042224,2.0852537,"('unfriendly', 'friendly')",2.0042224,2.0852537,0.0810313
2,0.54372215,0.6859866,"('unlikable', 'likable')",0.5437222,0.6859866,0.1422644
3,0.58557075,0.81959414,"('repellent', 'pleasant')",0.5855708,0.8195941,0.2340233
4,-7.7618546,-7.631725,"('disliked', 'liked')",-7.7618546,-7.6317248,0.1301298
5,0.15544146,0.31955978,"('distant', 'outgoing')",0.1554415,0.3195598,0.1641183
6,0.45198914,0.5597508,"('distant', 'open')",0.4519891,0.5597508,0.1077617
7,1.188708,1.2600245,"('insensitive', 'sensitive')",1.1887079,1.2600245,0.0713166
8,1.594546,1.5694511,"('unaffectionate', 'affectionate')",1.594546,1.5694511,-0.0250949
9,2.0263035,2.0312848,"('unaffectionate', 'caring')",2.0263035,2.0312848,0.0049813
10,0.946001,0.9378344,"('unsympathetic', 'sympathetic')",0.946001,0.9378344,-0.0081666
11,1.9580146,1.9450552,"('unhelpful', 'helpful')",1.9580146,1.9450552,-0.0129594
12,-1.3085887,-1.2663963,"('unsupportive', 'supportive')",-1.3085887,-1.2663963,0.0421924
13,-0.07794008,-0.17907281,"('impolite', 'polite')",-0.0779401,-0.1790728,-0.1011327
14,-0.33418748,-0.44856578,"('antisocial', 'social')",-0.3341875,-0.4485658,-0.1143783
15,0.3469888,0.35529777,"('boring', 'funny')",0.3469888,0.3552978,0.008309
16,-0.62153834,-0.5075624,"('unpopular', 'popular')",-0.6215383,-0.5075624,0.1139759
17,-0.028956585,-0.01856941,"('nasty', 'nice')",-0.0289566,-0.0185694,0.0103872
18,-0.5553162,-0.4926416,"('disagreeable', 'welcoming')",-0.5553162,-0.4926416,0.0626746
19,-0.020214776,0.15867344,"('inhospitable', 'hospitable')",-0.0202148,0.1586734,0.1788882
20,0.7383225,0.63557893,"('rough', 'thoughtful')",0.7383225,0.6355789,-0.1027436
21,-0.17823645,-0.03060855,"('immoral', 'moral')",-0.1782365,-0.0306085,0.147628
22,-0.36826655,-0.3744093,"('untrustworthy', 'trustworthy')",-0.3682666,-0.3744093,-0.0061427
23,7.425258,7.3972125,"('insincere', 'sincere')",7.4252582,7.3972125,-0.0280457
24,1.8597221,1.9471704,"('dishonest', 'honest')",1.8597221,1.9471704,0.0874483
25,0.6229381,0.53383255,"('egoistic', 'altruistic')",0.6229381,0.5338326,-0.0891055
26,0.56552684,0.4468416,"('hardhearted', 'benevolent')",0.5655268,0.4468416,-0.1186852
27,1.7569811,1.6729735,"('hardhearted', 'softhearted')",1.7569811,1.6729735,-0.0840076
28,1.336904,1.2963018,"('disloyal', 'loyal')",1.336904,1.2963018,-0.0406022
29,-0.25152355,-0.33514902,"('unfair', 'fair')",-0.2515236,-0.335149,-0.0836254
30,1.0736678,0.9303699,"('intolerant', 'tolerant')",1.0736678,0.9303699,-0.1432979
31,-1.2988018,-1.1527895,"('evil', 'good')",-1.2988018,-1.1527895,0.1460123
32,1.4912223,1.3821676,"('unkind', 'kind')",1.4912223,1.3821676,-0.1090547
33,-0.47726512,-0.39711276,"('wrong', 'right')",-0.4772651,-0.3971128,0.0801523
34,5.2745085,5.398531,"('mean', 'honorable')",5.2745085,5.398531,0.1240225
35,-0.56538045,-0.5625565,"('corrupt', 'incorrupt')",-0.5653805,-0.5625565,0.002824
36,-0.2924815,-0.2544418,"('hostile', 'amicable')",-0.2924815,-0.2544418,0.0380397
37,1.0721062,1.0356231,"('fake', 'genuine')",1.0721062,1.0356231,-0.0364831
38,0.5332416,0.47706032,"('untruthful', 'truthful')",0.5332416,0.4770603,-0.0561813
39,-0.20290838,-0.24936752,"('exploitative', 'cooperative')",-0.2029084,-0.2493675,-0.0464591
40,-1.6368388,-1.6060588,"('stingy', 'generous')",-1.6368388,-1.6060588,0.03078
41,-0.016861659,-0.1017552,"('unforgiving', 'forgiving')",-0.0168617,-0.1017552,-0.0848935
42,-2.2695081,-2.1757672,"('unreliable', 'reliable')",-2.2695081,-2.1757672,0.0937409
43,1.3931024,1.2690421,"('irresponsible', 'responsible')",1.3931024,1.2690421,-0.1240603
44,-1.404469,-1.5607272,"('prejudiced', 'unprejudiced')",-1.404469,-1.5607272,-0.1562582
45,0.07774602,0.09901644,"('incompetent', 'competent')",0.077746,0.0990164,0.0212704
46,-0.81981593,-0.8187574,"('uncompetitive', 'competitive')",-0.8198159,-0.8187574,0.0010585
47,6.0638595,6.1482196,"('stupid', 'smart')",6.0638595,6.1482196,0.0843601
48,0.76857203,0.7859782,"('unintelligent', 'intelligent')",0.768572,0.7859782,0.0174062
49,0.112436555,0.3291458,"('unable', 'able')",0.1124366,0.3291458,0.2167092
50,0.22132626,0.46215644,"('clumsy', 'skillful')",0.2213263,0.4621564,0.2408301
51,0.054324783,0.17243299,"('uneducated', 'educated')",0.0543248,0.172433,0.1181082
52,-0.06799711,0.013495848,"('irrational', 'rational')",-0.0679971,0.0134958,0.0814929
53,0.67749625,0.7286958,"('uncreative', 'creative')",0.6774963,0.7286958,0.0511995
54,1.4223663,1.6344925,"('incapable', 'capable')",1.4223663,1.6344925,0.2121262
55,0.36040482,0.3485519,"('incompetent', 'clever')",0.3604048,0.3485519,-0.0118529
56,0.676256,0.6409419,"('impractical', 'practical')",0.676256,0.6409419,-0.0353141
57,-3.115919,-2.9723089,"('unimaginative', 'imaginative')",-3.1159191,-2.9723089,0.1436102
58,-0.041129015,-0.10162694,"('undiscriminating', 'discriminating')",-0.041129,-0.1016269,-0.0604979
59,0.29871428,0.53996015,"('foolish', 'wise')",0.2987143,0.5399601,0.2412458
60,0.46914157,0.34845215,"('inefficient', 'efficient')",0.4691416,0.3484522,-0.1206894
61,0.5205304,0.3949918,"('illogical', 'logical')",0.5205304,0.3949918,-0.1255386
62,0.95392203,1.0686312,"('incompetent', 'brilliant')",0.953922,1.0686312,0.1147092
63,0.87014705,1.02931,"('unperceptive', 'insightful')",0.870147,1.02931,0.159163
64,-6.663711,-6.5126014,"('shy', 'confident')",-6.6637111,-6.5126014,0.1511097
65,0.6931774,0.69837934,"('insecure', 'secure')",0.6931774,0.6983793,0.0052019
66,0.09933616,0.09665726,"('inactive', 'active')",0.0993362,0.0966573,-0.0026789
67,-0.77082944,-0.8696384,"('doubtful', 'determined')",-0.7708294,-0.8696384,-0.098809
68,-0.23420097,-0.10928653,"('dependent', 'independent')",-0.234201,-0.1092865,0.1249145
69,-1.5364594,-1.441364,"('lazy', 'industrious')",-1.5364594,-1.441364,0.0950954
70,0.9384026,1.0294169,"('lethargic', 'energetic')",0.9384026,1.0294169,0.0910143
71,0.33878824,0.5282934,"('diffident', 'self-confident')",0.3387882,0.5282934,0.1895052
