,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.39692456,-0.46073604,"('unsociable', 'sociable')",-0.51857156,-0.72417283,-0.4577481,-0.5924544,-0.1347063
1,-0.50817305,-0.5978627,"('unfriendly', 'friendly')",1.7737626,1.5561907,0.6327947,0.479164,-0.1536307
2,0.82928765,0.9006264,"('unlikable', 'likable')",0.7270121,0.8397958,0.7781498,0.8702111,0.0920613
3,-0.62172127,-0.51400113,"('repellent', 'pleasant')",-0.002526462,0.046464853,-0.3121239,-0.2337681,0.0783558
4,0.45553797,0.3940962,"('disliked', 'liked')",-5.69432,-5.703386,-2.6193912,-2.6546447,-0.0352535
5,-0.21344876,-0.29366702,"('distant', 'outgoing')",-0.09595632,-0.14314994,-0.1547025,-0.2184085,-0.063706
6,-0.7508508,-0.84770536,"('distant', 'open')",0.16913497,0.091876246,-0.2908579,-0.3779145,-0.0870566
7,-0.48593888,-0.35049188,"('insensitive', 'sensitive')",0.33460268,0.3182691,-0.0756681,-0.0161114,0.0595567
8,-0.8116809,-0.872563,"('unaffectionate', 'affectionate')",0.18142657,0.11642234,-0.3151272,-0.3780703,-0.0629431
9,-0.12408283,-0.1900796,"('unaffectionate', 'caring')",0.66620535,0.59709823,0.2710612,0.2035093,-0.0675519
10,-1.2083626,-1.1234716,"('unsympathetic', 'sympathetic')",-0.5096948,-0.6483978,-0.8590287,-0.8859347,-0.026906
11,-0.29217568,-0.20775728,"('unhelpful', 'helpful')",1.6981177,1.7482682,0.702971,0.7702555,0.0672845
12,0.13735342,0.18384236,"('unsupportive', 'supportive')",-1.7267268,-1.7661321,-0.7946867,-0.7911448,0.0035419
13,-0.72296196,-0.6937704,"('impolite', 'polite')",-0.26035312,-0.258509,-0.4916576,-0.4761397,0.0155179
14,-0.17624053,-0.15482423,"('antisocial', 'social')",-0.5089372,-0.4997606,-0.3425888,-0.3272924,0.0152964
15,0.09324253,-0.04211756,"('boring', 'funny')",0.60654885,0.6145613,0.3498957,0.2862219,-0.0636738
16,0.48396155,0.47875655,"('unpopular', 'popular')",0.8900771,0.88697064,0.6870193,0.6828636,-0.0041557
17,-0.02934743,0.0038836636,"('nasty', 'nice')",-0.022704596,0.06447308,-0.026026,0.0341784,0.0602044
18,-0.6226407,-0.5789823,"('disagreeable', 'welcoming')",-0.365019,-0.43587586,-0.4938298,-0.5074291,-0.0135993
