,basketball_male,basketball_female,tuple,average_male,average_female,female-male
76,0.20175345,0.20240527,"('anxious', 'daring')",0.2017535,0.2024053,0.0006518
77,-1.3614103,-1.2524195,"('unmotivated', 'motivated')",-1.3614103,-1.2524195,0.1089908
78,-0.8029146,-0.7722909,"('nonresilient', 'resilient')",-0.8029146,-0.7722909,0.0306237
79,-0.39333743,-0.3726942,"('wavering', 'unwavering')",-0.3933374,-0.3726942,0.0206432
80,-0.058622267,-0.086175606,"('dominated', 'dominating')",-0.0586223,-0.0861756,-0.0275533
81,0.0706047,0.07007491,"('submissive', 'aggressive')",0.0706047,0.0700749,-0.0005298
82,6.012067,6.213858,"('poor', 'rich')",6.0120668,6.2138581,0.2017913
83,-0.52201056,-0.54873616,"('powerless', 'powerful')",-0.5220106,-0.5487362,-0.0267256
84,0.21192223,0.25474098,"('inferior', 'superior')",0.2119222,0.254741,0.0428188
85,-0.6736735,-0.7855227,"('insignificant', 'prestigious')",-0.6736735,-0.7855227,-0.1118492
86,0.73406124,0.61153656,"('uninfluential', 'influential')",0.7340612,0.6115366,-0.1225246
87,0.5893114,0.6443224,"('unsuccessful', 'successful')",0.5893114,0.6443224,0.055011
88,0.047922112,-0.0029438743,"('low', 'eminent')",0.0479221,-0.0029439,-0.050866
