,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.3019583,-1.3308108,"('unsociable', 'sociable')",-0.35912764,-0.44578478,-0.830543,-0.8882978,-0.0577548
1,0.7740309,0.5119912,"('unfriendly', 'friendly')",1.8775604,1.6785504,1.3257957,1.0952708,-0.2305249
2,0.8668859,0.9725514,"('unlikable', 'likable')",0.8534512,1.0205461,0.8601686,0.9965488,0.1363802
3,-1.3759887,-1.3219079,"('repellent', 'pleasant')",0.50503284,0.62132657,-0.4354779,-0.3502907,0.0851872
4,0.9941853,0.86490846,"('disliked', 'liked')",-6.891972,-6.9969287,-2.9488933,-3.06601,-0.1171167
5,0.6688535,0.68459666,"('distant', 'outgoing')",-0.267866,-0.22362673,0.2004938,0.230485,0.0299912
6,0.5794252,0.5719366,"('distant', 'open')",0.1306804,0.14502355,0.3550528,0.3584801,0.0034273
7,-0.9461217,-0.9740843,"('insensitive', 'sensitive')",0.1282312,0.07948921,-0.4089453,-0.4472975,-0.0383522
8,0.6545237,0.48809624,"('unaffectionate', 'affectionate')",1.0402172,0.896019,0.8473704,0.6920576,-0.1553128
9,0.33569992,0.18097138,"('unaffectionate', 'caring')",1.342308,1.2692797,0.839004,0.7251256,-0.1138784
10,-2.8967156,-2.9505708,"('unsympathetic', 'sympathetic')",-0.19583529,-0.2611475,-1.5462755,-1.6058592,-0.0595837
11,-1.209375,-1.2409174,"('unhelpful', 'helpful')",1.6294281,1.6363287,0.2100266,0.1977056,-0.012321
12,-0.5778748,-0.54492456,"('unsupportive', 'supportive')",-2.2446918,-2.212122,-1.4112833,-1.3785232,0.0327601
13,-1.8868818,-1.840001,"('impolite', 'polite')",-0.4347629,-0.42011234,-1.1608224,-1.1300566,0.0307658
14,-1.166616,-1.2016202,"('antisocial', 'social')",-0.2329332,-0.28660253,-0.6997746,-0.7441114,-0.0443368
15,0.71353406,0.6178347,"('boring', 'funny')",0.45697686,0.4552217,0.5852554,0.5365282,-0.0487272
16,0.524779,0.5126016,"('unpopular', 'popular')",0.2582879,0.15224895,0.3915335,0.3324253,-0.0591082
17,0.07080983,0.09194793,"('nasty', 'nice')",-0.31145653,-0.3229629,-0.1203233,-0.1155075,0.0048158
18,-0.34115613,-0.29120627,"('disagreeable', 'welcoming')",-1.0151008,-0.9936233,-0.6781285,-0.6424148,0.0357137
19,0.40473443,0.34094858,"('inhospitable', 'hospitable')",-0.28440517,-0.22024259,0.0601646,0.060353,0.0001884
20,-0.019612614,-0.019937675,"('rough', 'thoughtful')",0.5750418,0.59917116,0.2777146,0.2896167,0.0119021
21,-1.469063,-1.4674865,"('immoral', 'moral')",-1.1481427,-0.98269683,-1.3086028,-1.2250917,0.0835111
22,-1.2460598,-1.2924895,"('untrustworthy', 'trustworthy')",-0.661437,-0.7083485,-0.9537483,-1.000419,-0.0466707
23,-1.3019325,-1.3979137,"('insincere', 'sincere')",5.7078357,5.6408763,2.2029517,2.1214814,-0.0814703
24,-1.3757362,-1.4114484,"('dishonest', 'honest')",0.9861097,0.9171539,-0.1948133,-0.2471472,-0.0523339
25,1.5331749,1.6169679,"('egoistic', 'altruistic')",1.2231221,1.1441197,1.3781486,1.3805438,0.0023952
26,1.5276855,1.3399999,"('hardhearted', 'benevolent')",2.0268598,1.870979,1.7772727,1.6054895,-0.1717832
27,-0.66666716,-0.6979643,"('hardhearted', 'softhearted')",1.0448402,0.903705,0.1890865,0.1028703,-0.0862162
28,-0.74767816,-0.9689676,"('disloyal', 'loyal')",1.1196905,0.9413556,0.1860062,-0.013806,-0.1998122
29,-0.68029857,-0.73360765,"('unfair', 'fair')",-0.47843286,-0.58498526,-0.5793657,-0.6592965,-0.0799308
30,-1.3880334,-1.4064616,"('intolerant', 'tolerant')",0.14976019,0.32517192,-0.6191366,-0.5406448,0.0784918
31,0.99464566,1.0694503,"('evil', 'good')",-0.6734352,-0.7569977,0.1606052,0.1562263,-0.0043789
32,-0.41707385,-0.46443552,"('unkind', 'kind')",1.0692102,0.81588894,0.3260682,0.1757267,-0.1503415
33,1.10197,1.057384,"('wrong', 'right')",-0.66823536,-0.67713714,0.2168673,0.1901234,-0.0267439
34,-0.769848,-0.66362715,"('mean', 'honorable')",5.101579,5.297443,2.1658657,2.3169079,0.1510422
35,1.8470876,1.8309354,"('corrupt', 'incorrupt')",-0.33027047,-0.43247327,0.7584085,0.699231,-0.0591775
36,1.5523329,1.4338274,"('hostile', 'amicable')",0.28739217,0.158048,0.9198625,0.7959377,-0.1239248
37,-0.44666645,-0.39920133,"('fake', 'genuine')",0.22455844,0.24230452,-0.111054,-0.0784484,0.0326056
38,-0.8856249,-0.9851735,"('untruthful', 'truthful')",-0.18201962,-0.11154134,-0.5338222,-0.5483574,-0.0145352
39,-0.19044659,-0.12548886,"('exploitative', 'cooperative')",0.6629374,0.76080704,0.2362454,0.3176591,0.0814137
40,-0.4019864,-0.37990862,"('stingy', 'generous')",-2.0987177,-2.1671991,-1.250352,-1.2735538,-0.0232018
41,-1.0744338,-1.1759844,"('unforgiving', 'forgiving')",0.2718739,0.28405845,-0.40128,-0.445963,-0.044683
42,-0.80426866,-0.601711,"('unreliable', 'reliable')",-2.8413467,-2.813105,-1.8228077,-1.7074081,0.1153996
43,-1.9724004,-1.9215955,"('irresponsible', 'responsible')",0.2924133,0.41183895,-0.8399936,-0.7548783,0.0851153
44,-0.14105636,0.043756746,"('prejudiced', 'unprejudiced')",-1.107059,-0.98810965,-0.6240577,-0.4721765,0.1518812
45,-2.1003416,-2.221465,"('incompetent', 'competent')",-0.23862383,-0.30623427,-1.1694827,-1.2638497,-0.094367
46,-1.2979946,-1.2957592,"('uncompetitive', 'competitive')",-0.9777583,-0.94742566,-1.1378765,-1.1215924,0.0162841
47,-0.2905403,-0.2302988,"('stupid', 'smart')",5.0908756,5.247382,2.4001677,2.5085416,0.1083739
48,-0.58895874,-0.68513834,"('unintelligent', 'intelligent')",-0.17397511,-0.12919347,-0.3814669,-0.4071659,-0.025699
49,-0.17634943,-0.12489925,"('unable', 'able')",-0.5377323,-0.42017224,-0.3570409,-0.2725357,0.0845052
50,0.500228,0.41095856,"('clumsy', 'skillful')",-0.370911,-0.4720026,0.0646585,-0.030522,-0.0951805
51,-1.3321475,-1.4079524,"('uneducated', 'educated')",-0.112231694,-0.2390242,-0.7221896,-0.8234883,-0.1012987
52,0.75026006,0.555838,"('irrational', 'rational')",0.14661182,0.06628261,0.4484359,0.3110603,-0.1373756
53,0.1618112,0.11136236,"('uncreative', 'creative')",0.8285367,0.766895,0.4951739,0.4391287,-0.0560452
54,0.34483334,0.25997496,"('incapable', 'capable')",0.8213548,0.7404815,0.5830941,0.5002282,-0.0828659
55,-1.7891959,-1.7558345,"('incompetent', 'clever')",-0.015354501,0.0732295,-0.9022752,-0.8413025,0.0609727
56,-1.0235008,-1.0731188,"('impractical', 'practical')",-0.42380008,-0.34275627,-0.7236505,-0.7079375,0.015713
57,-0.93516433,-1.0038525,"('unimaginative', 'imaginative')",-3.2180388,-3.242911,-2.0766015,-2.1233819,-0.0467804
58,0.49741077,0.35699752,"('undiscriminating', 'discriminating')",0.3161559,0.32821608,0.4067833,0.3426068,-0.0641765
59,0.9505971,0.9385207,"('foolish', 'wise')",0.11397683,0.13788097,0.5322869,0.5382009,0.005914
60,-1.5800208,-1.4922827,"('inefficient', 'efficient')",-0.56974965,-0.2943161,-1.0748852,-0.8932995,0.1815857
61,0.070924126,-0.06738885,"('illogical', 'logical')",0.1922449,0.050993934,0.1315845,-0.0081975,-0.139782
62,-0.7221975,-0.6865415,"('incompetent', 'brilliant')",-0.23339579,-0.054352805,-0.4777966,-0.3704472,0.1073494
63,-1.2895347,-1.2937449,"('unperceptive', 'insightful')",-0.21148732,-0.10380496,-0.750511,-0.6987749,0.0517361
64,-0.42160538,-0.2973291,"('shy', 'confident')",-6.1085296,-6.0041566,-3.2650676,-3.1507428,0.1143248
65,-1.1180173,-1.0709147,"('insecure', 'secure')",0.13807127,0.17950398,-0.489973,-0.4457054,0.0442676
66,0.5681999,0.62751573,"('inactive', 'active')",0.7503489,0.67156327,0.6592744,0.6495395,-0.0097349
67,-0.35749832,-0.25433853,"('doubtful', 'determined')",-0.60767627,-0.5337266,-0.4825873,-0.3940325,0.0885548
68,-1.1893196,-1.1485845,"('dependent', 'independent')",-1.7871051,-1.7454414,-1.4882123,-1.4470129,0.0411994
69,2.588936,2.6437194,"('lazy', 'industrious')",-0.925724,-0.8312829,0.831606,0.9062183,0.0746123
70,-1.9944341,-1.9120405,"('lethargic', 'energetic')",0.274198,0.2505214,-0.860118,-0.8307595,0.0293585
71,0.86653525,0.8873144,"('diffident', 'self-confident')",0.69288164,0.6545521,0.7797084,0.7709333,-0.0087751
72,-0.4187435,-0.43996325,"('unambitious', 'ambitious')",-0.39047578,-0.32474396,-0.4046096,-0.3823536,0.022256
73,1.1224434,1.1921628,"('helpless', 'self-reliant')",-3.1284,-3.0313034,-1.0029783,-0.9195703,0.083408
74,-0.49950024,-0.56194615,"('undedicated', 'dedicated')",0.063302174,0.045100927,-0.218099,-0.2584226,-0.0403236
75,1.2065042,1.2094885,"('meek', 'impulsive')",-0.4343137,-0.37368506,0.3860953,0.4179017,0.0318064
76,-1.2866746,-1.0616114,"('anxious', 'daring')",-0.26275086,-0.1521471,-0.7747127,-0.6068792,0.1678335
77,-0.476909,-0.46102515,"('unmotivated', 'motivated')",-1.452723,-1.2626421,-0.964816,-0.8618336,0.1029824
78,0.032597587,-0.08536537,"('nonresilient', 'resilient')",-0.24447258,-0.18558615,-0.1059375,-0.1354758,-0.0295383
79,0.8755704,0.75956684,"('wavering', 'unwavering')",-0.37682444,-0.4168348,0.249373,0.171366,-0.078007
80,-0.49826604,-0.45254472,"('dominated', 'dominating')",-0.73683,-0.7086819,-0.617548,-0.5806133,0.0369347
81,-1.4687761,-1.3699834,"('submissive', 'aggressive')",-1.1846327,-1.1757965,-1.3267044,-1.27289,0.0538144
82,-0.5908227,-0.6335217,"('poor', 'rich')",6.0174265,5.8980165,2.7133019,2.6322474,-0.0810545
83,0.35051328,0.39332348,"('powerless', 'powerful')",-1.4359545,-1.3674415,-0.5427206,-0.487059,0.0556616
84,-0.00650993,-0.00951626,"('inferior', 'superior')",0.24011919,0.2151846,0.1168046,0.1028342,-0.0139704
85,2.5419977,2.5239162,"('insignificant', 'prestigious')",-0.12473039,-0.1991459,1.2086337,1.1623852,-0.0462485
86,-0.97594887,-1.2346305,"('uninfluential', 'influential')",-0.5476452,-0.7061203,-0.7617971,-0.9703754,-0.2085783
87,0.6017988,0.5688336,"('unsuccessful', 'successful')",0.47644797,0.40056652,0.5391234,0.4847001,-0.0544233
88,0.7714782,0.6924436,"('low', 'eminent')",-0.5903031,-0.7267248,0.0905875,-0.0171406,-0.1077281
