,broker_male,broker_female,tuple,average_male,average_female,female-male
22,-1.0979248,-1.0466652,"('untrustworthy', 'trustworthy')",-1.0979248,-1.0466652,0.0512596
23,7.017704,7.049021,"('insincere', 'sincere')",7.017704,7.0490208,0.0313168
24,1.3340958,1.3593285,"('dishonest', 'honest')",1.3340958,1.3593285,0.0252327
25,0.82382774,0.72538173,"('egoistic', 'altruistic')",0.8238277,0.7253817,-0.098446
26,0.94879264,0.68824184,"('hardhearted', 'benevolent')",0.9487926,0.6882418,-0.2605508
27,1.6751239,1.5191133,"('hardhearted', 'softhearted')",1.6751239,1.5191133,-0.1560106
28,1.3752398,1.3379462,"('disloyal', 'loyal')",1.3752398,1.3379462,-0.0372936
29,-0.39831012,-0.56545264,"('unfair', 'fair')",-0.3983101,-0.5654526,-0.1671425
30,0.9795963,0.96535456,"('intolerant', 'tolerant')",0.9795963,0.9653546,-0.0142417
31,-1.3150576,-1.3086834,"('evil', 'good')",-1.3150576,-1.3086834,0.0063742
32,1.3789179,1.2859328,"('unkind', 'kind')",1.3789179,1.2859328,-0.0929851
33,0.054090966,-0.005674582,"('wrong', 'right')",0.054091,-0.0056746,-0.0597656
34,5.369745,5.572007,"('mean', 'honorable')",5.3697448,5.5720072,0.2022624
35,-0.62767607,-0.7523955,"('corrupt', 'incorrupt')",-0.6276761,-0.7523955,-0.1247194
36,-0.055717733,-0.13800259,"('hostile', 'amicable')",-0.0557177,-0.1380026,-0.0822849
37,0.6557922,0.7001226,"('fake', 'genuine')",0.6557922,0.7001226,0.0443304
38,0.7218175,0.793186,"('untruthful', 'truthful')",0.7218175,0.793186,0.0713685
39,-0.006965654,-0.02620061,"('exploitative', 'cooperative')",-0.0069657,-0.0262006,-0.0192349
40,-2.36533,-2.4788396,"('stingy', 'generous')",-2.36533,-2.4788396,-0.1135096
41,0.27024487,0.1497106,"('unforgiving', 'forgiving')",0.2702449,0.1497106,-0.1205343
42,-3.1141927,-3.0672867,"('unreliable', 'reliable')",-3.1141927,-3.0672867,0.046906
43,1.3299658,1.3385959,"('irresponsible', 'responsible')",1.3299658,1.3385959,0.0086301
44,-1.4361966,-1.4745657,"('prejudiced', 'unprejudiced')",-1.4361966,-1.4745657,-0.0383691
45,-0.055617526,-0.011054205,"('incompetent', 'competent')",-0.0556175,-0.0110542,0.0445633
46,-0.9218911,-0.90596116,"('uncompetitive', 'competitive')",-0.9218911,-0.9059612,0.0159299
47,6.087964,6.2350006,"('stupid', 'smart')",6.0879641,6.2350006,0.1470365
48,0.2750652,0.2744701,"('unintelligent', 'intelligent')",0.2750652,0.2744701,-0.0005951
49,0.16416883,0.33387634,"('unable', 'able')",0.1641688,0.3338763,0.1697075
50,0.0809633,0.10798715,"('clumsy', 'skillful')",0.0809633,0.1079872,0.0270239
51,-0.06590281,-0.03404156,"('uneducated', 'educated')",-0.0659028,-0.0340416,0.0318612
52,0.20601435,0.17575744,"('irrational', 'rational')",0.2060144,0.1757574,-0.030257
53,-0.045735247,0.030885886,"('uncreative', 'creative')",-0.0457352,0.0308859,0.0766211
54,1.3444192,1.5745788,"('incapable', 'capable')",1.3444192,1.5745788,0.2301596
55,0.27967438,0.3319353,"('incompetent', 'clever')",0.2796744,0.3319353,0.0522609
56,0.46595135,0.527617,"('impractical', 'practical')",0.4659514,0.527617,0.0616656
57,-3.76925,-3.6671143,"('unimaginative', 'imaginative')",-3.7692499,-3.6671143,0.1021356
58,0.20281175,0.13318521,"('undiscriminating', 'discriminating')",0.2028117,0.1331852,-0.0696265
59,0.36299053,0.46261218,"('foolish', 'wise')",0.3629905,0.4626122,0.0996217
60,0.6497694,0.6260475,"('inefficient', 'efficient')",0.6497694,0.6260475,-0.0237219
61,0.5106652,0.33614892,"('illogical', 'logical')",0.5106652,0.3361489,-0.1745163
62,0.60043263,0.7299747,"('incompetent', 'brilliant')",0.6004326,0.7299747,0.1295421
63,0.30463606,0.3759181,"('unperceptive', 'insightful')",0.3046361,0.3759181,0.071282
64,-7.143779,-7.00284,"('shy', 'confident')",-7.1437788,-7.00284,0.1409388
65,-0.024718191,-0.04220465,"('insecure', 'secure')",-0.0247182,-0.0422046,-0.0174864
66,-0.34908634,-0.40106827,"('inactive', 'active')",-0.3490863,-0.4010683,-0.051982
67,-0.033448197,-0.106813446,"('doubtful', 'determined')",-0.0334482,-0.1068134,-0.0733652
68,-0.83373386,-0.7582738,"('dependent', 'independent')",-0.8337339,-0.7582738,0.0754601
69,-1.3289582,-1.3193192,"('lazy', 'industrious')",-1.3289582,-1.3193192,0.009639
70,0.36732328,0.47791195,"('lethargic', 'energetic')",0.3673233,0.4779119,0.1105886
71,0.62424153,0.67979556,"('diffident', 'self-confident')",0.6242415,0.6797956,0.0555541
72,0.41071856,0.42053536,"('unambitious', 'ambitious')",0.4107186,0.4205354,0.0098168
73,-3.2259026,-3.0982761,"('helpless', 'self-reliant')",-3.2259026,-3.0982761,0.1276265
74,-0.31347987,-0.34559554,"('undedicated', 'dedicated')",-0.3134799,-0.3455955,-0.0321156
75,-0.9645463,-0.7870345,"('meek', 'impulsive')",-0.9645463,-0.7870345,0.1775118
76,-0.15344863,-0.23793684,"('anxious', 'daring')",-0.1534486,-0.2379368,-0.0844882
77,-1.3445301,-1.1843714,"('unmotivated', 'motivated')",-1.3445301,-1.1843714,0.1601587
78,-0.6105987,-0.62381226,"('nonresilient', 'resilient')",-0.6105987,-0.6238123,-0.0132136
79,-0.31457445,-0.14652857,"('wavering', 'unwavering')",-0.3145745,-0.1465286,0.1680459
80,-0.8665384,-0.8690313,"('dominated', 'dominating')",-0.8665384,-0.8690313,-0.0024929
81,-0.9450351,-0.8719183,"('submissive', 'aggressive')",-0.9450351,-0.8719183,0.0731168
82,6.6185837,6.9006867,"('poor', 'rich')",6.6185837,6.9006867,0.282103
83,-0.40132114,-0.56295604,"('powerless', 'powerful')",-0.4013211,-0.562956,-0.1616349
84,0.5056109,0.46936008,"('inferior', 'superior')",0.5056109,0.4693601,-0.0362508
85,-0.6042123,-0.6286067,"('insignificant', 'prestigious')",-0.6042123,-0.6286067,-0.0243944
86,-0.04950802,-0.012444809,"('uninfluential', 'influential')",-0.049508,-0.0124448,0.0370632
87,-0.31879243,-0.08978705,"('unsuccessful', 'successful')",-0.3187924,-0.0897871,0.2290053
88,-0.30132782,-0.20761676,"('low', 'eminent')",-0.3013278,-0.2076168,0.093711
