,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.4134077,-1.589093,"('unsociable', 'sociable')",0.68141955,0.59361756,-0.38062024,-0.5317899,-0.3708695,-0.5090884,-0.1382189
1,0.8922454,0.7560735,"('unfriendly', 'friendly')",1.0499852,0.83198893,1.2443309,1.0982771,1.0621872,0.8954465,-0.1667407
2,0.79379135,0.80096996,"('unlikable', 'likable')",2.0321188,2.010854,1.1570894,1.1869495,1.3276664,1.3329244,0.005258
3,-0.57488537,-0.5013519,"('repellent', 'pleasant')",-0.11797012,-0.10718328,0.74412286,0.7305011,0.0170891,0.0406553,0.0235662
4,0.41490033,0.33332855,"('disliked', 'liked')",0.15161662,0.06925925,-5.8928695,-5.944595,-1.7754509,-1.8473357,-0.0718848
5,0.46935618,0.46327668,"('distant', 'outgoing')",-0.50191903,-0.53006047,-0.89405125,-0.86875397,-0.3088714,-0.3118459,-0.0029745
6,0.5068743,0.4717621,"('distant', 'open')",-0.4593091,-0.5511818,-0.90636575,-0.91659075,-0.2862668,-0.3320035,-0.0457367
7,0.07678584,0.018240428,"('insensitive', 'sensitive')",0.9238272,0.90361047,0.32194492,0.31831524,0.4408526,0.4133887,-0.0274639
8,0.56206167,0.48885956,"('unaffectionate', 'affectionate')",-0.53582454,-0.6814508,0.079817764,-0.0054633673,0.0353516,-0.0660182,-0.1013698
9,1.8573399,1.7809851,"('unaffectionate', 'caring')",0.30570647,0.19964531,0.81187224,0.7772292,0.9916395,0.9192866,-0.0723529
10,-0.67127013,-0.7415196,"('unsympathetic', 'sympathetic')",-0.29496917,-0.3614618,-0.8259444,-0.87618566,-0.5973946,-0.6597223,-0.0623277
11,-0.71451426,-0.73848534,"('unhelpful', 'helpful')",0.48054716,0.48572776,1.6584569,1.6358811,0.47483,0.4610412,-0.0137888
12,0.81920034,0.8054202,"('unsupportive', 'supportive')",1.120884,1.1208621,-1.6629013,-1.6345212,0.0923943,0.0972537,0.0048594
13,-0.48080456,-0.5661999,"('impolite', 'polite')",0.2113808,0.26260757,-0.977934,-1.040356,-0.4157859,-0.4479828,-0.0321969
14,-0.9156281,-0.9517392,"('antisocial', 'social')",0.7453037,0.75343084,-0.12895513,-0.1766795,-0.0997598,-0.1249959,-0.0252361
15,0.39110816,0.2908593,"('boring', 'funny')",0.49999177,0.44694173,-0.06773366,-0.08609174,0.2744554,0.2172364,-0.057219
16,-1.3409891,-1.4343722,"('unpopular', 'popular')",0.0884977,-0.03224632,0.43363798,0.31723064,-0.2729512,-0.3831293,-0.1101781
17,-0.44654328,-0.43938762,"('nasty', 'nice')",-1.2728384,-1.2273991,-0.45621613,-0.37630317,-0.7251992,-0.68103,0.0441692
18,1.1546056,1.0708505,"('disagreeable', 'welcoming')",-0.08596897,-0.2185874,-0.6612649,-0.7314745,0.1357906,0.0402629,-0.0955277
19,-0.50463563,-0.4771816,"('inhospitable', 'hospitable')",-1.5702629,-1.5965943,-0.9205734,-0.8608026,-0.9984907,-0.9781929,0.0202978
20,-0.4922336,-0.42482468,"('rough', 'thoughtful')",-0.527954,-0.5029862,0.12579715,0.15996704,-0.2981302,-0.2559479,0.0421823
21,-0.30710003,-0.3978314,"('immoral', 'moral')",1.1164951,1.0468334,-0.36460647,-0.3668816,0.1482629,0.0940401,-0.0542228
22,-0.74941933,-0.7772848,"('untrustworthy', 'trustworthy')",-0.108792044,-0.18319249,-0.9645714,-0.9750763,-0.6075943,-0.6451845,-0.0375902
23,-0.109631844,-0.21877317,"('insincere', 'sincere')",0.28836516,0.16112524,5.4574394,5.25208,1.8787243,1.7314774,-0.1472469
24,0.90749073,0.8986427,"('dishonest', 'honest')",0.8258292,0.7473002,0.44975197,0.43004346,0.7276907,0.6919955,-0.0356952
25,1.1561658,1.059231,"('egoistic', 'altruistic')",1.4057428,1.285196,1.4754477,1.4427702,1.3457855,1.2623991,-0.0833864
