,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5703816,-1.6115552,"('unsociable', 'sociable')",0.37380984,0.26861852,-0.54566085,-0.5972764,-0.5807442,-0.6467377,-0.0659935
1,-0.5859906,-0.6148993,"('unfriendly', 'friendly')",-0.3646947,-0.5991858,2.366577,2.221735,0.4719639,0.3358833,-0.1360806
2,-0.28473368,-0.22971484,"('unlikable', 'likable')",1.4529139,1.4895356,0.6841967,0.71757233,0.617459,0.659131,0.041672
3,-0.546142,-0.47973806,"('repellent', 'pleasant')",0.48392382,0.5600316,-0.07704112,-0.02102746,-0.0464198,0.0197554,0.0661752
4,0.32421508,0.3355797,"('disliked', 'liked')",-0.9032863,-1.0843049,-6.7703285,-6.930431,-2.4497999,-2.5597188,-0.1099189
5,0.8931942,0.8615964,"('distant', 'outgoing')",-1.0107994,-1.0792874,-0.050750457,-0.119286954,-0.0561186,-0.112326,-0.0562074
6,0.6985452,0.68190897,"('distant', 'open')",-1.2021332,-1.3192931,0.6646776,0.58633065,0.0536966,-0.0170178,-0.0707144
7,-1.2974747,-1.271624,"('insensitive', 'sensitive')",-0.009359974,0.055545952,0.93081313,0.9691797,-0.1253405,-0.0822995,0.043041
8,-0.45335254,-0.41896567,"('unaffectionate', 'affectionate')",-1.1915078,-1.306324,1.3375821,1.2108531,-0.1024261,-0.1714789,-0.0690528
9,0.09672364,0.12950349,"('unaffectionate', 'caring')",-0.76213443,-0.8522269,1.87121,1.8237723,0.401933,0.3670163,-0.0349167
10,-1.738172,-1.7197443,"('unsympathetic', 'sympathetic')",-0.43577114,-0.3930093,-0.5989109,-0.5171584,-0.9242848,-0.8766373,0.0476475
11,-1.239748,-1.1960703,"('unhelpful', 'helpful')",-0.15535769,-0.06145262,1.6194692,1.743625,0.0747878,0.162034,0.0872462
12,-0.14493257,-0.096175075,"('unsupportive', 'supportive')",-0.23246853,-0.1490266,-1.723682,-1.746273,-0.7003611,-0.6638249,0.0365362
13,-1.1823423,-1.2251914,"('impolite', 'polite')",-0.019422252,0.025662983,-0.7124672,-0.67148143,-0.6380773,-0.6236699,0.0144074
14,-1.3813884,-1.4053723,"('antisocial', 'social')",1.1947007,1.2100712,-0.703836,-0.7153817,-0.2968412,-0.3035609,-0.0067197
15,1.0340145,0.98992217,"('boring', 'funny')",0.46089938,0.41849685,0.68389904,0.65870976,0.726271,0.6890429,-0.0372281
