,revascularization_male,revascularization_female,tuple,average_male,average_female,female-male
0,-0.88712966,-1.1005852,"('unsociable', 'sociable')",-0.8871297,-1.1005852,-0.2134555
1,-0.5892716,-0.8661325,"('unfriendly', 'friendly')",-0.5892716,-0.8661325,-0.2768609
2,0.86097175,0.868654,"('unlikable', 'likable')",0.8609717,0.868654,0.0076823
3,-0.43222976,-0.37183782,"('repellent', 'pleasant')",-0.4322298,-0.3718378,0.060392
4,-0.9305644,-0.920287,"('disliked', 'liked')",-0.9305644,-0.920287,0.0102774
5,0.09210113,0.12440336,"('distant', 'outgoing')",0.0921011,0.1244034,0.0323023
6,-0.1263521,-0.14005993,"('distant', 'open')",-0.1263521,-0.1400599,-0.0137078
7,-0.83015245,-0.8329109,"('insensitive', 'sensitive')",-0.8301525,-0.8329109,-0.0027584
8,-1.202227,-1.4389714,"('unaffectionate', 'affectionate')",-1.202227,-1.4389714,-0.2367444
9,-0.8290881,-1.056577,"('unaffectionate', 'caring')",-0.8290881,-1.056577,-0.2274889
10,-1.1923287,-1.2922865,"('unsympathetic', 'sympathetic')",-1.1923287,-1.2922865,-0.0999578
11,0.5473955,0.46120554,"('unhelpful', 'helpful')",0.5473955,0.4612055,-0.08619
12,-1.0591443,-1.0458748,"('unsupportive', 'supportive')",-1.0591443,-1.0458748,0.0132695
13,-0.26809362,-0.33415422,"('impolite', 'polite')",-0.2680936,-0.3341542,-0.0660606
14,-0.47542173,-0.42749995,"('antisocial', 'social')",-0.4754217,-0.4274999,0.0479218
15,0.77775884,0.71191436,"('boring', 'funny')",0.7777588,0.7119144,-0.0658444
16,0.13022761,0.0017620306,"('unpopular', 'popular')",0.1302276,0.001762,-0.1284656
17,-0.228934,-0.15169977,"('nasty', 'nice')",-0.228934,-0.1516998,0.0772342
18,0.3489274,0.35651347,"('disagreeable', 'welcoming')",0.3489274,0.3565135,0.0075861
19,-0.7272225,-0.7513296,"('inhospitable', 'hospitable')",-0.7272225,-0.7513296,-0.0241071
20,0.37543714,0.41639546,"('rough', 'thoughtful')",0.3754371,0.4163955,0.0409584
21,0.080361806,0.014141234,"('immoral', 'moral')",0.0803618,0.0141412,-0.0662206
22,-0.03597389,-0.049646534,"('untrustworthy', 'trustworthy')",-0.0359739,-0.0496465,-0.0136726
23,0.7260849,0.5512519,"('insincere', 'sincere')",0.7260849,0.5512519,-0.174833
24,-0.34232882,-0.41170496,"('dishonest', 'honest')",-0.3423288,-0.411705,-0.0693762
25,0.06543347,0.05333094,"('egoistic', 'altruistic')",0.0654335,0.0533309,-0.0121026
26,0.4821745,0.3462647,"('hardhearted', 'benevolent')",0.4821745,0.3462647,-0.1359098
27,-0.14406382,-0.1511552,"('hardhearted', 'softhearted')",-0.1440638,-0.1511552,-0.0070914
28,-0.71969575,-1.0022113,"('disloyal', 'loyal')",-0.7196957,-1.0022113,-0.2825156
29,-0.5565261,-0.58581936,"('unfair', 'fair')",-0.5565261,-0.5858194,-0.0292933
30,0.33334893,0.3095823,"('intolerant', 'tolerant')",0.3333489,0.3095823,-0.0237666
31,-0.39822182,-0.34581074,"('evil', 'good')",-0.3982218,-0.3458107,0.0524111
32,0.5940272,0.4134078,"('unkind', 'kind')",0.5940272,0.4134078,-0.1806194
33,-0.061742213,-0.17957537,"('wrong', 'right')",-0.0617422,-0.1795754,-0.1178332
34,1.265301,1.3307725,"('mean', 'honorable')",1.265301,1.3307725,0.0654715
35,0.7979466,0.7115949,"('corrupt', 'incorrupt')",0.7979466,0.7115949,-0.0863517
36,-0.33548808,-0.52221394,"('hostile', 'amicable')",-0.3354881,-0.5222139,-0.1867258
37,-0.2873795,-0.34856144,"('fake', 'genuine')",-0.2873795,-0.3485614,-0.0611819
38,0.21380867,0.1068611,"('untruthful', 'truthful')",0.2138087,0.1068611,-0.1069476
39,0.32646218,0.29186195,"('exploitative', 'cooperative')",0.3264622,0.291862,-0.0346002
40,-0.19835737,-0.2293768,"('stingy', 'generous')",-0.1983574,-0.2293768,-0.0310194
41,0.26259658,0.21612264,"('unforgiving', 'forgiving')",0.2625966,0.2161226,-0.046474
42,-0.7160708,-0.5900568,"('unreliable', 'reliable')",-0.7160708,-0.5900568,0.126014
43,-0.82877,-0.84586036,"('irresponsible', 'responsible')",-0.82877,-0.8458604,-0.0170904
44,0.8592491,1.0161622,"('prejudiced', 'unprejudiced')",0.8592491,1.0161622,0.1569131
45,-0.77982205,-0.7548373,"('incompetent', 'competent')",-0.7798221,-0.7548373,0.0249848
46,-0.9180608,-1.0174295,"('uncompetitive', 'competitive')",-0.9180608,-1.0174295,-0.0993687
47,1.0824583,1.131951,"('stupid', 'smart')",1.0824583,1.131951,0.0494927
48,0.33318266,0.26265708,"('unintelligent', 'intelligent')",0.3331827,0.2626571,-0.0705256
49,0.7277568,0.8123113,"('unable', 'able')",0.7277568,0.8123113,0.0845545
50,0.6821332,0.57404864,"('clumsy', 'skillful')",0.6821332,0.5740486,-0.1080846
51,-0.12999001,-0.25551087,"('uneducated', 'educated')",-0.12999,-0.2555109,-0.1255209
52,0.53566766,0.29150575,"('irrational', 'rational')",0.5356677,0.2915058,-0.2441619
53,-0.7328492,-0.94955754,"('uncreative', 'creative')",-0.7328492,-0.9495575,-0.2167083
54,-0.42700475,-0.6089911,"('incapable', 'capable')",-0.4270048,-0.6089911,-0.1819863
55,-0.95127445,-0.96273637,"('incompetent', 'clever')",-0.9512745,-0.9627364,-0.0114619
56,-0.09793711,-0.04741822,"('impractical', 'practical')",-0.0979371,-0.0474182,0.0505189
57,-1.2917031,-1.3751566,"('unimaginative', 'imaginative')",-1.2917031,-1.3751566,-0.0834535
