,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
52,-0.31634802,-0.44606125,"('irrational', 'rational')",-0.316348,-0.4460613,-0.1297133
53,0.31118435,0.33360356,"('uncreative', 'creative')",0.3111843,0.3336036,0.0224193
54,1.2658534,1.4459721,"('incapable', 'capable')",1.2658534,1.4459721,0.1801187
55,0.3142954,0.4212082,"('incompetent', 'clever')",0.3142954,0.4212082,0.1069128
56,0.7691578,0.83435494,"('impractical', 'practical')",0.7691578,0.8343549,0.0651971
57,-2.7094295,-2.5832558,"('unimaginative', 'imaginative')",-2.7094295,-2.5832558,0.1261737
58,-0.18006414,-0.13498622,"('undiscriminating', 'discriminating')",-0.1800641,-0.1349862,0.0450779
59,0.24747619,0.25054362,"('foolish', 'wise')",0.2474762,0.2505436,0.0030674
60,0.16694103,0.30121073,"('inefficient', 'efficient')",0.166941,0.3012107,0.1342697
61,0.12327784,0.0032641515,"('illogical', 'logical')",0.1232778,0.0032642,-0.1200136
62,0.8048396,0.9702287,"('incompetent', 'brilliant')",0.8048396,0.9702287,0.1653891
63,0.2626964,0.44578278,"('unperceptive', 'insightful')",0.2626964,0.4457828,0.1830864
64,-6.614583,-6.534372,"('shy', 'confident')",-6.614583,-6.5343719,0.0802111
65,-0.27330518,-0.12930451,"('insecure', 'secure')",-0.2733052,-0.1293045,0.1440007
66,-0.30926117,-0.32781112,"('inactive', 'active')",-0.3092612,-0.3278111,-0.0185499
67,-0.56025565,-0.51483464,"('doubtful', 'determined')",-0.5602556,-0.5148346,0.045421
68,-0.49921793,-0.4620672,"('dependent', 'independent')",-0.4992179,-0.4620672,0.0371507
69,-1.3919953,-1.43857,"('lazy', 'industrious')",-1.3919953,-1.43857,-0.0465747
70,0.7240594,0.83503586,"('lethargic', 'energetic')",0.7240594,0.8350359,0.1109765
71,0.9044444,0.8499472,"('diffident', 'self-confident')",0.9044444,0.8499472,-0.0544972
72,0.9451198,1.07138,"('unambitious', 'ambitious')",0.9451198,1.07138,0.1262602
73,-3.098191,-3.0487766,"('helpless', 'self-reliant')",-3.098191,-3.0487766,0.0494144
74,-0.28975376,-0.30429798,"('undedicated', 'dedicated')",-0.2897538,-0.304298,-0.0145442
75,-0.87973094,-0.7167569,"('meek', 'impulsive')",-0.8797309,-0.7167569,0.162974
76,0.18904291,0.2590552,"('anxious', 'daring')",0.1890429,0.2590552,0.0700123
77,-1.2560103,-1.1456523,"('unmotivated', 'motivated')",-1.2560103,-1.1456523,0.110358
78,-0.47718996,-0.49094677,"('nonresilient', 'resilient')",-0.47719,-0.4909468,-0.0137568
79,0.3036448,0.27008507,"('wavering', 'unwavering')",0.3036448,0.2700851,-0.0335597
80,-0.9155613,-0.88701284,"('dominated', 'dominating')",-0.9155613,-0.8870128,0.0285485
81,-0.56239927,-0.38155895,"('submissive', 'aggressive')",-0.5623993,-0.381559,0.1808403
82,7.320959,7.4464245,"('poor', 'rich')",7.3209591,7.4464245,0.1254654
83,-0.55224687,-0.5237572,"('powerless', 'powerful')",-0.5522469,-0.5237572,0.0284897
84,0.3198128,0.3647517,"('inferior', 'superior')",0.3198128,0.3647517,0.0449389
85,-0.3082375,-0.4999811,"('insignificant', 'prestigious')",-0.3082375,-0.4999811,-0.1917436
86,0.2199277,0.36719617,"('uninfluential', 'influential')",0.2199277,0.3671962,0.1472685
87,-0.019337669,0.072325796,"('unsuccessful', 'successful')",-0.0193377,0.0723258,0.0916635
88,0.69870704,0.6106017,"('low', 'eminent')",0.698707,0.6106017,-0.0881053
