,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.14862412,-0.199637,"('unsociable', 'sociable')",-0.1486241,-0.199637,-0.0510129
1,1.6751728,1.6558815,"('unfriendly', 'friendly')",1.6751728,1.6558815,-0.0192913
2,0.39028883,0.5804609,"('unlikable', 'likable')",0.3902888,0.5804609,0.1901721
3,0.450315,0.54607123,"('repellent', 'pleasant')",0.450315,0.5460712,0.0957562
4,-7.0843782,-7.117158,"('disliked', 'liked')",-7.0843782,-7.1171579,-0.0327797
5,0.43882677,0.5047003,"('distant', 'outgoing')",0.4388268,0.5047003,0.0658735
6,0.8343994,0.8284468,"('distant', 'open')",0.8343994,0.8284468,-0.0059526
7,0.47781613,0.54458636,"('insensitive', 'sensitive')",0.4778161,0.5445864,0.0667703
8,1.5328081,1.483533,"('unaffectionate', 'affectionate')",1.5328081,1.483533,-0.0492751
9,2.0412831,2.0651314,"('unaffectionate', 'caring')",2.0412831,2.0651314,0.0238483
10,0.4405759,0.6051827,"('unsympathetic', 'sympathetic')",0.4405759,0.6051827,0.1646068
11,1.7346716,1.8043017,"('unhelpful', 'helpful')",1.7346716,1.8043017,0.0696301
12,-1.4406306,-1.4023093,"('unsupportive', 'supportive')",-1.4406306,-1.4023093,0.0383213
13,0.0052745417,0.06594208,"('impolite', 'polite')",0.0052745,0.0659421,0.0606676
14,-0.5485695,-0.5926028,"('antisocial', 'social')",-0.5485695,-0.5926028,-0.0440333
15,0.72462344,0.6389862,"('boring', 'funny')",0.7246234,0.6389862,-0.0856372
16,0.2294094,0.22723296,"('unpopular', 'popular')",0.2294094,0.227233,-0.0021764
17,-0.24142787,-0.22255278,"('nasty', 'nice')",-0.2414279,-0.2225528,0.0188751
18,-0.4064948,-0.48652565,"('disagreeable', 'welcoming')",-0.4064948,-0.4865257,-0.0800309
19,-0.2046907,-0.1084424,"('inhospitable', 'hospitable')",-0.2046907,-0.1084424,0.0962483
20,0.39747003,0.31781557,"('rough', 'thoughtful')",0.39747,0.3178156,-0.0796544
21,-0.5337142,-0.29448974,"('immoral', 'moral')",-0.5337142,-0.2944897,0.2392245
22,-0.82248086,-0.6687655,"('untrustworthy', 'trustworthy')",-0.8224809,-0.6687655,0.1537154
23,6.2828674,6.339755,"('insincere', 'sincere')",6.2828674,6.3397551,0.0568877
24,1.5119482,1.564223,"('dishonest', 'honest')",1.5119482,1.5642231,0.0522749
25,0.82253295,0.7280084,"('egoistic', 'altruistic')",0.822533,0.7280084,-0.0945246
26,0.85650396,0.7015708,"('hardhearted', 'benevolent')",0.856504,0.7015708,-0.1549332
27,1.2845023,1.1694793,"('hardhearted', 'softhearted')",1.2845023,1.1694793,-0.115023
28,1.1723123,1.1572614,"('disloyal', 'loyal')",1.1723123,1.1572614,-0.0150509
29,-0.81284463,-0.8224551,"('unfair', 'fair')",-0.8128446,-0.8224551,-0.0096105
30,0.87250054,0.88264185,"('intolerant', 'tolerant')",0.8725005,0.8826419,0.0101414
31,-0.8512739,-0.9106205,"('evil', 'good')",-0.8512739,-0.9106205,-0.0593466
32,1.3857449,1.3691021,"('unkind', 'kind')",1.3857449,1.3691021,-0.0166428
33,-0.0073323622,-0.0038058423,"('wrong', 'right')",-0.0073324,-0.0038058,0.0035266
34,4.9071765,5.009509,"('mean', 'honorable')",4.9071765,5.0095091,0.1023326
35,-0.346421,-0.5618853,"('corrupt', 'incorrupt')",-0.346421,-0.5618853,-0.2154643
36,-0.21181105,-0.34398788,"('hostile', 'amicable')",-0.2118111,-0.3439879,-0.1321768
37,0.58607954,0.6259936,"('fake', 'genuine')",0.5860795,0.6259936,0.0399141
38,0.004507333,0.032410562,"('untruthful', 'truthful')",0.0045073,0.0324106,0.0279033
39,-0.4759479,-0.42825678,"('exploitative', 'cooperative')",-0.4759479,-0.4282568,0.0476911
40,-1.913821,-1.9804201,"('stingy', 'generous')",-1.913821,-1.9804201,-0.0665991
41,-0.21582209,-0.119984284,"('unforgiving', 'forgiving')",-0.2158221,-0.1199843,0.0958378
42,-2.3593946,-2.284293,"('unreliable', 'reliable')",-2.3593946,-2.2842929,0.0751017
43,1.0491219,1.1805621,"('irresponsible', 'responsible')",1.0491219,1.1805621,0.1314402
44,-1.4381702,-1.4569623,"('prejudiced', 'unprejudiced')",-1.4381702,-1.4569623,-0.0187921
45,0.046173226,0.12119794,"('incompetent', 'competent')",0.0461732,0.1211979,0.0750247
46,-1.2372175,-1.0423052,"('uncompetitive', 'competitive')",-1.2372175,-1.0423052,0.1949123
47,5.2125983,5.4025264,"('stupid', 'smart')",5.2125983,5.4025264,0.1899281
48,0.7298435,0.6818444,"('unintelligent', 'intelligent')",0.7298435,0.6818444,-0.0479991
49,0.089968264,0.27088526,"('unable', 'able')",0.0899683,0.2708853,0.180917
50,0.06509231,0.024382718,"('clumsy', 'skillful')",0.0650923,0.0243827,-0.0407096
51,0.1676063,0.17183381,"('uneducated', 'educated')",0.1676063,0.1718338,0.0042275
