,paypal_male,paypal_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,0.09561425,-0.0615257,"('unsociable', 'sociable')",0.22477481,-0.043915503,-0.13363253,-0.27129048,0.0622522,-0.1255772,-0.1878294
1,0.33602148,0.37936598,"('unfriendly', 'friendly')",0.10430001,-0.032568224,1.7926532,1.6680697,0.7443249,0.6716225,-0.0727024
2,0.8453428,0.82655454,"('unlikable', 'likable')",1.7091045,1.768417,0.6280234,0.70932823,1.0608236,1.1014333,0.0406097
3,-1.0625476,-0.95609164,"('repellent', 'pleasant')",0.69716054,0.7043058,0.34108758,0.36267278,-0.0080998,0.0369623,0.0450621
4,0.5184186,0.50285006,"('disliked', 'liked')",-0.083211854,-0.10516334,-6.312338,-6.399545,-1.9590437,-2.0006196,-0.0415759
5,1.0401186,1.1844536,"('distant', 'outgoing')",-0.92422813,-0.7917998,-0.28726232,-0.2491965,-0.057124,0.0478191,0.1049431
6,0.8070862,0.96535236,"('distant', 'open')",-1.2172755,-1.0872654,0.33440626,0.36485714,-0.025261,0.0809814,0.1062424
7,-0.49970543,-0.5729091,"('insensitive', 'sensitive')",0.6163109,0.54749286,0.9044376,0.84560573,0.3403477,0.2733965,-0.0669512
8,0.065127835,0.07078413,"('unaffectionate', 'affectionate')",-0.7354493,-0.7409769,0.65648866,0.6223202,-0.0046109,-0.0159575,-0.0113466
9,0.8931118,0.86291975,"('unaffectionate', 'caring')",0.23260501,0.1509537,1.2976291,1.2943267,0.807782,0.7694,-0.038382
10,-1.3349285,-1.4775363,"('unsympathetic', 'sympathetic')",-0.10475762,-0.20160447,-0.032672614,-0.028988693,-0.4907863,-0.5693765,-0.0785902
11,-0.44892815,-0.5190417,"('unhelpful', 'helpful')",-0.2476284,-0.32669097,1.9887879,2.1276395,0.4307438,0.4273023,-0.0034415
12,0.26053506,0.32817367,"('unsupportive', 'supportive')",0.3313386,0.45381787,-1.7565901,-1.7526712,-0.3882388,-0.3235599,0.0646789
13,-0.78661096,-0.9115219,"('impolite', 'polite')",0.15096436,0.059077673,0.104727395,0.02510716,-0.1769731,-0.275779,-0.0988059
14,-0.11467492,-0.18780136,"('antisocial', 'social')",2.081486,2.0428507,-0.15328324,-0.2644711,0.6045093,0.5301928,-0.0743165
15,0.37628064,0.25565973,"('boring', 'funny')",-1.2186781,-1.264234,0.5676525,0.4883195,-0.0915816,-0.1734182,-0.0818366
16,-0.35733256,-0.19623241,"('unpopular', 'popular')",-1.0056144,-0.8726081,0.1662871,0.26484507,-0.3988866,-0.2679985,0.1308881
17,0.21913575,0.2649721,"('nasty', 'nice')",-0.8036171,-0.6905673,-0.40639126,-0.32461473,-0.3302909,-0.25007,0.0802209
18,0.16537085,0.19775279,"('disagreeable', 'welcoming')",0.14746237,0.22876084,-0.142021,-0.17281827,0.0569374,0.0845651,0.0276277
19,0.02381846,0.050661765,"('inhospitable', 'hospitable')",-0.7582112,-0.6935855,0.14319675,0.21423519,-0.1970653,-0.1428962,0.0541691
20,-0.93565017,-0.8763643,"('rough', 'thoughtful')",0.20894723,0.3356526,0.8729578,0.88067317,0.0487516,0.1133205,0.0645689
21,-1.0348648,-1.1381317,"('immoral', 'moral')",0.4859475,0.3901699,-0.25875756,-0.27348834,-0.269225,-0.3404834,-0.0712584
22,-0.90053207,-1.009119,"('untrustworthy', 'trustworthy')",-0.20208028,-0.25382483,-0.78052634,-0.8510219,-0.6277129,-0.7046552,-0.0769423
23,-0.29165542,-0.403548,"('insincere', 'sincere')",0.3023089,0.13604683,6.1035113,6.0697975,2.0380549,1.9340987,-0.1039562
24,0.25940472,0.14740847,"('dishonest', 'honest')",-0.6663604,-0.6896811,0.81494355,0.7303594,0.135996,0.0626956,-0.0733004
25,0.49880677,0.5261248,"('egoistic', 'altruistic')",0.8710743,0.8684869,1.5749884,1.5620867,0.9816232,0.9855661,0.0039429
26,0.76085114,0.7076601,"('hardhearted', 'benevolent')",1.3644669,1.3430251,1.6184716,1.4809837,1.2479299,1.177223,-0.0707069
27,0.15819728,0.21436441,"('hardhearted', 'softhearted')",0.005686797,0.040299214,1.6721724,1.5554901,0.6120188,0.6033846,-0.0086342
28,-0.4471196,-0.65708613,"('disloyal', 'loyal')",-0.15066099,-0.37379384,1.217021,1.1076033,0.2064135,0.0255744,-0.1808391
29,0.033698633,-0.010855347,"('unfair', 'fair')",-0.5390782,-0.5378654,-0.36727864,-0.51345295,-0.2908861,-0.3540579,-0.0631718
30,0.62793994,0.57367975,"('intolerant', 'tolerant')",1.9611107,1.8764743,1.3374096,1.2830104,1.3088201,1.2443881,-0.064432
31,-0.3159291,-0.117264934,"('evil', 'good')",-1.6639019,-1.5773731,-1.2197512,-1.2825052,-1.0665274,-0.9923811,0.0741463
32,0.28990006,0.14620534,"('unkind', 'kind')",0.90340996,0.7646457,1.2384559,1.107726,0.8105887,0.672859,-0.1377297
33,1.1283851,1.1507835,"('wrong', 'right')",0.15079752,0.17606194,-0.6367334,-0.7002991,0.2141497,0.2088488,-0.0053009
34,0.13777336,0.2822658,"('mean', 'honorable')",0.13267869,0.2973802,6.267268,6.4189463,2.1792401,2.3328641,0.153624
35,0.28174803,0.26424202,"('corrupt', 'incorrupt')",-1.4045061,-1.2915366,-0.017672714,-0.17740901,-0.3801436,-0.4015679,-0.0214243
36,0.9706916,1.0376139,"('hostile', 'amicable')",-1.1998014,-1.2511013,0.2758707,0.08004669,0.015587,-0.0444802,-0.0600672
37,-1.2652473,-1.3055295,"('fake', 'genuine')",-0.35511947,-0.28134048,0.66976035,0.70921487,-0.3168688,-0.2925517,0.0243171
38,0.3188452,0.32441956,"('untruthful', 'truthful')",-0.05712222,-0.03798363,0.23209774,0.2971755,0.1646069,0.1945371,0.0299302
39,0.47845933,0.4928029,"('exploitative', 'cooperative')",0.036634352,0.012131295,-0.029417485,-0.058525056,0.1618921,0.148803,-0.0130891
40,1.0468382,1.0729196,"('stingy', 'generous')",0.3831958,0.41255388,-1.5344859,-1.6231695,-0.0348173,-0.0458987,-0.0110814
41,0.6705459,0.61430264,"('unforgiving', 'forgiving')",0.075869486,0.04983617,0.37367442,0.24674483,0.3733633,0.3036279,-0.0697354
42,0.5200096,0.44140053,"('unreliable', 'reliable')",1.2490333,1.3454857,-3.0616698,-2.999139,-0.4308756,-0.4040843,0.0267913
43,-0.22618932,-0.1432278,"('irresponsible', 'responsible')",-0.1508839,-0.09578817,0.61918986,0.6291654,0.0807055,0.1300498,0.0493443
44,-0.23165035,-0.1727144,"('prejudiced', 'unprejudiced')",-0.55467826,-0.40541786,-1.6423618,-1.5680091,-0.8095635,-0.7153805,0.094183
45,-1.5361912,-1.4935331,"('incompetent', 'competent')",-0.24269316,-0.32284576,-0.2897275,-0.34386107,-0.6895373,-0.72008,-0.0305427
46,-1.0667577,-1.0394223,"('uncompetitive', 'competitive')",1.3124082,1.2040715,-0.33320218,-0.37273502,-0.0291839,-0.0693619,-0.040178
47,0.059096962,0.15353036,"('stupid', 'smart')",0.23945811,0.35076666,5.634433,5.78652,1.9776626,2.0969391,0.1192765
48,-1.0377079,-1.0895663,"('unintelligent', 'intelligent')",-0.24567558,-0.29556996,0.49215674,0.480453,-0.2637422,-0.3015611,-0.0378189
49,-0.50176555,-0.50282294,"('unable', 'able')",-0.80430734,-0.7309026,-0.02648488,0.1231961,-0.4441859,-0.3701765,0.0740094
50,-0.14671552,-0.14688864,"('clumsy', 'skillful')",-0.06934215,-0.030581702,-0.17570725,-0.110810235,-0.1305883,-0.0960935,0.0344948
51,-1.0757872,-1.2482738,"('uneducated', 'educated')",1.2933409,1.0851058,0.94621223,0.88625246,0.387922,0.2410281,-0.1468939
52,1.218318,1.1074584,"('irrational', 'rational')",-1.0173491,-1.1048896,-0.080778666,-0.1722198,0.0400634,-0.0565504,-0.0966138
53,-0.5572016,-0.62509984,"('uncreative', 'creative')",0.18647268,0.1341905,0.872328,0.7905919,0.1671997,0.0998942,-0.0673055
54,0.82628566,0.7329981,"('incapable', 'capable')",0.3362548,0.32851118,1.0740192,1.1474842,0.7455199,0.7363311,-0.0091888
55,-1.757759,-1.7496415,"('incompetent', 'clever')",0.31864876,0.21290182,0.060734436,0.06729999,-0.4594586,-0.4898132,-0.0303546
56,0.05134759,-0.0522127,"('impractical', 'practical')",0.60917497,0.5426569,-0.28951776,-0.28234354,0.1236683,0.0693669,-0.0543014
57,-0.94172853,-1.0593299,"('unimaginative', 'imaginative')",-0.15098883,-0.30537176,-2.660075,-2.7411113,-1.2509308,-1.3686043,-0.1176735
58,-0.24194196,-0.20097885,"('undiscriminating', 'discriminating')",1.1595743,1.1586503,0.31645185,0.2804243,0.4113614,0.4126986,0.0013372
59,0.8058606,0.806068,"('foolish', 'wise')",-0.56430405,-0.54250306,0.22869155,0.2649003,0.1567494,0.1761551,0.0194057
60,-0.3122113,-0.29209742,"('inefficient', 'efficient')",1.2778118,1.240362,0.15180734,0.251165,0.3724693,0.3998099,0.0273406
61,0.055865277,-0.054798268,"('illogical', 'logical')",0.38372257,0.22024778,0.5492958,0.38380337,0.3296279,0.1830843,-0.1465436
62,-0.54479486,-0.53212094,"('incompetent', 'brilliant')",0.7157144,0.7596248,-0.16783951,-0.0023496933,0.0010267,0.0750514,0.0740247
63,-0.59409785,-0.5345657,"('unperceptive', 'insightful')",1.799018,1.7951605,1.1226964,1.2130457,0.7758722,0.8245468,0.0486746
64,-0.59571266,-0.71237147,"('shy', 'confident')",1.0571425,0.97987676,-6.8107734,-6.8645554,-2.1164478,-2.1990167,-0.0825689
65,-1.2881783,-1.4665195,"('insecure', 'secure')",0.62359154,0.46136484,-0.15049459,-0.19409916,-0.2716938,-0.3997513,-0.1280575
66,0.3384164,0.32611126,"('inactive', 'active')",0.8849498,0.8649341,1.1210407,1.0491459,0.781469,0.7467304,-0.0347386
67,0.61773103,0.5003173,"('doubtful', 'determined')",0.7088775,0.70057774,-0.6567957,-0.63671714,0.223271,0.1880593,-0.0352117
68,-1.8399384,-1.8958051,"('dependent', 'independent')",-0.3173111,-0.36015683,-0.1209627,-0.17157112,-0.759404,-0.8091776,-0.0497736
69,0.40567678,0.5010777,"('lazy', 'industrious')",0.019554973,0.1493864,-0.8933907,-0.85261786,-0.156053,-0.0673846,0.0886684
70,-0.89301014,-0.91855687,"('lethargic', 'energetic')",1.0270249,1.0346229,0.74472207,0.76751417,0.2929123,0.2945267,0.0016144
71,1.1034644,1.2246661,"('diffident', 'self-confident')",0.59490615,0.66479474,0.4877947,0.47936523,0.7287217,0.7896086,0.0608869
