,skyworks_male,skyworks_female,tuple,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.66016465,-0.7359061,"('unsociable', 'sociable')",0.69029176,0.48971096,-0.7567306,-0.9397513,-0.2422012,-0.3953155,-0.1531143
1,-0.63512206,-0.70280737,"('unfriendly', 'friendly')",0.90983766,0.80655026,2.1485991,2.1326616,0.8077716,0.7454681,-0.0623035
2,0.50895363,0.59663546,"('unlikable', 'likable')",1.1576797,1.2409486,0.91189694,1.0563995,0.8595101,0.9646611,0.105151
3,-0.19138832,-0.02301733,"('repellent', 'pleasant')",0.8038425,0.9088626,-0.1556561,-0.10246327,0.152266,0.2611273,0.1088613
4,0.25895822,0.24283358,"('disliked', 'liked')",-0.4217459,-0.4166057,-5.424661,-5.6302714,-1.862483,-1.9346813,-0.0721983
5,-0.78058827,-0.70593894,"('distant', 'outgoing')",-0.38648453,-0.30567297,0.14632748,0.2854141,-0.3402484,-0.2420659,0.0981825
6,-1.1417406,-1.0879445,"('distant', 'open')",-0.86846393,-0.81236696,0.52818567,0.699043,-0.4940063,-0.4004228,0.0935835
7,0.38621154,0.5089674,"('insensitive', 'sensitive')",0.9036045,0.94696057,0.4797638,0.5712973,0.58986,0.6757418,0.0858818
8,-0.74304026,-0.7818001,"('unaffectionate', 'affectionate')",-0.83555055,-0.81293756,0.99766904,1.0829053,-0.1936406,-0.1706108,0.0230298
9,-0.32272214,-0.29545513,"('unaffectionate', 'caring')",0.53685266,0.5476372,1.4274138,1.5539107,0.5471814,0.602031,0.0548496
10,-0.7435462,-0.64973986,"('unsympathetic', 'sympathetic')",0.110755324,0.11005659,-0.9242289,-0.8940222,-0.5190066,-0.4779019,0.0411047
11,0.28530926,0.4431325,"('unhelpful', 'helpful')",1.6211778,1.6503214,1.5442123,1.6835847,1.1502331,1.2590129,0.1087798
12,0.47790024,0.7350186,"('unsupportive', 'supportive')",1.5101182,1.6635742,-1.3922398,-1.3168784,0.1985929,0.3605715,0.1619786
13,0.16389863,0.1491205,"('impolite', 'polite')",0.54670405,0.44648308,-0.5221369,-0.64639807,0.0628219,-0.0169315,-0.0797534
14,0.81378865,0.9348475,"('antisocial', 'social')",0.8265081,0.8827608,-1.0555112,-1.1108959,0.1949285,0.2355708,0.0406423
15,0.033535775,-0.08844746,"('boring', 'funny')",-0.27048066,-0.3179631,0.7202992,0.6802819,0.1611181,0.0912904,-0.0698277
16,-0.47999382,-0.48142308,"('unpopular', 'popular')",0.011268005,0.0656857,0.5554213,0.63514614,0.0288985,0.0731363,0.0442378
17,0.03526657,0.1325064,"('nasty', 'nice')",-0.28624517,-0.18213283,-0.396121,-0.2725593,-0.2156999,-0.1073952,0.1083047
18,0.088667035,0.23141997,"('disagreeable', 'welcoming')",0.26611722,0.3792369,-0.086025424,-0.03051893,0.0895863,0.1933793,0.103793
19,-1.7020825,-1.6419766,"('inhospitable', 'hospitable')",-1.2902461,-1.1945759,0.34533244,0.54010177,-0.8823321,-0.7654836,0.1168485
20,0.077431224,0.18477641,"('rough', 'thoughtful')",1.0018148,1.054308,0.5715707,0.574997,0.5502722,0.6046938,0.0544216
21,0.80001235,0.8220526,"('immoral', 'moral')",0.82413846,0.7503865,-0.8493427,-0.83516586,0.2582693,0.2457577,-0.0125116
22,0.3584269,0.37911528,"('untrustworthy', 'trustworthy')",0.6707664,0.57885426,-0.8421079,-0.92733353,0.0623618,0.010212,-0.0521498
23,0.60382855,0.68523276,"('insincere', 'sincere')",1.4602773,1.4025137,5.0185337,5.1709747,2.3608799,2.4195738,0.0586939
24,0.24958472,0.27192193,"('dishonest', 'honest')",-0.7928355,-0.82772976,0.54776824,0.5328248,0.0015058,-0.007661,-0.0091668
25,0.4039663,0.37608606,"('egoistic', 'altruistic')",1.1652759,1.1568892,1.88516,1.8545573,1.1514674,1.1291775,-0.0222899
26,0.1252554,0.091838256,"('hardhearted', 'benevolent')",0.8426747,0.87866676,1.553413,1.4530157,0.8404477,0.8078402,-0.0326075
27,0.26547617,0.3931284,"('hardhearted', 'softhearted')",0.65131927,0.7147532,1.7643626,1.7319221,0.8937194,0.9466012,0.0528818
28,-0.33408245,-0.46785247,"('disloyal', 'loyal')",0.022737563,-0.12919319,0.84163535,0.7795931,0.1767635,0.0608492,-0.1159143
29,-0.24811774,-0.29116216,"('unfair', 'fair')",-0.39967084,-0.51188606,-0.35799506,-0.49504292,-0.3352612,-0.4326971,-0.0974359
30,0.94322217,1.0161352,"('intolerant', 'tolerant')",1.8391168,1.8380449,0.78784424,0.74169815,1.1900611,1.198626,0.0085649
31,-0.8366076,-0.7855135,"('evil', 'good')",-0.7278277,-0.6588205,-0.36891037,-0.38588515,-0.6444485,-0.610073,0.0343755
32,0.3154683,0.33454478,"('unkind', 'kind')",0.06958163,0.04466759,0.9488291,0.85909146,0.4446263,0.412768,-0.0318583
33,0.33791322,0.29145116,"('wrong', 'right')",0.895596,0.82691187,0.12759304,0.037147157,0.4537008,0.3851701,-0.0685307
34,-0.56122035,-0.3646128,"('mean', 'honorable')",0.03422939,0.18437645,5.530238,5.865004,1.6677491,1.8949226,0.2271735
35,-0.7251606,-0.8301628,"('corrupt', 'incorrupt')",-0.68635446,-0.7579821,0.45487326,0.30093083,-0.3188806,-0.4290713,-0.1101907
36,-1.4447237,-1.5110917,"('hostile', 'amicable')",-1.0117477,-1.0866603,0.9400899,0.7782589,-0.5054605,-0.6064977,-0.1010372
37,-0.6880517,-0.62546945,"('fake', 'genuine')",0.06245651,0.055212013,0.23343122,0.3417219,-0.1307213,-0.0761785,0.0545428
38,-0.030875793,0.027640488,"('untruthful', 'truthful')",0.039222673,0.065358415,0.1255294,0.22654794,0.0446254,0.1065156,0.0618902
39,1.9708203,1.9704075,"('exploitative', 'cooperative')",1.509662,1.4750414,0.1190334,0.07565053,1.1998386,1.1736998,-0.0261388
