,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.6416801,-0.7161615,"('unsociable', 'sociable')",-0.6416801,-0.7161615,-0.0744814
1,-0.43115065,-0.7600601,"('unfriendly', 'friendly')",-0.4311506,-0.7600601,-0.3289095
2,0.3765907,0.40567186,"('unlikable', 'likable')",0.3765907,0.4056719,0.0290812
3,-0.95881474,-0.8164781,"('repellent', 'pleasant')",-0.9588147,-0.8164781,0.1423366
4,-2.4360235,-2.4766483,"('disliked', 'liked')",-2.4360235,-2.4766483,-0.0406248
5,-0.5203169,-0.62340224,"('distant', 'outgoing')",-0.5203169,-0.6234022,-0.1030853
6,-0.49437392,-0.61412007,"('distant', 'open')",-0.4943739,-0.6141201,-0.1197462
7,-0.77160907,-0.71063495,"('insensitive', 'sensitive')",-0.7716091,-0.7106349,0.0609742
8,-0.27152544,-0.49424753,"('unaffectionate', 'affectionate')",-0.2715254,-0.4942475,-0.2227221
9,-0.35608456,-0.49695414,"('unaffectionate', 'caring')",-0.3560846,-0.4969541,-0.1408695
10,-1.338668,-1.2699386,"('unsympathetic', 'sympathetic')",-1.338668,-1.2699386,0.0687294
11,-0.39090094,-0.28256792,"('unhelpful', 'helpful')",-0.3909009,-0.2825679,0.108333
12,-1.5699711,-1.5295742,"('unsupportive', 'supportive')",-1.5699711,-1.5295742,0.0403969
13,-1.0579593,-0.972268,"('impolite', 'polite')",-1.0579593,-0.972268,0.0856913
14,-0.11502446,-0.12606026,"('antisocial', 'social')",-0.1150245,-0.1260603,-0.0110358
15,0.33509535,0.17142582,"('boring', 'funny')",0.3350953,0.1714258,-0.1636695
16,-0.007837628,-0.043693416,"('unpopular', 'popular')",-0.0078376,-0.0436934,-0.0358558
17,-0.60441935,-0.51583356,"('nasty', 'nice')",-0.6044194,-0.5158336,0.0885858
18,-0.35421222,-0.38789532,"('disagreeable', 'welcoming')",-0.3542122,-0.3878953,-0.0336831
19,-1.357246,-1.3371618,"('inhospitable', 'hospitable')",-1.357246,-1.3371618,0.0200842
20,0.21727121,0.18908182,"('rough', 'thoughtful')",0.2172712,0.1890818,-0.0281894
21,-0.86321026,-0.73566914,"('immoral', 'moral')",-0.8632103,-0.7356691,0.1275412
22,-0.20924787,-0.1704098,"('untrustworthy', 'trustworthy')",-0.2092479,-0.1704098,0.0388381
23,1.117194,1.1358925,"('insincere', 'sincere')",1.1171941,1.1358925,0.0186984
24,-0.123590775,-0.23278955,"('dishonest', 'honest')",-0.1235908,-0.2327895,-0.1091987
25,0.4474163,0.3057879,"('egoistic', 'altruistic')",0.4474163,0.3057879,-0.1416284
26,1.0413743,0.747004,"('hardhearted', 'benevolent')",1.0413743,0.747004,-0.2943703
27,0.88753825,0.7676746,"('hardhearted', 'softhearted')",0.8875383,0.7676746,-0.1198637
28,-0.21336198,-0.40371057,"('disloyal', 'loyal')",-0.213362,-0.4037106,-0.1903486
29,-0.21674988,-0.2785583,"('unfair', 'fair')",-0.2167499,-0.2785583,-0.0618084
30,0.16957018,0.13913867,"('intolerant', 'tolerant')",0.1695702,0.1391387,-0.0304315
31,-0.7416939,-0.8104976,"('evil', 'good')",-0.7416939,-0.8104976,-0.0688037
32,0.1670301,0.04936284,"('unkind', 'kind')",0.1670301,0.0493628,-0.1176673
33,0.16110744,0.042189617,"('wrong', 'right')",0.1611074,0.0421896,-0.1189178
34,1.5414604,1.6979475,"('mean', 'honorable')",1.5414604,1.6979475,0.1564871
35,0.78455883,0.64336395,"('corrupt', 'incorrupt')",0.7845588,0.643364,-0.1411948
36,-0.37684312,-0.5703488,"('hostile', 'amicable')",-0.3768431,-0.5703488,-0.1935057
37,-0.017961275,-0.04715899,"('fake', 'genuine')",-0.0179613,-0.047159,-0.0291977
38,-0.68229675,-0.65499353,"('untruthful', 'truthful')",-0.6822968,-0.6549935,0.0273033
39,0.41911253,0.4408649,"('exploitative', 'cooperative')",0.4191125,0.4408649,0.0217524
40,-0.41478428,-0.6485081,"('stingy', 'generous')",-0.4147843,-0.6485081,-0.2337238
41,0.4038249,0.28297335,"('unforgiving', 'forgiving')",0.4038249,0.2829733,-0.1208516
42,-0.9938974,-0.86677194,"('unreliable', 'reliable')",-0.9938974,-0.8667719,0.1271255
43,-0.53044957,-0.5202233,"('irresponsible', 'responsible')",-0.5304496,-0.5202233,0.0102263
44,0.05470885,0.12362578,"('prejudiced', 'unprejudiced')",0.0547088,0.1236258,0.068917
45,-0.7400865,-0.7179901,"('incompetent', 'competent')",-0.7400865,-0.7179901,0.0220964
46,-1.34821,-1.1789461,"('uncompetitive', 'competitive')",-1.34821,-1.1789461,0.1692639
47,1.8023658,1.8311557,"('stupid', 'smart')",1.8023658,1.8311557,0.0287899
48,-0.0028260313,-0.017572599,"('unintelligent', 'intelligent')",-0.002826,-0.0175726,-0.0147466
49,-0.19386716,-0.006101683,"('unable', 'able')",-0.1938672,-0.0061017,0.1877655
50,-0.18451378,-0.18219304,"('clumsy', 'skillful')",-0.1845138,-0.182193,0.0023208
51,-1.1600207,-1.1865331,"('uneducated', 'educated')",-1.1600207,-1.1865331,-0.0265124
52,0.010607548,-0.312577,"('irrational', 'rational')",0.0106075,-0.312577,-0.3231845
53,-1.1732035,-1.276476,"('uncreative', 'creative')",-1.1732035,-1.276476,-0.1032725
54,-0.7407739,-0.7751065,"('incapable', 'capable')",-0.7407739,-0.7751065,-0.0343326
55,-0.42572713,-0.32359803,"('incompetent', 'clever')",-0.4257271,-0.323598,0.1021291
56,-0.60854673,-0.5130502,"('impractical', 'practical')",-0.6085467,-0.5130502,0.0954965
57,-1.890042,-1.9197457,"('unimaginative', 'imaginative')",-1.8900419,-1.9197457,-0.0297038
58,0.12558952,0.041774336,"('undiscriminating', 'discriminating')",0.1255895,0.0417743,-0.0838152
59,0.49365065,0.35105893,"('foolish', 'wise')",0.4936506,0.3510589,-0.1425917
60,-0.057452418,0.16684416,"('inefficient', 'efficient')",-0.0574524,0.1668442,0.2242966
61,-0.32811975,-0.47575757,"('illogical', 'logical')",-0.3281198,-0.4757576,-0.1476378
62,-0.36838043,-0.20071182,"('incompetent', 'brilliant')",-0.3683804,-0.2007118,0.1676686
63,-0.55972874,-0.45993423,"('unperceptive', 'insightful')",-0.5597287,-0.4599342,0.0997945
64,-2.5605314,-2.4954298,"('shy', 'confident')",-2.5605314,-2.4954298,0.0651016
65,-0.33527577,-0.29106998,"('insecure', 'secure')",-0.3352758,-0.29107,0.0442058
