,motive_male,motive_female,tuple,average_male,average_female,female-male
20,0.51849186,0.43725157,"('rough', 'thoughtful')",0.5184919,0.4372516,-0.0812403
21,-0.18367691,0.12355282,"('immoral', 'moral')",-0.1836769,0.1235528,0.3072297
22,-0.26452136,-0.23659088,"('untrustworthy', 'trustworthy')",-0.2645214,-0.2365909,0.0279305
23,6.571624,6.7894583,"('insincere', 'sincere')",6.5716238,6.7894583,0.2178345
24,1.543133,1.5635132,"('dishonest', 'honest')",1.543133,1.5635132,0.0203802
25,0.8318285,0.7501457,"('egoistic', 'altruistic')",0.8318285,0.7501457,-0.0816828
26,1.4595729,1.1880686,"('hardhearted', 'benevolent')",1.4595729,1.1880686,-0.2715043
27,1.7987769,1.6047714,"('hardhearted', 'softhearted')",1.7987769,1.6047714,-0.1940055
28,1.57642,1.4079509,"('disloyal', 'loyal')",1.5764199,1.4079509,-0.168469
29,-0.2801908,-0.51383907,"('unfair', 'fair')",-0.2801908,-0.5138391,-0.2336483
30,0.7503862,0.92030513,"('intolerant', 'tolerant')",0.7503862,0.9203051,0.1699189
31,-1.4737982,-1.6959393,"('evil', 'good')",-1.4737982,-1.6959393,-0.2221411
32,1.0979886,1.0669448,"('unkind', 'kind')",1.0979886,1.0669448,-0.0310438
33,-0.40788692,-0.51198274,"('wrong', 'right')",-0.4078869,-0.5119827,-0.1040958
34,4.5001683,4.7475944,"('mean', 'honorable')",4.5001683,4.7475944,0.2474261
35,-0.8966482,-1.3462658,"('corrupt', 'incorrupt')",-0.8966482,-1.3462658,-0.4496176
36,-0.8355565,-1.1670558,"('hostile', 'amicable')",-0.8355565,-1.1670558,-0.3314993
37,1.0009924,0.9290951,"('fake', 'genuine')",1.0009924,0.9290951,-0.0718973
38,-0.46797624,-0.39215466,"('untruthful', 'truthful')",-0.4679762,-0.3921547,0.0758215
39,0.17667598,0.25856227,"('exploitative', 'cooperative')",0.176676,0.2585623,0.0818863
40,-1.504475,-1.621039,"('stingy', 'generous')",-1.504475,-1.621039,-0.116564
41,0.58613044,0.42728215,"('unforgiving', 'forgiving')",0.5861304,0.4272822,-0.1588482
42,-2.3239655,-2.2567792,"('unreliable', 'reliable')",-2.3239655,-2.2567792,0.0671863
43,1.0974357,1.2772363,"('irresponsible', 'responsible')",1.0974357,1.2772363,0.1798006
44,-1.3897542,-1.4252348,"('prejudiced', 'unprejudiced')",-1.3897542,-1.4252348,-0.0354806
45,0.55076134,0.359092,"('incompetent', 'competent')",0.5507613,0.359092,-0.1916693
46,-0.6274549,-0.56593823,"('uncompetitive', 'competitive')",-0.6274549,-0.5659382,0.0615167
47,4.828951,4.9777603,"('stupid', 'smart')",4.8289509,4.9777603,0.1488094
48,0.49366674,0.61692303,"('unintelligent', 'intelligent')",0.4936667,0.616923,0.1232563
49,-0.19669275,-0.06269059,"('unable', 'able')",-0.1966927,-0.0626906,0.1340021
50,-0.41649327,-0.4460864,"('clumsy', 'skillful')",-0.4164933,-0.4460864,-0.0295931
51,0.34407815,0.45924908,"('uneducated', 'educated')",0.3440782,0.4592491,0.1151709
52,-0.085336916,-0.38501862,"('irrational', 'rational')",-0.0853369,-0.3850186,-0.2996817
53,-0.015771568,-0.17362618,"('uncreative', 'creative')",-0.0157716,-0.1736262,-0.1578546
54,0.90668374,0.98200434,"('incapable', 'capable')",0.9066837,0.9820043,0.0753206
55,0.85147995,1.0249844,"('incompetent', 'clever')",0.8514799,1.0249844,0.1735045
56,0.28989264,0.38820282,"('impractical', 'practical')",0.2898926,0.3882028,0.0983102
57,-1.9775602,-2.1125991,"('unimaginative', 'imaginative')",-1.9775602,-2.1125991,-0.1350389
58,0.5487542,0.508831,"('undiscriminating', 'discriminating')",0.5487542,0.508831,-0.0399232
59,-0.17169334,-0.1885288,"('foolish', 'wise')",-0.1716933,-0.1885288,-0.0168355
60,0.3987582,0.801939,"('inefficient', 'efficient')",0.3987582,0.801939,0.4031808
61,0.37543646,0.25532073,"('illogical', 'logical')",0.3754365,0.2553207,-0.1201158
62,0.47827902,0.76170313,"('incompetent', 'brilliant')",0.478279,0.7617031,0.2834241
63,0.10079475,0.22517964,"('unperceptive', 'insightful')",0.1007947,0.2251796,0.1243849
64,-6.484112,-6.2930584,"('shy', 'confident')",-6.4841118,-6.2930584,0.1910534
65,0.1987314,0.48447534,"('insecure', 'secure')",0.1987314,0.4844753,0.2857439
66,-0.042109698,-0.28607288,"('inactive', 'active')",-0.0421097,-0.2860729,-0.2439632
67,-0.48574123,-0.43326816,"('doubtful', 'determined')",-0.4857412,-0.4332682,0.052473
68,-1.2588682,-1.0861261,"('dependent', 'independent')",-1.2588682,-1.0861261,0.1727421
69,-1.9348607,-2.1174085,"('lazy', 'industrious')",-1.9348607,-2.1174085,-0.1825478
70,1.7231088,1.7781457,"('lethargic', 'energetic')",1.7231088,1.7781457,0.0550369
71,0.36930487,0.2816549,"('diffident', 'self-confident')",0.3693049,0.2816549,-0.08765
72,0.8346092,1.0633063,"('unambitious', 'ambitious')",0.8346092,1.0633063,0.2286971
73,-2.9395025,-2.883996,"('helpless', 'self-reliant')",-2.9395025,-2.883996,0.0555065
74,0.28564048,0.11707744,"('undedicated', 'dedicated')",0.2856405,0.1170774,-0.1685631
75,-0.6427601,-0.7182564,"('meek', 'impulsive')",-0.6427601,-0.7182564,-0.0754963
76,0.528635,0.72061646,"('anxious', 'daring')",0.528635,0.7206165,0.1919815
77,-1.3327138,-1.1450331,"('unmotivated', 'motivated')",-1.3327138,-1.1450331,0.1876807
78,-0.9248144,-0.9965333,"('nonresilient', 'resilient')",-0.9248144,-0.9965333,-0.0717189
79,0.113478705,-0.044579417,"('wavering', 'unwavering')",0.1134787,-0.0445794,-0.1580581
80,0.18591651,0.17438579,"('dominated', 'dominating')",0.1859165,0.1743858,-0.0115307
81,-0.028817832,0.21289861,"('submissive', 'aggressive')",-0.0288178,0.2128986,0.2417164
82,6.373297,6.4463024,"('poor', 'rich')",6.3732972,6.4463024,0.0730052
83,-0.41927022,-0.3257971,"('powerless', 'powerful')",-0.4192702,-0.3257971,0.0934731
84,0.48164886,0.44084466,"('inferior', 'superior')",0.4816489,0.4408447,-0.0408042
85,-1.00029,-1.1777327,"('insignificant', 'prestigious')",-1.00029,-1.1777327,-0.1774427
86,0.8296458,0.7641454,"('uninfluential', 'influential')",0.8296458,0.7641454,-0.0655004
87,-0.079038724,-0.009086244,"('unsuccessful', 'successful')",-0.0790387,-0.0090862,0.0699525
88,-0.027546652,0.067603625,"('low', 'eminent')",-0.0275467,0.0676036,0.0951503
