,hca_male,hca_female,tuple,healthcare_male,healthcare_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5220136,-0.64758027,"('unsociable', 'sociable')",0.8348837,0.70954186,-0.40437645,-0.5399269,-0.0305021,-0.1593218,-0.1288197
1,-1.6853144,-1.6069016,"('unfriendly', 'friendly')",0.587635,0.52977324,1.8207699,1.75209,0.2410302,0.2249872,-0.016043
2,1.4647682,1.4703633,"('unlikable', 'likable')",1.3971379,1.418061,0.9984147,1.0609453,1.2867736,1.3164566,0.029683
3,0.19652545,0.34054747,"('repellent', 'pleasant')",-0.91319364,-0.75726795,0.13212949,0.1999968,-0.1948462,-0.0722412,0.122605
4,0.046126217,0.05837784,"('disliked', 'liked')",0.3799059,0.39499828,-5.883384,-5.908576,-1.8191174,-1.8183999,0.0007175
5,-1.0323313,-0.9697506,"('distant', 'outgoing')",0.047216326,0.11003035,-0.37380835,-0.25276008,-0.4529745,-0.3708268,0.0821477
6,-1.1633893,-0.9985795,"('distant', 'open')",-0.12671147,-0.046349216,0.08858319,0.21123677,-0.4005059,-0.2778973,0.1226086
7,0.27471793,0.3850083,"('insensitive', 'sensitive')",0.78936344,0.885492,0.84454495,0.88052416,0.6362088,0.7170081,0.0807993
8,-1.1854665,-1.0868853,"('unaffectionate', 'affectionate')",-0.36757547,-0.3968304,0.5902636,0.59355205,-0.3209261,-0.2967212,0.0242049
9,-0.8255341,-0.76516014,"('unaffectionate', 'caring')",1.2740388,1.2806922,1.2482734,1.3019481,0.5655927,0.6058267,0.040234
10,-0.38078186,-0.29449576,"('unsympathetic', 'sympathetic')",0.28223628,0.37080953,-0.23220214,-0.2389696,-0.1102492,-0.0542186,0.0560306
11,0.076601125,0.11195892,"('unhelpful', 'helpful')",0.60464644,0.6083844,1.7840538,1.868509,0.8217672,0.8629508,0.0411836
12,1.1780808,1.4103539,"('unsupportive', 'supportive')",2.2192762,2.4043667,-1.4001646,-1.3062335,0.6657308,0.8361624,0.1704316
13,0.28604412,0.16281307,"('impolite', 'polite')",0.86759275,0.8094483,-0.016155437,-0.083452374,0.3791605,0.2962697,-0.0828908
14,0.7038988,0.6912555,"('antisocial', 'social')",0.7068095,0.7064206,-0.24669817,-0.349118,0.3880034,0.3495194,-0.038484
15,-0.2112689,-0.43363306,"('boring', 'funny')",0.4281989,0.31719598,0.6322261,0.59514666,0.283052,0.1595699,-0.1234821
16,-1.0782708,-1.1007817,"('unpopular', 'popular')",-0.2170753,-0.13875632,0.3379427,0.35175246,-0.3191345,-0.2959285,0.023206
17,-0.46793818,-0.44353414,"('nasty', 'nice')",-0.43043512,-0.33717328,-0.31990036,-0.21349522,-0.4060912,-0.3314009,0.0746903
18,-0.37560168,-0.31485736,"('disagreeable', 'welcoming')",0.21033962,0.2227689,-0.19686535,-0.17606735,-0.1207091,-0.0893853,0.0313238
19,-0.46387058,-0.36280018,"('inhospitable', 'hospitable')",0.5610255,0.5545422,0.31798184,0.4301483,0.1383789,0.2072968,0.0689179
20,-0.15676834,-0.14320993,"('rough', 'thoughtful')",-0.015703475,0.044710208,0.6777104,0.6437978,0.1684129,0.181766,0.0133531
21,1.0456063,1.0232364,"('immoral', 'moral')",1.252601,1.2066687,-0.3443312,-0.32432798,0.651292,0.6351924,-0.0160996
22,0.62128127,0.74375594,"('untrustworthy', 'trustworthy')",0.24028064,0.18018684,-0.70841527,-0.7376012,0.0510489,0.0621139,0.011065
23,0.054588985,0.0791357,"('insincere', 'sincere')",1.1865079,1.1698164,5.8819685,5.8503966,2.3743552,2.3664495,-0.0079057
24,0.8005947,0.8251268,"('dishonest', 'honest')",0.63228035,0.5960971,0.91244876,0.8663534,0.7817746,0.7625257,-0.0192489
25,-1.0599121,-1.0715561,"('egoistic', 'altruistic')",0.048817676,0.0120072365,1.6517608,1.6145767,0.2135555,0.1850093,-0.0285462
26,-0.27041554,-0.32683045,"('hardhearted', 'benevolent')",1.6853353,1.6618482,1.7734299,1.6298447,1.0627832,0.9882874,-0.0744958
27,0.043021828,0.06297214,"('hardhearted', 'softhearted')",1.0340155,1.0855992,1.7020689,1.6374754,0.9263687,0.9286822,0.0023135
28,-0.28111532,-0.33350867,"('disloyal', 'loyal')",0.13601044,-0.015003609,1.0351158,0.917948,0.2966703,0.1898119,-0.1068584
29,-0.069045536,-0.07451059,"('unfair', 'fair')",-0.6107039,-0.58565253,-0.57699794,-0.7245504,-0.4189158,-0.4615712,-0.0426554
30,0.65671927,0.5910935,"('intolerant', 'tolerant')",1.5944272,1.5163646,1.4053267,1.3331573,1.2188244,1.1468718,-0.0719526
31,-1.2807815,-1.0666592,"('evil', 'good')",-0.7462374,-0.69757175,-1.210212,-1.2409061,-1.079077,-1.0017123,0.0773647
32,0.90767276,0.71256745,"('unkind', 'kind')",2.0702813,1.9636102,1.6536287,1.4964535,1.5438609,1.3908771,-0.1529838
33,0.53377247,0.47333634,"('wrong', 'right')",0.52719545,0.506169,-0.38469166,-0.436648,0.2254254,0.1809524,-0.044473
34,0.32672417,0.6068869,"('mean', 'honorable')",0.5664967,0.7146704,6.0279713,6.215403,2.3070641,2.5123202,0.2052561
35,-0.4779256,-0.58281314,"('corrupt', 'incorrupt')",-1.1063532,-1.1496354,-0.11136712,-0.29049397,-0.5652153,-0.6743142,-0.1090989
36,-1.3579617,-1.2853502,"('hostile', 'amicable')",-0.913268,-0.95458794,0.20036742,0.0031079585,-0.6902874,-0.7456101,-0.0553227
37,0.1568828,0.17091995,"('fake', 'genuine')",0.28182146,0.29044774,0.4977197,0.5261321,0.3121413,0.3291666,0.0170253
38,0.111813515,0.20669685,"('untruthful', 'truthful')",0.45988014,0.5014007,0.29087105,0.4023746,0.2875216,0.3701574,0.0826358
39,1.7925718,1.7841372,"('exploitative', 'cooperative')",0.6475157,0.63331026,0.124374434,0.097471185,0.8548206,0.8383063,-0.0165143
40,0.64573866,0.7172406,"('stingy', 'generous')",0.85447776,0.97387224,-1.216218,-1.2740737,0.0946662,0.139013,0.0443468
41,0.48386055,0.60813206,"('unforgiving', 'forgiving')",1.0475559,1.0575159,0.46632832,0.37807333,0.6659149,0.6812404,0.0153255
42,1.300451,1.2920476,"('unreliable', 'reliable')",1.4091973,1.494472,-2.8495805,-2.7469013,-0.0466441,0.0132061,0.0598502
43,0.3512717,0.48352212,"('irresponsible', 'responsible')",1.4264281,1.520668,0.4731629,0.5418206,0.7502875,0.8486702,0.0983827
44,0.08715183,0.049311012,"('prejudiced', 'unprejudiced')",-1.0817891,-1.0461514,-1.6366799,-1.608955,-0.8771057,-0.8685985,0.0085072
45,0.013045516,0.2620553,"('incompetent', 'competent')",0.83899736,0.97204345,-0.30694497,-0.31319243,0.1816993,0.3069688,0.1252695
46,0.31388128,0.4085632,"('uncompetitive', 'competitive')",0.45262414,0.5232246,-0.5874956,-0.62931216,0.0596699,0.1008252,0.0411553
47,-0.14639503,-0.04682427,"('stupid', 'smart')",1.2007962,1.2062117,5.2290006,5.3564343,2.0944672,2.1719406,0.0774734
48,-0.094800726,-0.061684474,"('unintelligent', 'intelligent')",0.8274732,0.8593756,0.5744862,0.5454127,0.4357196,0.4477013,0.0119817
49,0.0782025,0.1453372,"('unable', 'able')",0.31206793,0.37112066,-0.062229753,0.11880047,0.1093469,0.2117528,0.1024059
50,0.41163778,0.3354852,"('clumsy', 'skillful')",0.779959,0.7863109,0.28249115,0.28205615,0.4913627,0.4679507,-0.023412
51,0.43501833,0.23166245,"('uneducated', 'educated')",1.3263223,1.2175944,1.0885462,0.96241283,0.9499623,0.8038899,-0.1460724
52,-0.18543527,-0.4060384,"('irrational', 'rational')",0.0048858374,-0.2192672,0.20670122,0.10063748,0.0087173,-0.1748894,-0.1836067
53,-1.6675149,-1.5999211,"('uncreative', 'creative')",-0.102043875,-0.13716337,0.5372282,0.48780388,-0.4107769,-0.4164269,-0.00565
54,-0.37048057,-0.44709954,"('incapable', 'capable')",0.33337316,0.28971732,1.0828369,1.1451356,0.3485765,0.3292511,-0.0193254
55,-0.12300002,-0.0006196834,"('incompetent', 'clever')",0.29869366,0.3008963,0.061446045,0.0530489,0.0790466,0.1177752,0.0387286
56,0.6107967,0.65065026,"('impractical', 'practical')",1.1390628,1.1654537,-0.16955619,-0.11716967,0.5267678,0.5663114,0.0395436
57,-0.73545396,-0.68631816,"('unimaginative', 'imaginative')",-0.04371455,-0.0052513033,-2.5576842,-2.593246,-1.1122842,-1.0949384,0.0173458
58,-0.6063572,-0.51276076,"('undiscriminating', 'discriminating')",-0.18218069,-0.11189927,0.14608252,0.11589848,-0.2141518,-0.1695872,0.0445646
59,0.37589025,0.30374926,"('foolish', 'wise')",0.7681987,0.70666647,0.42231095,0.44771266,0.5221333,0.4860428,-0.0360905
60,0.6408773,0.7310082,"('inefficient', 'efficient')",1.0177517,1.1181929,-0.12833118,0.0073145684,0.5100993,0.6188385,0.1087392
61,0.3854468,0.28784636,"('illogical', 'logical')",0.6194117,0.5257358,0.4411345,0.27946374,0.4819976,0.3643486,-0.117649
62,0.96232826,1.0892261,"('incompetent', 'brilliant')",0.88977355,1.0496774,0.17684664,0.4034697,0.6763162,0.8474578,0.1711416
63,0.5706987,0.7360632,"('unperceptive', 'insightful')",1.1252533,1.203325,1.1006008,1.2320378,0.9321842,1.057142,0.1249578
64,1.1057084,0.983471,"('shy', 'confident')",0.3302949,0.3191174,-6.218405,-6.2337604,-1.5941339,-1.643724,-0.0495901
65,0.78773034,0.64781255,"('insecure', 'secure')",0.07353814,-0.010332141,-0.3198669,-0.35992017,0.1804672,0.0925201,-0.0879471
66,-0.5192452,-0.5787674,"('inactive', 'active')",-0.787296,-0.7645956,0.9049873,0.85493004,-0.1338513,-0.162811,-0.0289597
67,0.6287267,0.4744528,"('doubtful', 'determined')",0.1073274,0.052268367,-0.61118275,-0.60838425,0.0416238,-0.027221,-0.0688448
68,0.16291621,0.085056424,"('dependent', 'independent')",-0.6815787,-0.72985506,-0.58594596,-0.5850618,-0.3682028,-0.4099535,-0.0417507
69,-0.084496215,-0.10747871,"('lazy', 'industrious')",0.5692445,0.6501447,-0.7948626,-0.7241415,-0.1033714,-0.0604918,0.0428796
70,0.3864306,0.47879398,"('lethargic', 'energetic')",0.24394266,0.3541569,0.7230346,0.816298,0.451136,0.5497496,0.0986136
71,0.43906927,0.5173562,"('diffident', 'self-confident')",2.3336124,2.422413,0.64097,0.6663801,1.1378839,1.2020498,0.0641659
72,0.59456265,0.6276671,"('unambitious', 'ambitious')",-0.1906968,-0.124081194,-0.9867004,-0.92227286,-0.1942782,-0.1395623,0.0547159
73,1.0916799,1.0022788,"('helpless', 'self-reliant')",0.47453687,0.45895275,-3.13312,-3.0687153,-0.5223011,-0.5358279,-0.0135268
74,0.8064517,0.92752665,"('undedicated', 'dedicated')",0.99543697,1.0430001,0.38463813,0.3921938,0.7288423,0.7875735,0.0587312
75,-0.14825061,-0.08443077,"('meek', 'impulsive')",-1.09249,-1.0044254,-0.669557,-0.5589422,-0.6367658,-0.5492661,0.0874997
76,0.30222875,0.2871453,"('anxious', 'daring')",0.092484124,0.13198538,-0.0699931,-0.032795,0.1082399,0.1287786,0.0205387
77,-0.3020662,-0.21376072,"('unmotivated', 'motivated')",0.16459483,0.25395253,-1.4627105,-1.3311303,-0.5333939,-0.4303128,0.1030811
78,-0.39212877,-0.22505203,"('nonresilient', 'resilient')",1.5476098,1.7007228,0.14420515,0.27599934,0.4332287,0.58389,0.1506613
79,-0.38409424,-0.36682022,"('wavering', 'unwavering')",-0.58069086,-0.62040013,-0.057842944,0.01381216,-0.340876,-0.3244694,0.0164066
80,0.6976361,0.581371,"('dominated', 'dominating')",0.1295498,0.11731048,-0.85174763,-0.8222227,-0.0081872,-0.0411804,-0.0329932
81,0.5107123,0.315565,"('submissive', 'aggressive')",0.61051726,0.5537386,-0.6317493,-0.65899026,0.1631601,0.0701044,-0.0930557
82,-0.5324693,-0.4853626,"('poor', 'rich')",0.3113888,0.3058241,6.0272827,6.060063,1.9354008,1.9601749,0.0247741
83,-0.2579812,-0.31053814,"('powerless', 'powerful')",0.57790405,0.613399,-1.0139914,-1.0357038,-0.2313562,-0.244281,-0.0129248
84,0.066195436,-0.10679719,"('inferior', 'superior')",0.6878293,0.5899136,0.5051081,0.44115663,0.419711,0.308091,-0.11162
85,-0.05275365,-0.03415419,"('insignificant', 'prestigious')",0.9836141,0.97155553,0.80274117,0.80082095,0.5778672,0.5794075,0.0015403
86,-0.5250752,-0.5131681,"('uninfluential', 'influential')",0.71676856,0.65664095,0.19379011,0.077073134,0.1284945,0.0735153,-0.0549792
87,0.63571835,0.4916039,"('unsuccessful', 'successful')",1.017206,1.0072145,0.9357911,0.9828523,0.8629051,0.8272235,-0.0356816
88,-0.5116102,-0.7344874,"('low', 'eminent')",0.28241506,0.15444465,0.483035,0.43614703,0.0846133,-0.0479652,-0.1325785
