,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,female-male
0,0.40470216,0.3299052,"('unsociable', 'sociable')",0.87112993,0.8191439,0.04468762,-0.026009811,0.4401732,0.3743464,-0.0658268
1,0.14625704,0.14346308,"('unfriendly', 'friendly')",-0.16075605,-0.43941116,1.2652596,1.0406954,0.4169202,0.2482491,-0.1686711
2,0.4141209,0.48041373,"('unlikable', 'likable')",0.6589936,0.66026646,0.7729491,0.83604646,0.6153545,0.6589089,0.0435544
3,-0.38181514,-0.27590185,"('repellent', 'pleasant')",1.1477072,1.1792252,1.0630105,1.0851346,0.6096342,0.6628193,0.0531851
4,-0.835198,-0.7745617,"('disliked', 'liked')",-0.51232857,-0.5093574,-7.3362556,-7.4899993,-2.8945942,-2.9246394,-0.0300452
5,-2.0666823,-2.0270193,"('distant', 'outgoing')",-0.6114081,-0.5853667,-0.6892451,-0.6576383,-1.1224453,-1.0900081,0.0324372
6,-1.9421879,-1.893218,"('distant', 'open')",-1.4271878,-1.4380876,-0.65867585,-0.59391093,-1.3426838,-1.3084055,0.0342783
7,1.2737244,1.3521428,"('insensitive', 'sensitive')",1.2707801,1.2931623,0.5475324,0.5749167,1.030679,1.0734073,0.0427283
8,-0.07472988,-0.106204644,"('unaffectionate', 'affectionate')",-0.874808,-1.0298424,0.4250594,0.39731097,-0.1748261,-0.2462453,-0.0714192
9,0.73851836,0.77742314,"('unaffectionate', 'caring')",0.35122126,0.28403327,1.2413328,1.3216312,0.7770241,0.7943625,0.0173384
10,0.7439123,0.7448109,"('unsympathetic', 'sympathetic')",0.4203142,0.39042303,0.27654865,0.4362827,0.4802584,0.5238388,0.0435804
11,0.8084138,0.8373381,"('unhelpful', 'helpful')",1.5547692,1.645937,2.207442,2.363267,1.5235418,1.615514,0.0919722
12,0.7442062,0.8140413,"('unsupportive', 'supportive')",1.0766041,1.1377771,-1.9336717,-1.9041884,-0.0376205,0.0158767,0.0534972
13,1.3915908,1.2780577,"('impolite', 'polite')",0.6435449,0.6073147,-0.16183084,-0.14349398,0.6244349,0.5806261,-0.0438088
14,0.7831878,0.8549984,"('antisocial', 'social')",1.1828877,1.3102406,0.06569202,-0.062163316,0.6772558,0.7010252,0.0237694
15,1.0762309,0.9971672,"('boring', 'funny')",-0.583717,-0.6055758,-0.1707731,-0.18055247,0.1072469,0.0703463,-0.0369006
16,-0.6531323,-0.6993772,"('unpopular', 'popular')",-0.0069753453,-0.0841002,0.06269535,0.045533784,-0.1991374,-0.2459812,-0.0468438
17,-0.18255346,-0.1270757,"('nasty', 'nice')",-0.20657885,-0.09242993,-0.6349366,-0.60786533,-0.3413563,-0.2757903,0.065566
18,-0.96452624,-0.88812023,"('disagreeable', 'welcoming')",-0.65634906,-0.61447906,-0.7895192,-0.90614045,-0.8034649,-0.8029132,0.0005517
19,-0.83157724,-0.7756422,"('inhospitable', 'hospitable')",-1.2008121,-1.2300987,-0.8409431,-0.7145713,-0.9577775,-0.9067707,0.0510068
20,0.026172306,0.023387115,"('rough', 'thoughtful')",0.12061712,0.07887992,0.7652244,0.71019214,0.3040046,0.2708197,-0.0331849
21,1.6700658,1.6099533,"('immoral', 'moral')",1.8084519,1.8070803,0.025689505,0.2086556,1.168069,1.2085631,0.0404941
22,0.45386836,0.43859634,"('untrustworthy', 'trustworthy')",0.39968047,0.34953973,-0.81967306,-0.7607944,0.0112919,0.0091139,-0.002178
23,1.6716292,1.674563,"('insincere', 'sincere')",1.51319,1.4963175,6.550425,6.5932837,3.2450816,3.2547213,0.0096397
24,0.864975,0.8839376,"('dishonest', 'honest')",0.55515283,0.58155715,1.0907453,1.1213868,0.8369578,0.8622939,0.0253361
25,-0.13251755,0.016009241,"('egoistic', 'altruistic')",0.13956194,0.14369379,0.71614367,0.566453,0.2410627,0.242052,0.0009893
26,0.2251437,0.17105179,"('hardhearted', 'benevolent')",0.36516654,0.15794337,1.2048327,0.8861505,0.598381,0.4050485,-0.1933325
27,-0.88277066,-0.82600147,"('hardhearted', 'softhearted')",0.033056725,0.024771702,1.1221253,1.0331789,0.0908038,0.0773164,-0.0134874
28,1.1625948,1.1167477,"('disloyal', 'loyal')",0.58071107,0.46223992,1.3681574,1.3377899,1.0371544,0.9722592,-0.0648952
29,0.015155792,-0.052262776,"('unfair', 'fair')",-0.16595031,-0.18783398,-0.43010578,-0.5655738,-0.1936334,-0.2685569,-0.0749235
30,1.493943,1.5654095,"('intolerant', 'tolerant')",1.5481062,1.5191519,0.80728185,0.7807588,1.2831103,1.2884401,0.0053298
31,-1.9551897,-1.873499,"('evil', 'good')",-2.1054363,-2.1867347,-1.4135565,-1.5660268,-1.8247275,-1.8754201,-0.0506926
32,0.45751294,0.45275605,"('unkind', 'kind')",0.509555,0.50526136,1.1495299,1.0008548,0.7055326,0.6529574,-0.0525752
33,1.0699203,1.0014654,"('wrong', 'right')",0.5357554,0.4702289,-0.77838093,-0.82547766,0.2757649,0.2154056,-0.0603593
34,-0.2760391,-0.18006529,"('mean', 'honorable')",0.057476364,0.14193353,5.9228835,6.1139035,1.9014403,2.0252573,0.123817
35,-0.96150845,-1.0397474,"('corrupt', 'incorrupt')",-1.9576539,-2.0360467,-1.1356875,-1.2221228,-1.3516165,-1.432639,-0.0810225
36,-2.0417762,-1.9954036,"('hostile', 'amicable')",-3.2944689,-3.4429836,-0.6606374,-0.81510925,-1.9989608,-2.0844989,-0.0855381
37,0.42971307,0.41528413,"('fake', 'genuine')",0.09965991,0.035431653,0.21914369,0.28302333,0.2495056,0.2445797,-0.0049259
38,0.48033655,0.415158,"('untruthful', 'truthful')",0.53068894,0.49773026,-0.023564707,0.045688123,0.3291536,0.3195255,-0.0096281
39,1.4486668,1.4856935,"('exploitative', 'cooperative')",0.019353691,0.12420322,0.26237383,0.25707442,0.5767981,0.6223237,0.0455256
40,-0.7778331,-0.6906904,"('stingy', 'generous')",0.012188288,0.01574308,-2.1723676,-2.425812,-0.9793375,-1.0335864,-0.0542489
41,-0.123358145,-0.048905052,"('unforgiving', 'forgiving')",0.17386754,0.1630633,0.14006472,-0.0034958264,0.0635247,0.0368875,-0.0266372
42,0.0042347945,0.17092644,"('unreliable', 'reliable')",0.77606815,0.9225441,-2.9057384,-2.7005734,-0.7084785,-0.535701,0.1727775
43,1.1350275,1.1234488,"('irresponsible', 'responsible')",0.6434418,0.7576237,0.7742489,0.85861564,0.8509061,0.9132294,0.0623233
44,-1.4178901,-1.377365,"('prejudiced', 'unprejudiced')",-0.9466743,-0.9128593,-1.3387121,-1.3340666,-1.2344255,-1.208097,0.0263285
45,0.8288789,0.98066634,"('incompetent', 'competent')",0.97358,1.0091206,0.48728,0.4539578,0.7632463,0.8145816,0.0513353
46,0.88337356,0.8449322,"('uncompetitive', 'competitive')",1.9836118,1.9918134,-0.34596673,-0.2672181,0.8403395,0.8565092,0.0161697
47,0.99880207,0.9487679,"('stupid', 'smart')",1.0352223,1.0494064,6.0267816,6.2079496,2.6869354,2.7353748,0.0484394
48,1.2063662,1.0959251,"('unintelligent', 'intelligent')",1.1507864,1.0470455,0.92697805,0.9048267,1.0947102,1.0159324,-0.0787778
49,-0.029413722,-0.0027576052,"('unable', 'able')",0.10782661,0.20634785,0.07909879,0.34168378,0.0525039,0.181758,0.1292541
50,-0.39409193,-0.3984419,"('clumsy', 'skillful')",0.029513039,-0.013751674,0.01861572,0.11775755,-0.1153211,-0.0981453,0.0171758
51,-0.7912838,-0.90722233,"('uneducated', 'educated')",-0.12744796,-0.14171025,0.23996422,0.25292814,-0.2262559,-0.2653348,-0.0390789
52,-0.8038721,-0.9291659,"('irrational', 'rational')",-0.95594513,-1.1439643,-0.31484315,-0.39543906,-0.6915534,-0.8228564,-0.131303
53,-0.21197388,-0.20892082,"('uncreative', 'creative')",0.23706517,0.12742156,0.5623469,0.49622536,0.1958127,0.138242,-0.0575707
54,0.42896253,0.40291795,"('incapable', 'capable')",-0.35585067,-0.44585714,0.61624986,0.8490839,0.2297872,0.2687149,0.0389277
55,1.1944132,1.273661,"('incompetent', 'clever')",0.9365697,1.0362358,0.8009474,0.8598671,0.9773101,1.056588,0.0792779
56,2.3487954,2.3256743,"('impractical', 'practical')",1.9671861,2.097431,0.10093891,0.2587743,1.4723067,1.5606265,0.0883198
57,-0.019782443,-0.026543044,"('unimaginative', 'imaginative')",0.24957383,0.17720546,-2.9045043,-2.8492913,-0.891571,-0.899543,-0.007972
58,0.0018413882,-0.02764929,"('undiscriminating', 'discriminating')",0.6042063,0.54917246,0.019603185,-0.03138527,0.2085503,0.1633793,-0.045171
59,0.72701335,0.6256472,"('foolish', 'wise')",0.5900713,0.5280328,-0.20031755,-0.098251,0.3722557,0.3518097,-0.020446
60,1.7786456,1.8597063,"('inefficient', 'efficient')",2.241034,2.4457216,0.7041033,0.88851136,1.5745943,1.7313131,0.1567188
61,0.6001108,0.5137104,"('illogical', 'logical')",0.8349469,0.6961239,0.68054646,0.5380363,0.7052014,0.5826236,-0.1225778
62,1.2741559,1.3841271,"('incompetent', 'brilliant')",1.3396866,1.5099573,0.86102164,1.1036849,1.158288,1.3325898,0.1743018
63,0.13024114,0.1423285,"('unperceptive', 'insightful')",1.5481838,1.4918265,0.8113637,0.9233169,0.8299295,0.8524907,0.0225612
64,0.29266068,0.23464872,"('shy', 'confident')",1.203206,1.2320838,-6.141733,-6.076025,-1.5486221,-1.5364308,0.0121913
65,1.017429,0.9788526,"('insecure', 'secure')",0.4128042,0.45847657,0.37639546,0.53043044,0.6022096,0.6559199,0.0537103
66,-0.74563926,-0.7256681,"('inactive', 'active')",-1.0000352,-0.9799309,0.56860614,0.5550403,-0.3923561,-0.3835196,0.0088365
67,0.8486763,0.73874986,"('doubtful', 'determined')",0.95065576,1.0201823,-0.22254583,-0.2948461,0.5255954,0.4880287,-0.0375667
68,-0.5254646,-0.59378505,"('dependent', 'independent')",-0.53074235,-0.52763635,-0.7327003,-0.64634836,-0.5963024,-0.5892566,0.0070458
69,-0.77535844,-0.7285236,"('lazy', 'industrious')",0.21908265,0.28424576,-1.2386692,-1.2795951,-0.598315,-0.5746243,0.0236907
70,-0.037526622,0.021222886,"('lethargic', 'energetic')",0.6631988,0.7006849,0.42982808,0.59383845,0.3518334,0.4385821,0.0867487
