,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.43669116,-0.6629625,"('unsociable', 'sociable')",-2.40556,-2.6800582,-0.06303107,-0.17907083,-0.9684274,-1.1740305,-0.2056031
1,-1.352029,-1.4699445,"('unfriendly', 'friendly')",-0.88271075,-0.8605375,-1.0385696,-1.1980367,-1.0911031,-1.1761729,-0.0850698
2,1.6896092,1.755023,"('unlikable', 'likable')",1.2999994,1.3724875,1.6459914,1.6846778,1.5452,1.6040627,0.0588627
3,0.16580729,0.10994579,"('repellent', 'pleasant')",-1.3616185,-1.3400264,-0.32198095,-0.2898747,-0.5059307,-0.5066518,-0.0007211
4,-0.075886674,-0.14796716,"('disliked', 'liked')",0.51405966,0.55689055,0.5815376,0.5415956,0.3399035,0.3168397,-0.0230638
5,-0.018766308,0.1348936,"('distant', 'outgoing')",0.8030586,1.0027263,0.23653671,0.33939013,0.3402764,0.4923367,0.1520603
6,0.47777754,0.6453291,"('distant', 'open')",1.0973054,1.369542,0.10905513,0.19025686,0.5613794,0.7350427,0.1736633
7,-0.1250408,-0.20384878,"('insensitive', 'sensitive')",-1.579402,-1.7315003,-0.54384077,-0.61311066,-0.7494278,-0.8494865,-0.1000587
8,-0.5571933,-0.58312297,"('unaffectionate', 'affectionate')",0.05214695,0.16507554,-0.5886702,-0.66825384,-0.3645722,-0.3621004,0.0024718
9,-0.08900342,-0.15847012,"('unaffectionate', 'caring')",-0.5279471,-0.52956563,-0.17259711,-0.31574288,-0.2631826,-0.3345929,-0.0714103
10,-0.8398881,-1.0201195,"('unsympathetic', 'sympathetic')",-2.2252712,-2.4301527,-1.0935488,-1.2220371,-1.386236,-1.5574363,-0.1712003
11,-0.09343316,-0.110911265,"('unhelpful', 'helpful')",-1.9816555,-2.1755393,-0.5941765,-0.66774046,-0.8897551,-0.9847304,-0.0949753
12,0.36120343,0.38876736,"('unsupportive', 'supportive')",-0.8720956,-0.87655735,0.45929214,0.4787885,-0.0172,-0.0030005,0.0141995
13,-0.34980708,-0.42726862,"('impolite', 'polite')",-1.5470102,-1.7772447,0.6160332,0.6067742,-0.426928,-0.5325797,-0.1056517
14,0.41166416,0.25244898,"('antisocial', 'social')",-0.8473695,-1.0864078,0.2539431,0.21071768,-0.0605874,-0.207747,-0.1471596
15,1.0840099,1.0865158,"('boring', 'funny')",1.130694,1.0691183,-0.016000103,-0.056462325,0.7329013,0.6997239,-0.0331774
