,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.6666397,-0.7305629,"('unsociable', 'sociable')",-0.6666397,-0.7305629,-0.0639232
1,0.81321377,0.71462077,"('unfriendly', 'friendly')",0.8132138,0.7146208,-0.098593
2,0.6059797,0.5991764,"('unlikable', 'likable')",0.6059797,0.5991764,-0.0068033
3,-0.87052983,-0.7777151,"('repellent', 'pleasant')",-0.8705298,-0.7777151,0.0928147
4,-3.5173845,-3.4793196,"('disliked', 'liked')",-3.5173845,-3.4793196,0.0380649
5,-0.056060776,-0.08713502,"('distant', 'outgoing')",-0.0560608,-0.087135,-0.0310742
6,-0.23459381,-0.21738565,"('distant', 'open')",-0.2345938,-0.2173856,0.0172082
7,-0.21920654,-0.11129373,"('insensitive', 'sensitive')",-0.2192065,-0.1112937,0.1079128
8,0.33432174,0.19843186,"('unaffectionate', 'affectionate')",0.3343217,0.1984319,-0.1358898
9,0.17856194,0.054558538,"('unaffectionate', 'caring')",0.1785619,0.0545585,-0.1240034
10,-0.95977,-0.871829,"('unsympathetic', 'sympathetic')",-0.95977,-0.871829,0.087941
11,1.0927432,1.0289876,"('unhelpful', 'helpful')",1.0927432,1.0289876,-0.0637556
12,-1.6106759,-1.6029267,"('unsupportive', 'supportive')",-1.6106759,-1.6029267,0.0077492
13,-0.74682194,-0.8202938,"('impolite', 'polite')",-0.7468219,-0.8202938,-0.0734719
14,-0.8312054,-0.8836556,"('antisocial', 'social')",-0.8312054,-0.8836556,-0.0524502
15,0.52668697,0.39823803,"('boring', 'funny')",0.526687,0.398238,-0.128449
16,-0.055936985,-0.123833485,"('unpopular', 'popular')",-0.055937,-0.1238335,-0.0678965
17,-0.7033912,-0.6525398,"('nasty', 'nice')",-0.7033912,-0.6525398,0.0508514
18,-0.6176245,-0.6885371,"('disagreeable', 'welcoming')",-0.6176245,-0.6885371,-0.0709126
19,-0.35388127,-0.30827773,"('inhospitable', 'hospitable')",-0.3538813,-0.3082777,0.0456036
20,0.4737353,0.45705876,"('rough', 'thoughtful')",0.4737353,0.4570588,-0.0166765
21,-0.7024283,-0.60645485,"('immoral', 'moral')",-0.7024283,-0.6064548,0.0959735
22,-0.60522807,-0.6388751,"('untrustworthy', 'trustworthy')",-0.6052281,-0.6388751,-0.033647
23,2.7241676,2.6029046,"('insincere', 'sincere')",2.7241676,2.6029046,-0.121263
24,-0.4590942,-0.52158874,"('dishonest', 'honest')",-0.4590942,-0.5215887,-0.0624945
25,0.47511238,0.29754212,"('egoistic', 'altruistic')",0.4751124,0.2975421,-0.1775703
26,1.0025176,0.7869147,"('hardhearted', 'benevolent')",1.0025176,0.7869147,-0.2156029
27,0.36257333,0.34657127,"('hardhearted', 'softhearted')",0.3625733,0.3465713,-0.016002
28,0.4350689,0.32490632,"('disloyal', 'loyal')",0.4350689,0.3249063,-0.1101626
29,-1.0535941,-1.0917605,"('unfair', 'fair')",-1.0535941,-1.0917605,-0.0381664
30,0.06279421,-0.02813689,"('intolerant', 'tolerant')",0.0627942,-0.0281369,-0.0909311
31,-1.6539606,-1.752078,"('evil', 'good')",-1.6539606,-1.7520781,-0.0981175
32,0.79540026,0.64647645,"('unkind', 'kind')",0.7954003,0.6464764,-0.1489239
