,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.5467155,0.59732354,"('unsociable', 'sociable')",0.0143045,-0.068884164,0.54524064,0.5402567,0.3687536,0.356232,-0.0125216
1,-1.5916162,-1.7074739,"('unfriendly', 'friendly')",1.0643483,0.9209501,0.31549588,0.13813844,-0.0705906,-0.2161284,-0.1455378
2,0.52480394,0.50349236,"('unlikable', 'likable')",2.3719773,2.432179,0.8142045,0.83432126,1.2369952,1.2566642,0.019669
3,0.69342345,0.89682436,"('repellent', 'pleasant')",-0.46334267,-0.33769593,1.1203526,1.1715281,0.4501444,0.5768855,0.1267411
4,-1.3701423,-1.5270107,"('disliked', 'liked')",0.35932398,0.29211694,-7.001037,-7.3598585,-2.6706184,-2.8649174,-0.194299
5,-1.9729574,-2.1487231,"('distant', 'outgoing')",0.6890728,0.6465225,-1.7061073,-1.8162581,-0.9966639,-1.1061529,-0.109489
6,-2.1145704,-2.2328982,"('distant', 'open')",-0.13237573,-0.14852732,-1.937883,-2.0668464,-1.3949431,-1.4827573,-0.0878142
7,2.0187447,2.2407453,"('insensitive', 'sensitive')",0.53198344,0.599821,0.84479177,0.9862334,1.1318399,1.2755999,0.14376
8,-1.0743021,-1.1882467,"('unaffectionate', 'affectionate')",0.080075756,0.024742149,-0.7239542,-0.7933232,-0.5727268,-0.652276,-0.0795492
9,0.29835686,0.20938453,"('unaffectionate', 'caring')",1.1610448,1.1208551,0.37603235,0.4028828,0.6118114,0.5777075,-0.0341039
10,2.1629632,2.3883557,"('unsympathetic', 'sympathetic')",-0.90530586,-0.8122301,0.5733486,0.7535274,0.6103353,0.776551,0.1662157
11,1.1052634,1.2216816,"('unhelpful', 'helpful')",0.450156,0.5113755,2.770104,2.8104575,1.4418411,1.5145048,0.0726637
12,1.8260784,1.984652,"('unsupportive', 'supportive')",1.0848325,1.2121365,-2.2339292,-2.295631,0.2256606,0.3003859,0.0747253
13,1.8597534,1.9267831,"('impolite', 'polite')",0.31271517,0.3937515,0.15436225,0.26552284,0.7756103,0.8620192,0.0864089
14,2.0145512,2.0442708,"('antisocial', 'social')",1.9683468,2.0360901,0.8178309,0.80896163,1.6002429,1.6297741,0.0295312
15,0.025479548,-0.07319771,"('boring', 'funny')",0.5658021,0.51533186,-0.54275095,-0.54875827,0.0161769,-0.0355414,-0.0517183
16,-2.0474727,-2.1640549,"('unpopular', 'popular')",-0.58474493,-0.60621727,-0.15112388,-0.14271024,-0.9277805,-0.9709942,-0.0432137
17,-0.20123443,-0.20284458,"('nasty', 'nice')",-0.19005445,-0.104998276,-0.65642107,-0.57064927,-0.3492366,-0.2928307,0.0564059
18,-0.22353911,-0.1643527,"('disagreeable', 'welcoming')",-0.4081484,-0.34365916,-0.96866006,-0.992389,-0.5334492,-0.5001336,0.0333156
19,-1.3790331,-1.4800328,"('inhospitable', 'hospitable')",-0.4991166,-0.59601873,-1.1269733,-1.1002401,-1.0017077,-1.0587638,-0.0570561
20,-0.41427314,-0.3928077,"('rough', 'thoughtful')",-0.20764188,-0.14302191,0.14804795,0.19473904,-0.1579557,-0.1136969,0.0442588
21,1.4376464,1.5446364,"('immoral', 'moral')",1.0474057,1.0698051,0.8265597,1.0501238,1.1038706,1.2215217,0.1176511
22,0.6576276,0.6767278,"('untrustworthy', 'trustworthy')",-0.3206987,-0.34019685,-0.22057308,-0.037191488,0.0387853,0.0997798,0.0609945
23,1.2806622,1.409161,"('insincere', 'sincere')",0.63175094,0.6851427,6.5943327,6.729819,2.8355821,2.9413741,0.105792
