,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.07075913,-0.09044258,"('unsociable', 'sociable')",-0.0707591,-0.0904426,-0.0196835
1,-1.8253952,-1.7543606,"('unfriendly', 'friendly')",-1.8253952,-1.7543606,0.0710346
2,0.1164983,0.16575989,"('unlikable', 'likable')",0.1164983,0.1657599,0.0492616
3,-0.039068874,0.1263215,"('repellent', 'pleasant')",-0.0390689,0.1263215,0.1653904
4,-3.1675751,-3.2741714,"('disliked', 'liked')",-3.1675751,-3.2741714,-0.1065963
5,-0.96912026,-0.9870459,"('distant', 'outgoing')",-0.9691203,-0.9870459,-0.0179256
6,-1.2864385,-1.2002757,"('distant', 'open')",-1.2864385,-1.2002757,0.0861628
7,0.16032785,0.34026727,"('insensitive', 'sensitive')",0.1603279,0.3402673,0.1799394
8,-2.0115645,-2.0243275,"('unaffectionate', 'affectionate')",-2.0115645,-2.0243275,-0.012763
9,-1.7265393,-1.7143196,"('unaffectionate', 'caring')",-1.7265393,-1.7143196,0.0122197
10,-0.13225368,0.050345547,"('unsympathetic', 'sympathetic')",-0.1322537,0.0503455,0.1825992
11,0.9754324,1.1232948,"('unhelpful', 'helpful')",0.9754324,1.1232948,0.1478624
12,-1.789432,-1.74522,"('unsupportive', 'supportive')",-1.789432,-1.7452199,0.0442121
13,0.020162262,8.5785985e-05,"('impolite', 'polite')",0.0201623,8.58e-05,-0.0200765
14,0.9547897,0.89360833,"('antisocial', 'social')",0.9547897,0.8936083,-0.0611814
15,0.52621394,0.43013698,"('boring', 'funny')",0.5262139,0.430137,-0.0960769
16,-0.49360475,-0.49321878,"('unpopular', 'popular')",-0.4936047,-0.4932188,0.0003859
17,-0.82106847,-0.9074458,"('nasty', 'nice')",-0.8210685,-0.9074458,-0.0863773
18,-1.0310336,-0.9677625,"('disagreeable', 'welcoming')",-1.0310336,-0.9677625,0.0632711
19,-1.4823822,-1.3760341,"('inhospitable', 'hospitable')",-1.4823822,-1.3760341,0.1063481
20,0.79854125,0.91753787,"('rough', 'thoughtful')",0.7985412,0.9175379,0.1189967
21,0.3323851,0.44733024,"('immoral', 'moral')",0.3323851,0.4473302,0.1149451
22,0.25633976,0.45159468,"('untrustworthy', 'trustworthy')",0.2563398,0.4515947,0.1952549
23,1.9730507,2.086258,"('insincere', 'sincere')",1.9730507,2.0862579,0.1132072
24,-0.4572413,-0.3679464,"('dishonest', 'honest')",-0.4572413,-0.3679464,0.0892949
25,-1.0229597,-1.1060814,"('egoistic', 'altruistic')",-1.0229597,-1.1060814,-0.0831217
26,-0.7582167,-0.7990197,"('hardhearted', 'benevolent')",-0.7582167,-0.7990197,-0.040803
27,-0.05484964,-0.039895043,"('hardhearted', 'softhearted')",-0.0548496,-0.039895,0.0149546
28,-0.8205964,-0.84827274,"('disloyal', 'loyal')",-0.8205964,-0.8482727,-0.0276763
29,0.06460594,0.085133895,"('unfair', 'fair')",0.0646059,0.0851339,0.020528
30,-0.03188782,-0.10563298,"('intolerant', 'tolerant')",-0.0318878,-0.105633,-0.0737452
31,-1.7932773,-1.8851547,"('evil', 'good')",-1.7932773,-1.8851547,-0.0918774
32,-0.071068175,-0.024030678,"('unkind', 'kind')",-0.0710682,-0.0240307,0.0470375
33,-0.8230261,-0.8704631,"('wrong', 'right')",-0.8230261,-0.8704631,-0.047437
34,1.6835839,1.9084834,"('mean', 'honorable')",1.6835839,1.9084834,0.2248995
35,-0.9687616,-1.1653006,"('corrupt', 'incorrupt')",-0.9687616,-1.1653006,-0.196539
36,-2.219225,-2.215954,"('hostile', 'amicable')",-2.2192249,-2.2159541,0.0032708
37,-0.39967614,-0.34123784,"('fake', 'genuine')",-0.3996761,-0.3412378,0.0584383
38,-0.41033813,-0.35910314,"('untruthful', 'truthful')",-0.4103381,-0.3591031,0.051235
39,0.21950704,0.20717062,"('exploitative', 'cooperative')",0.219507,0.2071706,-0.0123364
40,-1.8847145,-1.8454187,"('stingy', 'generous')",-1.8847145,-1.8454187,0.0392958
41,-0.5597787,-0.60732687,"('unforgiving', 'forgiving')",-0.5597787,-0.6073269,-0.0475482
42,-0.5127611,-0.35210225,"('unreliable', 'reliable')",-0.5127611,-0.3521022,0.1606589
43,0.14276332,0.27981618,"('irresponsible', 'responsible')",0.1427633,0.2798162,0.1370529
44,0.2427355,0.15892781,"('prejudiced', 'unprejudiced')",0.2427355,0.1589278,-0.0838077
45,-0.8191971,-0.78709626,"('incompetent', 'competent')",-0.8191971,-0.7870963,0.0321008
46,0.5218891,0.6649435,"('uncompetitive', 'competitive')",0.5218891,0.6649435,0.1430544
47,1.8128307,1.9821457,"('stupid', 'smart')",1.8128307,1.9821457,0.169315
48,0.23648888,0.11765374,"('unintelligent', 'intelligent')",0.2364889,0.1176537,-0.1188352
49,0.4550906,0.51044786,"('unable', 'able')",0.4550906,0.5104479,0.0553573
50,-0.0038298937,0.14993867,"('clumsy', 'skillful')",-0.0038299,0.1499387,0.1537686
51,0.7104026,0.753387,"('uneducated', 'educated')",0.7104026,0.753387,0.0429844
52,-1.5929494,-1.69387,"('irrational', 'rational')",-1.5929494,-1.6938699,-0.1009205
53,-1.1532474,-1.0099936,"('uncreative', 'creative')",-1.1532474,-1.0099936,0.1432538
54,-0.49424037,-0.4058491,"('incapable', 'capable')",-0.4942404,-0.4058491,0.0883913
55,0.8608472,0.9044272,"('incompetent', 'clever')",0.8608472,0.9044272,0.04358
56,1.5906986,1.5967013,"('impractical', 'practical')",1.5906986,1.5967013,0.0060027
57,-0.98753047,-0.86424893,"('unimaginative', 'imaginative')",-0.9875305,-0.8642489,0.1232816
58,0.51445025,0.61695546,"('undiscriminating', 'discriminating')",0.5144503,0.6169555,0.1025052
59,-1.1691563,-1.1545316,"('foolish', 'wise')",-1.1691563,-1.1545316,0.0146247
60,1.72175,1.7323184,"('inefficient', 'efficient')",1.72175,1.7323184,0.0105684
61,0.32868052,0.32922715,"('illogical', 'logical')",0.3286805,0.3292271,0.0005466
62,0.5508284,0.57688916,"('incompetent', 'brilliant')",0.5508284,0.5768892,0.0260608
63,0.2739206,0.4156829,"('unperceptive', 'insightful')",0.2739206,0.4156829,0.1417623
64,-1.7427425,-1.7958499,"('shy', 'confident')",-1.7427425,-1.7958499,-0.0531074
65,0.70883137,0.8374468,"('insecure', 'secure')",0.7088314,0.8374468,0.1286154
66,-0.6216253,-0.52164805,"('inactive', 'active')",-0.6216253,-0.521648,0.0999773
67,0.6538401,0.54563254,"('doubtful', 'determined')",0.6538401,0.5456325,-0.1082076
68,0.72834194,0.7582056,"('dependent', 'independent')",0.7283419,0.7582056,0.0298637
69,-0.9346794,-1.0268565,"('lazy', 'industrious')",-0.9346794,-1.0268565,-0.0921771
70,0.74020404,0.9582867,"('lethargic', 'energetic')",0.740204,0.9582867,0.2180827
71,-0.3534215,-0.43477708,"('diffident', 'self-confident')",-0.3534215,-0.4347771,-0.0813556
72,-0.4715734,-0.44251248,"('unambitious', 'ambitious')",-0.4715734,-0.4425125,0.0290609
73,-1.224687,-1.1933142,"('helpless', 'self-reliant')",-1.224687,-1.1933142,0.0313728
74,-0.124656744,-0.008843864,"('undedicated', 'dedicated')",-0.1246567,-0.0088439,0.1158128
75,0.16034505,0.22525598,"('meek', 'impulsive')",0.160345,0.225256,0.064911
76,1.0674572,1.0161533,"('anxious', 'daring')",1.0674572,1.0161533,-0.0513039
77,0.028686307,0.03547157,"('unmotivated', 'motivated')",0.0286863,0.0354716,0.0067853
78,-0.2744124,-0.24582665,"('nonresilient', 'resilient')",-0.2744124,-0.2458266,0.0285858
79,-1.6971989,-1.7255089,"('wavering', 'unwavering')",-1.6971989,-1.7255089,-0.02831
80,0.903341,0.8266374,"('dominated', 'dominating')",0.903341,0.8266374,-0.0767036
81,1.0146171,0.982755,"('submissive', 'aggressive')",1.0146171,0.982755,-0.0318621
82,1.9441111,2.1185758,"('poor', 'rich')",1.9441111,2.1185758,0.1744647
83,0.57759386,0.5786301,"('powerless', 'powerful')",0.5775939,0.5786301,0.0010362
84,0.23888151,0.23278165,"('inferior', 'superior')",0.2388815,0.2327816,-0.0060999
85,-2.011294,-2.0974317,"('insignificant', 'prestigious')",-2.0112939,-2.0974317,-0.0861378
86,-0.5616258,-0.47987276,"('uninfluential', 'influential')",-0.5616258,-0.4798728,0.081753
87,0.2848225,0.2662677,"('unsuccessful', 'successful')",0.2848225,0.2662677,-0.0185548
88,-0.5123384,-0.49083838,"('low', 'eminent')",-0.5123384,-0.4908384,0.0215
