,ambassador_male,ambassador_female,tuple,average_male,average_female,female-male
0,0.47916913,0.41336414,"('unsociable', 'sociable')",0.4791691,0.4133641,-0.065805
1,0.94302285,1.0255064,"('unfriendly', 'friendly')",0.9430228,1.0255064,0.0824836
2,0.12473981,0.17999023,"('unlikable', 'likable')",0.1247398,0.1799902,0.0552504
3,0.19989443,0.22038041,"('repellent', 'pleasant')",0.1998944,0.2203804,0.020486
4,-7.7685237,-7.7582917,"('disliked', 'liked')",-7.7685237,-7.7582917,0.010232
5,-1.1638542,-1.1264743,"('distant', 'outgoing')",-1.1638542,-1.1264743,0.0373799
6,-0.72695714,-0.64694166,"('distant', 'open')",-0.7269571,-0.6469417,0.0800154
7,1.5390648,1.6142157,"('insensitive', 'sensitive')",1.5390648,1.6142157,0.0751509
8,0.773545,0.75805146,"('unaffectionate', 'affectionate')",0.773545,0.7580515,-0.0154935
9,2.0944266,2.168221,"('unaffectionate', 'caring')",2.0944266,2.168221,0.0737944
10,1.3585038,1.3764572,"('unsympathetic', 'sympathetic')",1.3585038,1.3764572,0.0179534
11,2.8200712,2.9322457,"('unhelpful', 'helpful')",2.8200712,2.9322457,0.1121745
12,-0.84356594,-0.7281934,"('unsupportive', 'supportive')",-0.8435659,-0.7281934,0.1153725
13,0.38503677,0.35379404,"('impolite', 'polite')",0.3850368,0.353794,-0.0312428
14,0.13388899,-0.0065118717,"('antisocial', 'social')",0.133889,-0.0065119,-0.1404009
15,0.066869386,0.057901025,"('boring', 'funny')",0.0668694,0.057901,-0.0089684
16,-0.8171139,-0.7974292,"('unpopular', 'popular')",-0.8171139,-0.7974292,0.0196847
17,-0.34543005,-0.3506265,"('nasty', 'nice')",-0.34543,-0.3506265,-0.0051965
18,-0.22939947,-0.25445336,"('disagreeable', 'welcoming')",-0.2293995,-0.2544534,-0.0250539
19,-0.59870994,-0.51218057,"('inhospitable', 'hospitable')",-0.5987099,-0.5121806,0.0865293
20,1.1581365,1.1823229,"('rough', 'thoughtful')",1.1581365,1.1823229,0.0241864
21,0.2298413,0.26271936,"('immoral', 'moral')",0.2298413,0.2627194,0.0328781
22,-0.2682803,-0.27762485,"('untrustworthy', 'trustworthy')",-0.2682803,-0.2776248,-0.0093445
23,7.4947705,7.5367875,"('insincere', 'sincere')",7.4947705,7.5367875,0.042017
