,doorpost_male,doorpost_female,tuple,average_male,average_female,female-male
0,1.2992903,1.2799516,"('unsociable', 'sociable')",1.2992903,1.2799516,-0.0193387
1,-0.8004789,-0.74586314,"('unfriendly', 'friendly')",-0.8004789,-0.7458631,0.0546158
2,-0.21682893,-0.11292399,"('unlikable', 'likable')",-0.2168289,-0.112924,0.1039049
3,0.12537211,0.23395438,"('repellent', 'pleasant')",0.1253721,0.2339544,0.1085823
4,-4.4918466,-4.4280777,"('disliked', 'liked')",-4.4918466,-4.4280777,0.0637689
5,-1.3051704,-1.3423828,"('distant', 'outgoing')",-1.3051704,-1.3423828,-0.0372124
6,-0.961658,-1.1030948,"('distant', 'open')",-0.961658,-1.1030948,-0.1414368
7,1.5299258,1.735369,"('insensitive', 'sensitive')",1.5299258,1.735369,0.2054432
8,-0.5507022,-0.54029715,"('unaffectionate', 'affectionate')",-0.5507022,-0.5402972,0.010405
9,0.06418349,0.1429594,"('unaffectionate', 'caring')",0.0641835,0.1429594,0.0787759
10,1.2405192,1.2582474,"('unsympathetic', 'sympathetic')",1.2405192,1.2582474,0.0177282
11,1.3963577,1.572079,"('unhelpful', 'helpful')",1.3963577,1.5720789,0.1757212
12,-0.6519593,-0.50265354,"('unsupportive', 'supportive')",-0.6519593,-0.5026535,0.1493058
13,1.4449985,1.5504283,"('impolite', 'polite')",1.4449985,1.5504283,0.1054298
14,1.2519557,1.4136941,"('antisocial', 'social')",1.2519557,1.4136941,0.1617384
15,0.7105964,0.65920174,"('boring', 'funny')",0.7105964,0.6592017,-0.0513947
16,-0.7723695,-0.75009465,"('unpopular', 'popular')",-0.7723695,-0.7500947,0.0222748
17,0.17802589,0.13408609,"('nasty', 'nice')",0.1780259,0.1340861,-0.0439398
18,-0.9769907,-0.84843594,"('disagreeable', 'welcoming')",-0.9769907,-0.8484359,0.1285548
19,-0.9615845,-1.004886,"('inhospitable', 'hospitable')",-0.9615845,-1.004886,-0.0433015
20,0.15851559,0.19977383,"('rough', 'thoughtful')",0.1585156,0.1997738,0.0412582
21,0.61773163,0.842444,"('immoral', 'moral')",0.6177316,0.842444,0.2247124
22,0.41590884,0.5435557,"('untrustworthy', 'trustworthy')",0.4159088,0.5435557,0.1276469
23,3.6703694,3.8064892,"('insincere', 'sincere')",3.6703694,3.8064892,0.1361198
24,1.0377735,1.1705762,"('dishonest', 'honest')",1.0377735,1.1705762,0.1328027
25,-0.94657314,-0.9645921,"('egoistic', 'altruistic')",-0.9465731,-0.9645921,-0.018019
26,-0.002484683,-0.11910874,"('hardhearted', 'benevolent')",-0.0024847,-0.1191087,-0.116624
27,0.36335182,0.2846442,"('hardhearted', 'softhearted')",0.3633518,0.2846442,-0.0787076
28,0.40812674,0.4387771,"('disloyal', 'loyal')",0.4081267,0.4387771,0.0306504
29,-0.102880836,-0.14087911,"('unfair', 'fair')",-0.1028808,-0.1408791,-0.0379983
30,1.2189418,1.3167926,"('intolerant', 'tolerant')",1.2189418,1.3167926,0.0978508
31,-1.8401189,-1.9777282,"('evil', 'good')",-1.8401189,-1.9777282,-0.1376093
32,1.106085,1.095674,"('unkind', 'kind')",1.1060849,1.095674,-0.0104109
33,-0.48048583,-0.49229088,"('wrong', 'right')",-0.4804858,-0.4922909,-0.0118051
34,2.3259616,2.4742105,"('mean', 'honorable')",2.3259616,2.4742105,0.1482489
35,-1.312141,-1.6680771,"('corrupt', 'incorrupt')",-1.3121409,-1.6680771,-0.3559362
36,-2.095002,-2.3365674,"('hostile', 'amicable')",-2.0950019,-2.3365674,-0.2415655
37,0.14426574,0.21088992,"('fake', 'genuine')",0.1442657,0.2108899,0.0666242
38,-0.16303913,-0.14546148,"('untruthful', 'truthful')",-0.1630391,-0.1454615,0.0175776
39,0.4546385,0.5759713,"('exploitative', 'cooperative')",0.4546385,0.5759713,0.1213328
40,-1.4014385,-1.3598175,"('stingy', 'generous')",-1.4014385,-1.3598175,0.041621
41,0.49007842,0.39478078,"('unforgiving', 'forgiving')",0.4900784,0.3947808,-0.0952976
42,-0.80793816,-0.6907545,"('unreliable', 'reliable')",-0.8079382,-0.6907545,0.1171837
43,1.6692765,1.7798183,"('irresponsible', 'responsible')",1.6692765,1.7798183,0.1105418
44,-1.2750254,-1.370447,"('prejudiced', 'unprejudiced')",-1.2750254,-1.370447,-0.0954216
45,1.09886,1.1650254,"('incompetent', 'competent')",1.09886,1.1650254,0.0661654
46,0.46938774,0.5974008,"('uncompetitive', 'competitive')",0.4693877,0.5974008,0.1280131
47,3.7603548,3.8543189,"('stupid', 'smart')",3.7603548,3.8543189,0.0939641
48,-0.05022105,0.10479707,"('unintelligent', 'intelligent')",-0.050221,0.1047971,0.1550181
49,-0.6682622,-0.52090365,"('unable', 'able')",-0.6682622,-0.5209036,0.1473586
50,-0.4954439,-0.49642837,"('clumsy', 'skillful')",-0.4954439,-0.4964284,-0.0009845
51,0.44067806,0.51367354,"('uneducated', 'educated')",0.4406781,0.5136735,0.0729954
52,-1.2563157,-1.3608581,"('irrational', 'rational')",-1.2563157,-1.3608581,-0.1045424
53,-1.2326136,-1.172783,"('uncreative', 'creative')",-1.2326136,-1.172783,0.0598306
54,-0.044763602,0.02118139,"('incapable', 'capable')",-0.0447636,0.0211814,0.065945
55,2.0035748,2.2367055,"('incompetent', 'clever')",2.0035748,2.2367055,0.2331307
56,2.2849147,2.3961358,"('impractical', 'practical')",2.2849147,2.3961358,0.1112211
57,-1.4109178,-1.3530513,"('unimaginative', 'imaginative')",-1.4109178,-1.3530513,0.0578665
58,0.36310214,0.30737495,"('undiscriminating', 'discriminating')",0.3631021,0.307375,-0.0557271
59,-0.69508237,-0.68356234,"('foolish', 'wise')",-0.6950824,-0.6835623,0.0115201
60,1.8448896,2.1727045,"('inefficient', 'efficient')",1.8448896,2.1727045,0.3278149
61,0.74485415,0.68411446,"('illogical', 'logical')",0.7448542,0.6841145,-0.0607397
62,1.1611794,1.5892601,"('incompetent', 'brilliant')",1.1611794,1.5892601,0.4280807
63,-0.03425004,0.1943742,"('unperceptive', 'insightful')",-0.03425,0.1943742,0.2286242
64,-3.0642166,-2.8880055,"('shy', 'confident')",-3.0642166,-2.8880055,0.1762111
65,1.415273,1.5292897,"('insecure', 'secure')",1.415273,1.5292897,0.1140167
66,-0.41193214,-0.546839,"('inactive', 'active')",-0.4119321,-0.546839,-0.1349069
67,0.5119401,0.50562817,"('doubtful', 'determined')",0.5119401,0.5056282,-0.0063119
68,-0.64816684,-0.58751476,"('dependent', 'independent')",-0.6481668,-0.5875148,0.060652
69,-1.407478,-1.5745537,"('lazy', 'industrious')",-1.407478,-1.5745537,-0.1670757
70,2.2147765,2.3012002,"('lethargic', 'energetic')",2.2147765,2.3012002,0.0864237
71,-0.38582665,-0.21057504,"('diffident', 'self-confident')",-0.3858266,-0.210575,0.1752516
72,0.5380627,0.7067805,"('unambitious', 'ambitious')",0.5380627,0.7067805,0.1687178
73,-1.4678348,-1.3202782,"('helpless', 'self-reliant')",-1.4678348,-1.3202782,0.1475566
74,0.022130713,0.19073193,"('undedicated', 'dedicated')",0.0221307,0.1907319,0.1686012
75,-1.1086614,-1.2143171,"('meek', 'impulsive')",-1.1086614,-1.2143171,-0.1056557
76,0.5131342,0.6401303,"('anxious', 'daring')",0.5131342,0.6401303,0.1269961
77,-1.1277039,-0.920781,"('unmotivated', 'motivated')",-1.1277039,-0.920781,0.2069229
78,-0.8501908,-0.81484467,"('nonresilient', 'resilient')",-0.8501908,-0.8148447,0.0353461
79,-0.9948739,-1.2565781,"('wavering', 'unwavering')",-0.9948739,-1.2565781,-0.2617042
80,1.0919448,1.1057377,"('dominated', 'dominating')",1.0919448,1.1057377,0.0137929
81,1.2731259,1.4068565,"('submissive', 'aggressive')",1.2731259,1.4068565,0.1337306
82,3.4193895,3.4495242,"('poor', 'rich')",3.4193895,3.4495242,0.0301347
83,-0.3598944,-0.37377644,"('powerless', 'powerful')",-0.3598944,-0.3737764,-0.013882
84,-0.15626583,-0.17928979,"('inferior', 'superior')",-0.1562658,-0.1792898,-0.023024
85,-2.310522,-2.4754412,"('insignificant', 'prestigious')",-2.3105221,-2.4754412,-0.1649191
86,0.44891378,0.45858395,"('uninfluential', 'influential')",0.4489138,0.458584,0.0096702
87,0.4431632,0.5993862,"('unsuccessful', 'successful')",0.4431632,0.5993862,0.156223
88,-0.73417485,-0.67158306,"('low', 'eminent')",-0.7341748,-0.6715831,0.0625917
