,suspenders_male,suspenders_female,tuple,average_male,average_female,female-male
0,1.102134,1.1400305,"('unsociable', 'sociable')",1.102134,1.1400305,0.0378965
1,-0.98566675,-1.313585,"('unfriendly', 'friendly')",-0.9856668,-1.313585,-0.3279182
2,-0.098106906,-0.095222466,"('unlikable', 'likable')",-0.0981069,-0.0952225,0.0028844
3,-0.3469536,-0.113552876,"('repellent', 'pleasant')",-0.3469536,-0.1135529,0.2334007
4,-3.3926098,-3.257587,"('disliked', 'liked')",-3.3926098,-3.257587,0.1350228
5,-1.8599837,-2.024099,"('distant', 'outgoing')",-1.8599837,-2.0240991,-0.1641154
6,-2.2070487,-2.419596,"('distant', 'open')",-2.2070487,-2.419596,-0.2125473
7,0.7566217,0.9620476,"('insensitive', 'sensitive')",0.7566217,0.9620476,0.2054259
8,-0.19786333,-0.4695957,"('unaffectionate', 'affectionate')",-0.1978633,-0.4695957,-0.2717324
9,-0.05659674,-0.2373787,"('unaffectionate', 'caring')",-0.0565967,-0.2373787,-0.180782
10,1.436026,1.5558102,"('unsympathetic', 'sympathetic')",1.436026,1.5558102,0.1197842
11,0.8811503,0.957996,"('unhelpful', 'helpful')",0.8811503,0.957996,0.0768457
12,-0.44506192,-0.27892396,"('unsupportive', 'supportive')",-0.4450619,-0.278924,0.1661379
13,0.7728775,0.89646435,"('impolite', 'polite')",0.7728775,0.8964643,0.1235868
14,1.8414307,2.1136744,"('antisocial', 'social')",1.8414307,2.1136744,0.2722437
15,-0.0899876,-0.17802069,"('boring', 'funny')",-0.0899876,-0.1780207,-0.0880331
16,-1.5072652,-1.588312,"('unpopular', 'popular')",-1.5072652,-1.588312,-0.0810468
17,-0.83772665,-0.53827137,"('nasty', 'nice')",-0.8377267,-0.5382714,0.2994553
18,-1.924799,-1.8608088,"('disagreeable', 'welcoming')",-1.924799,-1.8608088,0.0639902
19,-1.9744245,-2.0547245,"('inhospitable', 'hospitable')",-1.9744245,-2.0547245,-0.0803
20,-0.73517513,-0.69374186,"('rough', 'thoughtful')",-0.7351751,-0.6937419,0.0414332
21,0.05915904,0.2740503,"('immoral', 'moral')",0.059159,0.2740503,0.2148913
22,0.20374347,0.23392357,"('untrustworthy', 'trustworthy')",0.2037435,0.2339236,0.0301801
23,2.8944774,2.7596889,"('insincere', 'sincere')",2.8944774,2.7596889,-0.1347885
24,0.6322944,0.51976436,"('dishonest', 'honest')",0.6322944,0.5197644,-0.11253
25,-0.18600217,-0.3750407,"('egoistic', 'altruistic')",-0.1860022,-0.3750407,-0.1890385
26,1.2739768,1.1449313,"('hardhearted', 'benevolent')",1.2739768,1.1449313,-0.1290455
27,-0.3972019,-0.6449672,"('hardhearted', 'softhearted')",-0.3972019,-0.6449672,-0.2477653
28,1.0066739,0.7555307,"('disloyal', 'loyal')",1.0066739,0.7555307,-0.2511432
29,-1.4275383,-1.4994036,"('unfair', 'fair')",-1.4275383,-1.4994036,-0.0718653
30,1.5532991,1.6612253,"('intolerant', 'tolerant')",1.5532991,1.6612253,0.1079262
31,-2.3195143,-2.4222915,"('evil', 'good')",-2.3195143,-2.4222915,-0.1027772
32,1.0437986,0.96664727,"('unkind', 'kind')",1.0437986,0.9666473,-0.0771513
33,-0.57695186,-0.63186705,"('wrong', 'right')",-0.5769519,-0.6318671,-0.0549152
34,1.444105,1.3867326,"('mean', 'honorable')",1.444105,1.3867326,-0.0573724
35,-1.5030341,-1.8292403,"('corrupt', 'incorrupt')",-1.5030341,-1.8292403,-0.3262062
36,-1.6651398,-2.0286586,"('hostile', 'amicable')",-1.6651398,-2.0286586,-0.3635188
37,-0.06428884,-0.055502966,"('fake', 'genuine')",-0.0642888,-0.055503,0.0087858
38,-0.015649889,-0.09848958,"('untruthful', 'truthful')",-0.0156499,-0.0984896,-0.0828397
39,0.62344944,0.7499715,"('exploitative', 'cooperative')",0.6234494,0.7499715,0.1265221
40,-1.3124717,-1.2963654,"('stingy', 'generous')",-1.3124717,-1.2963654,0.0161063
41,0.62033486,0.64307404,"('unforgiving', 'forgiving')",0.6203349,0.643074,0.0227391
42,-0.67667973,-0.4061732,"('unreliable', 'reliable')",-0.6766797,-0.4061732,0.2705065
43,0.6923421,0.72777134,"('irresponsible', 'responsible')",0.6923421,0.7277713,0.0354292
44,-1.7828782,-1.7453866,"('prejudiced', 'unprejudiced')",-1.7828782,-1.7453866,0.0374916
45,0.9708398,1.0587788,"('incompetent', 'competent')",0.9708398,1.0587788,0.087939
46,0.54959744,0.59311944,"('uncompetitive', 'competitive')",0.5495974,0.5931194,0.043522
47,2.5616474,2.5281162,"('stupid', 'smart')",2.5616474,2.5281162,-0.0335312
48,-0.66131794,-0.61793125,"('unintelligent', 'intelligent')",-0.6613179,-0.6179312,0.0433867
49,-1.1793634,-1.112783,"('unable', 'able')",-1.1793634,-1.112783,0.0665804
50,-0.636009,-0.70150495,"('clumsy', 'skillful')",-0.636009,-0.7015049,-0.0654959
51,0.17411627,0.28077018,"('uneducated', 'educated')",0.1741163,0.2807702,0.1066539
52,-1.5991054,-1.7624902,"('irrational', 'rational')",-1.5991054,-1.7624902,-0.1633848
53,-1.1910481,-1.4858586,"('uncreative', 'creative')",-1.1910481,-1.4858586,-0.2948105
54,-0.83145136,-0.98900247,"('incapable', 'capable')",-0.8314514,-0.9890025,-0.1575511
55,0.9755948,1.1932315,"('incompetent', 'clever')",0.9755948,1.1932315,0.2176367
56,1.7227368,1.8193493,"('impractical', 'practical')",1.7227368,1.8193493,0.0966125
57,-0.51095694,-0.45805746,"('unimaginative', 'imaginative')",-0.5109569,-0.4580575,0.0528994
58,0.85925245,0.8569814,"('undiscriminating', 'discriminating')",0.8592525,0.8569814,-0.0022711
59,-1.4523727,-1.423511,"('foolish', 'wise')",-1.4523727,-1.423511,0.0288617
60,1.0661212,1.3524815,"('inefficient', 'efficient')",1.0661212,1.3524815,0.2863603
