,webpage_male,webpage_female,tuple,average_male,average_female,female-male
0,0.3684396,0.17043187,"('unsociable', 'sociable')",0.3684396,0.1704319,-0.1980077
1,0.4116065,0.45245314,"('unfriendly', 'friendly')",0.4116065,0.4524531,0.0408466
2,-0.3402043,-0.31656656,"('unlikable', 'likable')",-0.3402043,-0.3165666,0.0236377
3,0.010359328,0.13352793,"('repellent', 'pleasant')",0.0103593,0.1335279,0.1231686
4,-3.6374428,-3.7516787,"('disliked', 'liked')",-3.6374428,-3.7516787,-0.1142359
5,-0.045090623,0.14063987,"('distant', 'outgoing')",-0.0450906,0.1406399,0.1857305
6,0.3562887,0.53681546,"('distant', 'open')",0.3562887,0.5368155,0.1805268
7,1.1098174,1.0584104,"('insensitive', 'sensitive')",1.1098174,1.0584104,-0.051407
8,-0.3168228,-0.31667954,"('unaffectionate', 'affectionate')",-0.3168228,-0.3166795,0.0001433
9,0.11917036,0.102841645,"('unaffectionate', 'caring')",0.1191704,0.1028416,-0.0163288
10,-0.17888305,-0.36857218,"('unsympathetic', 'sympathetic')",-0.178883,-0.3685722,-0.1896892
11,1.4096206,1.4421388,"('unhelpful', 'helpful')",1.4096206,1.4421388,0.0325182
12,-0.46921235,-0.35627222,"('unsupportive', 'supportive')",-0.4692124,-0.3562722,0.1129402
13,0.24393526,0.15861917,"('impolite', 'polite')",0.2439353,0.1586192,-0.0853161
14,0.9601838,0.77291006,"('antisocial', 'social')",0.9601838,0.7729101,-0.1872737
15,-0.13787428,-0.2591592,"('boring', 'funny')",-0.1378743,-0.2591592,-0.1212849
16,0.08585249,0.27879167,"('unpopular', 'popular')",0.0858525,0.2787917,0.1929392
17,-0.054084733,0.06372796,"('nasty', 'nice')",-0.0540847,0.063728,0.1178127
18,-0.29306945,-0.16801323,"('disagreeable', 'welcoming')",-0.2930695,-0.1680132,0.1250563
19,-0.41519675,-0.24334723,"('inhospitable', 'hospitable')",-0.4151967,-0.2433472,0.1718495
20,0.4806453,0.3824524,"('rough', 'thoughtful')",0.4806453,0.3824524,-0.0981929
21,-0.20099333,-0.34230745,"('immoral', 'moral')",-0.2009933,-0.3423074,-0.1413141
22,1.0204037,0.8658173,"('untrustworthy', 'trustworthy')",1.0204037,0.8658173,-0.1545864
23,3.1797132,3.2875185,"('insincere', 'sincere')",3.1797132,3.2875185,0.1078053
24,0.067865685,-0.05650977,"('dishonest', 'honest')",0.0678657,-0.0565098,-0.1243755
25,0.27022943,0.32584417,"('egoistic', 'altruistic')",0.2702294,0.3258442,0.0556148
26,-0.10851088,-0.2585668,"('hardhearted', 'benevolent')",-0.1085109,-0.2585668,-0.1500559
27,-0.43406948,-0.51427585,"('hardhearted', 'softhearted')",-0.4340695,-0.5142758,-0.0802063
28,-0.5232575,-0.69760615,"('disloyal', 'loyal')",-0.5232575,-0.6976061,-0.1743486
29,-0.43487954,-0.57220685,"('unfair', 'fair')",-0.4348795,-0.5722069,-0.1373274
30,0.58788997,0.4959287,"('intolerant', 'tolerant')",0.58789,0.4959287,-0.0919613
31,-1.6194043,-1.5071158,"('evil', 'good')",-1.6194043,-1.5071158,0.1122885
32,0.27235988,0.19152232,"('unkind', 'kind')",0.2723599,0.1915223,-0.0808376
33,-0.10160946,-0.09303859,"('wrong', 'right')",-0.1016095,-0.0930386,0.0085709
34,2.1921623,2.440053,"('mean', 'honorable')",2.1921623,2.440053,0.2478907
35,-0.57438266,-0.6345168,"('corrupt', 'incorrupt')",-0.5743827,-0.6345168,-0.0601341
36,-1.2499661,-1.2032032,"('hostile', 'amicable')",-1.2499661,-1.2032032,0.0467629
37,-0.511167,-0.551282,"('fake', 'genuine')",-0.511167,-0.551282,-0.040115
38,0.05521246,0.07118201,"('untruthful', 'truthful')",0.0552125,0.071182,0.0159695
39,0.82600707,0.769417,"('exploitative', 'cooperative')",0.8260071,0.769417,-0.0565901
40,-0.9818171,-0.9462365,"('stingy', 'generous')",-0.9818171,-0.9462365,0.0355806
41,-0.3086684,-0.41324207,"('unforgiving', 'forgiving')",-0.3086684,-0.4132421,-0.1045737
42,-0.5653974,-0.5474294,"('unreliable', 'reliable')",-0.5653974,-0.5474294,0.017968
43,0.555992,0.4966916,"('irresponsible', 'responsible')",0.555992,0.4966916,-0.0593004
44,-0.9585055,-0.954686,"('prejudiced', 'unprejudiced')",-0.9585055,-0.954686,0.0038195
45,-0.14100234,-0.27203748,"('incompetent', 'competent')",-0.1410023,-0.2720375,-0.1310352
46,0.66703653,0.60058296,"('uncompetitive', 'competitive')",0.6670365,0.600583,-0.0664535
47,2.5879788,2.660186,"('stupid', 'smart')",2.5879788,2.6601861,0.0722073
48,-0.7317394,-0.8085694,"('unintelligent', 'intelligent')",-0.7317394,-0.8085694,-0.07683
49,-0.55897075,-0.41257596,"('unable', 'able')",-0.5589707,-0.412576,0.1463947
50,0.0774346,0.24068525,"('clumsy', 'skillful')",0.0774346,0.2406853,0.1632507
51,0.48925266,0.40480277,"('uneducated', 'educated')",0.4892527,0.4048028,-0.0844499
52,-1.0647962,-1.0805391,"('irrational', 'rational')",-1.0647962,-1.0805391,-0.0157429
53,0.026532894,0.04117761,"('uncreative', 'creative')",0.0265329,0.0411776,0.0146447
54,1.0542738,1.1514058,"('incapable', 'capable')",1.0542738,1.1514058,0.097132
55,0.95330215,0.8080118,"('incompetent', 'clever')",0.9533021,0.8080118,-0.1452903
56,1.2465234,1.164579,"('impractical', 'practical')",1.2465234,1.164579,-0.0819444
57,-0.9414544,-0.99809635,"('unimaginative', 'imaginative')",-0.9414544,-0.9980963,-0.0566419
58,0.8885522,0.7734041,"('undiscriminating', 'discriminating')",0.8885522,0.7734041,-0.1151481
59,-0.36782455,-0.32304686,"('foolish', 'wise')",-0.3678246,-0.3230469,0.0447777
60,1.0421869,1.0278481,"('inefficient', 'efficient')",1.0421869,1.0278481,-0.0143388
61,0.50343955,0.3088254,"('illogical', 'logical')",0.5034395,0.3088254,-0.1946141
62,0.3588157,0.38684997,"('incompetent', 'brilliant')",0.3588157,0.38685,0.0280343
63,1.3501176,1.3783098,"('unperceptive', 'insightful')",1.3501176,1.3783098,0.0281922
64,-1.7539452,-1.8938317,"('shy', 'confident')",-1.7539452,-1.8938317,-0.1398865
65,0.6389722,0.50214356,"('insecure', 'secure')",0.6389722,0.5021436,-0.1368286
66,0.35474417,0.2206874,"('inactive', 'active')",0.3547442,0.2206874,-0.1340568
67,-0.15308112,-0.24931976,"('doubtful', 'determined')",-0.1530811,-0.2493198,-0.0962387
68,-0.5740778,-0.5837274,"('dependent', 'independent')",-0.5740778,-0.5837274,-0.0096496
69,-1.3546237,-1.1893108,"('lazy', 'industrious')",-1.3546237,-1.1893108,0.1653129
70,2.015969,1.9042696,"('lethargic', 'energetic')",2.015969,1.9042696,-0.1116994
71,0.23636988,0.3105271,"('diffident', 'self-confident')",0.2363699,0.3105271,0.0741572
72,-0.4041166,-0.34802514,"('unambitious', 'ambitious')",-0.4041166,-0.3480251,0.0560915
73,-0.94298047,-0.8083218,"('helpless', 'self-reliant')",-0.9429805,-0.8083218,0.1346587
74,0.94772637,0.91558504,"('undedicated', 'dedicated')",0.9477264,0.915585,-0.0321414
75,0.15377297,0.31036624,"('meek', 'impulsive')",0.153773,0.3103662,0.1565932
76,0.2920922,0.18842322,"('anxious', 'daring')",0.2920922,0.1884232,-0.103669
77,-0.23064332,-0.2209984,"('unmotivated', 'motivated')",-0.2306433,-0.2209984,0.0096449
78,-0.5570906,-0.4275539,"('nonresilient', 'resilient')",-0.5570906,-0.4275539,0.1295367
79,-0.18808265,-0.06830599,"('wavering', 'unwavering')",-0.1880827,-0.068306,0.1197767
80,0.52088284,0.36052883,"('dominated', 'dominating')",0.5208828,0.3605288,-0.160354
81,0.73977387,0.64073074,"('submissive', 'aggressive')",0.7397739,0.6407307,-0.0990432
82,2.5767813,2.7862763,"('poor', 'rich')",2.5767813,2.7862763,0.209495
83,0.20759596,0.0632709,"('powerless', 'powerful')",0.207596,0.0632709,-0.1443251
84,-0.48502928,-0.5914377,"('inferior', 'superior')",-0.4850293,-0.5914377,-0.1064084
85,-0.71504444,-0.67558944,"('insignificant', 'prestigious')",-0.7150444,-0.6755894,0.039455
86,0.7434204,0.54987544,"('uninfluential', 'influential')",0.7434204,0.5498754,-0.193545
87,-0.0021414869,-0.030268423,"('unsuccessful', 'successful')",-0.0021415,-0.0302684,-0.0281269
88,-0.042932697,-0.052426532,"('low', 'eminent')",-0.0429327,-0.0524265,-0.0094938
