,jeweller_male,jeweller_female,tuple,average_male,average_female,female-male
0,0.7321687,0.59631604,"('unsociable', 'sociable')",0.7321687,0.596316,-0.1358527
1,0.35766137,0.4647849,"('unfriendly', 'friendly')",0.3576614,0.4647849,0.1071235
2,0.9059106,0.835324,"('unlikable', 'likable')",0.9059106,0.835324,-0.0705866
3,-0.26969102,-0.112217434,"('repellent', 'pleasant')",-0.269691,-0.1122174,0.1574736
4,-3.2188973,-3.287745,"('disliked', 'liked')",-3.2188973,-3.287745,-0.0688477
5,-0.56347793,-0.40624306,"('distant', 'outgoing')",-0.5634779,-0.4062431,0.1572348
6,-0.79959774,-0.60092133,"('distant', 'open')",-0.7995977,-0.6009213,0.1986764
7,0.99523515,1.0685636,"('insensitive', 'sensitive')",0.9952351,1.0685636,0.0733285
8,0.5105782,0.49246803,"('unaffectionate', 'affectionate')",0.5105782,0.492468,-0.0181102
9,0.7709558,0.8545702,"('unaffectionate', 'caring')",0.7709558,0.8545702,0.0836144
10,0.15653913,0.13155973,"('unsympathetic', 'sympathetic')",0.1565391,0.1315597,-0.0249794
11,0.9299518,0.86246866,"('unhelpful', 'helpful')",0.9299518,0.8624687,-0.0674831
12,-0.5266968,-0.49539134,"('unsupportive', 'supportive')",-0.5266968,-0.4953913,0.0313055
13,0.98689884,0.7848193,"('impolite', 'polite')",0.9868988,0.7848193,-0.2020795
14,0.90608,0.83523816,"('antisocial', 'social')",0.90608,0.8352382,-0.0708418
15,0.50863904,0.3523564,"('boring', 'funny')",0.508639,0.3523564,-0.1562826
16,0.36989865,0.4494658,"('unpopular', 'popular')",0.3698986,0.4494658,0.0795672
17,0.04877141,0.09101564,"('nasty', 'nice')",0.0487714,0.0910156,0.0422442
18,-0.79066914,-0.71291286,"('disagreeable', 'welcoming')",-0.7906691,-0.7129129,0.0777562
19,-0.21855062,-0.12509468,"('inhospitable', 'hospitable')",-0.2185506,-0.1250947,0.0934559
20,0.24881816,0.34173515,"('rough', 'thoughtful')",0.2488182,0.3417352,0.092917
21,-0.0026618317,-0.059820447,"('immoral', 'moral')",-0.0026618,-0.0598204,-0.0571586
22,-0.6658632,-0.6956157,"('untrustworthy', 'trustworthy')",-0.6658632,-0.6956157,-0.0297525
23,3.8908617,3.8845484,"('insincere', 'sincere')",3.8908617,3.8845484,-0.0063133
24,0.13674481,0.1324937,"('dishonest', 'honest')",0.1367448,0.1324937,-0.0042511
25,0.7986937,0.9816313,"('egoistic', 'altruistic')",0.7986937,0.9816313,0.1829376
