,patrimony_male,patrimony_female,tuple,average_male,average_female,female-male
58,0.45905828,0.22753172,"('undiscriminating', 'discriminating')",0.4590583,0.2275317,-0.2315266
59,-0.1497899,-0.08517588,"('foolish', 'wise')",-0.1497899,-0.0851759,0.064614
60,-0.5468258,-0.49018383,"('inefficient', 'efficient')",-0.5468258,-0.4901838,0.056642
61,-1.2332662,-1.3394918,"('illogical', 'logical')",-1.2332662,-1.3394918,-0.1062256
62,-0.744486,-0.62786126,"('incompetent', 'brilliant')",-0.744486,-0.6278613,0.1166247
63,-0.55118406,-0.60026807,"('unperceptive', 'insightful')",-0.5511841,-0.6002681,-0.049084
64,-2.0341067,-1.9692663,"('shy', 'confident')",-2.0341067,-1.9692663,0.0648404
65,0.45118693,0.3972721,"('insecure', 'secure')",0.4511869,0.3972721,-0.0539148
66,0.6674067,0.40132672,"('inactive', 'active')",0.6674067,0.4013267,-0.26608
67,0.64804345,0.5420853,"('doubtful', 'determined')",0.6480435,0.5420853,-0.1059582
68,-1.3411152,-1.0493478,"('dependent', 'independent')",-1.3411152,-1.0493478,0.2917674
69,0.64667416,0.7568594,"('lazy', 'industrious')",0.6466742,0.7568594,0.1101852
70,-0.07007994,-0.21136323,"('lethargic', 'energetic')",-0.0700799,-0.2113632,-0.1412833
71,-0.60748506,-0.60675097,"('diffident', 'self-confident')",-0.6074851,-0.606751,0.0007341
72,-0.30315787,-0.3918106,"('unambitious', 'ambitious')",-0.3031579,-0.3918106,-0.0886527
73,-0.56489843,-0.43559405,"('helpless', 'self-reliant')",-0.5648984,-0.4355941,0.1293043
74,-0.58743566,-0.64088273,"('undedicated', 'dedicated')",-0.5874357,-0.6408827,-0.053447
75,0.38580117,0.4439996,"('meek', 'impulsive')",0.3858012,0.4439996,0.0581984
76,0.31875914,0.23647848,"('anxious', 'daring')",0.3187591,0.2364785,-0.0822806
77,-1.1358446,-1.0719209,"('unmotivated', 'motivated')",-1.1358446,-1.0719209,0.0639237
78,-0.5758615,-0.5127428,"('nonresilient', 'resilient')",-0.5758615,-0.5127428,0.0631187
79,0.38359386,0.085045815,"('wavering', 'unwavering')",0.3835939,0.0850458,-0.2985481
80,0.3802088,0.42856574,"('dominated', 'dominating')",0.3802088,0.4285657,0.0483569
81,-0.4166523,-0.4707834,"('submissive', 'aggressive')",-0.4166523,-0.4707834,-0.0541311
82,2.0677016,2.0511544,"('poor', 'rich')",2.0677016,2.0511544,-0.0165472
83,0.40237936,0.17186773,"('powerless', 'powerful')",0.4023794,0.1718677,-0.2305117
84,0.15360148,0.1560834,"('inferior', 'superior')",0.1536015,0.1560834,0.0024819
85,-0.0487696,-0.13776891,"('insignificant', 'prestigious')",-0.0487696,-0.1377689,-0.0889993
86,-2.1712286,-2.319966,"('uninfluential', 'influential')",-2.1712286,-2.3199661,-0.1487375
87,0.19836172,0.22268975,"('unsuccessful', 'successful')",0.1983617,0.2226897,0.024328
88,-0.75655216,-0.819521,"('low', 'eminent')",-0.7565522,-0.819521,-0.0629688
