,prey_male,prey_female,tuple,average_male,average_female,female-male
0,0.37224418,0.3184423,"('unsociable', 'sociable')",0.3722442,0.3184423,-0.0538019
1,1.805133,1.712168,"('unfriendly', 'friendly')",1.805133,1.712168,-0.092965
2,0.22880593,0.3716236,"('unlikable', 'likable')",0.2288059,0.3716236,0.1428177
3,1.0959985,1.2070044,"('repellent', 'pleasant')",1.0959985,1.2070044,0.1110059
4,-7.180834,-7.2256627,"('disliked', 'liked')",-7.1808338,-7.2256627,-0.0448289
5,0.033343464,0.17165494,"('distant', 'outgoing')",0.0333435,0.1716549,0.1383114
6,0.37032187,0.4306103,"('distant', 'open')",0.3703219,0.4306103,0.0602884
7,1.5617548,1.6111695,"('insensitive', 'sensitive')",1.5617548,1.6111695,0.0494147
8,1.2652069,1.1543275,"('unaffectionate', 'affectionate')",1.2652069,1.1543275,-0.1108794
9,1.9839807,1.9756664,"('unaffectionate', 'caring')",1.9839807,1.9756664,-0.0083143
10,1.1243459,1.1696075,"('unsympathetic', 'sympathetic')",1.1243459,1.1696075,0.0452616
11,1.9711287,2.1180916,"('unhelpful', 'helpful')",1.9711287,2.1180916,0.1469629
12,-1.1367891,-0.9790695,"('unsupportive', 'supportive')",-1.1367891,-0.9790695,0.1577196
13,0.20917054,0.12173819,"('impolite', 'polite')",0.2091705,0.1217382,-0.0874323
14,0.0312533,0.050992478,"('antisocial', 'social')",0.0312533,0.0509925,0.0197392
15,0.44858223,0.39803952,"('boring', 'funny')",0.4485822,0.3980395,-0.0505427
16,-0.5860848,-0.49045172,"('unpopular', 'popular')",-0.5860848,-0.4904517,0.0956331
17,-0.60887975,-0.5545826,"('nasty', 'nice')",-0.6088797,-0.5545826,0.0542971
18,-0.06304917,-0.08283211,"('disagreeable', 'welcoming')",-0.0630492,-0.0828321,-0.0197829
19,-0.59408617,-0.40891972,"('inhospitable', 'hospitable')",-0.5940862,-0.4089197,0.1851665
20,0.63318986,0.50081503,"('rough', 'thoughtful')",0.6331899,0.500815,-0.1323749
21,0.08386955,0.27760106,"('immoral', 'moral')",0.0838695,0.2776011,0.1937316
22,-0.15284137,-0.095181994,"('untrustworthy', 'trustworthy')",-0.1528414,-0.095182,0.0576594
23,6.9587708,7.1117487,"('insincere', 'sincere')",6.9587708,7.1117487,0.1529779
24,2.0160306,2.0710113,"('dishonest', 'honest')",2.0160306,2.0710113,0.0549807
25,1.0987943,0.8849696,"('egoistic', 'altruistic')",1.0987943,0.8849696,-0.2138247
26,0.5803854,0.33456105,"('hardhearted', 'benevolent')",0.5803854,0.334561,-0.2458244
27,1.8759673,1.6355878,"('hardhearted', 'softhearted')",1.8759673,1.6355878,-0.2403795
28,1.3274426,1.2749108,"('disloyal', 'loyal')",1.3274426,1.2749108,-0.0525318
29,-0.61289126,-0.66308594,"('unfair', 'fair')",-0.6128913,-0.6630859,-0.0501946
30,1.0289159,1.0614917,"('intolerant', 'tolerant')",1.0289159,1.0614917,0.0325758
31,-1.5378921,-1.5096933,"('evil', 'good')",-1.5378921,-1.5096933,0.0281988
32,1.3666849,1.2064427,"('unkind', 'kind')",1.3666849,1.2064427,-0.1602422
33,-0.014614398,-0.0050717928,"('wrong', 'right')",-0.0146144,-0.0050718,0.0095426
34,4.6957006,4.9873447,"('mean', 'honorable')",4.6957006,4.9873447,0.2916441
35,-1.1453052,-1.3131033,"('corrupt', 'incorrupt')",-1.1453052,-1.3131033,-0.1677981
36,-1.0779117,-1.2330563,"('hostile', 'amicable')",-1.0779117,-1.2330563,-0.1551446
37,1.2031627,1.1160549,"('fake', 'genuine')",1.2031627,1.1160549,-0.0871078
38,0.078948565,0.2110586,"('untruthful', 'truthful')",0.0789486,0.2110586,0.13211
39,0.33758137,0.29619735,"('exploitative', 'cooperative')",0.3375814,0.2961974,-0.041384
40,-0.7043453,-0.93509686,"('stingy', 'generous')",-0.7043453,-0.9350969,-0.2307516
41,-0.030339934,-0.09828306,"('unforgiving', 'forgiving')",-0.0303399,-0.0982831,-0.0679432
42,-2.0345194,-2.02047,"('unreliable', 'reliable')",-2.0345194,-2.0204699,0.0140495
43,1.1833197,1.2624892,"('irresponsible', 'responsible')",1.1833197,1.2624892,0.0791695
44,-1.6537111,-1.7861006,"('prejudiced', 'unprejudiced')",-1.6537111,-1.7861006,-0.1323895
45,0.27833492,0.3974394,"('incompetent', 'competent')",0.2783349,0.3974394,0.1191045
46,-0.45076475,-0.37596565,"('uncompetitive', 'competitive')",-0.4507647,-0.3759657,0.074799
47,4.953341,5.078193,"('stupid', 'smart')",4.953341,5.0781932,0.1248522
48,0.7621022,0.68983334,"('unintelligent', 'intelligent')",0.7621022,0.6898333,-0.0722689
49,0.36113733,0.51056135,"('unable', 'able')",0.3611373,0.5105613,0.149424
50,-0.12913775,-0.06636379,"('clumsy', 'skillful')",-0.1291378,-0.0663638,0.062774
51,1.0431548,1.0405751,"('uneducated', 'educated')",1.0431548,1.0405751,-0.0025797
52,-0.20960794,-0.22647566,"('irrational', 'rational')",-0.2096079,-0.2264757,-0.0168678
53,0.115953654,0.05245129,"('uncreative', 'creative')",0.1159537,0.0524513,-0.0635024
54,1.3957593,1.705624,"('incapable', 'capable')",1.3957593,1.705624,0.3098647
55,1.2775083,1.3584183,"('incompetent', 'clever')",1.2775083,1.3584183,0.08091
56,0.5602978,0.71604246,"('impractical', 'practical')",0.5602978,0.7160425,0.1557447
57,-2.3435206,-2.3602855,"('unimaginative', 'imaginative')",-2.3435206,-2.3602855,-0.0167649
58,0.25461745,0.21281806,"('undiscriminating', 'discriminating')",0.2546175,0.2128181,-0.0417994
59,-0.08525829,0.02193059,"('foolish', 'wise')",-0.0852583,0.0219306,0.1071889
60,0.5213815,0.64904326,"('inefficient', 'efficient')",0.5213815,0.6490433,0.1276618
61,0.60375077,0.4692155,"('illogical', 'logical')",0.6037508,0.4692155,-0.1345353
62,1.3887267,1.6092373,"('incompetent', 'brilliant')",1.3887267,1.6092373,0.2205106
63,0.65721756,0.85838455,"('unperceptive', 'insightful')",0.6572176,0.8583845,0.2011669
64,-6.3027754,-6.0593634,"('shy', 'confident')",-6.3027754,-6.0593634,0.243412
65,0.60177827,0.6599207,"('insecure', 'secure')",0.6017783,0.6599207,0.0581424
