,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,-0.06437697,-0.2204422,"('unsociable', 'sociable')",-0.064377,-0.2204422,-0.1560652
1,-0.22939539,-0.3159299,"('unfriendly', 'friendly')",-0.2293954,-0.3159299,-0.0865345
2,0.5529936,0.68774676,"('unlikable', 'likable')",0.5529936,0.6877468,0.1347532
3,-0.758806,-0.73484844,"('repellent', 'pleasant')",-0.758806,-0.7348484,0.0239576
4,-0.23186016,-0.25580978,"('disliked', 'liked')",-0.2318602,-0.2558098,-0.0239496
5,-0.30313897,-0.3040043,"('distant', 'outgoing')",-0.303139,-0.3040043,-0.0008653
6,-0.3972128,-0.3898837,"('distant', 'open')",-0.3972128,-0.3898837,0.0073291
7,0.54302716,0.55177945,"('insensitive', 'sensitive')",0.5430272,0.5517794,0.0087522
8,-0.52364045,-0.70739657,"('unaffectionate', 'affectionate')",-0.5236405,-0.7073966,-0.1837561
9,-0.36368272,-0.4655156,"('unaffectionate', 'caring')",-0.3636827,-0.4655156,-0.1018329
10,-0.81107527,-0.87885535,"('unsympathetic', 'sympathetic')",-0.8110753,-0.8788553,-0.06778
11,-0.10534144,-0.041253045,"('unhelpful', 'helpful')",-0.1053414,-0.041253,0.0640884
12,-0.77720845,-0.75921035,"('unsupportive', 'supportive')",-0.7772084,-0.7592103,0.0179981
13,-0.6272532,-0.606324,"('impolite', 'polite')",-0.6272532,-0.606324,0.0209292
14,0.4530782,0.42239824,"('antisocial', 'social')",0.4530782,0.4223982,-0.03068
15,0.94752246,0.90690744,"('boring', 'funny')",0.9475225,0.9069074,-0.0406151
16,0.274199,0.3428144,"('unpopular', 'popular')",0.274199,0.3428144,0.0686154
17,0.15466367,0.2082327,"('nasty', 'nice')",0.1546637,0.2082327,0.053569
18,-1.1287397,-1.0128019,"('disagreeable', 'welcoming')",-1.1287397,-1.0128019,0.1159378
19,-0.42919454,-0.34377667,"('inhospitable', 'hospitable')",-0.4291945,-0.3437767,0.0854178
20,0.47019058,0.48605883,"('rough', 'thoughtful')",0.4701906,0.4860588,0.0158682
21,-0.27295145,-0.16515937,"('immoral', 'moral')",-0.2729515,-0.1651594,0.1077921
22,1.1305186,1.0640128,"('untrustworthy', 'trustworthy')",1.1305186,1.0640128,-0.0665058
23,0.21267432,0.18177274,"('insincere', 'sincere')",0.2126743,0.1817727,-0.0309016
24,-0.473553,-0.4799388,"('dishonest', 'honest')",-0.473553,-0.4799388,-0.0063858
25,-0.052543625,-0.09577787,"('egoistic', 'altruistic')",-0.0525436,-0.0957779,-0.0432343
26,0.9234334,0.77115715,"('hardhearted', 'benevolent')",0.9234334,0.7711571,-0.1522763
27,-0.72118455,-0.84054065,"('hardhearted', 'softhearted')",-0.7211846,-0.8405406,-0.119356
28,-0.9213573,-1.07009,"('disloyal', 'loyal')",-0.9213573,-1.0700901,-0.1487328
29,-0.033805035,-0.07391203,"('unfair', 'fair')",-0.033805,-0.073912,-0.040107
30,-0.5153699,-0.53816533,"('intolerant', 'tolerant')",-0.5153699,-0.5381653,-0.0227954
31,-0.2689413,-0.22156036,"('evil', 'good')",-0.2689413,-0.2215604,0.0473809
32,-0.68346184,-0.7840981,"('unkind', 'kind')",-0.6834618,-0.7840981,-0.1006363
33,0.39392254,0.4275569,"('wrong', 'right')",0.3939225,0.4275569,0.0336344
34,0.3607261,0.58265305,"('mean', 'honorable')",0.3607261,0.582653,0.2219269
35,0.34233838,0.23730119,"('corrupt', 'incorrupt')",0.3423384,0.2373012,-0.1050372
36,-0.69640046,-0.74395066,"('hostile', 'amicable')",-0.6964005,-0.7439507,-0.0475502
37,-1.0831666,-1.0553892,"('fake', 'genuine')",-1.0831666,-1.0553892,0.0277774
38,-0.0030360082,-0.06091472,"('untruthful', 'truthful')",-0.003036,-0.0609147,-0.0578787
39,-0.3419597,-0.2629618,"('exploitative', 'cooperative')",-0.3419597,-0.2629618,0.0789979
40,-0.34650263,-0.3755881,"('stingy', 'generous')",-0.3465026,-0.3755881,-0.0290855
41,-0.17312057,-0.20093402,"('unforgiving', 'forgiving')",-0.1731206,-0.200934,-0.0278134
42,0.82799953,0.946838,"('unreliable', 'reliable')",0.8279995,0.946838,0.1188385
43,-0.34463495,-0.26077968,"('irresponsible', 'responsible')",-0.344635,-0.2607797,0.0838553
44,-0.044482082,0.15257484,"('prejudiced', 'unprejudiced')",-0.0444821,0.1525748,0.1970569
45,0.22419438,0.1583367,"('incompetent', 'competent')",0.2241944,0.1583367,-0.0658577
46,-0.17149481,-0.22148366,"('uncompetitive', 'competitive')",-0.1714948,-0.2214837,-0.0499889
47,1.5185909,1.5676581,"('stupid', 'smart')",1.5185909,1.5676581,0.0490672
48,-1.0985677,-1.1437427,"('unintelligent', 'intelligent')",-1.0985677,-1.1437427,-0.045175
49,-0.899653,-0.7235844,"('unable', 'able')",-0.899653,-0.7235844,0.1760686
50,0.23157127,0.23266561,"('clumsy', 'skillful')",0.2315713,0.2326656,0.0010943
51,-0.2822217,-0.34114397,"('uneducated', 'educated')",-0.2822217,-0.341144,-0.0589223
52,-0.8695308,-0.9537115,"('irrational', 'rational')",-0.8695308,-0.9537115,-0.0841807
53,-0.12156889,-0.22317168,"('uncreative', 'creative')",-0.1215689,-0.2231717,-0.1016028
54,0.5493842,0.5617221,"('incapable', 'capable')",0.5493842,0.5617221,0.0123379
55,-0.22298391,-0.24074674,"('incompetent', 'clever')",-0.2229839,-0.2407467,-0.0177628
56,0.97805536,1.0233856,"('impractical', 'practical')",0.9780554,1.0233856,0.0453302
