,selling_male,selling_female,tuple,average_male,average_female,female-male
0,0.28072858,0.058253616,"('unsociable', 'sociable')",0.2807286,0.0582536,-0.222475
1,1.4060479,1.3876088,"('unfriendly', 'friendly')",1.4060479,1.3876088,-0.0184391
2,0.70545226,0.7828963,"('unlikable', 'likable')",0.7054523,0.7828963,0.077444
3,0.8428466,0.808994,"('repellent', 'pleasant')",0.8428466,0.808994,-0.0338526
4,-7.372841,-7.3765564,"('disliked', 'liked')",-7.3728409,-7.3765564,-0.0037155
5,-0.5307206,-0.39955035,"('distant', 'outgoing')",-0.5307206,-0.3995503,0.1311703
6,-0.27276334,-0.13543244,"('distant', 'open')",-0.2727633,-0.1354324,0.1373309
7,0.54809487,0.5324249,"('insensitive', 'sensitive')",0.5480949,0.5324249,-0.01567
8,0.8444591,0.88352585,"('unaffectionate', 'affectionate')",0.8444591,0.8835258,0.0390667
9,1.720679,1.7810861,"('unaffectionate', 'caring')",1.720679,1.7810861,0.0604071
10,1.0813315,1.0826367,"('unsympathetic', 'sympathetic')",1.0813315,1.0826367,0.0013052
11,2.2486732,2.2626324,"('unhelpful', 'helpful')",2.2486732,2.2626324,0.0139592
12,-1.6439537,-1.6799027,"('unsupportive', 'supportive')",-1.6439537,-1.6799027,-0.035949
13,0.5913129,0.43892413,"('impolite', 'polite')",0.5913129,0.4389241,-0.1523888
14,-0.16535477,-0.3703782,"('antisocial', 'social')",-0.1653548,-0.3703782,-0.2050234
15,0.4520172,0.45386234,"('boring', 'funny')",0.4520172,0.4538623,0.0018451
16,-0.17574245,-0.15352915,"('unpopular', 'popular')",-0.1757424,-0.1535292,0.0222132
17,-0.05310121,0.01550309,"('nasty', 'nice')",-0.0531012,0.0155031,0.0686043
18,-0.64169574,-0.7503081,"('disagreeable', 'welcoming')",-0.6416957,-0.7503081,-0.1086124
19,-0.7082277,-0.54994726,"('inhospitable', 'hospitable')",-0.7082277,-0.5499473,0.1582804
20,1.0809321,0.9145358,"('rough', 'thoughtful')",1.0809321,0.9145358,-0.1663963
21,0.1283001,0.11522788,"('immoral', 'moral')",0.1283001,0.1152279,-0.0130722
22,-0.28038633,-0.3029518,"('untrustworthy', 'trustworthy')",-0.2803863,-0.3029518,-0.0225655
23,7.1715918,7.0977964,"('insincere', 'sincere')",7.1715918,7.0977964,-0.0737954
24,1.7091842,1.6654452,"('dishonest', 'honest')",1.7091842,1.6654452,-0.043739
25,0.6038072,0.54866904,"('egoistic', 'altruistic')",0.6038072,0.548669,-0.0551382
26,0.2999992,0.20191568,"('hardhearted', 'benevolent')",0.2999992,0.2019157,-0.0980835
27,1.3353966,1.1870531,"('hardhearted', 'softhearted')",1.3353966,1.1870531,-0.1483435
28,1.0794502,1.0113102,"('disloyal', 'loyal')",1.0794502,1.0113102,-0.06814
29,-0.7761521,-0.7686314,"('unfair', 'fair')",-0.7761521,-0.7686314,0.0075207
30,1.1094499,0.98910445,"('intolerant', 'tolerant')",1.1094499,0.9891044,-0.1203455
31,-2.125373,-2.0600982,"('evil', 'good')",-2.1253729,-2.0600982,0.0652747
32,1.3646282,1.293825,"('unkind', 'kind')",1.3646282,1.293825,-0.0708032
33,-0.50328004,-0.4499529,"('wrong', 'right')",-0.50328,-0.4499529,0.0533271
34,5.1669097,5.275189,"('mean', 'honorable')",5.1669097,5.2751889,0.1082792
35,-1.4509673,-1.4890151,"('corrupt', 'incorrupt')",-1.4509673,-1.4890151,-0.0380478
36,-1.206477,-1.1743832,"('hostile', 'amicable')",-1.206477,-1.1743832,0.0320938
37,0.49264506,0.50423074,"('fake', 'genuine')",0.4926451,0.5042307,0.0115856
38,0.24068023,0.24236709,"('untruthful', 'truthful')",0.2406802,0.2423671,0.0016869
