,delta_male,delta_female,tuple,air_male,air_female,lines_male,lines_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12134448,-0.22741383,"('unsociable', 'sociable')",-2.078384,-2.3063722,-0.1672397,-0.30332917,-0.46311286,-0.6591207,-0.7075202,-0.874059,-0.1665388
1,1.4604282,1.3749919,"('unfriendly', 'friendly')",0.9855322,0.93043506,1.082091,0.89006364,2.0807562,1.9587661,1.4022019,1.2885642,-0.1136377
2,1.2044961,1.2483853,"('unlikable', 'likable')",0.5858007,0.73655355,0.7536011,0.7277071,0.5189784,0.6031198,0.7657191,0.8289415,0.0632224
3,-0.6054892,-0.57234806,"('repellent', 'pleasant')",-1.1515774,-1.1514751,-0.24197225,-0.24654526,0.4279125,0.42865404,-0.3927816,-0.3854286,0.007353
4,-0.00047716126,0.047691546,"('disliked', 'liked')",1.1834433,1.1452254,0.55484176,0.49404982,-6.4750013,-6.5696025,-1.1842984,-1.2206589,-0.0363605
5,0.8799852,0.8512584,"('distant', 'outgoing')",1.5173671,1.7066617,-0.35545447,-0.36812457,-0.12611657,-0.108859524,0.4789453,0.520234,0.0412887
6,0.90884995,0.93381935,"('distant', 'open')",1.7835807,1.9621757,-0.6616714,-0.72273016,0.699414,0.71064365,0.6825433,0.7209772,0.0384339
7,0.059027158,0.08021453,"('insensitive', 'sensitive')",-0.75522417,-0.7814608,-0.5384108,-0.5356077,1.0376582,0.9861886,-0.0492374,-0.0626663,-0.0134289
8,1.3036556,1.274029,"('unaffectionate', 'affectionate')",0.96961457,0.9959905,-0.126217,-0.17772232,1.1054959,1.0128162,0.8131373,0.7762784,-0.0368589
9,1.8338557,1.8249813,"('unaffectionate', 'caring')",0.68283176,0.66415405,0.18674122,0.15000479,1.3288975,1.2518638,1.0080814,0.972751,-0.0353304
10,-0.75458324,-0.778321,"('unsympathetic', 'sympathetic')",-2.6357524,-2.7611754,-1.334917,-1.3068781,-0.3059729,-0.36080492,-1.2578064,-1.3017949,-0.0439885
11,-0.7687403,-0.7978241,"('unhelpful', 'helpful')",-1.3134044,-1.2725843,-0.83561933,-0.80443156,1.4691887,1.5162053,-0.3621439,-0.3396586,0.0224853
12,1.6008352,1.559539,"('unsupportive', 'supportive')",-0.6346123,-0.555509,0.17988913,0.180305,-1.7846667,-1.8996837,-0.1596387,-0.1788372,-0.0191985
13,-1.4555166,-1.6242397,"('impolite', 'polite')",-1.509083,-1.675337,-0.18610397,-0.28194788,-0.22918625,-0.24248284,-0.8449725,-0.9560019,-0.1110294
14,0.26374948,0.28226757,"('antisocial', 'social')",-1.6194894,-1.6947389,0.09415105,0.07279228,-0.42011708,-0.44476235,-0.4204265,-0.4461103,-0.0256838
15,0.22824456,0.11573044,"('boring', 'funny')",0.62014014,0.5274655,-0.34283784,-0.46638492,0.6958091,0.7370036,0.300339,0.2284537,-0.0718853
16,-0.83454496,-0.8264686,"('unpopular', 'popular')",0.38640222,0.3972678,-0.31232637,-0.3184603,0.25556886,0.31591105,-0.1262251,-0.1079375,0.0182876
17,0.31278273,0.3346739,"('nasty', 'nice')",0.973971,1.0694805,0.5102156,0.55181134,-0.4906438,-0.3935574,0.3265814,0.3906021,0.0640207
18,0.8627566,0.88828427,"('disagreeable', 'welcoming')",0.96300703,1.15236,0.1994763,0.07920021,-0.33563277,-0.36861056,0.4224018,0.4378085,0.0154067
19,-0.015083902,-0.06285316,"('inhospitable', 'hospitable')",1.0387704,1.0156565,-0.6876587,-0.77004546,0.3034183,0.3153001,0.1598615,0.1245145,-0.035347
20,-0.17477658,-0.21095645,"('rough', 'thoughtful')",-0.969676,-0.9916154,-0.6534705,-0.6796432,1.1923609,1.1360754,-0.1513906,-0.1865349,-0.0351443
21,-0.6600225,-0.74873143,"('immoral', 'moral')",-1.4148811,-1.6648589,-0.5315725,-0.51452196,-0.79477745,-0.80439585,-0.8503134,-0.9331271,-0.0828137
22,-0.7687924,-0.762872,"('untrustworthy', 'trustworthy')",-1.5256442,-1.6142523,-0.27259222,-0.3345491,-0.7800197,-0.8270172,-0.8367621,-0.8846726,-0.0479105
23,0.2639703,0.23649848,"('insincere', 'sincere')",-1.7540257,-1.8604437,-0.44231972,-0.5693707,5.827497,5.7921433,0.9737805,0.8997068,-0.0740737
24,0.30892175,0.30310068,"('dishonest', 'honest')",-0.7239156,-0.83992624,-0.9624034,-1.0186025,1.0070988,0.94840425,-0.0925746,-0.1517559,-0.0591813
25,1.4926375,1.6012928,"('egoistic', 'altruistic')",1.8464266,1.9599975,2.2780454,2.3221052,1.8614798,1.8041955,1.8696473,1.9218976,0.0522503
26,2.2469456,2.0825639,"('hardhearted', 'benevolent')",2.1413107,1.9510188,1.8330426,1.5977288,1.6120712,1.5023574,1.9583424,1.7834172,-0.1749252
27,0.69079787,0.6538728,"('hardhearted', 'softhearted')",-0.6209355,-0.4663455,-0.27488676,-0.29944268,1.8184268,1.7119501,0.4033506,0.4000087,-0.0033419
28,0.35978523,0.3032021,"('disloyal', 'loyal')",-0.5600044,-0.72590315,-0.65523535,-0.64764106,0.78960645,0.6763721,-0.016462,-0.0984925,-0.0820305
29,0.5098057,0.45989692,"('unfair', 'fair')",0.34322667,0.17761824,-0.17409533,-0.29807615,0.085534066,-0.06126841,0.1911178,0.0695427,-0.1215751
30,-0.50985396,-0.5804493,"('intolerant', 'tolerant')",-1.4064901,-1.4939499,-0.84506845,-0.9286752,0.84329355,0.7835414,-0.4795298,-0.5548832,-0.0753534
31,0.91028476,0.94499034,"('evil', 'good')",1.6703429,1.7317679,0.7395589,0.60717624,-0.33965948,-0.45131272,0.7451318,0.7081555,-0.0369763
32,1.0440376,0.9816342,"('unkind', 'kind')",-0.5057893,-0.6158703,0.37748694,0.2914754,0.92452294,0.7612549,0.4600645,0.3546236,-0.1054409
33,1.2441081,1.1478845,"('wrong', 'right')",1.7301148,1.7018286,1.1594452,1.0682458,-0.13871081,-0.2347193,0.9987393,0.9208099,-0.0779294
34,-0.32321575,-0.25923386,"('mean', 'honorable')",0.025011986,0.12162306,0.20922247,0.2473871,5.8687,6.0489783,1.4449297,1.5396887,0.094759
35,0.8038273,0.8202844,"('corrupt', 'incorrupt')",2.5109603,2.6100087,0.6366116,0.6305938,0.23972003,0.16955686,1.0477798,1.057611,0.0098312
36,1.0514971,1.0410126,"('hostile', 'amicable')",2.4115229,2.427601,1.2619414,1.0535371,0.40539986,0.24835765,1.2825903,1.1926272,-0.0899631
37,0.0746875,0.080075026,"('fake', 'genuine')",-0.22208394,-0.32538098,-0.8204089,-0.97628284,0.76065826,0.76428574,-0.0517868,-0.1143258,-0.062539
38,-0.1546717,-0.1427607,"('untruthful', 'truthful')",-0.74036306,-0.7367882,-0.42304873,-0.43120402,-0.114884466,-0.08596384,-0.358242,-0.3491792,0.0090628
39,0.39143115,0.4283325,"('exploitative', 'cooperative')",0.16508944,0.1307122,0.38864356,0.3920312,0.34286895,0.31793907,0.3220083,0.3172537,-0.0047546
40,1.2919401,1.3089992,"('stingy', 'generous')",0.07829589,0.18417847,0.69770163,0.64735836,-1.0398457,-1.1757494,0.257023,0.2411967,-0.0158263
41,0.7592125,0.7369388,"('unforgiving', 'forgiving')",-0.24478877,-0.31744555,0.8246179,0.63780004,0.33968842,0.14604516,0.4196825,0.3008346,-0.1188479
42,0.21257573,0.31490177,"('unreliable', 'reliable')",-1.3553748,-1.2177377,-0.7627091,-0.74206316,-3.0628984,-2.9910903,-1.2421017,-1.1589973,0.0831044
43,-0.88197154,-0.9427656,"('irresponsible', 'responsible')",-2.6658967,-2.6360626,-2.0229754,-2.0500765,0.20668736,0.21383402,-1.3410391,-1.3537678,-0.0127287
44,-2.2282016,-2.1713464,"('prejudiced', 'unprejudiced')",-0.81968135,-0.63999104,-0.51346284,-0.41575196,-1.5359987,-1.448016,-1.2743361,-1.1687764,0.1055597
45,-1.0313605,-1.0820116,"('incompetent', 'competent')",-2.6630714,-2.784873,-1.495196,-1.5728582,-0.09740235,-0.23307279,-1.3217576,-1.4182039,-0.0964463
46,-0.94686013,-1.0507445,"('uncompetitive', 'competitive')",-2.6592638,-2.7995796,-0.6790754,-0.66832477,-1.1406375,-1.2469934,-1.3564591,-1.4414107,-0.0849516
47,-0.623147,-0.5791044,"('stupid', 'smart')",-0.0050120316,0.117208995,0.74387646,0.7510934,5.467463,5.5487294,1.3957951,1.4594818,0.0636867
48,-0.002861958,-0.14954874,"('unintelligent', 'intelligent')",-1.2474633,-1.4678831,-0.6496989,-0.74877125,0.2221194,0.17160259,-0.4194762,-0.5486501,-0.1291739
49,-1.0366043,-1.0445982,"('unable', 'able')",-1.273067,-1.1537197,-1.5411452,-1.4449307,-0.45564204,-0.3076176,-1.0766147,-0.9877166,0.0888981
50,-0.41467217,-0.3839867,"('clumsy', 'skillful')",-0.028788794,-0.035880104,-0.97694045,-1.0521148,-0.029457923,-0.01859907,-0.3624648,-0.3726452,-0.0101804
51,-0.37481105,-0.4765297,"('uneducated', 'educated')",-0.36949497,-0.64236885,-0.23363446,-0.35005146,0.44630846,0.35753924,-0.132908,-0.2778527,-0.1449447
52,0.95565003,0.81277305,"('irrational', 'rational')",1.3635161,1.17726,0.43115586,0.23550183,0.12970993,0.04237017,0.720008,0.5669762,-0.1530318
53,0.66242605,0.68728304,"('uncreative', 'creative')",-0.12363768,-0.088227294,-0.491301,-0.5474515,0.94617164,0.87539274,0.2484148,0.2317493,-0.0166655
54,-0.044973694,-0.10770904,"('incapable', 'capable')",-0.022184473,-0.052533463,-1.0244741,-1.028574,1.0906167,1.153465,-0.0002539,-0.0088379,-0.008584
55,-0.6613151,-0.68866616,"('incompetent', 'clever')",-2.9889424,-3.1155775,-0.9335135,-0.8433976,-0.03261293,-0.07721387,-1.154096,-1.1812137,-0.0271177
56,0.16680886,0.14180312,"('impractical', 'practical')",-1.6729057,-1.6803535,-0.5113512,-0.49627632,-0.92094344,-0.89731115,-0.7345979,-0.7330345,0.0015634
57,-0.5347224,-0.59083045,"('unimaginative', 'imaginative')",-1.2100018,-1.2639077,-1.0663563,-1.1309817,-2.4628136,-2.611486,-1.3184736,-1.3993014,-0.0808278
