,absence_male,absence_female,tuple,average_male,average_female,female-male
39,0.15732107,0.11164813,"('exploitative', 'cooperative')",0.1573211,0.1116481,-0.045673
40,-1.3122499,-1.5698638,"('stingy', 'generous')",-1.3122499,-1.5698638,-0.2576139
41,-0.15987992,-0.14873151,"('unforgiving', 'forgiving')",-0.1598799,-0.1487315,0.0111484
42,-1.7906778,-1.9294219,"('unreliable', 'reliable')",-1.7906778,-1.9294219,-0.1387441
43,1.6511756,1.6163892,"('irresponsible', 'responsible')",1.6511756,1.6163892,-0.0347864
44,-1.2991406,-1.2803484,"('prejudiced', 'unprejudiced')",-1.2991406,-1.2803484,0.0187922
45,0.4948252,0.4710149,"('incompetent', 'competent')",0.4948252,0.4710149,-0.0238103
46,0.11699771,0.047645845,"('uncompetitive', 'competitive')",0.1169977,0.0476458,-0.0693519
47,5.277818,5.485299,"('stupid', 'smart')",5.2778182,5.4852991,0.2074809
48,0.9700671,0.7903706,"('unintelligent', 'intelligent')",0.9700671,0.7903706,-0.1796965
49,0.05102483,0.15973786,"('unable', 'able')",0.0510248,0.1597379,0.1087131
50,-0.15274067,-0.20216542,"('clumsy', 'skillful')",-0.1527407,-0.2021654,-0.0494247
51,0.71510494,0.6157326,"('uneducated', 'educated')",0.7151049,0.6157326,-0.0993723
52,-0.98538095,-0.9996443,"('irrational', 'rational')",-0.9853809,-0.9996443,-0.0142634
53,0.059780404,0.027438873,"('uncreative', 'creative')",0.0597804,0.0274389,-0.0323415
54,0.9055871,1.0319649,"('incapable', 'capable')",0.9055871,1.0319649,0.1263778
55,1.0926943,0.95388114,"('incompetent', 'clever')",1.0926943,0.9538811,-0.1388132
56,1.3058091,1.227964,"('impractical', 'practical')",1.3058091,1.227964,-0.0778451
57,-1.9691694,-2.0527806,"('unimaginative', 'imaginative')",-1.9691694,-2.0527806,-0.0836112
58,-0.2788234,-0.32888246,"('undiscriminating', 'discriminating')",-0.2788234,-0.3288825,-0.0500591
59,-0.20432957,-0.1383349,"('foolish', 'wise')",-0.2043296,-0.1383349,0.0659947
60,1.3391805,1.2713976,"('inefficient', 'efficient')",1.3391805,1.2713976,-0.0677829
61,0.23499827,0.050840456,"('illogical', 'logical')",0.2349983,0.0508405,-0.1841578
62,1.6586722,1.6091367,"('incompetent', 'brilliant')",1.6586722,1.6091367,-0.0495355
63,0.9965503,0.93064374,"('unperceptive', 'insightful')",0.9965503,0.9306437,-0.0659066
64,-5.484383,-5.581183,"('shy', 'confident')",-5.4843831,-5.581183,-0.0967999
65,0.9515246,0.7968353,"('insecure', 'secure')",0.9515246,0.7968353,-0.1546893
66,-0.31081194,-0.26754797,"('inactive', 'active')",-0.3108119,-0.267548,0.0432639
67,-0.7066979,-0.6042079,"('doubtful', 'determined')",-0.7066979,-0.6042079,0.10249
68,-0.17829156,-0.20692825,"('dependent', 'independent')",-0.1782916,-0.2069283,-0.0286367
69,-1.8872937,-1.8386347,"('lazy', 'industrious')",-1.8872937,-1.8386347,0.048659
70,1.8867385,1.771637,"('lethargic', 'energetic')",1.8867385,1.771637,-0.1151015
71,0.61230975,0.60523325,"('diffident', 'self-confident')",0.6123098,0.6052333,-0.0070765
72,1.0320942,1.1002202,"('unambitious', 'ambitious')",1.0320942,1.1002202,0.068126
73,-3.015763,-3.048937,"('helpless', 'self-reliant')",-3.015763,-3.0489371,-0.0331741
74,0.14336722,0.054021526,"('undedicated', 'dedicated')",0.1433672,0.0540215,-0.0893457
75,-0.91327983,-0.7517439,"('meek', 'impulsive')",-0.9132798,-0.7517439,0.1615359
76,0.86287606,0.7399181,"('anxious', 'daring')",0.8628761,0.7399181,-0.122958
77,-0.96085745,-0.92309207,"('unmotivated', 'motivated')",-0.9608575,-0.9230921,0.0377654
78,-0.38439184,-0.48699182,"('nonresilient', 'resilient')",-0.3843918,-0.4869918,-0.1026
79,-0.57752144,-0.524436,"('wavering', 'unwavering')",-0.5775214,-0.524436,0.0530854
80,0.055236787,0.0637244,"('dominated', 'dominating')",0.0552368,0.0637244,0.0084876
81,0.7944554,0.79770714,"('submissive', 'aggressive')",0.7944554,0.7977071,0.0032517
82,6.9844494,7.094812,"('poor', 'rich')",6.9844494,7.0948119,0.1103625
83,-0.4213969,-0.39225245,"('powerless', 'powerful')",-0.4213969,-0.3922524,0.0291445
84,-0.04868237,0.057217762,"('inferior', 'superior')",-0.0486824,0.0572178,0.1059002
85,-1.5999216,-1.6513753,"('insignificant', 'prestigious')",-1.5999216,-1.6513753,-0.0514537
86,0.72835183,0.76124966,"('uninfluential', 'influential')",0.7283518,0.7612497,0.0328979
87,0.0007176846,0.077815756,"('unsuccessful', 'successful')",0.0007177,0.0778158,0.0770981
88,0.3454104,0.36497194,"('low', 'eminent')",0.3454104,0.3649719,0.0195615
