,absence_male,absence_female,tuple,average_male,average_female,female-male
0,0.5895025,0.39123702,"('unsociable', 'sociable')",0.5895025,0.391237,-0.1982655
1,1.2308733,1.1447164,"('unfriendly', 'friendly')",1.2308733,1.1447164,-0.0861569
2,0.56212324,0.59959686,"('unlikable', 'likable')",0.5621232,0.5995969,0.0374737
3,1.1156145,1.0924435,"('repellent', 'pleasant')",1.1156145,1.0924435,-0.023171
4,-6.848683,-6.9226704,"('disliked', 'liked')",-6.8486829,-6.9226704,-0.0739875
5,-0.25393006,-0.20881504,"('distant', 'outgoing')",-0.2539301,-0.208815,0.0451151
6,-0.13092211,-0.08120531,"('distant', 'open')",-0.1309221,-0.0812053,0.0497168
7,0.86200684,0.86482406,"('insensitive', 'sensitive')",0.8620068,0.8648241,0.0028173
8,0.7186402,0.72473013,"('unaffectionate', 'affectionate')",0.7186402,0.7247301,0.0060899
9,1.4353833,1.5013201,"('unaffectionate', 'caring')",1.4353833,1.5013201,0.0659368
10,1.5872053,1.5917594,"('unsympathetic', 'sympathetic')",1.5872053,1.5917594,0.0045541
11,2.339196,2.344991,"('unhelpful', 'helpful')",2.339196,2.344991,0.005795
12,-1.1434666,-1.174894,"('unsupportive', 'supportive')",-1.1434666,-1.174894,-0.0314274
13,0.859553,0.7729799,"('impolite', 'polite')",0.859553,0.7729799,-0.0865731
14,0.032022525,-0.10568413,"('antisocial', 'social')",0.0320225,-0.1056841,-0.1377066
15,0.41934496,0.2702706,"('boring', 'funny')",0.419345,0.2702706,-0.1490744
16,-0.23428282,-0.23022981,"('unpopular', 'popular')",-0.2342828,-0.2302298,0.004053
17,-0.15352961,-0.20688692,"('nasty', 'nice')",-0.1535296,-0.2068869,-0.0533573
18,-0.5104621,-0.68667823,"('disagreeable', 'welcoming')",-0.5104621,-0.6866782,-0.1762161
19,-0.64346904,-0.5553344,"('inhospitable', 'hospitable')",-0.643469,-0.5553344,0.0881346
20,0.68566847,0.60044575,"('rough', 'thoughtful')",0.6856685,0.6004457,-0.0852228
21,0.4419987,0.48493278,"('immoral', 'moral')",0.4419987,0.4849328,0.0429341
22,0.040345676,-0.062101483,"('untrustworthy', 'trustworthy')",0.0403457,-0.0621015,-0.1024472
23,6.2982473,6.27028,"('insincere', 'sincere')",6.2982473,6.2702799,-0.0279674
24,1.9571682,1.9438716,"('dishonest', 'honest')",1.9571682,1.9438716,-0.0132966
25,0.36192104,0.24244572,"('egoistic', 'altruistic')",0.361921,0.2424457,-0.1194753
26,0.18913794,0.12842442,"('hardhearted', 'benevolent')",0.1891379,0.1284244,-0.0607135
27,1.2264712,1.123947,"('hardhearted', 'softhearted')",1.2264712,1.123947,-0.1025242
28,1.0479902,1.0235264,"('disloyal', 'loyal')",1.0479902,1.0235264,-0.0244638
29,-0.8073263,-0.85181224,"('unfair', 'fair')",-0.8073263,-0.8518122,-0.0444859
30,0.9556307,0.8748444,"('intolerant', 'tolerant')",0.9556307,0.8748444,-0.0807863
31,-1.8977219,-1.9015867,"('evil', 'good')",-1.8977219,-1.9015867,-0.0038648
32,1.540983,1.5505944,"('unkind', 'kind')",1.540983,1.5505944,0.0096114
33,-0.3473731,-0.3089605,"('wrong', 'right')",-0.3473731,-0.3089605,0.0384126
34,4.5049806,4.6619368,"('mean', 'honorable')",4.5049806,4.6619368,0.1569562
35,-1.5357914,-1.5914156,"('corrupt', 'incorrupt')",-1.5357914,-1.5914156,-0.0556242
36,-1.3640307,-1.3760749,"('hostile', 'amicable')",-1.3640307,-1.3760749,-0.0120442
37,0.58720136,0.62570286,"('fake', 'genuine')",0.5872014,0.6257029,0.0385015
38,0.05300062,0.101667546,"('untruthful', 'truthful')",0.0530006,0.1016675,0.0486669
