,addition_male,addition_female,tuple,average_male,average_female,female-male
0,0.22865258,-0.06925732,"('unsociable', 'sociable')",0.2286526,-0.0692573,-0.2979099
1,0.8941859,0.8539323,"('unfriendly', 'friendly')",0.8941859,0.8539323,-0.0402536
2,0.27312088,0.46630532,"('unlikable', 'likable')",0.2731209,0.4663053,0.1931844
3,0.84082836,0.81984735,"('repellent', 'pleasant')",0.8408284,0.8198473,-0.0209811
4,-6.878163,-6.9563475,"('disliked', 'liked')",-6.8781629,-6.9563475,-0.0781846
5,-0.59931487,-0.34965914,"('distant', 'outgoing')",-0.5993149,-0.3496591,0.2496558
6,-0.48270464,-0.24471962,"('distant', 'open')",-0.4827046,-0.2447196,0.237985
7,0.7315505,0.62721753,"('insensitive', 'sensitive')",0.7315505,0.6272175,-0.104333
8,0.6194846,0.7193335,"('unaffectionate', 'affectionate')",0.6194846,0.7193335,0.0998489
9,1.2902917,1.4891381,"('unaffectionate', 'caring')",1.2902917,1.4891381,0.1988464
10,1.3003819,1.2498772,"('unsympathetic', 'sympathetic')",1.3003819,1.2498772,-0.0505047
11,2.3212166,2.3510342,"('unhelpful', 'helpful')",2.3212166,2.3510342,0.0298176
12,-1.5831918,-1.5650221,"('unsupportive', 'supportive')",-1.5831918,-1.5650221,0.0181697
13,0.55056953,0.40946695,"('impolite', 'polite')",0.5505695,0.409467,-0.1411025
14,0.067886144,-0.3046527,"('antisocial', 'social')",0.0678861,-0.3046527,-0.3725388
15,0.5188389,0.4795012,"('boring', 'funny')",0.5188389,0.4795012,-0.0393377
16,-0.23041993,-0.19749461,"('unpopular', 'popular')",-0.2304199,-0.1974946,0.0329253
17,-0.2248737,-0.2224268,"('nasty', 'nice')",-0.2248737,-0.2224268,0.0024469
18,-0.61773413,-0.7972524,"('disagreeable', 'welcoming')",-0.6177341,-0.7972524,-0.1795183
19,-1.0237811,-0.8256698,"('inhospitable', 'hospitable')",-1.0237811,-0.8256698,0.1981113
20,0.8985472,0.69440484,"('rough', 'thoughtful')",0.8985472,0.6944048,-0.2041424
21,0.14908531,0.05067547,"('immoral', 'moral')",0.1490853,0.0506755,-0.0984098
22,-0.024387643,-0.13571355,"('untrustworthy', 'trustworthy')",-0.0243876,-0.1357135,-0.1113259
23,5.902324,5.8708844,"('insincere', 'sincere')",5.9023242,5.8708844,-0.0314398
24,1.6998852,1.6717722,"('dishonest', 'honest')",1.6998852,1.6717722,-0.028113
25,0.46631113,0.4147472,"('egoistic', 'altruistic')",0.4663111,0.4147472,-0.0515639
26,0.3045823,0.14195463,"('hardhearted', 'benevolent')",0.3045823,0.1419546,-0.1626277
27,1.5236286,1.397138,"('hardhearted', 'softhearted')",1.5236286,1.397138,-0.1264906
28,0.8953926,0.79057664,"('disloyal', 'loyal')",0.8953926,0.7905766,-0.104816
29,-0.9865532,-1.11492,"('unfair', 'fair')",-0.9865532,-1.11492,-0.1283668
30,0.9137072,0.7161992,"('intolerant', 'tolerant')",0.9137072,0.7161992,-0.197508
31,-1.7993209,-1.7379913,"('evil', 'good')",-1.7993209,-1.7379913,0.0613296
32,1.1827525,1.1268286,"('unkind', 'kind')",1.1827525,1.1268286,-0.0559239
33,-0.6173551,-0.5228198,"('wrong', 'right')",-0.6173551,-0.5228198,0.0945353
34,4.544771,4.8018036,"('mean', 'honorable')",4.5447712,4.8018036,0.2570324
35,-1.2256783,-1.1758832,"('corrupt', 'incorrupt')",-1.2256783,-1.1758832,0.0497951
36,-0.99425113,-0.9016834,"('hostile', 'amicable')",-0.9942511,-0.9016834,0.0925677
37,0.6191816,0.6149503,"('fake', 'genuine')",0.6191816,0.6149503,-0.0042313
38,-0.2105347,-0.19649486,"('untruthful', 'truthful')",-0.2105347,-0.1964949,0.0140398
39,0.097299494,-0.07401451,"('exploitative', 'cooperative')",0.0972995,-0.0740145,-0.171314
40,-1.6531583,-1.8858142,"('stingy', 'generous')",-1.6531583,-1.8858142,-0.2326559
41,-0.15170531,-0.2998522,"('unforgiving', 'forgiving')",-0.1517053,-0.2998522,-0.1481469
42,-1.7700262,-1.7989757,"('unreliable', 'reliable')",-1.7700262,-1.7989757,-0.0289495
43,1.252016,1.1330963,"('irresponsible', 'responsible')",1.2520159,1.1330963,-0.1189196
44,-1.1366812,-1.2328718,"('prejudiced', 'unprejudiced')",-1.1366812,-1.2328718,-0.0961906
45,0.2584634,0.19633526,"('incompetent', 'competent')",0.2584634,0.1963353,-0.0621281
46,-0.22646217,-0.32224503,"('uncompetitive', 'competitive')",-0.2264622,-0.322245,-0.0957828
47,4.8955874,5.15152,"('stupid', 'smart')",4.8955874,5.1515198,0.2559324
48,1.0464902,0.9078571,"('unintelligent', 'intelligent')",1.0464902,0.9078571,-0.1386331
49,0.27235913,0.44298807,"('unable', 'able')",0.2723591,0.4429881,0.170629
50,-0.17066617,-0.116249785,"('clumsy', 'skillful')",-0.1706662,-0.1162498,0.0544164
51,0.56136274,0.48829478,"('uneducated', 'educated')",0.5613627,0.4882948,-0.0730679
52,-1.0261443,-1.0688854,"('irrational', 'rational')",-1.0261443,-1.0688854,-0.0427411
53,-0.023319565,0.02723655,"('uncreative', 'creative')",-0.0233196,0.0272365,0.0505561
54,0.6634974,0.9510159,"('incapable', 'capable')",0.6634974,0.9510159,0.2875185
55,0.9414413,0.68336064,"('incompetent', 'clever')",0.9414413,0.6833606,-0.2580807
56,0.99256355,0.9549501,"('impractical', 'practical')",0.9925635,0.9549501,-0.0376134
57,-2.3856466,-2.408526,"('unimaginative', 'imaginative')",-2.3856466,-2.4085259,-0.0228793
58,-0.122099265,-0.18095797,"('undiscriminating', 'discriminating')",-0.1220993,-0.180958,-0.0588587
59,-0.2973261,-0.18772173,"('foolish', 'wise')",-0.2973261,-0.1877217,0.1096044
60,1.1085151,0.9645263,"('inefficient', 'efficient')",1.1085151,0.9645263,-0.1439888
61,0.22869933,-0.037347257,"('illogical', 'logical')",0.2286993,-0.0373473,-0.2660466
62,1.0745074,1.1287646,"('incompetent', 'brilliant')",1.0745074,1.1287646,0.0542572
63,0.31308842,0.3321085,"('unperceptive', 'insightful')",0.3130884,0.3321085,0.0190201
64,-5.8004613,-5.8864717,"('shy', 'confident')",-5.8004613,-5.8864717,-0.0860104
65,0.7732447,0.61344177,"('insecure', 'secure')",0.7732447,0.6134418,-0.1598029
66,-0.3944489,-0.35218406,"('inactive', 'active')",-0.3944489,-0.3521841,0.0422648
67,-0.6338387,-0.61558294,"('doubtful', 'determined')",-0.6338387,-0.6155829,0.0182558
68,-0.20843293,-0.17668578,"('dependent', 'independent')",-0.2084329,-0.1766858,0.0317471
69,-1.8189207,-1.6972579,"('lazy', 'industrious')",-1.8189207,-1.6972579,0.1216628
70,1.7480597,1.6703328,"('lethargic', 'energetic')",1.7480597,1.6703328,-0.0777269
71,0.31956622,0.43573228,"('diffident', 'self-confident')",0.3195662,0.4357323,0.1161661
72,0.8374458,0.93914104,"('unambitious', 'ambitious')",0.8374458,0.939141,0.1016952
73,-2.675456,-2.6183684,"('helpless', 'self-reliant')",-2.675456,-2.6183684,0.0570876
74,0.012615617,-0.15216227,"('undedicated', 'dedicated')",0.0126156,-0.1521623,-0.1647779
75,-0.9343307,-0.66170883,"('meek', 'impulsive')",-0.9343307,-0.6617088,0.2726219
76,0.81595796,0.5843771,"('anxious', 'daring')",0.815958,0.5843771,-0.2315809
77,-1.0799586,-1.0923438,"('unmotivated', 'motivated')",-1.0799586,-1.0923438,-0.0123852
78,-0.77599746,-0.772476,"('nonresilient', 'resilient')",-0.7759975,-0.772476,0.0035215
79,-0.6482409,-0.47706708,"('wavering', 'unwavering')",-0.6482409,-0.4770671,0.1711738
80,0.008241018,-0.21846208,"('dominated', 'dominating')",0.008241,-0.2184621,-0.2267031
81,0.48821375,0.3634131,"('submissive', 'aggressive')",0.4882137,0.3634131,-0.1248006
82,6.3907137,6.6983085,"('poor', 'rich')",6.3907137,6.6983085,0.3075948
83,-0.37947917,-0.46343017,"('powerless', 'powerful')",-0.3794792,-0.4634302,-0.083951
84,0.07847127,0.141996,"('inferior', 'superior')",0.0784713,0.141996,0.0635247
85,-1.2440492,-1.3227268,"('insignificant', 'prestigious')",-1.2440492,-1.3227268,-0.0786776
86,0.48489293,0.4445924,"('uninfluential', 'influential')",0.4848929,0.4445924,-0.0403005
87,0.0042056553,0.04359928,"('unsuccessful', 'successful')",0.0042057,0.0435993,0.0393936
88,0.47975588,0.4740528,"('low', 'eminent')",0.4797559,0.4740528,-0.0057031
