,mascara_male,mascara_female,tuple,average_male,average_female,female-male
0,-0.12880182,-0.20688224,"('unsociable', 'sociable')",-0.1288018,-0.2068822,-0.0780804
1,0.60835886,0.7662315,"('unfriendly', 'friendly')",0.6083589,0.7662315,0.1578726
2,-0.13758153,-0.06221021,"('unlikable', 'likable')",-0.1375815,-0.0622102,0.0753713
3,0.80094486,0.8084633,"('repellent', 'pleasant')",0.8009449,0.8084633,0.0075184
4,-7.199255,-7.325362,"('disliked', 'liked')",-7.199255,-7.3253622,-0.1261072
5,-0.7718806,-0.65818274,"('distant', 'outgoing')",-0.7718806,-0.6581827,0.1136979
6,-0.24797261,-0.18187885,"('distant', 'open')",-0.2479726,-0.1818788,0.0660938
7,0.71912354,0.8039033,"('insensitive', 'sensitive')",0.7191235,0.8039033,0.0847798
8,0.7088022,0.7823499,"('unaffectionate', 'affectionate')",0.7088022,0.7823499,0.0735477
9,0.91284156,1.0352819,"('unaffectionate', 'caring')",0.9128416,1.0352819,0.1224403
10,1.1822454,1.1214756,"('unsympathetic', 'sympathetic')",1.1822454,1.1214756,-0.0607698
11,1.3306026,1.2505187,"('unhelpful', 'helpful')",1.3306026,1.2505187,-0.0800839
12,-1.8212384,-1.8545753,"('unsupportive', 'supportive')",-1.8212384,-1.8545753,-0.0333369
13,-0.08598445,-0.0962132,"('impolite', 'polite')",-0.0859845,-0.0962132,-0.0102287
14,0.54787505,0.37498337,"('antisocial', 'social')",0.547875,0.3749834,-0.1728916
15,-0.08073614,-0.11344899,"('boring', 'funny')",-0.0807361,-0.113449,-0.0327129
16,-0.71095514,-0.6691809,"('unpopular', 'popular')",-0.7109551,-0.6691809,0.0417742
17,-0.3414861,-0.2944431,"('nasty', 'nice')",-0.3414861,-0.2944431,0.047043
18,-0.17630884,-0.1968054,"('disagreeable', 'welcoming')",-0.1763088,-0.1968054,-0.0204966
19,-0.9113808,-0.85288846,"('inhospitable', 'hospitable')",-0.9113808,-0.8528885,0.0584923
20,0.91905123,0.9189965,"('rough', 'thoughtful')",0.9190512,0.9189965,-5.47e-05
21,-0.22555406,-0.21347392,"('immoral', 'moral')",-0.2255541,-0.2134739,0.0120802
22,-0.12749508,-0.21351093,"('untrustworthy', 'trustworthy')",-0.1274951,-0.2135109,-0.0860158
23,5.8697615,5.9323773,"('insincere', 'sincere')",5.8697615,5.9323773,0.0626158
24,1.3738452,1.3023628,"('dishonest', 'honest')",1.3738452,1.3023628,-0.0714824
25,0.58934826,0.61009663,"('egoistic', 'altruistic')",0.5893483,0.6100966,0.0207483
26,0.7980345,0.73574454,"('hardhearted', 'benevolent')",0.7980345,0.7357445,-0.06229
27,1.4903882,1.3909103,"('hardhearted', 'softhearted')",1.4903882,1.3909103,-0.0994779
28,0.92290324,0.92614996,"('disloyal', 'loyal')",0.9229032,0.92615,0.0032468
29,-0.7737126,-0.8828584,"('unfair', 'fair')",-0.7737126,-0.8828584,-0.1091458
30,0.98854625,0.9926362,"('intolerant', 'tolerant')",0.9885463,0.9926362,0.0040899
31,-1.4129318,-1.2532555,"('evil', 'good')",-1.4129318,-1.2532555,0.1596763
32,0.9169911,0.8526811,"('unkind', 'kind')",0.9169911,0.8526811,-0.06431
33,-0.5711057,-0.58841974,"('wrong', 'right')",-0.5711057,-0.5884197,-0.017314
34,4.1758904,4.270998,"('mean', 'honorable')",4.1758904,4.270998,0.0951076
35,-0.7363916,-0.8905999,"('corrupt', 'incorrupt')",-0.7363916,-0.8905999,-0.1542083
36,-0.9642063,-0.9134189,"('hostile', 'amicable')",-0.9642063,-0.9134189,0.0507874
37,0.70912427,0.7320575,"('fake', 'genuine')",0.7091243,0.7320575,0.0229332
38,-0.5360316,-0.5309139,"('untruthful', 'truthful')",-0.5360316,-0.5309139,0.0051177
39,0.57551455,0.5516063,"('exploitative', 'cooperative')",0.5755146,0.5516063,-0.0239083
40,-1.1283844,-1.2579339,"('stingy', 'generous')",-1.1283844,-1.2579339,-0.1295495
41,0.03445317,-0.027070405,"('unforgiving', 'forgiving')",0.0344532,-0.0270704,-0.0615236
42,-1.8665632,-1.9709067,"('unreliable', 'reliable')",-1.8665632,-1.9709067,-0.1043435
43,0.7758051,0.7712267,"('irresponsible', 'responsible')",0.7758051,0.7712267,-0.0045784
44,-0.53989404,-0.52540356,"('prejudiced', 'unprejudiced')",-0.539894,-0.5254036,0.0144904
45,-0.041558426,-0.13134849,"('incompetent', 'competent')",-0.0415584,-0.1313485,-0.0897901
46,-0.3009646,-0.41772676,"('uncompetitive', 'competitive')",-0.3009646,-0.4177268,-0.1167622
47,4.886171,4.997411,"('stupid', 'smart')",4.8861709,4.9974108,0.1112399
48,0.04902534,0.025919387,"('unintelligent', 'intelligent')",0.0490253,0.0259194,-0.0231059
49,-0.31290928,-0.19300668,"('unable', 'able')",-0.3129093,-0.1930067,0.1199026
50,-0.59805834,-0.62720346,"('clumsy', 'skillful')",-0.5980583,-0.6272035,-0.0291452
51,0.4869843,0.33029008,"('uneducated', 'educated')",0.4869843,0.3302901,-0.1566942
52,-0.6951917,-0.70750415,"('irrational', 'rational')",-0.6951917,-0.7075042,-0.0123125
53,-0.43999204,-0.3779993,"('uncreative', 'creative')",-0.439992,-0.3779993,0.0619927
54,0.64692736,0.73196363,"('incapable', 'capable')",0.6469274,0.7319636,0.0850362
55,0.7855322,0.76449394,"('incompetent', 'clever')",0.7855322,0.7644939,-0.0210383
56,0.53510267,0.46490347,"('impractical', 'practical')",0.5351027,0.4649035,-0.0701992
57,-2.4349484,-2.429066,"('unimaginative', 'imaginative')",-2.4349484,-2.4290659,0.0058825
58,-0.0069477744,0.016684968,"('undiscriminating', 'discriminating')",-0.0069478,0.016685,0.0236328
59,-0.34950525,-0.34602404,"('foolish', 'wise')",-0.3495052,-0.346024,0.0034812
60,0.527804,0.5660067,"('inefficient', 'efficient')",0.527804,0.5660067,0.0382027
61,0.020682331,-0.058326326,"('illogical', 'logical')",0.0206823,-0.0583263,-0.0790086
62,0.33441797,0.3309323,"('incompetent', 'brilliant')",0.334418,0.3309323,-0.0034857
63,-0.24947079,-0.23626818,"('unperceptive', 'insightful')",-0.2494708,-0.2362682,0.0132026
64,-5.6481323,-5.806512,"('shy', 'confident')",-5.6481323,-5.8065119,-0.1583796
65,0.60684055,0.52333546,"('insecure', 'secure')",0.6068406,0.5233355,-0.0835051
66,-0.05915777,-0.19757417,"('inactive', 'active')",-0.0591578,-0.1975742,-0.1384164
67,-0.51580155,-0.5386572,"('doubtful', 'determined')",-0.5158015,-0.5386572,-0.0228557
68,-0.753173,-0.80956715,"('dependent', 'independent')",-0.753173,-0.8095672,-0.0563942
69,-1.9948833,-2.0074294,"('lazy', 'industrious')",-1.9948833,-2.0074294,-0.0125461
70,1.4500692,1.3296043,"('lethargic', 'energetic')",1.4500692,1.3296043,-0.1204649
71,0.5995603,0.6765233,"('diffident', 'self-confident')",0.5995603,0.6765233,0.076963
72,0.75640416,0.83908236,"('unambitious', 'ambitious')",0.7564042,0.8390824,0.0826782
73,-2.8791678,-2.7375553,"('helpless', 'self-reliant')",-2.8791678,-2.7375553,0.1416125
74,0.15801165,0.07424627,"('undedicated', 'dedicated')",0.1580116,0.0742463,-0.0837653
75,-0.68209475,-0.593633,"('meek', 'impulsive')",-0.6820948,-0.593633,0.0884618
76,0.84182197,0.83885336,"('anxious', 'daring')",0.841822,0.8388534,-0.0029686
77,-1.5361688,-1.3832536,"('unmotivated', 'motivated')",-1.5361688,-1.3832536,0.1529152
78,-0.82095605,-0.7775007,"('nonresilient', 'resilient')",-0.8209561,-0.7775007,0.0434554
79,-0.4038721,-0.32496974,"('wavering', 'unwavering')",-0.4038721,-0.3249697,0.0789024
80,-0.13379817,-0.26044294,"('dominated', 'dominating')",-0.1337982,-0.2604429,-0.1266447
81,0.3943931,0.33792448,"('submissive', 'aggressive')",0.3943931,0.3379245,-0.0564686
82,5.747507,5.919405,"('poor', 'rich')",5.7475071,5.919405,0.1718979
83,-0.08521125,-0.09241128,"('powerless', 'powerful')",-0.0852112,-0.0924113,-0.0072001
