,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.6858867,-1.7168978,"('unsociable', 'sociable')",0.45328358,0.43868804,-0.6163016,-0.6391049,-0.0228033
1,-0.22028999,-0.4040738,"('unfriendly', 'friendly')",1.6970048,1.6026525,0.7383574,0.5992894,-0.139068
2,0.5321778,0.65212804,"('unlikable', 'likable')",0.28598732,0.3983829,0.4090826,0.5252554,0.1161728
3,-1.1953465,-1.1269333,"('repellent', 'pleasant')",-0.051095508,0.049591616,-0.623221,-0.5386708,0.0845502
4,1.4204282,1.2372229,"('disliked', 'liked')",-6.5158615,-6.6439323,-2.5477166,-2.7033548,-0.1556382
5,1.9212173,1.8269222,"('distant', 'outgoing')",-0.8478801,-0.834194,0.5366686,0.4963641,-0.0403045
6,1.6766208,1.6157469,"('distant', 'open')",-0.6609494,-0.6964838,0.5078357,0.4596315,-0.0482042
7,-1.1269947,-1.0972649,"('insensitive', 'sensitive')",0.8717425,0.9013685,-0.1276261,-0.0979482,0.0296779
8,0.31437048,0.24698469,"('unaffectionate', 'affectionate')",1.2356243,1.1534613,0.7749974,0.700223,-0.0747744
9,-0.14256328,-0.23321019,"('unaffectionate', 'caring')",1.5147134,1.5114537,0.6860751,0.6391218,-0.0469533
10,-3.0133374,-2.9341586,"('unsympathetic', 'sympathetic')",0.6578885,0.74699026,-1.1777245,-1.0935842,0.0841403
11,-1.7200093,-1.6594689,"('unhelpful', 'helpful')",2.3383455,2.4315023,0.3091681,0.3860167,0.0768486
12,-0.8862635,-0.8351156,"('unsupportive', 'supportive')",-1.175342,-1.006803,-1.0308027,-0.9209594,0.1098433
13,-1.5976267,-1.4447398,"('impolite', 'polite')",-0.0024609566,0.2049401,-0.8000438,-0.6198999,0.1801439
14,-0.90644544,-0.9146267,"('antisocial', 'social')",0.7391895,0.71306133,-0.083628,-0.1007827,-0.0171547
15,0.41288996,0.2600377,"('boring', 'funny')",0.6750971,0.57586527,0.5439935,0.4179515,-0.126042
16,0.534187,0.5153417,"('unpopular', 'popular')",0.06736359,0.079778865,0.3007753,0.2975603,-0.003215
17,0.3195559,0.36384627,"('nasty', 'nice')",0.012495039,0.05094323,0.1660255,0.2073947,0.0413692
