,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.62894475,0.5548972,"('unsociable', 'sociable')",0.6289448,0.5548972,-0.0740476
1,0.5846222,0.5324792,"('unfriendly', 'friendly')",0.5846222,0.5324792,-0.052143
2,0.02691038,0.14851609,"('unlikable', 'likable')",0.0269104,0.1485161,0.1216057
3,0.9682982,1.1077214,"('repellent', 'pleasant')",0.9682982,1.1077214,0.1394232
4,-6.8854594,-7.171084,"('disliked', 'liked')",-6.8854594,-7.1710839,-0.2856245
5,-0.8259467,-0.8352881,"('distant', 'outgoing')",-0.8259467,-0.8352881,-0.0093414
6,-0.41039813,-0.5330663,"('distant', 'open')",-0.4103981,-0.5330663,-0.1226682
7,1.3946707,1.4679949,"('insensitive', 'sensitive')",1.3946707,1.4679949,0.0733242
8,0.620335,0.5444841,"('unaffectionate', 'affectionate')",0.620335,0.5444841,-0.0758509
9,0.8985865,0.92064327,"('unaffectionate', 'caring')",0.8985865,0.9206433,0.0220568
10,1.38036,1.4882706,"('unsympathetic', 'sympathetic')",1.38036,1.4882706,0.1079106
11,1.6492459,1.7466557,"('unhelpful', 'helpful')",1.6492459,1.7466557,0.0974098
12,-1.3957762,-1.3947649,"('unsupportive', 'supportive')",-1.3957762,-1.3947649,0.0010113
13,0.109525464,0.3232433,"('impolite', 'polite')",0.1095255,0.3232433,0.2137178
14,0.696412,0.7283099,"('antisocial', 'social')",0.696412,0.7283099,0.0318979
15,0.54575974,0.4579748,"('boring', 'funny')",0.5457597,0.4579748,-0.0877849
16,-0.8849984,-0.93516874,"('unpopular', 'popular')",-0.8849984,-0.9351687,-0.0501703
17,0.08520896,0.11814575,"('nasty', 'nice')",0.085209,0.1181457,0.0329367
18,-0.5730573,-0.4709096,"('disagreeable', 'welcoming')",-0.5730573,-0.4709096,0.1021477
19,-0.8651907,-0.87458074,"('inhospitable', 'hospitable')",-0.8651907,-0.8745807,-0.00939
20,0.5186222,0.44023347,"('rough', 'thoughtful')",0.5186222,0.4402335,-0.0783887
21,0.2141376,0.46105266,"('immoral', 'moral')",0.2141376,0.4610527,0.2469151
22,0.24020813,0.23860727,"('untrustworthy', 'trustworthy')",0.2402081,0.2386073,-0.0016008
23,5.7575793,6.078301,"('insincere', 'sincere')",5.7575793,6.078301,0.3207217
24,1.250987,1.3784059,"('dishonest', 'honest')",1.2509871,1.3784059,0.1274188
25,0.51991594,0.528485,"('egoistic', 'altruistic')",0.5199159,0.528485,0.0085691
26,1.1404127,0.91020864,"('hardhearted', 'benevolent')",1.1404127,0.9102086,-0.2302041
27,1.487398,1.3076024,"('hardhearted', 'softhearted')",1.487398,1.3076024,-0.1797956
28,1.2858093,1.1396589,"('disloyal', 'loyal')",1.2858093,1.1396589,-0.1461504
29,-0.4108059,-0.53903645,"('unfair', 'fair')",-0.4108059,-0.5390365,-0.1282306
30,1.145402,1.2619797,"('intolerant', 'tolerant')",1.145402,1.2619797,0.1165777
31,-1.2745118,-1.4475113,"('evil', 'good')",-1.2745118,-1.4475113,-0.1729995
32,1.1496098,1.0924432,"('unkind', 'kind')",1.1496098,1.0924432,-0.0571666
33,-0.4705201,-0.5591718,"('wrong', 'right')",-0.4705201,-0.5591718,-0.0886517
34,3.910845,4.271414,"('mean', 'honorable')",3.910845,4.2714138,0.3605688
35,-1.195407,-1.5589625,"('corrupt', 'incorrupt')",-1.195407,-1.5589625,-0.3635555
36,-0.8745213,-1.1772351,"('hostile', 'amicable')",-0.8745213,-1.1772351,-0.3027138
37,1.1138008,1.0592381,"('fake', 'genuine')",1.1138008,1.0592381,-0.0545627
38,-0.6148541,-0.4613293,"('untruthful', 'truthful')",-0.6148541,-0.4613293,0.1535248
39,0.35654667,0.45501372,"('exploitative', 'cooperative')",0.3565467,0.4550137,0.098467
40,-0.986106,-1.0936676,"('stingy', 'generous')",-0.986106,-1.0936676,-0.1075616
41,0.68789935,0.55126125,"('unforgiving', 'forgiving')",0.6878994,0.5512612,-0.1366382
42,-1.6407682,-1.6915307,"('unreliable', 'reliable')",-1.6407682,-1.6915307,-0.0507625
43,1.0376447,1.2605432,"('irresponsible', 'responsible')",1.0376447,1.2605432,0.2228985
44,-1.0268972,-1.1423322,"('prejudiced', 'unprejudiced')",-1.0268972,-1.1423322,-0.115435
45,0.8395041,0.59922314,"('incompetent', 'competent')",0.8395041,0.5992231,-0.240281
46,-0.15177804,-0.09647256,"('uncompetitive', 'competitive')",-0.151778,-0.0964726,0.0553054
47,4.317845,4.581748,"('stupid', 'smart')",4.3178449,4.581748,0.2639031
48,0.3177078,0.43944913,"('unintelligent', 'intelligent')",0.3177078,0.4394491,0.1217413
49,-0.32701558,-0.25282645,"('unable', 'able')",-0.3270156,-0.2528265,0.0741891
50,-0.29680032,-0.42886066,"('clumsy', 'skillful')",-0.2968003,-0.4288607,-0.1320604
51,0.7197309,0.73744714,"('uneducated', 'educated')",0.7197309,0.7374471,0.0177162
52,-0.3316909,-0.5648738,"('irrational', 'rational')",-0.3316909,-0.5648738,-0.2331829
53,-0.30485526,-0.38447183,"('uncreative', 'creative')",-0.3048553,-0.3844718,-0.0796165
54,0.54430425,0.6180402,"('incapable', 'capable')",0.5443043,0.6180402,0.0737359
55,1.1861646,1.320601,"('incompetent', 'clever')",1.1861646,1.320601,0.1344364
56,0.54582095,0.6312705,"('impractical', 'practical')",0.545821,0.6312705,0.0854495
57,-1.3953718,-1.6477553,"('unimaginative', 'imaginative')",-1.3953718,-1.6477553,-0.2523835
58,0.47578582,0.42775548,"('undiscriminating', 'discriminating')",0.4757858,0.4277555,-0.0480303
59,-0.1883094,-0.2380364,"('foolish', 'wise')",-0.1883094,-0.2380364,-0.049727
60,0.43954936,0.8599803,"('inefficient', 'efficient')",0.4395494,0.8599803,0.4204309
61,0.12832317,0.08562295,"('illogical', 'logical')",0.1283232,0.085623,-0.0427002
62,0.6119734,0.8780061,"('incompetent', 'brilliant')",0.6119734,0.8780061,0.2660327
63,0.1442256,0.2849967,"('unperceptive', 'insightful')",0.1442256,0.2849967,0.1407711
64,-5.5131593,-5.4000793,"('shy', 'confident')",-5.5131593,-5.4000793,0.11308
65,0.8323534,1.114347,"('insecure', 'secure')",0.8323534,1.114347,0.2819936
66,-0.07076208,-0.3162307,"('inactive', 'active')",-0.0707621,-0.3162307,-0.2454686
67,-0.7062937,-0.6622334,"('doubtful', 'determined')",-0.7062937,-0.6622334,0.0440603
68,-0.9425912,-0.8203195,"('dependent', 'independent')",-0.9425912,-0.8203195,0.1222717
69,-1.923607,-2.0691059,"('lazy', 'industrious')",-1.923607,-2.0691059,-0.1454989
70,1.9120685,1.888133,"('lethargic', 'energetic')",1.9120685,1.888133,-0.0239355
71,0.044924796,0.035361078,"('diffident', 'self-confident')",0.0449248,0.0353611,-0.0095637
72,0.821493,1.1205449,"('unambitious', 'ambitious')",0.821493,1.1205449,0.2990519
73,-2.5517752,-2.593159,"('helpless', 'self-reliant')",-2.5517752,-2.593159,-0.0413838
74,0.52337587,0.29571602,"('undedicated', 'dedicated')",0.5233759,0.295716,-0.2276599
75,-0.7087877,-0.7546251,"('meek', 'impulsive')",-0.7087877,-0.7546251,-0.0458374
76,0.7004492,0.8506839,"('anxious', 'daring')",0.7004492,0.8506839,0.1502347
77,-1.4024199,-1.2117531,"('unmotivated', 'motivated')",-1.4024199,-1.2117531,0.1906668
78,-1.0688632,-1.1464093,"('nonresilient', 'resilient')",-1.0688632,-1.1464093,-0.0775461
79,-0.14817208,-0.30465865,"('wavering', 'unwavering')",-0.1481721,-0.3046587,-0.1564866
80,0.3424733,0.31635445,"('dominated', 'dominating')",0.3424733,0.3163545,-0.0261188
81,0.2884278,0.46322837,"('submissive', 'aggressive')",0.2884278,0.4632284,0.1748006
82,5.8372045,5.8847117,"('poor', 'rich')",5.8372045,5.8847117,0.0475072
83,-0.24764892,-0.15396908,"('powerless', 'powerful')",-0.2476489,-0.1539691,0.0936798
84,0.32941985,0.23625034,"('inferior', 'superior')",0.3294199,0.2362503,-0.0931696
85,-1.4045082,-1.588784,"('insignificant', 'prestigious')",-1.4045082,-1.588784,-0.1842758
86,0.95681894,0.8775854,"('uninfluential', 'influential')",0.9568189,0.8775854,-0.0792335
87,-0.098002,-0.08375551,"('unsuccessful', 'successful')",-0.098002,-0.0837555,0.0142465
88,0.027533174,-0.0071757217,"('low', 'eminent')",0.0275332,-0.0071757,-0.0347089
