,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
0,0.9968087,0.68610054,"('unsociable', 'sociable')",0.9968087,0.6861005,-0.3107082
1,0.38767496,0.41285944,"('unfriendly', 'friendly')",0.387675,0.4128594,0.0251844
2,0.60843253,0.8142238,"('unlikable', 'likable')",0.6084325,0.8142238,0.2057913
3,0.7441691,0.85606736,"('repellent', 'pleasant')",0.7441691,0.8560674,0.1118983
4,-6.949478,-7.066111,"('disliked', 'liked')",-6.9494781,-7.0661111,-0.116633
5,-2.1361082,-1.8715593,"('distant', 'outgoing')",-2.1361082,-1.8715593,0.2645489
6,-1.6800017,-1.4707234,"('distant', 'open')",-1.6800017,-1.4707234,0.2092783
7,0.9179334,0.7762207,"('insensitive', 'sensitive')",0.9179334,0.7762207,-0.1417127
8,0.33338878,0.48062313,"('unaffectionate', 'affectionate')",0.3333888,0.4806231,0.1472343
9,1.398132,1.523984,"('unaffectionate', 'caring')",1.398132,1.523984,0.125852
10,1.668761,1.6053395,"('unsympathetic', 'sympathetic')",1.668761,1.6053395,-0.0634215
11,3.662676,3.6006322,"('unhelpful', 'helpful')",3.6626761,3.6006322,-0.0620439
12,-1.2052901,-1.3428982,"('unsupportive', 'supportive')",-1.2052901,-1.3428982,-0.1376081
13,1.0384581,0.8702353,"('impolite', 'polite')",1.0384581,0.8702353,-0.1682228
14,1.3920289,1.0782187,"('antisocial', 'social')",1.3920289,1.0782187,-0.3138102
15,0.23976184,0.340588,"('boring', 'funny')",0.2397618,0.340588,0.1008262
16,-0.16147119,-0.20336369,"('unpopular', 'popular')",-0.1614712,-0.2033637,-0.0418925
17,0.23879986,0.12778887,"('nasty', 'nice')",0.2387999,0.1277889,-0.111011
18,-1.1761829,-1.2504529,"('disagreeable', 'welcoming')",-1.1761829,-1.2504529,-0.07427
19,-1.2582237,-1.1318499,"('inhospitable', 'hospitable')",-1.2582237,-1.1318499,0.1263738
20,1.3823259,1.1567765,"('rough', 'thoughtful')",1.3823259,1.1567765,-0.2255494
21,0.94475687,0.8264433,"('immoral', 'moral')",0.9447569,0.8264433,-0.1183136
22,0.25020683,-0.005707778,"('untrustworthy', 'trustworthy')",0.2502068,-0.0057078,-0.2559146
23,6.659364,6.674657,"('insincere', 'sincere')",6.6593642,6.6746569,0.0152927
24,1.492523,1.5327519,"('dishonest', 'honest')",1.492523,1.5327519,0.0402289
25,0.30952397,0.21615414,"('egoistic', 'altruistic')",0.309524,0.2161541,-0.0933699
26,1.1442242,0.6968831,"('hardhearted', 'benevolent')",1.1442242,0.6968831,-0.4473411
27,0.57259053,0.58264536,"('hardhearted', 'softhearted')",0.5725905,0.5826454,0.0100549
28,1.8650028,1.8247479,"('disloyal', 'loyal')",1.8650028,1.8247479,-0.0402549
29,-0.90053946,-1.0439968,"('unfair', 'fair')",-0.9005395,-1.0439968,-0.1434573
30,1.4703821,1.5521228,"('intolerant', 'tolerant')",1.4703821,1.5521228,0.0817407
31,-2.931114,-2.9543853,"('evil', 'good')",-2.931114,-2.9543853,-0.0232713
32,1.6342158,1.4719479,"('unkind', 'kind')",1.6342158,1.4719479,-0.1622679
33,-0.57209146,-0.7272353,"('wrong', 'right')",-0.5720915,-0.7272353,-0.1551438
34,4.428791,4.8333993,"('mean', 'honorable')",4.428791,4.8333993,0.4046083
35,-2.2676091,-2.3398619,"('corrupt', 'incorrupt')",-2.2676091,-2.3398619,-0.0722528
36,-1.34594,-1.3555303,"('hostile', 'amicable')",-1.34594,-1.3555303,-0.0095903
37,0.7175585,0.8067069,"('fake', 'genuine')",0.7175585,0.8067069,0.0891484
38,0.98382974,0.8907667,"('untruthful', 'truthful')",0.9838297,0.8907667,-0.093063
39,1.527451,1.440843,"('exploitative', 'cooperative')",1.527451,1.440843,-0.086608
40,-2.548634,-2.7007294,"('stingy', 'generous')",-2.5486341,-2.7007294,-0.1520953
41,0.7794981,0.7015998,"('unforgiving', 'forgiving')",0.7794981,0.7015998,-0.0778983
