,cocoa_male,cocoa_female,tuple,average_male,average_female,female-male
0,0.13544449,0.06268955,"('unsociable', 'sociable')",0.1354445,0.0626896,-0.0727549
1,1.1919252,1.1755344,"('unfriendly', 'friendly')",1.1919252,1.1755344,-0.0163908
2,0.531045,0.59650254,"('unlikable', 'likable')",0.531045,0.5965025,0.0654575
3,1.0311835,1.0909106,"('repellent', 'pleasant')",1.0311835,1.0909106,0.0597271
4,-7.228028,-7.2396255,"('disliked', 'liked')",-7.2280278,-7.2396255,-0.0115977
5,-0.33222958,-0.30428737,"('distant', 'outgoing')",-0.3322296,-0.3042874,0.0279422
6,0.11068903,0.09067847,"('distant', 'open')",0.110689,0.0906785,-0.0200105
7,1.3676683,1.356285,"('insensitive', 'sensitive')",1.3676683,1.356285,-0.0113833
8,1.2064966,1.1146542,"('unaffectionate', 'affectionate')",1.2064966,1.1146542,-0.0918424
9,1.3856677,1.4401011,"('unaffectionate', 'caring')",1.3856677,1.4401011,0.0544334
10,1.3414942,1.2269008,"('unsympathetic', 'sympathetic')",1.3414942,1.2269008,-0.1145934
11,1.7088444,1.7298813,"('unhelpful', 'helpful')",1.7088444,1.7298813,0.0210369
12,-1.173058,-1.1713531,"('unsupportive', 'supportive')",-1.173058,-1.1713531,0.0017049
13,0.000805974,-0.005589746,"('impolite', 'polite')",0.000806,-0.0055897,-0.0063957
14,0.34929734,0.35215697,"('antisocial', 'social')",0.3492973,0.352157,0.0028597
15,0.37282592,0.39295244,"('boring', 'funny')",0.3728259,0.3929524,0.0201265
16,-0.51972115,-0.419033,"('unpopular', 'popular')",-0.5197212,-0.419033,0.1006882
17,0.11921632,0.092481755,"('nasty', 'nice')",0.1192163,0.0924818,-0.0267345
18,-0.35267916,-0.32820675,"('disagreeable', 'welcoming')",-0.3526792,-0.3282067,0.0244725
19,-0.49876255,-0.49742696,"('inhospitable', 'hospitable')",-0.4987625,-0.497427,0.0013355
20,0.89068025,0.76726204,"('rough', 'thoughtful')",0.8906803,0.767262,-0.1234183
21,0.24768165,0.3171184,"('immoral', 'moral')",0.2476816,0.3171184,0.0694368
22,0.13982508,0.094181895,"('untrustworthy', 'trustworthy')",0.1398251,0.0941819,-0.0456432
