,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,female-male
0,0.40620112,0.22734395,"('unsociable', 'sociable')",1.3207766,1.1227053,0.96232426,0.78833085,0.34843704,0.30252898,0.7594348,0.6102272,-0.1492076
1,-0.5969796,-0.5698208,"('unfriendly', 'friendly')",-0.98436546,-0.98200417,-1.4217731,-1.5690259,-0.9818286,-1.0723355,-0.9962367,-1.0482967,-0.05206
2,1.9187977,2.0386574,"('unlikable', 'likable')",2.0374484,2.1322408,0.8929039,0.9362549,1.230743,1.2607638,1.5199733,1.5919793,0.072006
3,-0.33648834,-0.3457865,"('repellent', 'pleasant')",0.40799144,0.39283505,0.2998631,0.40698367,0.49499968,0.62014973,0.2165915,0.2685455,0.051954
4,-0.035725385,-0.05795283,"('disliked', 'liked')",-1.15669,-1.0036334,-0.86393017,-0.88317704,-3.9252665,-4.053188,-1.4954031,-1.4994878,-0.0040847
5,-1.3806901,-1.1247691,"('distant', 'outgoing')",-1.1564704,-0.8480996,-2.1282303,-2.0528207,-2.6962526,-2.706618,-1.8404109,-1.6830769,0.157334
6,-1.452775,-1.2065313,"('distant', 'open')",-2.0156267,-1.7483785,-2.900289,-2.8347695,-2.7814424,-2.764818,-2.2875333,-2.1386244,0.1489089
7,0.435479,0.41874284,"('insensitive', 'sensitive')",0.7705861,0.75482315,0.2226451,0.24151918,0.15800865,0.2375504,0.3966797,0.4131589,0.0164792
8,-0.79324,-0.7184328,"('unaffectionate', 'affectionate')",-1.0281113,-0.9568225,-1.4080089,-1.498032,-1.5039041,-1.5762056,-1.183316,-1.1873733,-0.0040573
9,-0.19045728,-0.08721843,"('unaffectionate', 'caring')",0.03227245,0.09105289,-1.1348644,-1.2346733,-1.0269201,-1.0444326,-0.5799924,-0.5688179,0.0111745
10,-0.35868317,-0.43709737,"('unsympathetic', 'sympathetic')",0.5125118,0.3412412,0.8106256,0.7355283,0.30770165,0.30858925,0.318039,0.2370653,-0.0809737
