,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
0,-0.0694066,-0.11661895,"('unsociable', 'sociable')",-0.0694066,-0.116619,-0.0472124
1,-0.050436825,-0.29416737,"('unfriendly', 'friendly')",-0.0504368,-0.2941674,-0.2437306
2,0.25170073,0.25677714,"('unlikable', 'likable')",0.2517007,0.2567771,0.0050764
3,-1.3222649,-1.2154037,"('repellent', 'pleasant')",-1.3222649,-1.2154037,0.1068612
4,-1.508344,-1.5017388,"('disliked', 'liked')",-1.5083441,-1.5017388,0.0066053
5,-0.76500535,-0.96088654,"('distant', 'outgoing')",-0.7650054,-0.9608865,-0.1958811
6,-0.6619599,-0.86986214,"('distant', 'open')",-0.6619599,-0.8698621,-0.2079022
7,-0.31588194,-0.23017833,"('insensitive', 'sensitive')",-0.3158819,-0.2301783,0.0857036
8,-0.33122838,-0.5714059,"('unaffectionate', 'affectionate')",-0.3312284,-0.5714059,-0.2401775
9,-0.316519,-0.48769242,"('unaffectionate', 'caring')",-0.316519,-0.4876924,-0.1711734
10,-1.1336131,-1.104338,"('unsympathetic', 'sympathetic')",-1.1336131,-1.104338,0.0292751
11,-0.10113125,-0.07964517,"('unhelpful', 'helpful')",-0.1011313,-0.0796452,0.0214861
12,-0.88099396,-0.8377869,"('unsupportive', 'supportive')",-0.880994,-0.8377869,0.0432071
13,0.08441971,0.19930038,"('impolite', 'polite')",0.0844197,0.1993004,0.1148807
14,-0.28435746,-0.1866706,"('antisocial', 'social')",-0.2843575,-0.1866706,0.0976869
15,0.7415179,0.5953785,"('boring', 'funny')",0.7415179,0.5953785,-0.1461394
16,0.09278639,0.024918798,"('unpopular', 'popular')",0.0927864,0.0249188,-0.0678676
17,-0.37313962,-0.33726555,"('nasty', 'nice')",-0.3731396,-0.3372656,0.035874
18,-0.4624726,-0.4698383,"('disagreeable', 'welcoming')",-0.4624726,-0.4698383,-0.0073657
19,-2.4858057,-2.5756822,"('inhospitable', 'hospitable')",-2.4858057,-2.5756822,-0.0898765
20,-0.1030575,-0.046868533,"('rough', 'thoughtful')",-0.1030575,-0.0468685,0.056189
21,-0.6321055,-0.49539354,"('immoral', 'moral')",-0.6321055,-0.4953935,0.136712
22,-0.22115652,-0.16519105,"('untrustworthy', 'trustworthy')",-0.2211565,-0.1651911,0.0559654
23,0.70997703,0.6832008,"('insincere', 'sincere')",0.709977,0.6832008,-0.0267762
24,-0.1584655,-0.15578173,"('dishonest', 'honest')",-0.1584655,-0.1557817,0.0026838
25,0.5502295,0.5162709,"('egoistic', 'altruistic')",0.5502295,0.5162709,-0.0339586
26,1.1649115,0.90910673,"('hardhearted', 'benevolent')",1.1649115,0.9091067,-0.2558048
27,0.28119674,0.21844569,"('hardhearted', 'softhearted')",0.2811967,0.2184457,-0.062751
28,0.13085021,-0.009890778,"('disloyal', 'loyal')",0.1308502,-0.0098908,-0.140741
29,-0.055782087,-0.11021286,"('unfair', 'fair')",-0.0557821,-0.1102129,-0.0544308
30,0.3063683,0.3331638,"('intolerant', 'tolerant')",0.3063683,0.3331638,0.0267955
