,formation_male,formation_female,tuple,average_male,average_female,female-male
0,1.0445347,0.5837401,"('unsociable', 'sociable')",1.0445347,0.5837401,-0.4607946
1,0.1955601,0.27621716,"('unfriendly', 'friendly')",0.1955601,0.2762172,0.0806571
2,0.6272778,0.757412,"('unlikable', 'likable')",0.6272778,0.757412,0.1301342
3,1.1047343,1.04287,"('repellent', 'pleasant')",1.1047343,1.04287,-0.0618643
4,-6.559346,-6.77783,"('disliked', 'liked')",-6.5593462,-6.7778301,-0.2184839
5,-1.8510444,-1.2822571,"('distant', 'outgoing')",-1.8510444,-1.2822571,0.5687873
6,-1.790456,-1.2293677,"('distant', 'open')",-1.7904561,-1.2293677,0.5610884
7,0.7721593,0.59926033,"('insensitive', 'sensitive')",0.7721593,0.5992603,-0.172899
8,0.2713014,0.5086479,"('unaffectionate', 'affectionate')",0.2713014,0.5086479,0.2373465
9,1.2162327,1.3505701,"('unaffectionate', 'caring')",1.2162327,1.3505701,0.1343374
10,1.5800381,1.3584117,"('unsympathetic', 'sympathetic')",1.5800381,1.3584117,-0.2216264
11,3.047451,2.8037305,"('unhelpful', 'helpful')",3.047451,2.8037305,-0.2437205
12,-1.2191008,-1.3574399,"('unsupportive', 'supportive')",-1.2191008,-1.3574399,-0.1383391
13,0.8392702,0.59299505,"('impolite', 'polite')",0.8392702,0.592995,-0.2462752
14,1.3007624,0.88023794,"('antisocial', 'social')",1.3007624,0.8802379,-0.4205245
15,0.5522439,0.51197016,"('boring', 'funny')",0.5522439,0.5119702,-0.0402737
16,0.11815778,0.031553686,"('unpopular', 'popular')",0.1181578,0.0315537,-0.0866041
17,-0.27496395,-0.15681055,"('nasty', 'nice')",-0.2749639,-0.1568106,0.1181533
18,-1.2046313,-1.084253,"('disagreeable', 'welcoming')",-1.2046313,-1.084253,0.1203783
19,-1.1560462,-0.9966547,"('inhospitable', 'hospitable')",-1.1560462,-0.9966547,0.1593915
20,0.8911996,0.7194328,"('rough', 'thoughtful')",0.8911996,0.7194328,-0.1717668
21,1.1133962,0.7696265,"('immoral', 'moral')",1.1133962,0.7696265,-0.3437697
22,0.20848617,-0.012137147,"('untrustworthy', 'trustworthy')",0.2084862,-0.0121371,-0.2206233
23,6.5822306,6.4879136,"('insincere', 'sincere')",6.5822306,6.4879136,-0.094317
24,1.2034984,1.282064,"('dishonest', 'honest')",1.2034984,1.282064,0.0785656
25,0.015931726,0.058107417,"('egoistic', 'altruistic')",0.0159317,0.0581074,0.0421757
26,0.71736145,0.5185707,"('hardhearted', 'benevolent')",0.7173615,0.5185707,-0.1987908
27,0.60655123,0.6779264,"('hardhearted', 'softhearted')",0.6065512,0.6779264,0.0713752
28,0.8396822,0.71223235,"('disloyal', 'loyal')",0.8396822,0.7122324,-0.1274498
29,-0.8620632,-0.86785686,"('unfair', 'fair')",-0.8620632,-0.8678569,-0.0057937
30,1.2024993,1.0603399,"('intolerant', 'tolerant')",1.2024993,1.0603399,-0.1421594
31,-2.680067,-2.3150592,"('evil', 'good')",-2.6800671,-2.3150592,0.3650079
32,1.6666127,1.4302503,"('unkind', 'kind')",1.6666127,1.4302503,-0.2363624
33,-0.88204795,-0.8004672,"('wrong', 'right')",-0.882048,-0.8004672,0.0815808
34,4.565677,4.796967,"('mean', 'honorable')",4.5656772,4.796967,0.2312898
35,-1.9179919,-1.7591026,"('corrupt', 'incorrupt')",-1.9179919,-1.7591026,0.1588893
36,-1.4402653,-1.3991863,"('hostile', 'amicable')",-1.4402653,-1.3991863,0.041079
37,0.29210952,0.35621685,"('fake', 'genuine')",0.2921095,0.3562168,0.0641073
38,0.59760857,0.48997283,"('untruthful', 'truthful')",0.5976086,0.4899728,-0.1076358
39,0.07824951,0.089904025,"('exploitative', 'cooperative')",0.0782495,0.089904,0.0116545
40,-2.796375,-2.7430594,"('stingy', 'generous')",-2.796375,-2.7430594,0.0533156
41,0.14132084,-0.04001138,"('unforgiving', 'forgiving')",0.1413208,-0.0400114,-0.1813322
42,-1.9630727,-2.1460843,"('unreliable', 'reliable')",-1.9630727,-2.1460843,-0.1830116
43,1.5929748,1.445902,"('irresponsible', 'responsible')",1.5929748,1.445902,-0.1470728
44,-1.0269136,-0.9576738,"('prejudiced', 'unprejudiced')",-1.0269136,-0.9576738,0.0692398
45,0.84500057,0.5689663,"('incompetent', 'competent')",0.8450006,0.5689663,-0.2760343
46,0.05700805,-0.29508585,"('uncompetitive', 'competitive')",0.0570081,-0.2950858,-0.3520939
47,4.934379,5.204209,"('stupid', 'smart')",4.9343791,5.2042089,0.2698298
48,0.88426614,0.7072845,"('unintelligent', 'intelligent')",0.8842661,0.7072845,-0.1769816
49,0.22203165,0.29523808,"('unable', 'able')",0.2220317,0.2952381,0.0732064
50,-0.16824186,-0.16509938,"('clumsy', 'skillful')",-0.1682419,-0.1650994,0.0031425
51,0.9650759,0.6140689,"('uneducated', 'educated')",0.9650759,0.6140689,-0.351007
52,-1.1333312,-1.1141212,"('irrational', 'rational')",-1.1333312,-1.1141212,0.01921
53,-0.30097622,-0.19983205,"('uncreative', 'creative')",-0.3009762,-0.1998321,0.1011441
54,0.8289779,0.88288206,"('incapable', 'capable')",0.8289779,0.8828821,0.0539042
55,1.4638109,1.1774504,"('incompetent', 'clever')",1.4638109,1.1774504,-0.2863605
56,1.9511298,1.5285106,"('impractical', 'practical')",1.9511298,1.5285106,-0.4226192
57,-2.429544,-2.7243383,"('unimaginative', 'imaginative')",-2.429544,-2.7243383,-0.2947943
58,-0.27671412,-0.26786304,"('undiscriminating', 'discriminating')",-0.2767141,-0.267863,0.0088511
59,-0.4244084,-0.20253946,"('foolish', 'wise')",-0.4244084,-0.2025395,0.2218689
60,1.4461536,1.2880911,"('inefficient', 'efficient')",1.4461536,1.2880911,-0.1580625
61,0.044815063,-0.19033825,"('illogical', 'logical')",0.0448151,-0.1903383,-0.2351534
62,1.9314378,1.7362527,"('incompetent', 'brilliant')",1.9314378,1.7362527,-0.1951851
63,1.0245184,0.8396115,"('unperceptive', 'insightful')",1.0245184,0.8396115,-0.1849069
64,-5.112457,-5.440847,"('shy', 'confident')",-5.1124568,-5.4408469,-0.3283901
65,0.8371007,0.6707578,"('insecure', 'secure')",0.8371007,0.6707578,-0.1663429
66,-0.78082305,-0.76066345,"('inactive', 'active')",-0.7808231,-0.7606634,0.0201597
67,-0.1998791,-0.15897958,"('doubtful', 'determined')",-0.1998791,-0.1589796,0.0408995
68,-0.5867698,-0.5739338,"('dependent', 'independent')",-0.5867698,-0.5739338,0.012836
69,-1.7853856,-1.6597757,"('lazy', 'industrious')",-1.7853856,-1.6597757,0.1256099
70,1.8463356,1.562036,"('lethargic', 'energetic')",1.8463356,1.562036,-0.2842996
71,0.057269484,0.17555162,"('diffident', 'self-confident')",0.0572695,0.1755516,0.1182821
72,0.70463175,0.79211396,"('unambitious', 'ambitious')",0.7046317,0.792114,0.0874823
73,-3.0738819,-3.018492,"('helpless', 'self-reliant')",-3.0738819,-3.018492,0.0553899
74,-0.10147601,-0.23011073,"('undedicated', 'dedicated')",-0.101476,-0.2301107,-0.1286347
75,-0.9249848,-0.7306192,"('meek', 'impulsive')",-0.9249848,-0.7306192,0.1943656
76,0.30606332,0.30843675,"('anxious', 'daring')",0.3060633,0.3084368,0.0023735
77,-0.5598692,-0.7106624,"('unmotivated', 'motivated')",-0.5598692,-0.7106624,-0.1507932
78,-0.6695212,-0.85620904,"('nonresilient', 'resilient')",-0.6695212,-0.856209,-0.1866878
79,-0.771816,-0.62881845,"('wavering', 'unwavering')",-0.771816,-0.6288185,0.1429975
80,0.4049305,0.08714894,"('dominated', 'dominating')",0.4049305,0.0871489,-0.3177816
81,0.8856892,0.58114064,"('submissive', 'aggressive')",0.8856892,0.5811406,-0.3045486
82,6.5063524,6.69614,"('poor', 'rich')",6.5063524,6.6961398,0.1897874
83,-0.17302662,-0.31243664,"('powerless', 'powerful')",-0.1730266,-0.3124366,-0.13941
84,-0.31440562,-0.24969077,"('inferior', 'superior')",-0.3144056,-0.2496908,0.0647148
