,t_male,t_female,tuple,mobile_male,mobile_female,u_male,u_female,s_male,s_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.78293,-0.91073996,"('unsociable', 'sociable')",0.28977638,0.32647562,0.20935756,0.16334179,0.023478787,-0.10334616,-0.03278081,-0.10115031,-0.0586196,-0.1250838,-0.0664642
1,-0.40849024,-0.49198315,"('unfriendly', 'friendly')",-0.9388334,-1.0279975,-1.554526,-1.6290431,-1.5254128,-1.4741334,1.2765092,1.1437633,-0.6301506,-0.6958787,-0.0657281
2,1.453858,1.4563994,"('unlikable', 'likable')",-0.23489794,-0.25628293,1.5052915,1.5951022,1.6142771,1.6985588,0.27261424,0.31627423,0.9222286,0.9620103,0.0397817
3,-0.6122639,-0.5107145,"('repellent', 'pleasant')",-0.57191014,-0.33456373,0.38164198,0.64051104,1.156736,1.2554114,0.81020045,0.89777404,0.2328809,0.3896836,0.1568027
4,0.26935363,0.286873,"('disliked', 'liked')",-0.043480255,-0.14394325,-0.32235962,-0.52614003,0.18923987,0.118154526,-6.888657,-7.0354633,-1.3591807,-1.4601038,-0.1009231
5,-0.1829558,-0.038770247,"('distant', 'outgoing')",-0.5929389,-0.7677372,-0.63227546,-0.6344255,-1.4254442,-1.3297274,-0.9241884,-1.0050182,-0.7515605,-0.7551357,-0.0035752
6,-0.47891617,-0.32800904,"('distant', 'open')",-0.85751814,-0.9795805,-0.5811477,-0.5282718,-1.3472896,-1.1753011,0.06220784,-0.016265221,-0.6405327,-0.6054855,0.0350472
7,-0.6937778,-0.80793387,"('insensitive', 'sensitive')",-0.12332848,0.025996186,0.39034268,0.4451216,-0.13350028,-0.052942805,0.74431914,0.7881854,0.0368111,0.0796853,0.0428742
8,-0.3922229,-0.38940102,"('unaffectionate', 'affectionate')",-0.65796965,-0.8062759,-2.1114547,-2.1230824,-2.3770366,-2.2486892,0.101018086,-0.01690894,-1.0875332,-1.1168715,-0.0293383
9,0.20088154,0.20418376,"('unaffectionate', 'caring')",-0.3858721,-0.43171626,-1.125585,-1.0837368,-1.3131784,-1.1898234,0.6900073,0.6559272,-0.3867493,-0.3690331,0.0177162
10,-1.2995454,-1.3753341,"('unsympathetic', 'sympathetic')",-1.2098491,-0.8774618,-0.2623396,0.008863432,-0.30798128,-0.18287106,-0.24504176,-0.14027894,-0.6649515,-0.5134165,0.151535
11,0.366628,0.32408214,"('unhelpful', 'helpful')",0.6715415,0.75958526,0.82811296,0.9779129,0.70945144,0.7515192,1.5062335,1.6319095,0.8163935,0.8890018,0.0726083
12,0.41782457,0.60153663,"('unsupportive', 'supportive')",0.24760845,0.40531135,-0.28932187,-0.051477134,-0.67539644,-0.48867068,-2.5467412,-2.5003738,-0.5692053,-0.4067348,0.1624705
13,-0.7664584,-0.7823627,"('impolite', 'polite')",0.28255305,0.42377153,0.8944002,0.95515954,0.8006755,0.75939167,0.19538924,0.24608639,0.2813119,0.3204093,0.0390974
14,0.58374655,0.42853838,"('antisocial', 'social')",0.29560354,0.2684674,0.55852365,0.6194487,1.5568619,1.4958163,-0.248992,-0.2275087,0.5491488,0.5169524,-0.0321964
15,0.8888488,0.6880092,"('boring', 'funny')",0.31552547,0.11205126,0.79724526,0.5877411,1.2697169,1.1592597,0.3937114,0.31524837,0.7330096,0.5724619,-0.1605477
16,-0.46198922,-0.42253914,"('unpopular', 'popular')",0.0806197,0.099460095,-0.55586654,-0.60517853,0.332649,0.30432862,1.0754155,1.0157833,0.0941657,0.0783709,-0.0157948
17,0.26352006,0.3153296,"('nasty', 'nice')",0.14262965,0.2609833,-0.46314746,-0.3286716,-0.28145856,-0.20532936,-0.31884092,-0.26735693,-0.1314595,-0.045009,0.0864505
18,-0.19413,-0.1346894,"('disagreeable', 'welcoming')",-0.80595237,-0.91411114,-0.543743,-0.4220725,-0.8044199,-0.6985863,-0.56672376,-0.649753,-0.5829938,-0.5638425,0.0191513
19,0.23160568,0.3284035,"('inhospitable', 'hospitable')",-1.2649401,-1.2430388,-0.32242393,-0.24819659,-0.045569535,0.038413543,-0.6628564,-0.6579118,-0.4128369,-0.356466,0.0563709
20,-0.37367105,-0.3696351,"('rough', 'thoughtful')",-0.031118795,0.040448308,0.17551935,0.2889294,0.1526847,0.15578407,1.156769,1.1400542,0.2160367,0.2511162,0.0350795
21,0.5345747,0.39957184,"('immoral', 'moral')",-0.5194477,-0.40476137,0.9188419,1.0852144,1.7952566,1.7945822,-0.15307193,-0.10225226,0.5152308,0.554471,0.0392402
22,-0.08968169,-0.175316,"('untrustworthy', 'trustworthy')",-0.47140896,-0.4339742,0.317342,0.3712268,0.29614794,0.24975525,-0.9521401,-1.0150023,-0.1799482,-0.2006621,-0.0207139
23,-0.505952,-0.59938157,"('insincere', 'sincere')",0.2521148,0.38230407,0.70165914,0.80612046,0.11951405,0.1335826,6.1527033,6.154663,1.3440079,1.3754578,0.0314499
24,0.30366158,0.20751198,"('dishonest', 'honest')",-0.6260071,-0.6771194,0.42080563,0.44178563,-1.0586972,-1.0222363,0.6383786,0.54208654,-0.0643717,-0.1015943,-0.0372226
25,-0.23700684,-0.32191348,"('egoistic', 'altruistic')",-1.1553776,-1.3272775,-0.8628297,-1.08067,-0.86504,-0.9366682,1.1207747,1.0679266,-0.3998959,-0.5197205,-0.1198246
26,0.114988744,0.12326647,"('hardhearted', 'benevolent')",-0.25357944,-0.33453858,-0.55850345,-0.57140267,-0.11953592,-0.03634363,0.78444314,0.7057686,-0.0064374,-0.02265,-0.0162126
27,-0.56345314,-0.5225141,"('hardhearted', 'softhearted')",-1.0325332,-1.0487063,-1.0790012,-1.0216489,-0.8598502,-0.85565567,0.96815664,0.8583033,-0.5133362,-0.5180443,-0.0047081
28,-0.29177368,-0.45056167,"('disloyal', 'loyal')",0.05756951,-0.031897392,0.1724432,0.16398515,-0.32875648,-0.36571196,1.1070247,0.9925941,0.1433014,0.0616817,-0.0816197
29,0.43745512,0.3247884,"('unfair', 'fair')",0.07114348,-0.046465084,0.122996815,-0.020766549,-0.8309221,-1.0114677,-0.9327218,-1.0557581,-0.2264097,-0.3619338,-0.1355241
30,0.09558606,0.037998967,"('intolerant', 'tolerant')",0.47114486,0.53409797,1.2872936,1.2918,1.0192796,0.9617121,1.1472261,1.1001298,0.8041059,0.7851478,-0.0189581
31,0.37903473,0.648692,"('evil', 'good')",-0.65578634,-0.7008843,-0.90464735,-0.7918257,-1.2001171,-1.0705119,-1.0424345,-1.1438862,-0.6847901,-0.6116832,0.0731069
32,0.57392937,0.42982545,"('unkind', 'kind')",0.20566405,0.22496624,0.20083486,0.1842797,0.5108767,0.50184757,0.47063822,0.32975537,0.3923886,0.3341349,-0.0582537
33,0.20026174,0.1806938,"('wrong', 'right')",-0.007146068,-0.15706278,0.1137382,-0.0020844117,-0.6226216,-0.62094796,-1.0023468,-1.0407349,-0.2636229,-0.3280272,-0.0644043
34,0.11158863,0.20884351,"('mean', 'honorable')",0.762085,0.95504206,0.49203297,0.6546237,0.07294426,0.15086171,6.212354,6.2773323,1.5302011,1.6493406,0.1191395
35,0.43462127,0.36961722,"('corrupt', 'incorrupt')",-0.47996417,-0.76712257,-0.7070851,-1.0442464,-0.98320293,-1.1504662,-0.35778287,-0.5715654,-0.4186828,-0.6327567,-0.2140739
36,0.45906004,0.39711258,"('hostile', 'amicable')",-0.8072694,-0.9915299,-2.219704,-2.3822944,-1.736939,-1.7730466,-0.102111295,-0.29894257,-0.8813928,-1.0097402,-0.1283474
37,-0.33406532,-0.42835456,"('fake', 'genuine')",-0.34274217,-0.33481997,-0.24582109,-0.19747528,-0.17332472,-0.124781355,0.20037887,0.15903261,-0.1791149,-0.1852797,-0.0061648
38,-0.5568154,-0.5122616,"('untruthful', 'truthful')",-0.83671206,-0.84587336,-0.30108804,-0.20647377,-0.82306504,-0.7096503,-0.28546706,-0.27088463,-0.5606296,-0.5090287,0.0516009
39,1.5091426,1.5205346,"('exploitative', 'cooperative')",1.5383909,1.4836705,1.0180856,1.0203935,0.9676059,1.001406,0.33483887,0.30214033,1.0736128,1.065629,-0.0079838
40,-0.32082278,-0.23388566,"('stingy', 'generous')",-0.09802225,-0.09108563,-0.2042125,-0.24221799,-0.81383395,-0.72185093,-1.7541676,-1.8445319,-0.6382118,-0.6267144,0.0114974
41,-0.1412316,-0.107250884,"('unforgiving', 'forgiving')",-0.6739712,-0.5771869,-0.29879752,-0.11891778,-0.5096961,-0.3647141,-0.4215327,-0.48808354,-0.4090458,-0.3312306,0.0778152
42,0.055874936,0.04501337,"('unreliable', 'reliable')",-0.2358847,-0.117729254,0.96507096,1.1781707,1.0333353,1.1549531,-3.3907928,-3.2936332,-0.3144793,-0.2066451,0.1078342
43,-0.13891752,-0.04294669,"('irresponsible', 'responsible')",0.0067955405,0.21261099,0.73375744,1.0222211,0.34741879,0.48467416,0.55788517,0.54993534,0.3013879,0.445299,0.1439111
44,0.6269343,0.60551476,"('prejudiced', 'unprejudiced')",0.2847404,0.25524658,0.66271514,0.6190437,0.8273391,0.7985772,-1.0753174,-1.1078022,0.2652823,0.234116,-0.0311663
45,-0.7801288,-0.7485537,"('incompetent', 'competent')",-0.44068778,-0.14220253,-0.043198083,0.21568288,0.866693,0.93671465,-0.1987401,-0.20101622,-0.1192124,0.012125,0.1313374
46,-1.5676436,-1.6099923,"('uncompetitive', 'competitive')",0.13040136,0.44012558,-0.009314174,0.27990595,0.39379686,0.43277836,-0.2569576,-0.22279184,-0.2619434,-0.1359949,0.1259485
47,-0.012673825,0.085397705,"('stupid', 'smart')",1.2679136,1.4494805,1.1088209,1.1840972,1.052123,1.1216228,5.918377,5.985021,1.8669121,1.9651239,0.0982118
48,-0.5587165,-0.61744577,"('unintelligent', 'intelligent')",-0.23233788,-0.13571239,-0.77350986,-0.7390794,-0.43634817,-0.42056948,0.44410047,0.45136812,-0.3113624,-0.2922878,0.0190746
49,-0.46419954,-0.39063758,"('unable', 'able')",-0.33785117,-0.24810219,-0.041071557,0.13228416,-0.07611291,-0.017136045,-0.15244146,-0.08619133,-0.2143353,-0.1219566,0.0923787
50,0.42378816,0.36176842,"('clumsy', 'skillful')",0.18623155,0.19565393,-0.43074465,-0.39163792,0.6086238,0.6157687,0.0816911,0.06944132,0.173918,0.1701989,-0.0037191
51,0.0031784624,-0.20142436,"('uneducated', 'educated')",-0.4807305,-0.5675779,1.1373991,0.92708063,1.5628499,1.3377241,0.68656707,0.69298565,0.5818528,0.4377576,-0.1440952
52,1.4375244,1.2013861,"('irrational', 'rational')",0.26593435,-0.08421272,-0.4981858,-0.7987973,-0.60038495,-0.72450167,0.25779402,0.08408063,0.1725364,-0.064409,-0.2369454
53,-0.5613722,-0.6681479,"('uncreative', 'creative')",-1.1003444,-1.1646295,-0.8918858,-0.9405427,-0.53330153,-0.5980463,0.6189181,0.5607176,-0.4935972,-0.5621298,-0.0685326
54,0.5805292,0.36534247,"('incapable', 'capable')",-0.71582985,-0.8588944,-0.21831281,-0.35597065,-0.1072348,-0.07936697,0.9011944,0.930541,0.0880692,0.0003303,-0.0877389
55,-0.3325807,-0.3281821,"('incompetent', 'clever')",0.3865465,0.6099226,0.6284842,0.9168819,0.5990731,0.6796043,0.57444334,0.66532564,0.3711933,0.5087105,0.1375172
56,0.64732546,0.5246531,"('impractical', 'practical')",0.96643573,1.0619253,2.0373201,2.140244,1.3207313,1.2938981,0.032216154,0.05804347,1.0008058,1.0157528,0.014947
57,-1.1010345,-1.2592236,"('unimaginative', 'imaginative')",-1.7035767,-1.6678711,-0.34610546,-0.31368107,-0.26475176,-0.25828588,-2.7468538,-2.711372,-1.2324644,-1.2420867,-0.0096223
58,-1.2545526,-1.3535967,"('undiscriminating', 'discriminating')",-1.317922,-1.3041052,-0.18233566,-0.14050554,-0.6957628,-0.7006583,-0.507096,-0.53482705,-0.7915338,-0.8067386,-0.0152048
59,1.1211482,1.1622449,"('foolish', 'wise')",-0.38165504,-0.56297004,0.09639953,-0.10133855,0.13786978,0.0997331,-0.12170234,-0.1885752,0.170412,0.0818188,-0.0885932
60,0.016130738,-0.02437849,"('inefficient', 'efficient')",1.7146797,1.971889,1.2295762,1.5991713,1.0770262,1.1125798,0.15017723,0.3193558,0.837518,0.9957235,0.1582055
61,0.9624709,0.78977555,"('illogical', 'logical')",0.36374348,0.25501883,0.23665045,0.16139555,0.32278043,0.21586466,0.24256766,0.17566836,0.4256426,0.3195446,-0.106098
62,0.18028796,0.24112597,"('incompetent', 'brilliant')",0.62907165,0.8449536,0.9708516,1.2280378,1.0818012,1.1741817,0.33633885,0.53056717,0.6396702,0.8037733,0.1641031
63,-0.32544014,-0.2527815,"('unperceptive', 'insightful')",0.13139455,0.4085812,0.18992017,0.44185698,0.24452667,0.3707551,0.528919,0.6179692,0.153864,0.3172762,0.1634122
64,0.34056413,0.32396728,"('shy', 'confident')",-0.29796776,-0.32015696,0.08605806,0.09968995,0.30722982,0.31097683,-7.086252,-7.073682,-1.3300735,-1.3318409,-0.0017674
65,-0.28065035,-0.44742292,"('insecure', 'secure')",0.22375706,0.20260364,0.8213611,0.8067493,1.1049331,1.0616668,-0.19246277,-0.15262617,0.3353876,0.2941941,-0.0411935
66,-0.74984705,-0.74888426,"('inactive', 'active')",-1.4226974,-1.5112557,-0.3546793,-0.4092063,-0.11047551,-0.123785704,0.47666496,0.45504487,-0.4322069,-0.4676174,-0.0354105
67,0.7080491,0.6263559,"('doubtful', 'determined')",0.8310815,0.83234173,1.414587,1.3328881,1.2281022,1.1497642,-0.5033907,-0.4399066,0.7356858,0.7002887,-0.0353971
68,-1.3421313,-1.5442785,"('dependent', 'independent')",-1.2258408,-1.2908288,-0.39923185,-0.52023953,-0.31226778,-0.4736802,-0.5624182,-0.61850077,-0.768378,-0.8895056,-0.1211276
