,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.187713,-0.19753736,"('unsociable', 'sociable')",-0.41389495,-0.50775754,-0.300804,-0.3526475,-0.0518435
1,-0.8889653,-0.99879146,"('unfriendly', 'friendly')",2.0877197,1.9953779,0.5993772,0.4982932,-0.101084
2,0.6245925,0.602,"('unlikable', 'likable')",0.554296,0.5936942,0.5894443,0.5978471,0.0084028
3,-0.23101565,-0.09332537,"('repellent', 'pleasant')",0.045970596,0.10484472,-0.0925225,0.0057597,0.0982822
4,-0.3050866,-0.3865871,"('disliked', 'liked')",-6.484884,-6.642724,-3.3949852,-3.5146556,-0.1196704
5,-1.1428745,-1.24773,"('distant', 'outgoing')",0.11098234,0.038353253,-0.5159461,-0.6046884,-0.0887423
6,-1.6683116,-1.7146941,"('distant', 'open')",0.5781667,0.49336597,-0.5450724,-0.6106641,-0.0655917
7,-0.43048447,-0.23677807,"('insensitive', 'sensitive')",0.45439953,0.5933807,0.0119575,0.1783013,0.1663438
8,-0.5920193,-0.6950397,"('unaffectionate', 'affectionate')",1.1922793,1.099866,0.30013,0.2024132,-0.0977168
9,-0.8410901,-0.8748823,"('unaffectionate', 'caring')",1.222998,1.2217155,0.190954,0.1734166,-0.0175374
10,-0.66938776,-0.5101322,"('unsympathetic', 'sympathetic')",-0.5343065,-0.4914722,-0.6018472,-0.5008022,0.101045
11,0.45064887,0.59532183,"('unhelpful', 'helpful')",1.2942399,1.4481424,0.8724444,1.0217321,0.1492877
12,-0.0018398929,0.13394496,"('unsupportive', 'supportive')",-1.9167072,-1.8828759,-0.9592735,-0.8744655,0.084808
13,0.18873256,0.20428324,"('impolite', 'polite')",-0.8055489,-0.7576151,-0.3084082,-0.2766659,0.0317423
14,0.8658859,0.9226398,"('antisocial', 'social')",-0.413637,-0.41909617,0.2261245,0.2517718,0.0256473
15,0.148872,-0.0099803135,"('boring', 'funny')",0.58086663,0.5164688,0.3648693,0.2532443,-0.111625
16,-1.0440807,-1.0778103,"('unpopular', 'popular')",0.4114312,0.40031433,-0.3163248,-0.338748,-0.0224232
17,-0.06449841,-0.0511089,"('nasty', 'nice')",-0.24970478,-0.2187662,-0.1571016,-0.1349376,0.022164
18,-0.06333142,-0.02014441,"('disagreeable', 'welcoming')",-0.17080294,-0.23002598,-0.1170672,-0.1250852,-0.008018
19,-0.63473034,-0.62254226,"('inhospitable', 'hospitable')",-0.030554915,0.005885875,-0.3326426,-0.3083282,0.0243144
20,-0.095177636,-0.06645596,"('rough', 'thoughtful')",1.3989493,1.3904057,0.6518858,0.6619748,0.010089
21,0.48759255,0.49824455,"('immoral', 'moral')",-0.5751192,-0.47422495,-0.0437633,0.0120098,0.0557731
22,-0.14478037,-0.124471515,"('untrustworthy', 'trustworthy')",-0.8951034,-0.910061,-0.5199419,-0.5172663,0.0026756
23,-0.41291764,-0.34013587,"('insincere', 'sincere')",5.5234737,5.6074452,2.5552781,2.6336546,0.0783765
24,0.09709504,0.06396197,"('dishonest', 'honest')",0.78801644,0.7691847,0.4425557,0.4165733,-0.0259824
25,0.25763372,0.139882,"('egoistic', 'altruistic')",1.8666003,1.8082552,1.062117,0.9740686,-0.0880484
26,0.15835124,0.074305184,"('hardhearted', 'benevolent')",1.9884243,1.9432385,1.0733877,1.0087719,-0.0646158
27,-0.19991653,-0.14177515,"('hardhearted', 'softhearted')",1.714725,1.6311088,0.7574043,0.7446668,-0.0127375
28,-0.40974164,-0.44829735,"('disloyal', 'loyal')",0.91743463,0.85819036,0.2538465,0.2049465,-0.0489
29,-0.3494919,-0.3693624,"('unfair', 'fair')",-0.2389017,-0.40056813,-0.2941968,-0.3849653,-0.0907685
30,0.9792536,1.000705,"('intolerant', 'tolerant')",1.2879789,1.2743775,1.1336162,1.1375413,0.0039251
31,-1.3057421,-1.342535,"('evil', 'good')",-0.40108052,-0.5237458,-0.8534113,-0.9331404,-0.0797291
