,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,0.030226141,-0.096049204,"('unsociable', 'sociable')",0.0302261,-0.0960492,-0.1262753
1,-0.69931614,-0.7815646,"('unfriendly', 'friendly')",-0.6993161,-0.7815646,-0.0822485
2,0.5625092,0.7518101,"('unlikable', 'likable')",0.5625092,0.7518101,0.1893009
3,-0.95119673,-0.9075849,"('repellent', 'pleasant')",-0.9511967,-0.9075849,0.0436118
4,0.3001084,0.29161313,"('disliked', 'liked')",0.3001084,0.2916131,-0.0084953
5,-0.28302962,-0.2982693,"('distant', 'outgoing')",-0.2830296,-0.2982693,-0.0152397
6,-0.4741965,-0.49594703,"('distant', 'open')",-0.4741965,-0.495947,-0.0217505
7,0.32851452,0.39156556,"('insensitive', 'sensitive')",0.3285145,0.3915656,0.0630511
8,-0.8700918,-1.0299894,"('unaffectionate', 'affectionate')",-0.8700918,-1.0299894,-0.1598976
9,-0.7376732,-0.79947656,"('unaffectionate', 'caring')",-0.7376732,-0.7994766,-0.0618034
10,-0.8852611,-0.9522337,"('unsympathetic', 'sympathetic')",-0.8852611,-0.9522337,-0.0669726
11,-0.25000244,-0.21660778,"('unhelpful', 'helpful')",-0.2500024,-0.2166078,0.0333946
12,-0.72834975,-0.70909303,"('unsupportive', 'supportive')",-0.7283497,-0.709093,0.0192567
13,-0.4809297,-0.4137606,"('impolite', 'polite')",-0.4809297,-0.4137606,0.0671691
14,0.5408796,0.5864511,"('antisocial', 'social')",0.5408796,0.5864511,0.0455715
15,0.8052529,0.7979584,"('boring', 'funny')",0.8052529,0.7979584,-0.0072945
16,-0.08880645,0.09331837,"('unpopular', 'popular')",-0.0888065,0.0933184,0.1821249
17,0.33081776,0.33788848,"('nasty', 'nice')",0.3308178,0.3378885,0.0070707
18,-1.0362666,-0.86716557,"('disagreeable', 'welcoming')",-1.0362666,-0.8671656,0.169101
19,-0.22133741,-0.15446757,"('inhospitable', 'hospitable')",-0.2213374,-0.1544676,0.0668698
20,0.5400637,0.5547561,"('rough', 'thoughtful')",0.5400637,0.5547561,0.0146924
21,-0.15870136,-9.324402e-06,"('immoral', 'moral')",-0.1587014,-9.3e-06,0.1586921
22,1.1277562,1.1550086,"('untrustworthy', 'trustworthy')",1.1277562,1.1550086,0.0272524
23,-0.20252535,-0.2403754,"('insincere', 'sincere')",-0.2025253,-0.2403754,-0.0378501
24,-0.5772816,-0.5720786,"('dishonest', 'honest')",-0.5772816,-0.5720786,0.005203
25,-0.21282332,-0.2053665,"('egoistic', 'altruistic')",-0.2128233,-0.2053665,0.0074568
26,0.4951362,0.300145,"('hardhearted', 'benevolent')",0.4951362,0.300145,-0.1949912
27,-1.2538098,-1.3265303,"('hardhearted', 'softhearted')",-1.2538098,-1.3265303,-0.0727205
28,-1.1981299,-1.3492321,"('disloyal', 'loyal')",-1.1981299,-1.3492321,-0.1511022
29,0.07963606,0.08317607,"('unfair', 'fair')",0.0796361,0.0831761,0.00354
30,-0.5079688,-0.550914,"('intolerant', 'tolerant')",-0.5079688,-0.550914,-0.0429452
31,-0.27300864,-0.26186463,"('evil', 'good')",-0.2730086,-0.2618646,0.011144
32,-0.8241358,-0.8829419,"('unkind', 'kind')",-0.8241358,-0.8829419,-0.0588061
33,0.5531867,0.64209026,"('wrong', 'right')",0.5531867,0.6420903,0.0889036
34,0.012489639,0.112568006,"('mean', 'honorable')",0.0124896,0.112568,0.1000784
35,0.41636914,0.3365046,"('corrupt', 'incorrupt')",0.4163691,0.3365046,-0.0798645
36,-0.5562361,-0.669485,"('hostile', 'amicable')",-0.5562361,-0.669485,-0.1132489
37,-1.1441004,-1.1501147,"('fake', 'genuine')",-1.1441004,-1.1501147,-0.0060143
38,0.00323667,-0.057568286,"('untruthful', 'truthful')",0.0032367,-0.0575683,-0.060805
39,-0.28635868,-0.20765492,"('exploitative', 'cooperative')",-0.2863587,-0.2076549,0.0787038
40,-0.2775255,-0.28148457,"('stingy', 'generous')",-0.2775255,-0.2814846,-0.0039591
41,0.07903963,-0.007127677,"('unforgiving', 'forgiving')",0.0790396,-0.0071277,-0.0861673
42,1.1021976,1.2123734,"('unreliable', 'reliable')",1.1021976,1.2123734,0.1101758
43,-0.51775223,-0.48342538,"('irresponsible', 'responsible')",-0.5177522,-0.4834254,0.0343268
44,0.16561155,0.34868476,"('prejudiced', 'unprejudiced')",0.1656116,0.3486848,0.1830732
45,-0.1521231,-0.19167954,"('incompetent', 'competent')",-0.1521231,-0.1916795,-0.0395564
46,-0.20441602,-0.2548687,"('uncompetitive', 'competitive')",-0.204416,-0.2548687,-0.0504527
47,1.3917071,1.380727,"('stupid', 'smart')",1.3917071,1.3807271,-0.01098
48,-1.310559,-1.423361,"('unintelligent', 'intelligent')",-1.310559,-1.4233609,-0.1128019
49,-0.9848086,-0.8491603,"('unable', 'able')",-0.9848086,-0.8491603,0.1356483
50,0.24816346,0.26942217,"('clumsy', 'skillful')",0.2481635,0.2694222,0.0212587
51,-0.022329263,-0.019207258,"('uneducated', 'educated')",-0.0223293,-0.0192073,0.003122
52,-0.7989234,-0.85440123,"('irrational', 'rational')",-0.7989234,-0.8544012,-0.0554778
53,-0.50658864,-0.53980196,"('uncreative', 'creative')",-0.5065886,-0.539802,-0.0332134
54,0.5402845,0.6135908,"('incapable', 'capable')",0.5402845,0.6135908,0.0733063
55,-0.4566221,-0.42369166,"('incompetent', 'clever')",-0.4566221,-0.4236917,0.0329304
56,1.0594094,1.0663781,"('impractical', 'practical')",1.0594094,1.0663781,0.0069687
57,0.010158002,-0.12640698,"('unimaginative', 'imaginative')",0.010158,-0.126407,-0.136565
58,1.3013104,1.2697321,"('undiscriminating', 'discriminating')",1.3013104,1.2697321,-0.0315783
59,0.055459786,0.088359535,"('foolish', 'wise')",0.0554598,0.0883595,0.0328997
60,-0.58886933,-0.5017277,"('inefficient', 'efficient')",-0.5888693,-0.5017277,0.0871416
61,-0.2370991,-0.35476708,"('illogical', 'logical')",-0.2370991,-0.3547671,-0.117668
62,0.0037893606,0.17054978,"('incompetent', 'brilliant')",0.0037894,0.1705498,0.1667604
63,0.30204546,0.3633598,"('unperceptive', 'insightful')",0.3020455,0.3633598,0.0613143
64,0.18005459,0.27264816,"('shy', 'confident')",0.1800546,0.2726482,0.0925936
65,-0.092053905,-0.092462495,"('insecure', 'secure')",-0.0920539,-0.0924625,-0.0004086
66,0.6875861,0.6935208,"('inactive', 'active')",0.6875861,0.6935208,0.0059347
67,0.9403117,0.9978621,"('doubtful', 'determined')",0.9403117,0.9978621,0.0575504
