,quality_male,quality_female,tuple,care_male,care_female,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,0.40839314,0.35996127,"('unsociable', 'sociable')",0.022617137,0.070812374,0.86120325,0.7897284,-0.70883155,-0.7979188,0.1458455,0.1056458,-0.0401997
1,0.64088434,0.56852156,"('unfriendly', 'friendly')",0.42381305,0.6524039,-0.531872,-0.60737175,1.9927845,1.9054598,0.6314025,0.6297534,-0.0016491
2,0.71925026,0.7606144,"('unlikable', 'likable')",0.69263667,0.8030036,1.3396714,1.4116324,0.48594594,0.5554881,0.8093761,0.8826846,0.0733085
3,-0.5833048,-0.366209,"('repellent', 'pleasant')",-1.2734275,-0.9344571,0.48123273,0.623829,0.25835145,0.32246852,-0.279287,-0.0885921,0.1906949
4,-0.4075746,-0.42927006,"('disliked', 'liked')",0.16837695,0.35901394,-0.40615,-0.3831861,-6.780082,-6.8616138,-1.8563575,-1.828764,0.0275935
5,-0.2715864,-0.28098476,"('distant', 'outgoing')",0.35675827,0.4268566,-1.0071173,-0.97368807,0.3100932,0.28217542,-0.152963,-0.1364102,0.0165528
6,0.46014413,0.4370698,"('distant', 'open')",0.3638931,0.5006814,-1.3828708,-1.3283899,0.9447634,0.9037125,0.0964825,0.1282685,0.031786
7,1.1976862,1.3026122,"('insensitive', 'sensitive')",0.61152124,0.77094656,1.4764392,1.5457596,0.7863514,0.8251036,1.0179995,1.1111056,0.0931061
8,-0.62537956,-0.6324221,"('unaffectionate', 'affectionate')",0.4812076,0.5278769,-0.9336186,-0.9459801,1.2276987,1.1492528,0.037477,0.0246819,-0.0127951
9,1.1255999,1.1237338,"('unaffectionate', 'caring')",2.3323028,2.3933427,0.575232,0.5855528,1.4783033,1.5143574,1.3778595,1.4042467,0.0263872
10,1.1862482,1.2981955,"('unsympathetic', 'sympathetic')",0.33101222,0.6043728,1.0939457,1.1984792,-0.45003858,-0.4255258,0.5402918,0.6688804,0.1285886
11,-0.06260091,0.09123616,"('unhelpful', 'helpful')",1.4260855,1.4734284,1.2461046,1.3428767,1.7276893,1.8582526,1.0843196,1.1914485,0.1071289
12,2.7062125,2.8820474,"('unsupportive', 'supportive')",3.138843,3.5516508,1.9964741,2.1884167,-1.6727016,-1.6451296,1.542207,1.7442464,0.2020394
13,1.270425,1.1978476,"('impolite', 'polite')",0.9705575,0.8791247,1.1002691,1.0395691,-0.5339015,-0.5837854,0.7018375,0.633189,-0.0686485
14,-0.111500055,-0.030395962,"('antisocial', 'social')",-0.19133605,-0.12856969,1.7910664,1.8413982,-0.9616282,-0.9910456,0.1316505,0.1728468,0.0411963
