,ethernet_male,ethernet_female,tuple,average_male,average_female,female-male
0,0.21249066,0.150191,"('unsociable', 'sociable')",0.2124907,0.150191,-0.0622997
1,2.018308,1.9831283,"('unfriendly', 'friendly')",2.0183079,1.9831283,-0.0351796
2,0.2240591,0.47408944,"('unlikable', 'likable')",0.2240591,0.4740894,0.2500303
3,1.1466824,1.3172379,"('repellent', 'pleasant')",1.1466824,1.3172379,0.1705555
4,-6.986867,-6.82574,"('disliked', 'liked')",-6.986867,-6.8257399,0.1611271
5,0.17821059,0.47784555,"('distant', 'outgoing')",0.1782106,0.4778455,0.2996349
6,0.6859024,0.85893,"('distant', 'open')",0.6859024,0.85893,0.1730276
7,1.6319704,1.6309932,"('insensitive', 'sensitive')",1.6319704,1.6309932,-0.0009772
8,1.4302416,1.3711584,"('unaffectionate', 'affectionate')",1.4302416,1.3711584,-0.0590832
9,2.0264602,2.0451806,"('unaffectionate', 'caring')",2.0264602,2.0451806,0.0187204
10,0.87840223,0.93018514,"('unsympathetic', 'sympathetic')",0.8784022,0.9301851,0.0517829
11,2.1770449,2.1803808,"('unhelpful', 'helpful')",2.1770449,2.1803808,0.0033359
12,-0.8866815,-0.71372974,"('unsupportive', 'supportive')",-0.8866815,-0.7137297,0.1729518
13,0.108008154,-0.006219011,"('impolite', 'polite')",0.1080082,-0.006219,-0.1142272
14,-0.09539516,-0.18296707,"('antisocial', 'social')",-0.0953952,-0.1829671,-0.0875719
15,0.6567569,0.6294866,"('boring', 'funny')",0.6567569,0.6294866,-0.0272703
16,-0.21102124,-0.21100655,"('unpopular', 'popular')",-0.2110212,-0.2110066,1.46e-05
17,-0.15106657,-0.16180216,"('nasty', 'nice')",-0.1510666,-0.1618022,-0.0107356
18,-0.076406084,-0.021529365,"('disagreeable', 'welcoming')",-0.0764061,-0.0215294,0.0548767
19,-0.12557599,0.21360707,"('inhospitable', 'hospitable')",-0.125576,0.2136071,0.3391831
20,0.56121564,0.32735908,"('rough', 'thoughtful')",0.5612156,0.3273591,-0.2338565
21,-0.0522862,0.18197814,"('immoral', 'moral')",-0.0522862,0.1819781,0.2342643
22,-0.38142484,-0.10070809,"('untrustworthy', 'trustworthy')",-0.3814248,-0.1007081,0.2807167
23,6.9782014,7.004025,"('insincere', 'sincere')",6.9782014,7.004025,0.0258236
24,2.0281644,2.2147326,"('dishonest', 'honest')",2.0281644,2.2147326,0.1865682
25,1.1031098,0.9689105,"('egoistic', 'altruistic')",1.1031098,0.9689105,-0.1341993
26,0.729787,0.4032123,"('hardhearted', 'benevolent')",0.729787,0.4032123,-0.3265747
27,2.2815187,1.8969706,"('hardhearted', 'softhearted')",2.2815187,1.8969706,-0.3845481
28,1.4398723,1.316856,"('disloyal', 'loyal')",1.4398723,1.316856,-0.1230163
29,-0.39617717,-0.46376723,"('unfair', 'fair')",-0.3961772,-0.4637672,-0.06759
30,0.89832807,0.901959,"('intolerant', 'tolerant')",0.8983281,0.901959,0.0036309
31,-0.87304705,-0.81284404,"('evil', 'good')",-0.8730471,-0.812844,0.0602031
32,1.3949957,1.2449594,"('unkind', 'kind')",1.3949957,1.2449594,-0.1500363
33,0.13908479,0.22319421,"('wrong', 'right')",0.1390848,0.2231942,0.0841094
34,5.062418,5.258688,"('mean', 'honorable')",5.062418,5.258688,0.19627
35,-0.6594045,-0.7375195,"('corrupt', 'incorrupt')",-0.6594045,-0.7375195,-0.078115
36,-0.7732242,-0.8371502,"('hostile', 'amicable')",-0.7732242,-0.8371502,-0.063926
37,1.1888268,1.0939194,"('fake', 'genuine')",1.1888268,1.0939194,-0.0949074
38,0.3555811,0.4805408,"('untruthful', 'truthful')",0.3555811,0.4805408,0.1249597
39,0.45532098,0.377854,"('exploitative', 'cooperative')",0.455321,0.377854,-0.077467
40,-0.60045326,-0.77749515,"('stingy', 'generous')",-0.6004533,-0.7774951,-0.1770418
41,-0.0003938265,-0.21122506,"('unforgiving', 'forgiving')",-0.0003938,-0.2112251,-0.2108313
42,-2.2579725,-2.0328298,"('unreliable', 'reliable')",-2.2579725,-2.0328298,0.2251427
43,1.1434317,1.196823,"('irresponsible', 'responsible')",1.1434317,1.196823,0.0533913
44,-1.830833,-2.024366,"('prejudiced', 'unprejudiced')",-1.830833,-2.0243659,-0.1935329
45,0.5367421,0.5631271,"('incompetent', 'competent')",0.5367421,0.5631271,0.026385
46,-0.767696,-0.679752,"('uncompetitive', 'competitive')",-0.767696,-0.679752,0.087944
47,5.031114,5.042958,"('stupid', 'smart')",5.0311141,5.0429578,0.0118437
48,0.7627457,0.54795444,"('unintelligent', 'intelligent')",0.7627457,0.5479544,-0.2147913
49,0.36552936,0.5608483,"('unable', 'able')",0.3655294,0.5608483,0.1953189
50,-0.04553069,0.10692988,"('clumsy', 'skillful')",-0.0455307,0.1069299,0.1524606
51,1.0576152,1.0152706,"('uneducated', 'educated')",1.0576152,1.0152706,-0.0423446
52,0.19913706,0.17868713,"('irrational', 'rational')",0.1991371,0.1786871,-0.02045
53,0.10379616,0.0618751,"('uncreative', 'creative')",0.1037962,0.0618751,-0.0419211
54,1.1984777,1.6177227,"('incapable', 'capable')",1.1984777,1.6177227,0.419245
55,1.1471833,1.148618,"('incompetent', 'clever')",1.1471833,1.148618,0.0014347
56,0.54610497,0.7386944,"('impractical', 'practical')",0.546105,0.7386944,0.1925894
57,-2.4394841,-2.388308,"('unimaginative', 'imaginative')",-2.4394841,-2.388308,0.0511761
58,0.29858962,0.21878563,"('undiscriminating', 'discriminating')",0.2985896,0.2187856,-0.079804
59,0.30136764,0.45046592,"('foolish', 'wise')",0.3013676,0.4504659,0.1490983
60,0.39571625,0.37012437,"('inefficient', 'efficient')",0.3957162,0.3701244,-0.0255918
61,0.7947999,0.62267864,"('illogical', 'logical')",0.7947999,0.6226786,-0.1721213
62,1.3848275,1.589713,"('incompetent', 'brilliant')",1.3848275,1.589713,0.2048855
63,0.79797643,1.0180097,"('unperceptive', 'insightful')",0.7979764,1.0180097,0.2200333
64,-6.7287188,-6.2151012,"('shy', 'confident')",-6.7287188,-6.2151012,0.5136176
65,0.27456132,0.48891744,"('insecure', 'secure')",0.2745613,0.4889174,0.2143561
66,-0.32906052,-0.24812473,"('inactive', 'active')",-0.3290605,-0.2481247,0.0809358
67,-1.0361382,-1.1771553,"('doubtful', 'determined')",-1.0361382,-1.1771553,-0.1410171
68,-0.3415774,-0.20647639,"('dependent', 'independent')",-0.3415774,-0.2064764,0.135101
69,-1.7547922,-1.6788062,"('lazy', 'industrious')",-1.7547922,-1.6788062,0.075986
70,1.4105116,1.5396084,"('lethargic', 'energetic')",1.4105116,1.5396084,0.1290968
71,0.8439433,1.0856549,"('diffident', 'self-confident')",0.8439433,1.0856549,0.2417116
72,0.9216528,1.0745503,"('unambitious', 'ambitious')",0.9216528,1.0745503,0.1528975
73,-2.5634847,-2.2662718,"('helpless', 'self-reliant')",-2.5634847,-2.2662718,0.2972129
74,0.4945051,0.38068944,"('undedicated', 'dedicated')",0.4945051,0.3806894,-0.1138157
75,-1.1610571,-0.86320925,"('meek', 'impulsive')",-1.1610571,-0.8632092,0.2978479
76,0.3619636,0.22652389,"('anxious', 'daring')",0.3619636,0.2265239,-0.1354397
77,-1.7419554,-1.4925047,"('unmotivated', 'motivated')",-1.7419554,-1.4925047,0.2494507
78,-0.5914662,-0.5011068,"('nonresilient', 'resilient')",-0.5914662,-0.5011068,0.0903594
79,-0.0813791,0.05441804,"('wavering', 'unwavering')",-0.0813791,0.054418,0.1357971
80,0.110380866,0.05217158,"('dominated', 'dominating')",0.1103809,0.0521716,-0.0582093
81,-0.3870631,-0.38478312,"('submissive', 'aggressive')",-0.3870631,-0.3847831,0.00228
82,6.523174,6.6972895,"('poor', 'rich')",6.5231738,6.6972895,0.1741157
83,-0.4179137,-0.3213124,"('powerless', 'powerful')",-0.4179137,-0.3213124,0.0966013
84,0.27566895,0.12090024,"('inferior', 'superior')",0.2756689,0.1209002,-0.1547687
85,-0.774497,-1.0456192,"('insignificant', 'prestigious')",-0.774497,-1.0456192,-0.2711222
86,0.94633293,0.93967146,"('uninfluential', 'influential')",0.9463329,0.9396715,-0.0066614
87,0.9334869,1.0909685,"('unsuccessful', 'successful')",0.9334869,1.0909685,0.1574816
88,0.38580188,0.38154185,"('low', 'eminent')",0.3858019,0.3815418,-0.0042601
