,formation_male,formation_female,tuple,average_male,average_female,female-male
0,0.64880437,0.33163223,"('unsociable', 'sociable')",0.6488044,0.3316322,-0.3171722
1,0.31422406,0.37803787,"('unfriendly', 'friendly')",0.3142241,0.3780379,0.0638138
2,0.4270696,0.49389827,"('unlikable', 'likable')",0.4270696,0.4938983,0.0668287
3,0.9992887,1.000844,"('repellent', 'pleasant')",0.9992887,1.000844,0.0015553
4,-7.0558896,-7.1424904,"('disliked', 'liked')",-7.0558896,-7.1424904,-0.0866008
5,-1.5860428,-1.206733,"('distant', 'outgoing')",-1.5860428,-1.206733,0.3793098
6,-1.1347688,-0.8224729,"('distant', 'open')",-1.1347688,-0.8224729,0.3122959
7,1.2712929,1.1271569,"('insensitive', 'sensitive')",1.2712929,1.1271569,-0.144136
8,0.6759305,0.7012812,"('unaffectionate', 'affectionate')",0.6759305,0.7012812,0.0253507
9,1.491458,1.5139546,"('unaffectionate', 'caring')",1.4914581,1.5139546,0.0224965
10,1.8276604,1.5965965,"('unsympathetic', 'sympathetic')",1.8276604,1.5965965,-0.2310639
11,2.3081486,2.0920126,"('unhelpful', 'helpful')",2.3081486,2.0920126,-0.216136
12,-1.2529993,-1.3621459,"('unsupportive', 'supportive')",-1.2529993,-1.3621459,-0.1091466
13,0.37823296,0.19389401,"('impolite', 'polite')",0.378233,0.193894,-0.184339
14,0.9741593,0.6503027,"('antisocial', 'social')",0.9741593,0.6503027,-0.3238566
15,0.093199745,0.023192598,"('boring', 'funny')",0.0931997,0.0231926,-0.0700071
16,-0.37892133,-0.3707953,"('unpopular', 'popular')",-0.3789213,-0.3707953,0.008126
17,-0.35712042,-0.20480242,"('nasty', 'nice')",-0.3571204,-0.2048024,0.152318
18,-0.94374657,-0.8210788,"('disagreeable', 'welcoming')",-0.9437466,-0.8210788,0.1226678
19,-1.1995815,-1.0542207,"('inhospitable', 'hospitable')",-1.1995815,-1.0542207,0.1453608
20,0.9539219,0.86495864,"('rough', 'thoughtful')",0.9539219,0.8649586,-0.0889633
21,0.5880584,0.411048,"('immoral', 'moral')",0.5880584,0.411048,-0.1770104
22,0.0893137,-0.12197265,"('untrustworthy', 'trustworthy')",0.0893137,-0.1219727,-0.2112864
23,6.2783346,6.169506,"('insincere', 'sincere')",6.2783346,6.1695061,-0.1088285
24,1.4468626,1.3278893,"('dishonest', 'honest')",1.4468626,1.3278893,-0.1189733
25,-0.1265271,-0.012817889,"('egoistic', 'altruistic')",-0.1265271,-0.0128179,0.1137092
26,0.81959665,0.53643394,"('hardhearted', 'benevolent')",0.8195966,0.5364339,-0.2831627
27,1.2751544,1.212825,"('hardhearted', 'softhearted')",1.2751544,1.2128249,-0.0623295
28,1.0733279,0.966042,"('disloyal', 'loyal')",1.0733279,0.966042,-0.1072859
29,-0.51613927,-0.4672129,"('unfair', 'fair')",-0.5161393,-0.4672129,0.0489264
30,0.9552554,0.85874224,"('intolerant', 'tolerant')",0.9552554,0.8587422,-0.0965132
31,-2.1384022,-1.8025795,"('evil', 'good')",-2.1384022,-1.8025795,0.3358227
32,1.6871173,1.3868897,"('unkind', 'kind')",1.6871173,1.3868897,-0.3002276
33,-0.653261,-0.59716207,"('wrong', 'right')",-0.653261,-0.5971621,0.0560989
34,4.2429447,4.3919325,"('mean', 'honorable')",4.2429447,4.3919325,0.1489878
35,-1.4506179,-1.4367558,"('corrupt', 'incorrupt')",-1.4506179,-1.4367558,0.0138621
36,-1.3906645,-1.2745032,"('hostile', 'amicable')",-1.3906645,-1.2745032,0.1161613
37,0.74092877,0.7497935,"('fake', 'genuine')",0.7409288,0.7497935,0.0088647
38,-0.005021617,-0.026186377,"('untruthful', 'truthful')",-0.0050216,-0.0261864,-0.0211648
39,0.10985251,0.10739878,"('exploitative', 'cooperative')",0.1098525,0.1073988,-0.0024537
40,-1.9506543,-1.9786263,"('stingy', 'generous')",-1.9506543,-1.9786263,-0.027972
41,0.22692278,0.11464462,"('unforgiving', 'forgiving')",0.2269228,0.1146446,-0.1122782
42,-1.8578266,-1.9375287,"('unreliable', 'reliable')",-1.8578266,-1.9375287,-0.0797021
43,1.5051228,1.39121,"('irresponsible', 'responsible')",1.5051228,1.39121,-0.1139128
44,-0.9784909,-0.9164547,"('prejudiced', 'unprejudiced')",-0.9784909,-0.9164547,0.0620362
45,0.9807223,0.6780984,"('incompetent', 'competent')",0.9807223,0.6780984,-0.3026239
46,0.057608634,-0.197795,"('uncompetitive', 'competitive')",0.0576086,-0.197795,-0.2554036
47,4.791806,4.8473015,"('stupid', 'smart')",4.7918062,4.8473015,0.0554953
48,0.5701204,0.50426054,"('unintelligent', 'intelligent')",0.5701204,0.5042605,-0.0658599
49,-0.108852774,0.060223997,"('unable', 'able')",-0.1088528,0.060224,0.1690768
50,-0.35772917,-0.374272,"('clumsy', 'skillful')",-0.3577292,-0.374272,-0.0165428
51,0.45765126,0.25698042,"('uneducated', 'educated')",0.4576513,0.2569804,-0.2006709
52,-0.9992308,-1.0483259,"('irrational', 'rational')",-0.9992308,-1.0483259,-0.0490951
53,-0.17412663,-0.15044689,"('uncreative', 'creative')",-0.1741266,-0.1504469,0.0236797
54,0.78875804,0.8936436,"('incapable', 'capable')",0.788758,0.8936436,0.1048856
55,1.3287672,1.1269792,"('incompetent', 'clever')",1.3287672,1.1269792,-0.201788
56,1.2492588,0.93423265,"('impractical', 'practical')",1.2492588,0.9342327,-0.3150261
57,-2.2846444,-2.4682817,"('unimaginative', 'imaginative')",-2.2846444,-2.4682817,-0.1836373
58,0.17339805,0.16491458,"('undiscriminating', 'discriminating')",0.173398,0.1649146,-0.0084834
59,-0.4931154,-0.31054297,"('foolish', 'wise')",-0.4931154,-0.310543,0.1825724
60,1.2263843,1.1618565,"('inefficient', 'efficient')",1.2263843,1.1618565,-0.0645278
61,0.34790185,0.116187856,"('illogical', 'logical')",0.3479019,0.1161879,-0.231714
62,1.501777,1.3305216,"('incompetent', 'brilliant')",1.5017771,1.3305216,-0.1712555
63,0.6216867,0.517863,"('unperceptive', 'insightful')",0.6216867,0.517863,-0.1038237
64,-5.236317,-5.3670115,"('shy', 'confident')",-5.2363172,-5.3670115,-0.1306943
65,0.77253985,0.66440535,"('insecure', 'secure')",0.7725399,0.6644053,-0.1081346
66,-0.23001395,-0.22961092,"('inactive', 'active')",-0.230014,-0.2296109,0.0004031
67,-0.4954434,-0.37827605,"('doubtful', 'determined')",-0.4954434,-0.3782761,0.1171673
68,-0.85263675,-0.7356044,"('dependent', 'independent')",-0.8526368,-0.7356044,0.1170324
69,-2.0566487,-1.9425168,"('lazy', 'industrious')",-2.0566487,-1.9425168,0.1141319
70,1.9182676,1.6677209,"('lethargic', 'energetic')",1.9182676,1.6677209,-0.2505467
71,0.20981547,0.30237332,"('diffident', 'self-confident')",0.2098155,0.3023733,0.0925578
72,0.97381026,1.0498682,"('unambitious', 'ambitious')",0.9738103,1.0498682,0.0760579
73,-2.8963964,-2.8181722,"('helpless', 'self-reliant')",-2.8963964,-2.8181722,0.0782242
74,0.25839198,0.055072367,"('undedicated', 'dedicated')",0.258392,0.0550724,-0.2033196
75,-1.0103637,-0.80066353,"('meek', 'impulsive')",-1.0103637,-0.8006635,0.2097002
76,0.49585634,0.5305783,"('anxious', 'daring')",0.4958563,0.5305783,0.034722
77,-1.0253867,-0.9220952,"('unmotivated', 'motivated')",-1.0253867,-0.9220952,0.1032915
