,illegal_male,illegal_female,tuple,average_male,average_female,female-male
0,-0.14797065,-0.18276305,"('unsociable', 'sociable')",-0.1479706,-0.1827631,-0.0347925
1,1.3839284,1.51345,"('unfriendly', 'friendly')",1.3839284,1.51345,0.1295216
2,-0.24222924,-0.0034200437,"('unlikable', 'likable')",-0.2422292,-0.00342,0.2388092
3,0.8867528,0.91531825,"('repellent', 'pleasant')",0.8867528,0.9153183,0.0285655
4,-7.346796,-7.462807,"('disliked', 'liked')",-7.346796,-7.4628072,-0.1160112
5,-0.58367616,-0.41797695,"('distant', 'outgoing')",-0.5836762,-0.4179769,0.1656993
6,0.013459712,0.090934336,"('distant', 'open')",0.0134597,0.0909343,0.0774746
7,0.9935051,1.0402766,"('insensitive', 'sensitive')",0.9935051,1.0402766,0.0467715
8,1.2381963,1.2939606,"('unaffectionate', 'affectionate')",1.2381963,1.2939606,0.0557643
9,1.3837818,1.5421437,"('unaffectionate', 'caring')",1.3837818,1.5421437,0.1583619
10,0.8047122,0.7627984,"('unsympathetic', 'sympathetic')",0.8047122,0.7627984,-0.0419138
11,1.5012531,1.565915,"('unhelpful', 'helpful')",1.5012531,1.565915,0.0646619
12,-1.9812195,-1.8295184,"('unsupportive', 'supportive')",-1.9812195,-1.8295184,0.1517011
13,-0.2972851,-0.18137911,"('impolite', 'polite')",-0.2972851,-0.1813791,0.115906
14,-0.019850133,-0.2128983,"('antisocial', 'social')",-0.0198501,-0.2128983,-0.1930482
15,0.29105312,0.3329555,"('boring', 'funny')",0.2910531,0.3329555,0.0419024
16,-1.0839317,-0.95407814,"('unpopular', 'popular')",-1.0839317,-0.9540781,0.1298536
17,-0.9929054,-0.9769254,"('nasty', 'nice')",-0.9929054,-0.9769254,0.01598
18,-0.5030286,-0.3287873,"('disagreeable', 'welcoming')",-0.5030286,-0.3287873,0.1742413
19,-0.89809674,-0.7297516,"('inhospitable', 'hospitable')",-0.8980967,-0.7297516,0.1683451
20,0.37254927,0.20608622,"('rough', 'thoughtful')",0.3725493,0.2060862,-0.1664631
21,-0.3515732,-0.13828734,"('immoral', 'moral')",-0.3515732,-0.1382873,0.2132859
22,-0.39352062,-0.35681686,"('untrustworthy', 'trustworthy')",-0.3935206,-0.3568169,0.0367037
23,6.1074004,6.3261943,"('insincere', 'sincere')",6.1074004,6.3261943,0.2187939
24,1.2750936,1.2750587,"('dishonest', 'honest')",1.2750936,1.2750587,-3.49e-05
25,0.8502498,0.93192124,"('egoistic', 'altruistic')",0.8502498,0.9319212,0.0816714
26,1.3376293,1.1007673,"('hardhearted', 'benevolent')",1.3376293,1.1007673,-0.236862
27,1.5008079,1.3335296,"('hardhearted', 'softhearted')",1.5008079,1.3335296,-0.1672783
28,1.4221516,1.2678547,"('disloyal', 'loyal')",1.4221516,1.2678547,-0.1542969
29,-0.819571,-1.0042658,"('unfair', 'fair')",-0.819571,-1.0042658,-0.1846948
30,1.138054,1.175007,"('intolerant', 'tolerant')",1.138054,1.175007,0.036953
31,-1.5270358,-1.6012702,"('evil', 'good')",-1.5270358,-1.6012702,-0.0742344
32,0.89215386,0.81639075,"('unkind', 'kind')",0.8921539,0.8163908,-0.0757631
33,-0.34902215,-0.24410312,"('wrong', 'right')",-0.3490222,-0.2441031,0.1049191
34,4.4094243,4.7609506,"('mean', 'honorable')",4.4094243,4.7609506,0.3515263
35,-1.217173,-1.4780374,"('corrupt', 'incorrupt')",-1.217173,-1.4780374,-0.2608644
36,-0.37492034,-0.49428964,"('hostile', 'amicable')",-0.3749203,-0.4942896,-0.1193693
37,0.60967785,0.5741249,"('fake', 'genuine')",0.6096779,0.5741249,-0.035553
38,-0.5287866,-0.40131703,"('untruthful', 'truthful')",-0.5287866,-0.401317,0.1274696
39,-0.12691458,-0.10590571,"('exploitative', 'cooperative')",-0.1269146,-0.1059057,0.0210089
40,-1.0376695,-1.1253225,"('stingy', 'generous')",-1.0376695,-1.1253225,-0.087653
41,0.336943,0.1915944,"('unforgiving', 'forgiving')",0.336943,0.1915944,-0.1453486
42,-2.3164086,-2.305467,"('unreliable', 'reliable')",-2.3164086,-2.3054669,0.0109417
