,illegal_male,illegal_female,tuple,average_male,average_female,female-male
43,0.90403897,1.019325,"('irresponsible', 'responsible')",0.904039,1.019325,0.115286
44,-1.1740565,-1.3288224,"('prejudiced', 'unprejudiced')",-1.1740565,-1.3288224,-0.1547659
45,0.1533662,-0.07799968,"('incompetent', 'competent')",0.1533662,-0.0779997,-0.2313659
46,-0.48440883,-0.49676603,"('uncompetitive', 'competitive')",-0.4844088,-0.496766,-0.0123572
47,4.312214,4.5363092,"('stupid', 'smart')",4.3122139,4.5363092,0.2240953
48,0.38094947,0.508783,"('unintelligent', 'intelligent')",0.3809495,0.508783,0.1278335
49,-0.6009921,-0.36586654,"('unable', 'able')",-0.6009921,-0.3658665,0.2351256
50,-0.4124459,-0.3690599,"('clumsy', 'skillful')",-0.4124459,-0.3690599,0.043386
51,0.49259722,0.5889246,"('uneducated', 'educated')",0.4925972,0.5889246,0.0963274
52,-0.34745228,-0.43255648,"('irrational', 'rational')",-0.3474523,-0.4325565,-0.0851042
53,-0.024142075,-0.033556227,"('uncreative', 'creative')",-0.0241421,-0.0335562,-0.0094141
54,0.56105936,0.81598717,"('incapable', 'capable')",0.5610594,0.8159872,0.2549278
55,0.7752898,0.88700354,"('incompetent', 'clever')",0.7752898,0.8870035,0.1117137
56,0.17971419,0.21059683,"('impractical', 'practical')",0.1797142,0.2105968,0.0308826
57,-1.8505766,-1.9928706,"('unimaginative', 'imaginative')",-1.8505766,-1.9928706,-0.142294
58,0.45831084,0.3255163,"('undiscriminating', 'discriminating')",0.4583108,0.3255163,-0.1327945
59,-0.63303035,-0.45460045,"('foolish', 'wise')",-0.6330304,-0.4546005,0.1784299
60,0.1534123,0.39870754,"('inefficient', 'efficient')",0.1534123,0.3987075,0.2452952
61,0.10025677,-0.04144003,"('illogical', 'logical')",0.1002568,-0.04144,-0.1416968
62,0.029081078,0.28361267,"('incompetent', 'brilliant')",0.0290811,0.2836127,0.2545316
63,-0.108811356,0.097565785,"('unperceptive', 'insightful')",-0.1088114,0.0975658,0.2063772
64,-6.737003,-6.6338263,"('shy', 'confident')",-6.7370028,-6.6338263,0.1031765
65,0.45003542,0.5915029,"('insecure', 'secure')",0.4500354,0.5915029,0.1414675
66,-0.25198528,-0.47407335,"('inactive', 'active')",-0.2519853,-0.4740734,-0.2220881
67,-1.1486539,-1.1215957,"('doubtful', 'determined')",-1.1486539,-1.1215957,0.0270582
68,-1.0572236,-0.8564209,"('dependent', 'independent')",-1.0572236,-0.8564209,0.2008027
69,-2.4151042,-2.3751981,"('lazy', 'industrious')",-2.4151042,-2.3751981,0.0399061
70,1.2926408,1.2886485,"('lethargic', 'energetic')",1.2926408,1.2886485,-0.0039923
71,-0.08300306,-0.015790742,"('diffident', 'self-confident')",-0.0830031,-0.0157907,0.0672124
72,0.7966012,0.9969002,"('unambitious', 'ambitious')",0.7966012,0.9969002,0.200299
73,-2.9153132,-2.7431595,"('helpless', 'self-reliant')",-2.9153132,-2.7431595,0.1721537
74,0.5098302,0.40237227,"('undedicated', 'dedicated')",0.5098302,0.4023723,-0.1074579
75,-0.6968095,-0.6322737,"('meek', 'impulsive')",-0.6968095,-0.6322737,0.0645358
76,0.4558638,0.457259,"('anxious', 'daring')",0.4558638,0.457259,0.0013952
77,-1.7514178,-1.5398738,"('unmotivated', 'motivated')",-1.7514178,-1.5398738,0.211544
78,-1.2876168,-1.1957244,"('nonresilient', 'resilient')",-1.2876168,-1.1957244,0.0918924
79,-0.18413672,-0.17202483,"('wavering', 'unwavering')",-0.1841367,-0.1720248,0.0121119
80,-0.27210116,-0.42497995,"('dominated', 'dominating')",-0.2721012,-0.42498,-0.1528788
81,0.004287794,0.041273385,"('submissive', 'aggressive')",0.0042878,0.0412734,0.0369856
82,6.3296533,6.49781,"('poor', 'rich')",6.3296533,6.4978099,0.1681566
83,-0.509254,-0.5085116,"('powerless', 'powerful')",-0.509254,-0.5085116,0.0007424
84,0.5030844,0.5410793,"('inferior', 'superior')",0.5030844,0.5410793,0.0379949
85,-1.0749782,-1.0662898,"('insignificant', 'prestigious')",-1.0749782,-1.0662898,0.0086884
86,0.72837496,0.74973166,"('uninfluential', 'influential')",0.728375,0.7497317,0.0213567
87,-0.60963905,-0.43618047,"('unsuccessful', 'successful')",-0.609639,-0.4361805,0.1734585
88,-0.037459984,0.026666086,"('low', 'eminent')",-0.03746,0.0266661,0.0641261
