,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.79522425,-0.90590155,"('unsociable', 'sociable')",-0.7952242,-0.9059016,-0.1106774
1,-1.3259008,-1.5466733,"('unfriendly', 'friendly')",-1.3259008,-1.5466733,-0.2207725
2,0.43421367,0.52751905,"('unlikable', 'likable')",0.4342137,0.527519,0.0933053
3,-0.66681993,-0.474891,"('repellent', 'pleasant')",-0.6668199,-0.474891,0.1919289
4,-1.1496729,-1.206206,"('disliked', 'liked')",-1.1496729,-1.206206,-0.0565331
5,-0.611334,-0.6904202,"('distant', 'outgoing')",-0.611334,-0.6904202,-0.0790862
6,-0.8681335,-0.97185814,"('distant', 'open')",-0.8681335,-0.9718581,-0.1037246
7,-0.4620741,-0.46696788,"('insensitive', 'sensitive')",-0.4620741,-0.4669679,-0.0048938
8,-0.7799272,-0.97968036,"('unaffectionate', 'affectionate')",-0.7799272,-0.9796804,-0.1997532
9,-1.1533421,-1.3190125,"('unaffectionate', 'caring')",-1.1533421,-1.3190125,-0.1656704
10,-0.7736899,-0.84012485,"('unsympathetic', 'sympathetic')",-0.7736899,-0.8401248,-0.0664349
11,-0.670727,-0.6885551,"('unhelpful', 'helpful')",-0.670727,-0.6885551,-0.0178281
12,-1.5044315,-1.5469625,"('unsupportive', 'supportive')",-1.5044315,-1.5469625,-0.042531
13,-0.25346422,-0.29815528,"('impolite', 'polite')",-0.2534642,-0.2981553,-0.0446911
14,0.360956,0.4059114,"('antisocial', 'social')",0.360956,0.4059114,0.0449554
15,0.5855381,0.44275975,"('boring', 'funny')",0.5855381,0.4427598,-0.1427783
16,-0.58914244,-0.6399915,"('unpopular', 'popular')",-0.5891424,-0.6399915,-0.0508491
17,0.2095755,0.20072421,"('nasty', 'nice')",0.2095755,0.2007242,-0.0088513
18,-0.80644774,-0.7538599,"('disagreeable', 'welcoming')",-0.8064477,-0.7538599,0.0525878
19,-1.1469009,-1.2217817,"('inhospitable', 'hospitable')",-1.1469009,-1.2217817,-0.0748808
20,-0.3712788,-0.36866543,"('rough', 'thoughtful')",-0.3712788,-0.3686654,0.0026134
21,-0.8374499,-0.61477053,"('immoral', 'moral')",-0.8374499,-0.6147705,0.2226794
22,0.39278248,0.39952078,"('untrustworthy', 'trustworthy')",0.3927825,0.3995208,0.0067383
23,-0.010914743,-0.049240116,"('insincere', 'sincere')",-0.0109147,-0.0492401,-0.0383254
24,-0.07898798,-0.17981878,"('dishonest', 'honest')",-0.078988,-0.1798188,-0.1008308
