,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,0.034685284,0.0662947,"('unsociable', 'sociable')",0.0346853,0.0662947,0.0316094
1,0.8532816,0.7828659,"('unfriendly', 'friendly')",0.8532816,0.7828659,-0.0704157
2,0.18937427,0.19219214,"('unlikable', 'likable')",0.1893743,0.1921921,0.0028178
3,-0.49533108,-0.17672636,"('repellent', 'pleasant')",-0.4953311,-0.1767264,0.3186047
4,-3.4188287,-3.586878,"('disliked', 'liked')",-3.4188287,-3.5868781,-0.1680494
5,-0.25915352,-0.32490763,"('distant', 'outgoing')",-0.2591535,-0.3249076,-0.0657541
6,-0.5271343,-0.5578865,"('distant', 'open')",-0.5271343,-0.5578865,-0.0307522
7,0.7339062,0.93682754,"('insensitive', 'sensitive')",0.7339062,0.9368275,0.2029213
8,0.6312613,0.5565761,"('unaffectionate', 'affectionate')",0.6312613,0.5565761,-0.0746852
9,0.64069235,0.6744616,"('unaffectionate', 'caring')",0.6406924,0.6744616,0.0337692
10,-0.29378015,-0.07864971,"('unsympathetic', 'sympathetic')",-0.2937801,-0.0786497,0.2151304
11,0.79497796,0.9249102,"('unhelpful', 'helpful')",0.794978,0.9249102,0.1299322
12,-0.6792426,-0.468881,"('unsupportive', 'supportive')",-0.6792426,-0.468881,0.2103616
13,0.12653953,0.29388654,"('impolite', 'polite')",0.1265395,0.2938865,0.167347
14,0.28880402,0.35255584,"('antisocial', 'social')",0.288804,0.3525558,0.0637518
15,0.39224398,0.17620027,"('boring', 'funny')",0.392244,0.1762003,-0.2160437
16,-0.19962588,-0.2271467,"('unpopular', 'popular')",-0.1996259,-0.2271467,-0.0275208
17,0.068205506,0.13361546,"('nasty', 'nice')",0.0682055,0.1336155,0.06541
18,-0.9278358,-0.7080779,"('disagreeable', 'welcoming')",-0.9278358,-0.7080779,0.2197579
19,-0.885262,-0.9091418,"('inhospitable', 'hospitable')",-0.885262,-0.9091418,-0.0238798
20,-0.43458617,-0.3156292,"('rough', 'thoughtful')",-0.4345862,-0.3156292,0.118957
