,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
21,-0.29302278,-0.050948635,"('immoral', 'moral')",-0.2930228,-0.0509486,0.2420742
22,-0.7370317,-0.6149255,"('untrustworthy', 'trustworthy')",-0.7370317,-0.6149255,0.1221062
23,3.0216284,3.3089497,"('insincere', 'sincere')",3.0216284,3.3089497,0.2873213
24,0.11831188,0.27459937,"('dishonest', 'honest')",0.1183119,0.2745994,0.1562875
25,0.8883567,0.83078206,"('egoistic', 'altruistic')",0.8883567,0.8307821,-0.0575746
26,2.1033187,1.9215357,"('hardhearted', 'benevolent')",2.1033187,1.9215357,-0.181783
27,0.87397647,0.9724946,"('hardhearted', 'softhearted')",0.8739765,0.9724946,0.0985181
28,0.18910152,0.07443519,"('disloyal', 'loyal')",0.1891015,0.0744352,-0.1146663
29,-0.6614736,-0.77602834,"('unfair', 'fair')",-0.6614736,-0.7760283,-0.1145547
30,0.74035436,0.8310725,"('intolerant', 'tolerant')",0.7403544,0.8310725,0.0907181
31,-1.2557043,-1.3844382,"('evil', 'good')",-1.2557043,-1.3844382,-0.1287339
32,0.7577875,0.7363196,"('unkind', 'kind')",0.7577875,0.7363196,-0.0214679
33,0.006046012,-0.058109798,"('wrong', 'right')",0.006046,-0.0581098,-0.0641558
34,1.925854,2.2256744,"('mean', 'honorable')",1.925854,2.2256744,0.2998204
35,-0.5624512,-0.9257649,"('corrupt', 'incorrupt')",-0.5624512,-0.9257649,-0.3633137
36,-0.6970846,-0.97259593,"('hostile', 'amicable')",-0.6970846,-0.9725959,-0.2755113
37,0.5607888,0.6521274,"('fake', 'genuine')",0.5607888,0.6521274,0.0913386
38,-0.02962114,0.008857423,"('untruthful', 'truthful')",-0.0296211,0.0088574,0.0384785
39,-0.3772484,-0.26424053,"('exploitative', 'cooperative')",-0.3772484,-0.2642405,0.1130079
40,-0.7091437,-0.67396367,"('stingy', 'generous')",-0.7091437,-0.6739637,0.03518
41,0.36752167,0.4091579,"('unforgiving', 'forgiving')",0.3675217,0.4091579,0.0416362
42,-1.8866504,-1.736979,"('unreliable', 'reliable')",-1.8866504,-1.736979,0.1496714
43,0.23416978,0.4479784,"('irresponsible', 'responsible')",0.2341698,0.4479784,0.2138086
44,-1.2239512,-1.2374837,"('prejudiced', 'unprejudiced')",-1.2239512,-1.2374837,-0.0135325
45,-0.29131564,-0.0895427,"('incompetent', 'competent')",-0.2913156,-0.0895427,0.2017729
46,-0.42755005,-0.30314445,"('uncompetitive', 'competitive')",-0.42755,-0.3031445,0.1244055
47,3.0197835,3.1985164,"('stupid', 'smart')",3.0197835,3.1985164,0.1787329
48,-0.18191783,-0.017123122,"('unintelligent', 'intelligent')",-0.1819178,-0.0171231,0.1647947
49,-0.6917919,-0.4687329,"('unable', 'able')",-0.6917919,-0.4687329,0.223059
50,-0.63545525,-0.63908607,"('clumsy', 'skillful')",-0.6354553,-0.6390861,-0.0036308
51,0.028070424,0.04889999,"('uneducated', 'educated')",0.0280704,0.0489,0.0208296
52,-0.09462989,-0.33973223,"('irrational', 'rational')",-0.0946299,-0.3397322,-0.2451023
53,0.14498377,0.08387306,"('uncreative', 'creative')",0.1449838,0.0838731,-0.0611107
54,-0.0927124,0.023017727,"('incapable', 'capable')",-0.0927124,0.0230177,0.1157301
55,-0.020547422,0.24938112,"('incompetent', 'clever')",-0.0205474,0.2493811,0.2699285
56,0.7152164,0.87590426,"('impractical', 'practical')",0.7152164,0.8759043,0.1606879
57,-1.5794884,-1.58884,"('unimaginative', 'imaginative')",-1.5794884,-1.58884,-0.0093516
58,0.50456816,0.52581406,"('undiscriminating', 'discriminating')",0.5045682,0.5258141,0.0212459
59,0.027307883,-0.08571279,"('foolish', 'wise')",0.0273079,-0.0857128,-0.1130207
60,0.011473544,0.44000915,"('inefficient', 'efficient')",0.0114735,0.4400091,0.4285356
61,-0.0044376943,-0.094977364,"('illogical', 'logical')",-0.0044377,-0.0949774,-0.0905397
62,-0.18311474,0.17161831,"('incompetent', 'brilliant')",-0.1831147,0.1716183,0.354733
63,-0.20745452,0.02256533,"('unperceptive', 'insightful')",-0.2074545,0.0225653,0.2300198
64,-3.3129292,-3.3131483,"('shy', 'confident')",-3.3129292,-3.3131483,-0.0002191
65,-0.14872597,-0.019389868,"('insecure', 'secure')",-0.148726,-0.0193899,0.1293361
66,-0.34001884,-0.56032443,"('inactive', 'active')",-0.3400188,-0.5603244,-0.2203056
67,0.24088643,0.1715329,"('doubtful', 'determined')",0.2408864,0.1715329,-0.0693535
68,-1.2986776,-1.2297736,"('dependent', 'independent')",-1.2986776,-1.2297736,0.068904
69,-0.84313846,-1.0447083,"('lazy', 'industrious')",-0.8431385,-1.0447083,-0.2015698
70,-0.09584621,0.12764347,"('lethargic', 'energetic')",-0.0958462,0.1276435,0.2234897
71,0.1996061,0.18229446,"('diffident', 'self-confident')",0.1996061,0.1822945,-0.0173116
72,0.8587631,0.91108996,"('unambitious', 'ambitious')",0.8587631,0.91109,0.0523269
73,-1.0947102,-1.0992671,"('helpless', 'self-reliant')",-1.0947102,-1.0992671,-0.0045569
74,0.14565694,0.2030751,"('undedicated', 'dedicated')",0.1456569,0.2030751,0.0574182
75,-0.36726218,-0.50558525,"('meek', 'impulsive')",-0.3672622,-0.5055853,-0.1383231
76,-0.8277133,-0.6357885,"('anxious', 'daring')",-0.8277133,-0.6357885,0.1919248
77,-1.2292297,-0.9821817,"('unmotivated', 'motivated')",-1.2292297,-0.9821817,0.247048
78,-0.716803,-0.62974775,"('nonresilient', 'resilient')",-0.716803,-0.6297477,0.0870553
79,-0.75280845,-0.8918909,"('wavering', 'unwavering')",-0.7528085,-0.8918909,-0.1390824
80,0.47131717,0.4469831,"('dominated', 'dominating')",0.4713172,0.4469831,-0.0243341
81,-0.38316596,-0.32324076,"('submissive', 'aggressive')",-0.383166,-0.3232408,0.0599252
82,2.9095843,3.0783808,"('poor', 'rich')",2.9095843,3.0783808,0.1687965
83,-0.02620852,-0.077036746,"('powerless', 'powerful')",-0.0262085,-0.0770367,-0.0508282
84,0.27342007,0.25176996,"('inferior', 'superior')",0.2734201,0.25177,-0.0216501
85,-0.31895888,-0.5068569,"('insignificant', 'prestigious')",-0.3189589,-0.5068569,-0.187898
86,0.4983352,0.4886446,"('uninfluential', 'influential')",0.4983352,0.4886446,-0.0096906
87,0.2830466,0.27331072,"('unsuccessful', 'successful')",0.2830466,0.2733107,-0.0097359
88,-0.3499458,-0.39239958,"('low', 'eminent')",-0.3499458,-0.3923996,-0.0424538
