,cemetery_male,cemetery_female,tuple,average_male,average_female,female-male
0,1.0030059,0.83794713,"('unsociable', 'sociable')",1.0030059,0.8379471,-0.1650588
1,1.3402827,1.4517696,"('unfriendly', 'friendly')",1.3402827,1.4517696,0.1114869
2,0.42664176,0.57706314,"('unlikable', 'likable')",0.4266418,0.5770631,0.1504213
3,0.25913742,0.42972535,"('repellent', 'pleasant')",0.2591374,0.4297253,0.1705879
4,-5.9111195,-6.17364,"('disliked', 'liked')",-5.9111195,-6.1736398,-0.2625203
5,-1.7048023,-1.592231,"('distant', 'outgoing')",-1.7048023,-1.592231,0.1125713
6,-1.3732239,-1.2156585,"('distant', 'open')",-1.3732239,-1.2156585,0.1575654
7,1.7564063,1.8687017,"('insensitive', 'sensitive')",1.7564063,1.8687017,0.1122954
8,0.7632884,0.80599606,"('unaffectionate', 'affectionate')",0.7632884,0.8059961,0.0427077
9,1.538239,1.6903846,"('unaffectionate', 'caring')",1.538239,1.6903846,0.1521456
10,1.0529974,1.1298232,"('unsympathetic', 'sympathetic')",1.0529974,1.1298232,0.0768258
11,1.7162286,1.65714,"('unhelpful', 'helpful')",1.7162286,1.65714,-0.0590886
12,-0.71295935,-0.64868337,"('unsupportive', 'supportive')",-0.7129593,-0.6486834,0.0642759
13,0.5903526,0.58588016,"('impolite', 'polite')",0.5903526,0.5858802,-0.0044724
14,1.1957726,1.1117977,"('antisocial', 'social')",1.1957726,1.1117977,-0.0839749
15,0.7385376,0.49312314,"('boring', 'funny')",0.7385376,0.4931231,-0.2454145
16,-0.39416203,-0.53193057,"('unpopular', 'popular')",-0.394162,-0.5319306,-0.1377686
17,-0.34133196,-0.34453794,"('nasty', 'nice')",-0.341332,-0.3445379,-0.0032059
18,-0.44184792,-0.14680956,"('disagreeable', 'welcoming')",-0.4418479,-0.1468096,0.2950383
19,-0.9608815,-0.86702025,"('inhospitable', 'hospitable')",-0.9608815,-0.8670202,0.0938613
20,0.37973386,0.41444427,"('rough', 'thoughtful')",0.3797339,0.4144443,0.0347104
21,0.5098515,0.63496375,"('immoral', 'moral')",0.5098515,0.6349638,0.1251123
22,0.33781582,0.29460293,"('untrustworthy', 'trustworthy')",0.3378158,0.2946029,-0.0432129
23,6.0058923,6.1545424,"('insincere', 'sincere')",6.0058923,6.1545424,0.1486501
24,1.6510768,1.8695543,"('dishonest', 'honest')",1.6510768,1.8695543,0.2184775
25,0.8485457,1.0380241,"('egoistic', 'altruistic')",0.8485457,1.0380241,0.1894784
26,2.5385852,2.2783194,"('hardhearted', 'benevolent')",2.5385852,2.2783194,-0.2602658
27,0.9127342,1.0832778,"('hardhearted', 'softhearted')",0.9127342,1.0832778,0.1705436
28,1.1932995,1.1200155,"('disloyal', 'loyal')",1.1932995,1.1200155,-0.073284
29,-0.9509266,-0.9951446,"('unfair', 'fair')",-0.9509266,-0.9951446,-0.044218
30,1.3895143,1.4049761,"('intolerant', 'tolerant')",1.3895143,1.4049761,0.0154618
31,-1.8713456,-1.8125544,"('evil', 'good')",-1.8713456,-1.8125544,0.0587912
32,1.7417141,1.6291851,"('unkind', 'kind')",1.7417141,1.6291851,-0.112529
33,-0.065038934,-0.05475778,"('wrong', 'right')",-0.0650389,-0.0547578,0.0102811
34,4.4819775,4.6944137,"('mean', 'honorable')",4.4819775,4.6944137,0.2124362
35,-1.1653074,-1.4194365,"('corrupt', 'incorrupt')",-1.1653074,-1.4194365,-0.2541291
36,-1.1225499,-1.3529251,"('hostile', 'amicable')",-1.1225499,-1.3529251,-0.2303752
37,0.3988691,0.57462704,"('fake', 'genuine')",0.3988691,0.574627,0.1757579
38,0.6729235,0.657059,"('untruthful', 'truthful')",0.6729235,0.657059,-0.0158645
39,0.7247976,0.8959099,"('exploitative', 'cooperative')",0.7247976,0.8959099,0.1711123
40,-0.98155326,-0.86925906,"('stingy', 'generous')",-0.9815533,-0.8692591,0.1122942
41,1.2154565,1.0893698,"('unforgiving', 'forgiving')",1.2154565,1.0893698,-0.1260867
42,-2.6249537,-2.5588374,"('unreliable', 'reliable')",-2.6249537,-2.5588374,0.0661163
43,1.3376613,1.4730372,"('irresponsible', 'responsible')",1.3376613,1.4730372,0.1353759
44,-1.6367122,-1.609123,"('prejudiced', 'unprejudiced')",-1.6367122,-1.609123,0.0275892
45,1.3148391,1.1638544,"('incompetent', 'competent')",1.3148391,1.1638544,-0.1509847
46,-0.36051935,-0.40648106,"('uncompetitive', 'competitive')",-0.3605193,-0.4064811,-0.0459618
47,4.799734,4.915551,"('stupid', 'smart')",4.7997341,4.9155512,0.1158171
48,0.82919127,0.88641316,"('unintelligent', 'intelligent')",0.8291913,0.8864132,0.0572219
49,-0.5177059,-0.45091456,"('unable', 'able')",-0.5177059,-0.4509146,0.0667913
50,-1.0777864,-1.0878756,"('clumsy', 'skillful')",-1.0777864,-1.0878756,-0.0100892
51,0.58577394,0.6248378,"('uneducated', 'educated')",0.5857739,0.6248378,0.0390639
52,-0.36128047,-0.38583753,"('irrational', 'rational')",-0.3612805,-0.3858375,-0.024557
53,0.005743594,-0.010138983,"('uncreative', 'creative')",0.0057436,-0.010139,-0.0158826
54,0.5779091,0.6532173,"('incapable', 'capable')",0.5779091,0.6532173,0.0753082
55,1.3506906,1.4846778,"('incompetent', 'clever')",1.3506906,1.4846778,0.1339872
56,1.1879746,1.1457424,"('impractical', 'practical')",1.1879746,1.1457424,-0.0422322
57,-1.384913,-1.5521607,"('unimaginative', 'imaginative')",-1.384913,-1.5521607,-0.1672477
58,0.2782785,0.3096304,"('undiscriminating', 'discriminating')",0.2782785,0.3096304,0.0313519
59,-0.3458715,-0.34104812,"('foolish', 'wise')",-0.3458715,-0.3410481,0.0048234
60,0.78091556,1.1705025,"('inefficient', 'efficient')",0.7809156,1.1705025,0.3895869
61,0.5340742,0.39023954,"('illogical', 'logical')",0.5340742,0.3902395,-0.1438347
62,1.1642746,1.348116,"('incompetent', 'brilliant')",1.1642746,1.348116,0.1838414
63,0.87047935,0.8737882,"('unperceptive', 'insightful')",0.8704793,0.8737882,0.0033089
64,-5.88816,-5.760375,"('shy', 'confident')",-5.8881602,-5.760375,0.1277852
65,0.42323655,0.5371827,"('insecure', 'secure')",0.4232365,0.5371827,0.1139462
66,-0.43251324,-0.66249317,"('inactive', 'active')",-0.4325132,-0.6624932,-0.22998
67,-0.09867048,-0.2263845,"('doubtful', 'determined')",-0.0986705,-0.2263845,-0.127714
68,-1.2564434,-1.0744238,"('dependent', 'independent')",-1.2564434,-1.0744238,0.1820196
69,-1.8304125,-1.9047321,"('lazy', 'industrious')",-1.8304125,-1.9047321,-0.0743196
70,0.6985485,0.6850991,"('lethargic', 'energetic')",0.6985485,0.6850991,-0.0134494
71,0.620433,0.6356111,"('diffident', 'self-confident')",0.620433,0.6356111,0.0151781
72,0.9113438,1.0471494,"('unambitious', 'ambitious')",0.9113438,1.0471494,0.1358056
