,volcano_male,volcano_female,tuple,average_male,average_female,female-male
0,-0.55247104,-0.6787013,"('unsociable', 'sociable')",-0.552471,-0.6787013,-0.1262303
1,1.2609371,1.35914,"('unfriendly', 'friendly')",1.2609371,1.35914,0.0982029
2,0.115047485,0.12926513,"('unlikable', 'likable')",0.1150475,0.1292651,0.0142176
3,0.3186574,0.32454953,"('repellent', 'pleasant')",0.3186574,0.3245495,0.0058921
4,-7.918665,-8.0190935,"('disliked', 'liked')",-7.9186649,-8.0190935,-0.1004286
5,-0.75156856,-0.6202383,"('distant', 'outgoing')",-0.7515686,-0.6202383,0.1313303
6,-0.3361865,-0.15867868,"('distant', 'open')",-0.3361865,-0.1586787,0.1775078
7,0.72769314,0.7245088,"('insensitive', 'sensitive')",0.7276931,0.7245088,-0.0031843
8,1.4377906,1.4848652,"('unaffectionate', 'affectionate')",1.4377906,1.4848652,0.0470746
9,1.9179724,1.988129,"('unaffectionate', 'caring')",1.9179724,1.988129,0.0701566
10,0.49747774,0.3987261,"('unsympathetic', 'sympathetic')",0.4974777,0.3987261,-0.0987516
11,1.7192111,1.6637741,"('unhelpful', 'helpful')",1.7192111,1.6637741,-0.055437
12,-1.844634,-1.8287568,"('unsupportive', 'supportive')",-1.8446341,-1.8287568,0.0158773
13,-0.5577811,-0.7199312,"('impolite', 'polite')",-0.5577811,-0.7199312,-0.1621501
14,-0.23773812,-0.41429102,"('antisocial', 'social')",-0.2377381,-0.414291,-0.1765529
15,-0.020517,-0.11753392,"('boring', 'funny')",-0.020517,-0.1175339,-0.0970169
16,-0.28622067,-0.24857417,"('unpopular', 'popular')",-0.2862207,-0.2485742,0.0376465
17,-0.60005635,-0.5607896,"('nasty', 'nice')",-0.6000564,-0.5607896,0.0392668
18,-0.38989663,-0.41671497,"('disagreeable', 'welcoming')",-0.3898966,-0.416715,-0.0268184
19,-0.72303945,-0.5868599,"('inhospitable', 'hospitable')",-0.7230394,-0.5868599,0.1361795
20,0.5477241,0.564479,"('rough', 'thoughtful')",0.5477241,0.564479,0.0167549
21,-0.33168697,-0.42658886,"('immoral', 'moral')",-0.331687,-0.4265889,-0.0949019
22,-0.7525187,-0.84445715,"('untrustworthy', 'trustworthy')",-0.7525187,-0.8444571,-0.0919384
23,6.709887,6.711656,"('insincere', 'sincere')",6.709887,6.7116561,0.0017691
24,1.751348,1.6138127,"('dishonest', 'honest')",1.751348,1.6138127,-0.1375353
25,0.80209464,0.7925472,"('egoistic', 'altruistic')",0.8020946,0.7925472,-0.0095474
26,0.7036883,0.7320174,"('hardhearted', 'benevolent')",0.7036883,0.7320174,0.0283291
27,1.3645003,1.3585898,"('hardhearted', 'softhearted')",1.3645003,1.3585898,-0.0059105
28,1.0549593,0.98601496,"('disloyal', 'loyal')",1.0549593,0.986015,-0.0689443
29,-0.8495717,-0.9000061,"('unfair', 'fair')",-0.8495717,-0.9000061,-0.0504344
30,1.0214185,0.9144488,"('intolerant', 'tolerant')",1.0214185,0.9144488,-0.1069697
31,-1.171438,-0.92558414,"('evil', 'good')",-1.171438,-0.9255841,0.2458539
32,1.1242015,0.9573074,"('unkind', 'kind')",1.1242015,0.9573074,-0.1668941
33,-0.38955155,-0.40345252,"('wrong', 'right')",-0.3895516,-0.4034525,-0.0139009
34,5.24982,5.390497,"('mean', 'honorable')",5.2498202,5.3904972,0.140677
35,-0.7473328,-0.7709648,"('corrupt', 'incorrupt')",-0.7473328,-0.7709648,-0.023632
